"Status","Year","Ethnicity","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Active Travel England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Active Travel England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Advisory, Conciliation and Arbitration Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Female","Heterosexual / straight","55","55","29600","29080"
"In post","2023","Asian","Animal and Plant Health Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Male","Heterosexual / straight","35","35","29260","29080"
"In post","2023","Asian","Animal and Plant Health Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","235","225","45070","41870"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","160","160","48020","43470"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Female","Unknown","75","75","30140","30130"
"In post","2023","Asian","Central Civil Service Fast Stream","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Male","Unknown","60","60","30300","30130"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Female","Heterosexual / straight","55","55","45590","36000"
"In post","2023","Asian","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Male","Heterosexual / straight","55","55","52770","55130"
"In post","2023","Asian","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","35","35","41100","34740"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Female","Heterosexual / straight","505","465","39500","33290"
"In post","2023","Asian","Crown Prosecution Service","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Female","Unknown","75","60","39890","30560"
"In post","2023","Asian","Crown Prosecution Service","Male","Heterosexual / straight","215","210","40920","38760"
"In post","2023","Asian","Crown Prosecution Service","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Female","Heterosexual / straight","110","100","35600","32500"
"In post","2023","Asian","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Male","Heterosexual / straight","195","190","37200","33990"
"In post","2023","Asian","Defence Equipment and Support","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Male","Heterosexual / straight","60","55","40720","39890"
"In post","2023","Asian","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","330","325","45890","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","245","245","45900","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Heterosexual / straight","65","65","49670","53030"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Heterosexual / straight","45","45","45830","39600"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Female","Heterosexual / straight","375","360","40930","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Male","Heterosexual / straight","250","250","42550","37810"
"In post","2023","Asian","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","180","180","40600","37300"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","120","115","42850","39600"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
