"Status","Year","Disability","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","East Wales","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Wales","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","100","90","43710","42620"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","75","75","46610","43180"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - West","Female","70","70","54430","50210"
"In post","2023","Declared disabled","Commercial","Inner London - West","Male","75","75","60030","55870"
"In post","2023","Declared disabled","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Female","30","30","39340","35300"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - East","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - East","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - West","Female","65","65","49130","47730"
"In post","2023","Declared disabled","Communications","Inner London - West","Male","45","45","43890","42060"
"In post","2023","Declared disabled","Communications","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Yorkshire","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Wales and The Valleys","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Midlands","Unknown","[c]","[c]","[c]","[c]"
