"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Active Travel England","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Female","40","35","26210","25360"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Female","65","55","33750","32630"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Male","35","35","33700","32110"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AO","Female","100","90","22960","22150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AO","Male","50","45","23270","22150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Female","80","75","27210","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Male","45","40","26780","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","HEO","Female","45","45","31710","30640"
"In post","2023","Declared disabled","Animal and Plant Health Agency","HEO","Male","35","35","31940","30530"
"In post","2023","Declared disabled","Animal and Plant Health Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO","Female","30","30","39360","38210"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AO","Female","45","40","22320","21720"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AO","Male","35","35","22840","21830"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Female","75","70","27260","27560"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Male","40","40","27570","28370"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6","Female","30","30","67360","66530"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6","Male","35","35","67200","66530"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G7","Female","105","105","55610","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G7","Male","90","85","55840","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","HEO","Female","80","80","34720","35240"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","HEO","Male","70","70","34820","34650"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO","Female","90","90","40990","41410"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO","Male","50","50","41100","41740"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","HEO","Female","215","210","30550","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","HEO","Male","105","105","30950","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AO","Female","30","25","22650","23240"
"In post","2023","Declared disabled","Companies House","AO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Companies House","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AO","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AO","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","HEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SEO","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SEO","Male","5","5","[c]","[c]"
