"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","Male","35","35","54950","55130"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Male","20","15","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Female","85","80","35520","33500"
"In post","2023","Analysis","Operational Delivery","London","Male","55","55","39910","35410"
"In post","2023","Analysis","Operational Delivery","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Male","45","45","36820","32160"
"In post","2023","Analysis","Operational Delivery","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Female","55","55","33820","31060"
"In post","2023","Analysis","Operational Delivery","South East (England)","Male","55","55","33180","31060"
"In post","2023","Analysis","Operational Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Female","195","180","33170","31180"
"In post","2023","Analysis","Operational Delivery","Wales","Male","155","155","34820","32550"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Female","145","135","50240","46600"
"In post","2023","Analysis","Operational Research","London","Male","175","170","51790","48250"
"In post","2023","Analysis","Operational Research","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Female","35","35","44760","42140"
"In post","2023","Analysis","Operational Research","North West (England)","Male","45","45","48140","42900"
"In post","2023","Analysis","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Female","60","55","39820","39890"
"In post","2023","Analysis","Operational Research","South East (England)","Male","125","120","43630","48670"
"In post","2023","Analysis","Operational Research","South West (England)","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Female","40","35","41400","43160"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Male","45","45","45620","43990"
"In post","2023","Analysis","Other","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Other","London","Female","175","165","53360","44570"
"In post","2023","Analysis","Other","London","Male","220","215","59910","48820"
"In post","2023","Analysis","Other","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Female","10","5","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","Male","25","20","[c]","[c]"
"In post","2023","Analysis","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","Female","70","65","50360","43760"
"In post","2023","Analysis","Policy","London","Male","80","80","51720","51120"
"In post","2023","Analysis","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","Female","35","35","49320","53190"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","Male","35","30","47510","45500"
"In post","2023","Analysis","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East of England","Female","150","140","33900","30350"
"In post","2023","Analysis","Science and Engineering","East of England","Male","160","155","39520","37310"
"In post","2023","Analysis","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South East (England)","Female","90","85","45890","49260"
"In post","2023","Analysis","Science and Engineering","South East (England)","Male","275","270","47360","49260"
"In post","2023","Analysis","Science and Engineering","South West (England)","Female","190","180","38190","37300"
"In post","2023","Analysis","Science and Engineering","South West (England)","Male","420","410","42870","39890"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Social Research","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Social Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","London","Female","415","400","49660","45170"
"In post","2023","Analysis","Social Research","London","Male","150","145","52340","55150"
"In post","2023","Analysis","Social Research","North East (England)","Female","40","35","39650","34400"
"In post","2023","Analysis","Social Research","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Social Research","North West (England)","Female","60","55","42950","41780"
"In post","2023","Analysis","Social Research","North West (England)","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Social Research","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South East (England)","Female","160","145","39430","39190"
"In post","2023","Analysis","Social Research","South East (England)","Male","75","75","40840","39300"
"In post","2023","Analysis","Social Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","South West (England)","Female","30","25","[c]","[c]"
"In post","2023","Analysis","Social Research","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Social Research","Wales","Female","215","200","40270","39300"
"In post","2023","Analysis","Social Research","Wales","Male","75","75","41720","39300"
"In post","2023","Analysis","Social Research","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Social Research","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","Female","70","65","43710","43250"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","Male","30","30","48460","43860"
"In post","2023","Analysis","Statistics","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Statistics","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Statistics","East of England","Female","10","5","[c]","[c]"
"In post","2023","Analysis","Statistics","East of England","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Statistics","London","Female","545","520","48470","45540"
"In post","2023","Analysis","Statistics","London","Male","635","625","47600","44160"
"In post","2023","Analysis","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","North East (England)","Female","80","75","43810","41510"
"In post","2023","Analysis","Statistics","North East (England)","Male","85","85","42050","38470"
"In post","2023","Analysis","Statistics","North West (England)","Female","95","90","44060","42000"
"In post","2023","Analysis","Statistics","North West (England)","Male","130","130","41270","39430"
"In post","2023","Analysis","Statistics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Statistics","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Statistics","South East (England)","Female","115","110","42130","39300"
"In post","2023","Analysis","Statistics","South East (England)","Male","120","120","42620","39190"
"In post","2023","Analysis","Statistics","South West (England)","Female","110","100","42220","41050"
"In post","2023","Analysis","Statistics","South West (England)","Male","110","105","40590","37620"
"In post","2023","Analysis","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Wales","Female","135","130","44230","39300"
"In post","2023","Analysis","Statistics","Wales","Male","185","180","44530","39300"
"In post","2023","Analysis","Statistics","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","West Midlands (England)","Female","35","35","36150","32960"
"In post","2023","Analysis","Statistics","West Midlands (England)","Male","35","35","40940","39860"
"In post","2023","Analysis","Statistics","Yorkshire and The Humber","Female","105","100","42580","41330"
"In post","2023","Analysis","Statistics","Yorkshire and The Humber","Male","115","110","44760","40820"
"In post","2023","Analysis","Tax","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","London","Female","30","30","48410","40890"
"In post","2023","Analysis","Unknown","London","Male","80","80","51230","46670"
"In post","2023","Analysis","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Unknown","Scotland","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","East Midlands (England)","Female","65","60","43980","40540"
"In post","2023","Commercial","Commercial","East Midlands (England)","Male","45","45","51310","46780"
"In post","2023","Commercial","Commercial","East of England","Female","125","115","42240","40480"
"In post","2023","Commercial","Commercial","East of England","Male","85","85","47700","40620"
"In post","2023","Commercial","Commercial","London","Female","680","660","56240","55450"
"In post","2023","Commercial","Commercial","London","Male","720","715","63810","57110"
"In post","2023","Commercial","Commercial","North East (England)","Female","60","60","45100","39090"
"In post","2023","Commercial","Commercial","North East (England)","Male","55","55","49120","45400"
"In post","2023","Commercial","Commercial","North West (England)","Female","375","360","46280","40470"
"In post","2023","Commercial","Commercial","North West (England)","Male","280","275","49350","41230"
"In post","2023","Commercial","Commercial","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Overseas","Female","10","10","[c]","[c]"
