"Status","Year","Age","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Male","Unknown","2080","[c]","28090","25920"
"Leaver CS","2023","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Female","Heterosexual / straight","2675","[c]","35390","31060"
"Leaver CS","2023","30-39","Female","LGBO","335","[c]","37400","33500"
"Leaver CS","2023","30-39","Female","Undeclared","280","[c]","36390","31990"
"Leaver CS","2023","30-39","Female","Unknown","1385","[c]","34760","30650"
"Leaver CS","2023","30-39","Male","Heterosexual / straight","2470","[c]","38070","34060"
"Leaver CS","2023","30-39","Male","LGBO","280","[c]","38350","33330"
"Leaver CS","2023","30-39","Male","Undeclared","275","[c]","38300","35060"
"Leaver CS","2023","30-39","Male","Unknown","1495","[c]","37970","33450"
"Leaver CS","2023","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Female","Heterosexual / straight","2210","[c]","36940","30320"
"Leaver CS","2023","40-49","Female","LGBO","115","[c]","40720","31920"
"Leaver CS","2023","40-49","Female","Undeclared","260","[c]","38450","32520"
"Leaver CS","2023","40-49","Female","Unknown","1025","[c]","38300","30220"
"Leaver CS","2023","40-49","Male","Heterosexual / straight","1665","[c]","42060","34770"
"Leaver CS","2023","40-49","Male","LGBO","140","[c]","44480","37540"
"Leaver CS","2023","40-49","Male","Undeclared","200","[c]","41770","37910"
"Leaver CS","2023","40-49","Male","Unknown","905","[c]","42770","36390"
"Leaver CS","2023","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Female","Heterosexual / straight","2625","[c]","34890","28120"
"Leaver CS","2023","50-59","Female","LGBO","90","[c]","40540","32000"
"Leaver CS","2023","50-59","Female","Undeclared","335","[c]","33480","28120"
"Leaver CS","2023","50-59","Female","Unknown","1315","[c]","35310","27610"
"Leaver CS","2023","50-59","Male","Heterosexual / straight","2145","[c]","40150","33990"
"Leaver CS","2023","50-59","Male","LGBO","115","[c]","38840","31060"
"Leaver CS","2023","50-59","Male","Undeclared","325","[c]","39640","33990"
"Leaver CS","2023","50-59","Male","Unknown","1210","[c]","38360","29860"
"Leaver CS","2023","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Female","Heterosexual / straight","1825","[c]","33380","28120"
"Leaver CS","2023","60-64","Female","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Female","Undeclared","260","[c]","30060","26780"
"Leaver CS","2023","60-64","Female","Unknown","930","[c]","32220","27810"
"Leaver CS","2023","60-64","Male","Heterosexual / straight","1570","[c]","40310","34290"
"Leaver CS","2023","60-64","Male","LGBO","50","[c]","41880","31640"
"Leaver CS","2023","60-64","Male","Undeclared","285","[c]","40470","36440"
"Leaver CS","2023","60-64","Male","Unknown","840","[c]","39000","32610"
"Leaver CS","2023","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Female","Heterosexual / straight","1380","[c]","29240","25940"
"Leaver CS","2023","65+","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Female","Undeclared","235","[c]","27660","23720"
"Leaver CS","2023","65+","Female","Unknown","675","[c]","29170","25060"
"Leaver CS","2023","65+","Male","Heterosexual / straight","1390","[c]","33280","28100"
"Leaver CS","2023","65+","Male","LGBO","40","[c]","32590","28330"
"Leaver CS","2023","65+","Male","Undeclared","250","[c]","32600","28120"
"Leaver CS","2023","65+","Male","Unknown","630","[c]","35610","28490"
"Leaver CS","2023","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Female","Heterosexual / straight","1590","[c]","32160","30920"
"Leaver Dept.","2023","20-29","Female","LGBO","225","[c]","33010","31290"
"Leaver Dept.","2023","20-29","Female","Undeclared","180","[c]","33680","33180"
"Leaver Dept.","2023","20-29","Female","Unknown","1030","[c]","32360","32000"
"Leaver Dept.","2023","20-29","Male","Heterosexual / straight","1045","[c]","32420","31280"
"Leaver Dept.","2023","20-29","Male","LGBO","185","[c]","33330","32670"
"Leaver Dept.","2023","20-29","Male","Undeclared","140","[c]","34240","33020"
"Leaver Dept.","2023","20-29","Male","Unknown","785","[c]","33060","32000"
"Leaver Dept.","2023","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Female","Heterosexual / straight","1635","[c]","38860","34730"
"Leaver Dept.","2023","30-39","Female","LGBO","150","[c]","37760","33350"
"Leaver Dept.","2023","30-39","Female","Undeclared","165","[c]","40440","38100"
"Leaver Dept.","2023","30-39","Female","Unknown","640","[c]","39440","35410"
"Leaver Dept.","2023","30-39","Male","Heterosexual / straight","1225","[c]","38990","34550"
"Leaver Dept.","2023","30-39","Male","LGBO","175","[c]","40950","37590"
"Leaver Dept.","2023","30-39","Male","Undeclared","155","[c]","41940","39100"
"Leaver Dept.","2023","30-39","Male","Unknown","655","[c]","40200","36170"
"Leaver Dept.","2023","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Female","Heterosexual / straight","1195","[c]","40110","34170"
"Leaver Dept.","2023","40-49","Female","LGBO","50","[c]","39390","37690"
"Leaver Dept.","2023","40-49","Female","Undeclared","105","[c]","36440","33980"
"Leaver Dept.","2023","40-49","Female","Unknown","415","[c]","40040","33790"
"Leaver Dept.","2023","40-49","Male","Heterosexual / straight","795","[c]","43130","38340"
"Leaver Dept.","2023","40-49","Male","LGBO","70","[c]","42520","32520"
"Leaver Dept.","2023","40-49","Male","Undeclared","100","[c]","42310","38560"
"Leaver Dept.","2023","40-49","Male","Unknown","325","[c]","45210","38890"
"Leaver Dept.","2023","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Female","Heterosexual / straight","730","[c]","36890","31530"
"Leaver Dept.","2023","50-59","Female","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Female","Undeclared","110","[c]","35740","30550"
"Leaver Dept.","2023","50-59","Female","Unknown","260","[c]","38980","31170"
"Leaver Dept.","2023","50-59","Male","Heterosexual / straight","535","[c]","44400","34740"
"Leaver Dept.","2023","50-59","Male","LGBO","45","[c]","43570","36680"
"Leaver Dept.","2023","50-59","Male","Undeclared","75","[c]","47610","42160"
"Leaver Dept.","2023","50-59","Male","Unknown","200","[c]","42560","35880"
"Leaver Dept.","2023","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Female","Heterosexual / straight","85","[c]","33780","28120"
"Leaver Dept.","2023","60-64","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Male","Heterosexual / straight","70","[c]","37200","28120"
"Leaver Dept.","2023","60-64","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Female","Heterosexual / straight","270","[c]","23460","22520"
"New entrant CS","2023","16-19","Female","LGBO","50","[c]","23060","22510"
"New entrant CS","2023","16-19","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Female","Unknown","265","[c]","23210","22400"
"New entrant CS","2023","16-19","Male","Heterosexual / straight","255","[c]","23550","22520"
"New entrant CS","2023","16-19","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Male","Unknown","280","[c]","22430","22400"
"New entrant CS","2023","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Female","Heterosexual / straight","5960","[c]","27030","25300"
"New entrant CS","2023","20-29","Female","LGBO","1185","[c]","27390","25750"
"New entrant CS","2023","20-29","Female","Undeclared","565","[c]","28350","27320"
"New entrant CS","2023","20-29","Female","Unknown","5145","[c]","26370","25710"
"New entrant CS","2023","20-29","Male","Heterosexual / straight","4595","[c]","27840","27230"
"New entrant CS","2023","20-29","Male","LGBO","650","[c]","28090","25910"
"New entrant CS","2023","20-29","Male","Undeclared","410","[c]","28800","27650"
"New entrant CS","2023","20-29","Male","Unknown","4500","[c]","27000","25750"
"New entrant CS","2023","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Female","Heterosexual / straight","3865","[c]","31570","28120"
"New entrant CS","2023","30-39","Female","LGBO","480","[c]","31030","28120"
"New entrant CS","2023","30-39","Female","Undeclared","245","[c]","33670","30790"
"New entrant CS","2023","30-39","Female","Unknown","2900","[c]","29200","25750"
"New entrant CS","2023","30-39","Male","Heterosexual / straight","3115","[c]","33070","28880"
"New entrant CS","2023","30-39","Male","LGBO","410","[c]","32660","28880"
"New entrant CS","2023","30-39","Male","Undeclared","245","[c]","35890","33500"
"New entrant CS","2023","30-39","Male","Unknown","2625","[c]","30730","27140"
"New entrant CS","2023","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Female","Heterosexual / straight","2950","[c]","33220","28120"
"New entrant CS","2023","40-49","Female","LGBO","165","[c]","32400","28120"
"New entrant CS","2023","40-49","Female","Undeclared","165","[c]","35620","30330"
"New entrant CS","2023","40-49","Female","Unknown","1935","[c]","30680","25750"
"New entrant CS","2023","40-49","Male","Heterosexual / straight","2290","[c]","36110","30880"
"New entrant CS","2023","40-49","Male","LGBO","150","[c]","37230","30740"
"New entrant CS","2023","40-49","Male","Undeclared","155","[c]","38100","34110"
"New entrant CS","2023","40-49","Male","Unknown","1455","[c]","33050","27570"
"New entrant CS","2023","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Female","Heterosexual / straight","2035","[c]","31220","25750"
"New entrant CS","2023","50-59","Female","LGBO","75","[c]","33330","27720"
"New entrant CS","2023","50-59","Female","Undeclared","145","[c]","33860","27280"
"New entrant CS","2023","50-59","Female","Unknown","1445","[c]","29070","24650"
"New entrant CS","2023","50-59","Male","Heterosexual / straight","1985","[c]","35870","29750"
"New entrant CS","2023","50-59","Male","LGBO","90","[c]","30770","25920"
"New entrant CS","2023","50-59","Male","Undeclared","125","[c]","34830","31000"
"New entrant CS","2023","50-59","Male","Unknown","1435","[c]","32660","26780"
"New entrant CS","2023","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Female","Heterosexual / straight","315","[c]","29350","23190"
"New entrant CS","2023","60-64","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Female","Unknown","280","[c]","27140","22520"
"New entrant CS","2023","60-64","Male","Heterosexual / straight","475","[c]","32570","27500"
"New entrant CS","2023","60-64","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Male","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Male","Unknown","380","[c]","30360","25880"
"New entrant CS","2023","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Female","Heterosexual / straight","55","[c]","30380","22510"
"New entrant CS","2023","65+","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Female","Unknown","70","[c]","28910","22400"
"New entrant CS","2023","65+","Male","Heterosexual / straight","150","[c]","31560","23640"
"New entrant CS","2023","65+","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","Male","Unknown","115","[c]","34730","27140"
"New entrant CS","2023","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
