"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Heterosexual / straight","30","30","58160","54640"
"In post","2023","Declared disabled","Competition and Markets Authority","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","400","390","50530","50370"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","LGBO","85","85","45190","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Undeclared","55","55","47780","41540"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","645","600","36120","32810"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","110","105","35100","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","75","70","36580","34870"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","55","50","29940","26210"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","100","100","51100","53030"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","LGBO","40","40","44010","36540"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Heterosexual / straight","160","155","52640","55020"
"In post","2023","Declared disabled","Department for Education","London","LGBO","35","35","51390","55020"
"In post","2023","Declared disabled","Department for Education","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Outside London","Heterosexual / straight","465","445","41400","37590"
"In post","2023","Declared disabled","Department for Education","Outside London","LGBO","75","75","40350","37590"
"In post","2023","Declared disabled","Department for Education","Outside London","Undeclared","45","45","39570","37590"
"In post","2023","Declared disabled","Department for Education","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","245","235","45360","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","LGBO","55","50","46280","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","1115","1055","33190","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","LGBO","175","170","32140","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","145","135","32660","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","Unknown","40","35","32690","26770"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","Heterosexual / straight","140","140","48500","41750"
"In post","2023","Declared disabled","Department for International Trade","London","LGBO","40","40","48120","41650"
"In post","2023","Declared disabled","Department for International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Heterosexual / straight","40","40","41080","39270"
"In post","2023","Declared disabled","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","185","180","48020","44180"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","LGBO","55","55","46730","40800"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","145","140","40320","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","LGBO","40","40","42350","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","London","Heterosexual / straight","160","155","47540","43750"
"In post","2023","Declared disabled","Department for Transport","London","LGBO","35","35","50330","52000"
"In post","2023","Declared disabled","Department for Transport","London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Outside London","Heterosexual / straight","795","700","28720","27190"
"In post","2023","Declared disabled","Department for Transport","Outside London","LGBO","70","70","30390","27070"
"In post","2023","Declared disabled","Department for Transport","Outside London","Undeclared","305","250","25990","22500"
"In post","2023","Declared disabled","Department for Transport","Outside London","Unknown","30","25","26520","27070"
"In post","2023","Declared disabled","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","London","Heterosexual / straight","1265","1160","35870","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","London","LGBO","110","110","37960","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","London","Undeclared","185","165","33170","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","London","Unknown","150","130","32910","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","Outside London","Heterosexual / straight","11780","10265","28250","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Outside London","LGBO","1200","1125","28220","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Outside London","Undeclared","1655","1430","27620","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Outside London","Unknown","985","815","26720","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Heterosexual / straight","50","45","33160","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","London","Heterosexual / straight","155","150","49030","41950"
"In post","2023","Declared disabled","Department of Health and Social Care","London","LGBO","45","45","45680","41610"
"In post","2023","Declared disabled","Department of Health and Social Care","London","Undeclared","30","30","50910","54370"
"In post","2023","Declared disabled","Department of Health and Social Care","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Outside London","Heterosexual / straight","185","180","45250","39070"
"In post","2023","Declared disabled","Department of Health and Social Care","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Outside London","Undeclared","30","30","42530","40260"
"In post","2023","Declared disabled","Department of Health and Social Care","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","Heterosexual / straight","75","75","39630","38100"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","250","245","48960","43000"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","LGBO","35","35","51680","44450"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","Unknown","70","70","47750","41450"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","100","95","36100","32750"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","100","100","48400","43050"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Heterosexual / straight","470","415","30960","28080"
"In post","2023","Declared disabled","HM Land Registry","Outside London","LGBO","40","40","28100","28080"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Undeclared","80","65","32220","28080"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Unknown","75","70","28340","28080"
"In post","2023","Declared disabled","HM Revenue and Customs","London","Heterosexual / straight","655","615","46720","42060"
"In post","2023","Declared disabled","HM Revenue and Customs","London","LGBO","75","75","48510","42060"
"In post","2023","Declared disabled","HM Revenue and Customs","London","Undeclared","90","85","44830","39790"
"In post","2023","Declared disabled","HM Revenue and Customs","London","Unknown","100","90","42810","39790"
"In post","2023","Declared disabled","HM Revenue and Customs","Outside London","Heterosexual / straight","4255","3855","33780","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","Outside London","LGBO","570","540","32970","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","Outside London","Undeclared","425","380","33280","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","Outside London","Unknown","510","440","29180","26920"
"In post","2023","Declared disabled","HM Treasury","London","Heterosexual / straight","140","140","48790","53550"
"In post","2023","Declared disabled","HM Treasury","London","LGBO","35","30","46600","39050"
"In post","2023","Declared disabled","HM Treasury","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Outside London","Heterosexual / straight","45","45","44690","42700"
"In post","2023","Declared disabled","HM Treasury","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","London","Heterosexual / straight","905","845","40730","36180"
"In post","2023","Declared disabled","Home Office","London","LGBO","80","80","46380","43210"
"In post","2023","Declared disabled","Home Office","London","Undeclared","160","145","39910","36180"
"In post","2023","Declared disabled","Home Office","London","Unknown","40","40","39540","36180"
"In post","2023","Declared disabled","Home Office","Outside London","Heterosexual / straight","1530","1400","29740","26180"
"In post","2023","Declared disabled","Home Office","Outside London","LGBO","180","170","31010","26140"
"In post","2023","Declared disabled","Home Office","Outside London","Undeclared","220","200","29900","26760"
"In post","2023","Declared disabled","Home Office","Outside London","Unknown","95","90","28990","25880"
"In post","2023","Declared disabled","Home Office","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","London","Heterosexual / straight","325","315","43850","38930"
"In post","2023","Declared disabled","Ministry of Defence","London","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","London","Undeclared","45","45","46540","44640"
"In post","2023","Declared disabled","Ministry of Defence","London","Unknown","30","30","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Outside London","Heterosexual / straight","4140","3965","35320","33830"
"In post","2023","Declared disabled","Ministry of Defence","Outside London","LGBO","260","255","34930","32600"
"In post","2023","Declared disabled","Ministry of Defence","Outside London","Undeclared","570","545","36180","34300"
"In post","2023","Declared disabled","Ministry of Defence","Outside London","Unknown","375","365","39460","39890"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","London","Heterosexual / straight","1460","1390","37140","34820"
"In post","2023","Declared disabled","Ministry of Justice","London","LGBO","210","205","41290","37060"
"In post","2023","Declared disabled","Ministry of Justice","London","Undeclared","200","195","38120","33820"
"In post","2023","Declared disabled","Ministry of Justice","London","Unknown","60","55","34980","30930"
"In post","2023","Declared disabled","Ministry of Justice","Outside London","Heterosexual / straight","8225","7585","30580","28880"
"In post","2023","Declared disabled","Ministry of Justice","Outside London","LGBO","1070","1035","29960","28880"
"In post","2023","Declared disabled","Ministry of Justice","Outside London","Undeclared","880","805","31010","29050"
"In post","2023","Declared disabled","Ministry of Justice","Outside London","Unknown","195","170","29550","28880"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","Heterosexual / straight","60","60","44670","42240"
"In post","2023","Declared disabled","National Crime Agency","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Outside London","Heterosexual / straight","150","145","39600","38640"
"In post","2023","Declared disabled","National Crime Agency","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","110","110","48330","52750"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","10","10","[c]","[c]"
