"Status","Year","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Female","Heterosexual / straight","1130","1065","37250","32660"
"In post","2023","Other ethnicity","Female","LGBO","100","100","37820","34010"
"In post","2023","Other ethnicity","Female","Undeclared","160","150","41270","34340"
"In post","2023","Other ethnicity","Female","Unknown","120","105","39380","32520"
"In post","2023","Other ethnicity","Male","Heterosexual / straight","890","870","38730","34400"
"In post","2023","Other ethnicity","Male","LGBO","115","115","43290","38070"
"In post","2023","Other ethnicity","Male","Undeclared","205","200","45490","42270"
"In post","2023","Other ethnicity","Male","Unknown","110","105","38710","31680"
"In post","2023","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Female","Heterosexual / straight","1415","1290","33860","29890"
"In post","2023","Undeclared","Female","LGBO","90","85","32250","30410"
"In post","2023","Undeclared","Female","Undeclared","4760","4310","35510","31500"
"In post","2023","Undeclared","Female","Unknown","1575","1345","34430","29560"
"In post","2023","Undeclared","Male","Heterosexual / straight","1600","1540","36130","32520"
"In post","2023","Undeclared","Male","LGBO","210","200","36740","32920"
"In post","2023","Undeclared","Male","Undeclared","7805","7505","39030","34890"
"In post","2023","Undeclared","Male","Unknown","1810","1710","40250","35330"
"In post","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Female","Heterosexual / straight","1920","1735","35330","30460"
"In post","2023","Unknown","Female","LGBO","125","120","37940","33970"
"In post","2023","Unknown","Female","Undeclared","1175","1095","40790","36070"
"In post","2023","Unknown","Female","Unknown","35600","33150","32770","28130"
"In post","2023","Unknown","Male","Heterosexual / straight","1540","1490","37020","33050"
"In post","2023","Unknown","Male","LGBO","120","115","39400","34170"
"In post","2023","Unknown","Male","Undeclared","1105","1065","43270","39650"
"In post","2023","Unknown","Male","Unknown","35405","34505","34910","30410"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Female","Heterosexual / straight","160645","146190","35480","30810"
"In post","2023","White","Female","LGBO","10875","10505","35060","31310"
"In post","2023","White","Female","Undeclared","13225","11775","34150","28880"
"In post","2023","White","Female","Unknown","14560","12435","33010","28120"
"In post","2023","White","Male","Heterosexual / straight","128000","124065","38540","34170"
"In post","2023","White","Male","LGBO","10115","9915","38100","33750"
"In post","2023","White","Male","Undeclared","9740","9270","37070","32920"
"In post","2023","White","Male","Unknown","11180","10520","37100","32920"
"In post","2023","White","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Female","Heterosexual / straight","1095","[c]","32830","29290"
"Leaver CS","2023","Asian","Female","LGBO","40","[c]","28830","26940"
"Leaver CS","2023","Asian","Female","Undeclared","75","[c]","32590","28890"
"Leaver CS","2023","Asian","Female","Unknown","250","[c]","35420","28120"
"Leaver CS","2023","Asian","Male","Heterosexual / straight","970","[c]","34740","30320"
"Leaver CS","2023","Asian","Male","LGBO","40","[c]","36860","31060"
"Leaver CS","2023","Asian","Male","Undeclared","50","[c]","32850","28290"
"Leaver CS","2023","Asian","Male","Unknown","255","[c]","33130","28590"
"Leaver CS","2023","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Female","Heterosexual / straight","970","[c]","33020","31060"
"Leaver CS","2023","Black","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Female","Undeclared","55","[c]","30050","28040"
"Leaver CS","2023","Black","Female","Unknown","145","[c]","33830","30600"
"Leaver CS","2023","Black","Male","Heterosexual / straight","540","[c]","34970","31920"
"Leaver CS","2023","Black","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Male","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Female","Heterosexual / straight","415","[c]","33840","29290"
"Leaver CS","2023","Mixed","Female","LGBO","70","[c]","35930","31060"
"Leaver CS","2023","Mixed","Female","Undeclared","35","[c]","34160","31060"
"Leaver CS","2023","Mixed","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Male","Heterosexual / straight","310","[c]","35350","31060"
"Leaver CS","2023","Mixed","Male","LGBO","45","[c]","34000","29290"
"Leaver CS","2023","Mixed","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Female","Heterosexual / straight","115","[c]","32900","29290"
"Leaver CS","2023","Other ethnicity","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Male","Heterosexual / straight","80","[c]","40350","29890"
"Leaver CS","2023","Other ethnicity","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Female","Heterosexual / straight","115","[c]","31730","28120"
"Leaver CS","2023","Undeclared","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Female","Undeclared","335","[c]","34060","28850"
"Leaver CS","2023","Undeclared","Female","Unknown","185","[c]","30000","27130"
"Leaver CS","2023","Undeclared","Male","Heterosexual / straight","130","[c]","33840","30570"
"Leaver CS","2023","Undeclared","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Male","Undeclared","580","[c]","37820","33520"
"Leaver CS","2023","Undeclared","Male","Unknown","230","[c]","38610","35980"
"Leaver CS","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Heterosexual / straight","200","[c]","33710","28120"
"Leaver CS","2023","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Undeclared","205","[c]","35400","32430"
"Leaver CS","2023","Unknown","Female","Unknown","4455","[c]","32280","26800"
"Leaver CS","2023","Unknown","Male","Heterosexual / straight","175","[c]","34310","28300"
"Leaver CS","2023","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Male","Undeclared","155","[c]","37790","35360"
"Leaver CS","2023","Unknown","Male","Unknown","4530","[c]","34540","28410"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Female","Heterosexual / straight","11095","[c]","33170","28120"
"Leaver CS","2023","White","Female","LGBO","1035","[c]","33290","28120"
"Leaver CS","2023","White","Female","Undeclared","990","[c]","31410","27570"
"Leaver CS","2023","White","Female","Unknown","2440","[c]","32370","27570"
"Leaver CS","2023","White","Male","Heterosexual / straight","9525","[c]","37280","31580"
"Leaver CS","2023","White","Male","LGBO","845","[c]","36470","30920"
"Leaver CS","2023","White","Male","Undeclared","775","[c]","36320","32160"
"Leaver CS","2023","White","Male","Unknown","2080","[c]","38240","31220"
"Leaver CS","2023","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Female","Heterosexual / straight","645","[c]","36190","32520"
"Leaver Dept.","2023","Asian","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Female","Undeclared","30","[c]","38720","35410"
"Leaver Dept.","2023","Asian","Female","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Male","Heterosexual / straight","470","[c]","35110","32520"
"Leaver Dept.","2023","Asian","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Male","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Female","Heterosexual / straight","350","[c]","33930","32520"
"Leaver Dept.","2023","Black","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Male","Heterosexual / straight","175","[c]","34750","32020"
"Leaver Dept.","2023","Black","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Female","Heterosexual / straight","225","[c]","37030","33160"
"Leaver Dept.","2023","Mixed","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Male","Heterosexual / straight","120","[c]","39790","35240"
"Leaver Dept.","2023","Mixed","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Female","Heterosexual / straight","40","[c]","37850","32520"
"Leaver Dept.","2023","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Female","Heterosexual / straight","45","[c]","31650","28270"
"Leaver Dept.","2023","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Female","Undeclared","110","[c]","35490","32520"
"Leaver Dept.","2023","Undeclared","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Male","Heterosexual / straight","45","[c]","37900","34140"
"Leaver Dept.","2023","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Male","Undeclared","175","[c]","40570","36740"
"Leaver Dept.","2023","Undeclared","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Heterosexual / straight","75","[c]","35220","32160"
"Leaver Dept.","2023","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Undeclared","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Unknown","1615","[c]","36670","32000"
"Leaver Dept.","2023","Unknown","Male","Heterosexual / straight","95","[c]","36030","29790"
"Leaver Dept.","2023","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Male","Unknown","1395","[c]","37930","33250"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Female","Heterosexual / straight","3880","[c]","37150","32420"
"Leaver Dept.","2023","White","Female","LGBO","410","[c]","35510","32320"
"Leaver Dept.","2023","White","Female","Undeclared","305","[c]","36530","33630"
"Leaver Dept.","2023","White","Female","Unknown","600","[c]","36230","31560"
"Leaver Dept.","2023","White","Male","Heterosexual / straight","2740","[c]","39630","34170"
"Leaver Dept.","2023","White","Male","LGBO","405","[c]","38210","34170"
"Leaver Dept.","2023","White","Male","Undeclared","190","[c]","40620","34550"
"Leaver Dept.","2023","White","Male","Unknown","420","[c]","40330","35880"
"Leaver Dept.","2023","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Female","Heterosexual / straight","1700","[c]","29510","25920"
"New entrant CS","2023","Asian","Female","LGBO","50","[c]","28620","25790"
"New entrant CS","2023","Asian","Female","Undeclared","90","[c]","30340","26400"
"New entrant CS","2023","Asian","Female","Unknown","165","[c]","31140","28840"
"New entrant CS","2023","Asian","Male","Heterosexual / straight","1565","[c]","30550","26920"
"New entrant CS","2023","Asian","Male","LGBO","60","[c]","32870","28480"
"New entrant CS","2023","Asian","Male","Undeclared","55","[c]","30970","28010"
"New entrant CS","2023","Asian","Male","Unknown","145","[c]","30960","28840"
"New entrant CS","2023","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Female","Heterosexual / straight","880","[c]","30220","27640"
"New entrant CS","2023","Black","Female","LGBO","40","[c]","29710","27820"
"New entrant CS","2023","Black","Female","Undeclared","45","[c]","30160","24370"
"New entrant CS","2023","Black","Female","Unknown","75","[c]","32410","28840"
"New entrant CS","2023","Black","Male","Heterosexual / straight","695","[c]","31830","28900"
"New entrant CS","2023","Black","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Male","Unknown","50","[c]","34210","29460"
"New entrant CS","2023","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Female","Heterosexual / straight","535","[c]","29660","26750"
"New entrant CS","2023","Mixed","Female","LGBO","100","[c]","28580","27650"
"New entrant CS","2023","Mixed","Female","Undeclared","55","[c]","30210","27760"
"New entrant CS","2023","Mixed","Female","Unknown","60","[c]","28530","28840"
"New entrant CS","2023","Mixed","Male","Heterosexual / straight","370","[c]","31620","28880"
"New entrant CS","2023","Mixed","Male","LGBO","60","[c]","31500","28770"
"New entrant CS","2023","Mixed","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Male","Unknown","35","[c]","38180","28840"
"New entrant CS","2023","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Female","Heterosexual / straight","135","[c]","30290","27640"
"New entrant CS","2023","Other ethnicity","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Male","Heterosexual / straight","95","[c]","31910","28940"
"New entrant CS","2023","Other ethnicity","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Male","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Female","Heterosexual / straight","55","[c]","29920","26400"
"New entrant CS","2023","Undeclared","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Female","Undeclared","150","[c]","31150","25830"
"New entrant CS","2023","Undeclared","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Male","Heterosexual / straight","105","[c]","29980","27730"
"New entrant CS","2023","Undeclared","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Male","Undeclared","270","[c]","34770","32480"
"New entrant CS","2023","Undeclared","Male","Unknown","45","[c]","45730","34700"
"New entrant CS","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Heterosexual / straight","255","[c]","31720","27140"
"New entrant CS","2023","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Undeclared","125","[c]","34830","30970"
"New entrant CS","2023","Unknown","Female","Unknown","10830","[c]","27750","25300"
"New entrant CS","2023","Unknown","Male","Heterosexual / straight","210","[c]","32020","28880"
"New entrant CS","2023","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Male","Undeclared","95","[c]","34470","34190"
"New entrant CS","2023","Unknown","Male","Unknown","9820","[c]","29120","25880"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Female","Heterosexual / straight","11930","[c]","29900","25900"
"New entrant CS","2023","White","Female","LGBO","1745","[c]","28870","25920"
"New entrant CS","2023","White","Female","Undeclared","710","[c]","30660","27890"
"New entrant CS","2023","White","Female","Unknown","910","[c]","30500","28840"
"New entrant CS","2023","White","Male","Heterosexual / straight","9840","[c]","32210","28880"
"New entrant CS","2023","White","Male","LGBO","1155","[c]","30610","27400"
"New entrant CS","2023","White","Male","Undeclared","505","[c]","32190","28360"
"New entrant CS","2023","White","Male","Unknown","705","[c]","33620","28840"
"New entrant CS","2023","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
