"Status","Year","Disability","Function_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","45","40","40200","39890"
"In post","2023","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","80","75","42410","39890"
"In post","2023","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Greater Manchester","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Greater Manchester","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Hampshire and Isle of Wight","Female","70","65","42730","39890"
"In post","2023","Declared disabled","Analysis","Hampshire and Isle of Wight","Male","95","90","44680","40910"
"In post","2023","Declared disabled","Analysis","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Inner London - East","Female","40","40","45690","41720"
"In post","2023","Declared disabled","Analysis","Inner London - East","Male","55","50","48160","45560"
"In post","2023","Declared disabled","Analysis","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Inner London - West","Female","125","115","47340","41440"
"In post","2023","Declared disabled","Analysis","Inner London - West","Male","115","115","48360","44660"
"In post","2023","Declared disabled","Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Merseyside","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northumberland, and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northumberland, and Tyne and Wear","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - South","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - South","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","South Yorkshire","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","South Yorkshire","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tees Valley and Durham","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tees Valley and Durham","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Yorkshire","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cheshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Devon","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Devon","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Anglia","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Anglia","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Wales","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Wales","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","95","90","43750","42620"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","75","75","46430","42620"
"In post","2023","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - West","Female","65","65","56430","56000"
"In post","2023","Declared disabled","Commercial","Inner London - West","Male","75","75","61240","56200"
"In post","2023","Declared disabled","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","Unknown","[c]","[c]","[c]","[c]"
