"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AO","Female","190","150","23210","21690"
"In post","2023","Declared disabled","Counter Fraud","AO","Male","110","100","22780","21690"
"In post","2023","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","EO","Female","485","430","28980","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Male","265","245","28990","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HEO","Female","150","140","35260","34170"
"In post","2023","Declared disabled","Counter Fraud","HEO","Male","115","110","35940","34500"
"In post","2023","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO","Female","40","35","41970","42160"
"In post","2023","Declared disabled","Counter Fraud","SEO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","AO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","AO","Male","30","30","22630","22190"
"In post","2023","Declared disabled","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","EO","Female","160","145","28540","28120"
"In post","2023","Declared disabled","Digital, Data and Technology","EO","Male","250","240","28560","28120"
"In post","2023","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","G6","Female","55","50","68760","66860"
"In post","2023","Declared disabled","Digital, Data and Technology","G6","Male","85","85","70840","71300"
"In post","2023","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","G7","Female","210","205","54730","54630"
"In post","2023","Declared disabled","Digital, Data and Technology","G7","Male","280","275","56830","56430"
"In post","2023","Declared disabled","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","HEO","Female","245","230","34310","34170"
"In post","2023","Declared disabled","Digital, Data and Technology","HEO","Male","340","335","34650","34300"
"In post","2023","Declared disabled","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","SEO","Female","220","215","41340","41440"
"In post","2023","Declared disabled","Digital, Data and Technology","SEO","Male","300","290","42670","42170"
"In post","2023","Declared disabled","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Economics","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","G7","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Economics","G7","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","HEO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Economics","HEO","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Economics","SEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AO","Female","80","70","23150","22520"
"In post","2023","Declared disabled","Finance","AO","Male","40","35","22900","22400"
"In post","2023","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Female","115","110","28320","28090"
"In post","2023","Declared disabled","Finance","EO","Male","55","55","28390","28120"
"In post","2023","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Female","30","30","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","G7","Female","85","80","56330","56010"
"In post","2023","Declared disabled","Finance","G7","Male","65","60","56400","56870"
"In post","2023","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HEO","Female","115","105","34700","34300"
"In post","2023","Declared disabled","Finance","HEO","Male","110","105","35310","34450"
"In post","2023","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO","Female","115","110","42120","41800"
"In post","2023","Declared disabled","Finance","SEO","Male","90","85","42490","41810"
"In post","2023","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AO","Female","100","90","22790","22220"
"In post","2023","Declared disabled","Human Resources","AO","Male","50","50","22880","22220"
"In post","2023","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","EO","Female","190","170","28020","27470"
"In post","2023","Declared disabled","Human Resources","EO","Male","145","140","29750","29390"
"In post","2023","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6","Female","75","70","67930","66860"
"In post","2023","Declared disabled","Human Resources","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G7","Female","185","180","54770","55120"
"In post","2023","Declared disabled","Human Resources","G7","Male","85","85","56040","55780"
"In post","2023","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","HEO","Female","315","300","34200","34170"
"In post","2023","Declared disabled","Human Resources","HEO","Male","155","150","35510","34450"
"In post","2023","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Female","35","35","88530","82400"
"In post","2023","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SEO","Female","260","245","41900","41510"
"In post","2023","Declared disabled","Human Resources","SEO","Male","100","95","42710","41800"
"In post","2023","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Female","30","30","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Female","90","80","28990","28480"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Male","65","60","28870","27850"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Female","30","30","34220","33830"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Male","45","40","36280","35650"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Female","35","35","23090","22220"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Female","70","65","28660","28120"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
