"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Digital, Data and Technology","SEO/HEO","20","20","[c]","[c]"
"In post","2023","65+","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Legal","G6/G7","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Operational Delivery","AA/AO","440","330","23210","22520"
"In post","2023","65+","Unknown","Operational Delivery","EO","160","110","30140","28510"
"In post","2023","65+","Unknown","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Operational Delivery","SEO/HEO","55","40","40320","38540"
"In post","2023","65+","Unknown","Operational Delivery","Unknown","90","65","30300","29050"
"In post","2023","65+","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Other","AA/AO","20","20","[c]","[c]"
"In post","2023","65+","Unknown","Other","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Other","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Other","Unknown","25","25","[c]","[c]"
"In post","2023","65+","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Policy","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Project Delivery","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Property","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Property","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Property","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Security","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Tax","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Tax","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Tax","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Tax","SEO/HEO","30","25","40420","39830"
"In post","2023","65+","Unknown","Unknown","AA/AO","35","30","25820","24890"
"In post","2023","65+","Unknown","Unknown","EO","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","G6/G7","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Commercial","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","White","Commercial","EO","10","10","[c]","[c]"
"In post","2023","65+","White","Commercial","G6/G7","20","15","[c]","[c]"
"In post","2023","65+","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Commercial","SEO/HEO","35","30","40020","39420"
"In post","2023","65+","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Communications","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","White","Communications","EO","10","10","[c]","[c]"
"In post","2023","65+","White","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Communications","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","White","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Counter Fraud","AA/AO","50","35","22570","21690"
"In post","2023","65+","White","Counter Fraud","EO","150","100","28590","28120"
"In post","2023","65+","White","Counter Fraud","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","White","Counter Fraud","SEO/HEO","55","35","38840","36990"
"In post","2023","65+","White","Digital, Data and Technology","AA/AO","25","20","[c]","[c]"
"In post","2023","65+","White","Digital, Data and Technology","EO","65","50","28930","28120"
"In post","2023","65+","White","Digital, Data and Technology","G6/G7","70","65","61080","59580"
"In post","2023","65+","White","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","65+","White","Digital, Data and Technology","SEO/HEO","135","110","39640","38470"
"In post","2023","65+","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Economics","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Finance","AA/AO","30","20","[c]","[c]"
"In post","2023","65+","White","Finance","EO","40","35","28790","28130"
"In post","2023","65+","White","Finance","G6/G7","20","15","[c]","[c]"
"In post","2023","65+","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Finance","SEO/HEO","65","50","40340","39440"
"In post","2023","65+","White","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Human Resources","AA/AO","50","40","22640","22220"
"In post","2023","65+","White","Human Resources","EO","95","85","29690","29570"
"In post","2023","65+","White","Human Resources","G6/G7","25","20","[c]","[c]"
"In post","2023","65+","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Human Resources","SEO/HEO","105","90","38590","36920"
"In post","2023","65+","White","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","65+","White","Inspector of Education and Training","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","White","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Intelligence Analysis","EO","20","15","[c]","[c]"
"In post","2023","65+","White","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Intelligence Analysis","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","White","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","White","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","International Trade","SEO/HEO","20","20","[c]","[c]"
"In post","2023","65+","White","Knowledge and Information Management","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","White","Knowledge and Information Management","EO","15","10","[c]","[c]"
"In post","2023","65+","White","Knowledge and Information Management","G6/G7","35","20","59420","58880"
"In post","2023","65+","White","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","White","Legal","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","White","Legal","EO","10","5","[c]","[c]"
"In post","2023","65+","White","Legal","G6/G7","80","60","65500","65250"
"In post","2023","65+","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Legal","SEO/HEO","25","20","[c]","[c]"
"In post","2023","65+","White","Medicine","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","White","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Medicine","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","White","Medicine","SCS level","20","15","[c]","[c]"
"In post","2023","65+","White","Medicine","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","White","Operational Delivery","AA/AO","3385","2500","22950","22220"
"In post","2023","65+","White","Operational Delivery","EO","1870","1335","29030","28120"
"In post","2023","65+","White","Operational Delivery","G6/G7","90","75","64480","60570"
"In post","2023","65+","White","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","65+","White","Operational Delivery","SEO/HEO","675","515","39040","37160"
"In post","2023","65+","White","Operational Delivery","Unknown","440","330","31290","29050"
"In post","2023","65+","White","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Other","AA/AO","250","220","21570","21600"
"In post","2023","65+","White","Other","EO","80","60","28540","28120"
"In post","2023","65+","White","Other","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","White","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Other","SEO/HEO","75","60","41040","39670"
"In post","2023","65+","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Planning Inspectors","G6/G7","45","25","65980","66510"
"In post","2023","65+","White","Policy","AA/AO","25","20","[c]","[c]"
"In post","2023","65+","White","Policy","EO","30","25","[c]","[c]"
"In post","2023","65+","White","Policy","G6/G7","90","75","65140","63800"
"In post","2023","65+","White","Policy","SCS level","10","10","[c]","[c]"
"In post","2023","65+","White","Policy","SEO/HEO","100","85","40040","39690"
"In post","2023","65+","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Project Delivery","EO","20","15","[c]","[c]"
"In post","2023","65+","White","Project Delivery","G6/G7","55","45","62440","62680"
"In post","2023","65+","White","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","65+","White","Project Delivery","SEO/HEO","120","95","40150","40090"
"In post","2023","65+","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Property","AA/AO","80","70","20100","18830"
"In post","2023","65+","White","Property","EO","45","35","28900","27810"
"In post","2023","65+","White","Property","G6/G7","30","30","59590","59290"
"In post","2023","65+","White","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Property","SEO/HEO","100","85","40690","41180"
"In post","2023","65+","White","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Science and Engineering","AA/AO","60","50","23700","23430"
"In post","2023","65+","White","Science and Engineering","EO","50","45","28210","27470"
"In post","2023","65+","White","Science and Engineering","G6/G7","90","65","60120","59590"
"In post","2023","65+","White","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Science and Engineering","SEO/HEO","120","100","40420","40300"
"In post","2023","65+","White","Science and Engineering","Unknown","20","15","[c]","[c]"
"In post","2023","65+","White","Security","AA/AO","185","160","24660","21380"
"In post","2023","65+","White","Security","EO","25","20","[c]","[c]"
"In post","2023","65+","White","Security","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","White","Security","SEO/HEO","35","30","40350","38470"
"In post","2023","65+","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Statistics","EO","10","5","[c]","[c]"
"In post","2023","65+","White","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","White","Tax","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","White","Tax","EO","70","45","30020","29730"
"In post","2023","65+","White","Tax","G6/G7","40","30","65210","59290"
"In post","2023","65+","White","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Tax","SEO/HEO","110","75","40010","39790"
"In post","2023","65+","White","Unknown","AA/AO","105","90","26880","26220"
"In post","2023","65+","White","Unknown","EO","55","50","31610","31940"
"In post","2023","65+","White","Unknown","G6/G7","40","30","70280","66870"
"In post","2023","65+","White","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","65+","White","Unknown","SEO/HEO","65","50","45540","49370"
"In post","2023","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","White","Veterinarian","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","Unknown","White","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
