"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Intelligence Analysis","Outside London","1345","1285","31410","28480"
"In post","2023","Declared non-disabled","Intelligence Analysis","Overseas","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","135","130","53640","52620"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","375","355","46940","44420"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","London","750","740","51150","55320"
"In post","2023","Declared non-disabled","International Trade","Outside London","305","295","43050","41470"
"In post","2023","Declared non-disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","London","535","515","42320","38680"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Outside London","1120","1055","33830","31120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Overseas","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","London","3195","3005","58850","58190"
"In post","2023","Declared non-disabled","Legal","Outside London","4635","4310","50550","52360"
"In post","2023","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicine","London","140","125","74710","69250"
"In post","2023","Declared non-disabled","Medicine","Outside London","1185","1050","54690","42090"
"In post","2023","Declared non-disabled","Medicine","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Delivery","London","21430","20140","36000","32520"
"In post","2023","Declared non-disabled","Operational Delivery","Outside London","148980","136075","29420","28120"
"In post","2023","Declared non-disabled","Operational Delivery","Overseas","180","175","46730","45610"
"In post","2023","Declared non-disabled","Operational Delivery","Unknown","370","350","30360","28120"
"In post","2023","Declared non-disabled","Operational Research","London","225","215","53450","55020"
"In post","2023","Declared non-disabled","Operational Research","Outside London","380","360","45120","43250"
"In post","2023","Declared non-disabled","Other","London","1475","1420","46350","36800"
"In post","2023","Declared non-disabled","Other","Outside London","7970","7390","31740","28120"
"In post","2023","Declared non-disabled","Other","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other","Unknown","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","London","70","70","49930","47030"
"In post","2023","Declared non-disabled","Planning","Outside London","95","90","45190","39860"
"In post","2023","Declared non-disabled","Planning Inspectors","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","Outside London","350","315","58110","60050"
"In post","2023","Declared non-disabled","Policy","London","12975","12625","52970","54630"
"In post","2023","Declared non-disabled","Policy","Outside London","7050","6780","44640","39690"
"In post","2023","Declared non-disabled","Policy","Overseas","1225","1225","52390","51950"
"In post","2023","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","London","2745","2670","54250","54660"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","9025","8670","44400","41560"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","40","40","65340","65890"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Property","London","655","625","45220","40260"
"In post","2023","Declared non-disabled","Property","Outside London","3785","3600","37890","34300"
"In post","2023","Declared non-disabled","Property","Overseas","45","45","48590","44700"
"In post","2023","Declared non-disabled","Property","Unknown","35","35","47370","43780"
"In post","2023","Declared non-disabled","Psychology","London","70","70","42620","35260"
"In post","2023","Declared non-disabled","Psychology","Outside London","1070","1030","38140","32420"
"In post","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Science and Engineering","London","595","575","49330","45190"
"In post","2023","Declared non-disabled","Science and Engineering","Outside London","7650","7370","41480","39890"
"In post","2023","Declared non-disabled","Science and Engineering","Overseas","55","55","59060","58070"
"In post","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","London","985","965","44990","40430"
"In post","2023","Declared non-disabled","Security","Outside London","4470","4350","32830","29480"
"In post","2023","Declared non-disabled","Security","Overseas","105","105","41130","37770"
"In post","2023","Declared non-disabled","Security","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","London","390","375","52120","54630"
"In post","2023","Declared non-disabled","Social Research","Outside London","575","540","43160","39300"
"In post","2023","Declared non-disabled","Statistics","London","755","730","51250","46750"
"In post","2023","Declared non-disabled","Statistics","Outside London","1100","1050","43760","40650"
"In post","2023","Declared non-disabled","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Tax","London","1405","1330","46960","40350"
"In post","2023","Declared non-disabled","Tax","Outside London","9205","8735","37970","35000"
"In post","2023","Declared non-disabled","Unknown","London","2640","2570","52280","46330"
"In post","2023","Declared non-disabled","Unknown","Outside London","12515","12050","42090","36330"
"In post","2023","Declared non-disabled","Unknown","Overseas","135","130","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","50","50","42410","38460"
"In post","2023","Declared non-disabled","Veterinarian","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","Outside London","290","280","44400","40260"
"In post","2023","Undeclared","Commercial","London","140","135","59550","56430"
"In post","2023","Undeclared","Commercial","Outside London","335","325","44980","41880"
"In post","2023","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","90","90","49060","43650"
"In post","2023","Undeclared","Communications","Outside London","110","105","37700","36300"
"In post","2023","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","85","85","36890","34310"
"In post","2023","Undeclared","Counter Fraud","Outside London","390","365","30890","28120"
"In post","2023","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","London","270","270","52140","53400"
"In post","2023","Undeclared","Digital, Data and Technology","Outside London","975","950","42330","39460"
"In post","2023","Undeclared","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Economics","London","95","95","50000","53780"
"In post","2023","Undeclared","Economics","Outside London","40","40","44250","39310"
"In post","2023","Undeclared","Finance","London","140","140","51590","49450"
"In post","2023","Undeclared","Finance","Outside London","375","350","40680","37140"
"In post","2023","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Geography","Outside London","30","25","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","165","160","48420","43650"
"In post","2023","Undeclared","Human Resources","Outside London","530","510","36100","33990"
"In post","2023","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","London","85","75","41010","39220"
"In post","2023","Undeclared","Intelligence Analysis","Outside London","170","160","32630","31260"
"In post","2023","Undeclared","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","20","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","25","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","London","45","45","54070","55430"
"In post","2023","Undeclared","International Trade","Outside London","15","15","[c]","[c]"
"In post","2023","Undeclared","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","London","35","35","42950","38910"
"In post","2023","Undeclared","Knowledge and Information Management","Outside London","115","110","32800","29270"
"In post","2023","Undeclared","Legal","London","215","205","58800","61020"
"In post","2023","Undeclared","Legal","Outside London","270","245","43590","38760"
"In post","2023","Undeclared","Medicine","London","40","35","117830","120560"
"In post","2023","Undeclared","Medicine","Outside London","135","120","74380","52830"
"In post","2023","Undeclared","Medicine","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","London","2315","2175","38350","33330"
"In post","2023","Undeclared","Operational Delivery","Outside London","13310","12115","30340","28120"
"In post","2023","Undeclared","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Operational Delivery","Unknown","30","30","27340","27650"
"In post","2023","Undeclared","Operational Research","London","25","20","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Outside London","20","15","[c]","[c]"
"In post","2023","Undeclared","Other","London","100","95","41610","36310"
"In post","2023","Undeclared","Other","Outside London","580","540","29190","25880"
"In post","2023","Undeclared","Planning","London","5","5","[c]","[c]"
"In post","2023","Undeclared","Planning","Outside London","5","5","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Outside London","25","20","[c]","[c]"
"In post","2023","Undeclared","Policy","London","1080","1060","51730","54090"
"In post","2023","Undeclared","Policy","Outside London","515","495","42530","39250"
"In post","2023","Undeclared","Policy","Overseas","80","80","55140","56100"
"In post","2023","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","180","175","53740","55440"
"In post","2023","Undeclared","Project Delivery","Outside London","595","575","44080","41800"
"In post","2023","Undeclared","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","90","85","43710","39140"
"In post","2023","Undeclared","Property","Outside London","375","350","37840","35020"
"In post","2023","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Outside London","115","105","39160","32420"
"In post","2023","Undeclared","Science and Engineering","London","210","200","50670","46650"
"In post","2023","Undeclared","Science and Engineering","Outside London","930","885","42900","41780"
"In post","2023","Undeclared","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","London","90","85","45660","43700"
"In post","2023","Undeclared","Security","Outside London","535","520","34630","34300"
"In post","2023","Undeclared","Security","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Research","London","25","25","[c]","[c]"
"In post","2023","Undeclared","Social Research","Outside London","25","25","[c]","[c]"
"In post","2023","Undeclared","Statistics","London","55","50","50960","47250"
"In post","2023","Undeclared","Statistics","Outside London","65","60","41870","37590"
"In post","2023","Undeclared","Tax","London","130","120","48520","40330"
"In post","2023","Undeclared","Tax","Outside London","710","665","40560","35000"
"In post","2023","Undeclared","Unknown","London","155","155","46680","41870"
"In post","2023","Undeclared","Unknown","Outside London","485","465","40920","35000"
"In post","2023","Undeclared","Unknown","Overseas","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Outside London","40","40","45430","38670"
"In post","2023","Unknown","Commercial","London","320","315","51480","43650"
"In post","2023","Unknown","Commercial","Outside London","1115","1085","40540","36930"
"In post","2023","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","London","660","655","46920","43150"
"In post","2023","Unknown","Communications","Outside London","385","370","37740","34370"
"In post","2023","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","London","30","30","59070","45950"
"In post","2023","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","285","275","40570","39450"
"In post","2023","Unknown","Counter Fraud","Outside London","700","665","32170","28130"
"In post","2023","Unknown","Digital, Data and Technology","London","1400","1380","49040","43650"
"In post","2023","Unknown","Digital, Data and Technology","Outside London","3700","3635","41890","38470"
"In post","2023","Unknown","Digital, Data and Technology","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Economics","London","405","400","47840","43240"
"In post","2023","Unknown","Economics","Outside London","145","145","36400","31970"
"In post","2023","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","London","540","530","48510","43650"
"In post","2023","Unknown","Finance","Outside London","1265","1215","36850","33930"
"In post","2023","Unknown","Finance","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Outside London","135","130","31160","29710"
"In post","2023","Unknown","Human Resources","London","455","450","44410","40450"
"In post","2023","Unknown","Human Resources","Outside London","1730","1665","34430","31470"
"In post","2023","Unknown","Human Resources","Overseas","195","190","58040","58220"
"In post","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Outside London","55","50","57500","52750"
"In post","2023","Unknown","Intelligence Analysis","London","215","210","40920","38020"
"In post","2023","Unknown","Intelligence Analysis","Outside London","275","270","29990","27080"
"In post","2023","Unknown","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","25","25","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","75","75","42630","41730"
"In post","2023","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","London","500","495","49120","42640"
"In post","2023","Unknown","International Trade","Outside London","225","215","42360","42220"
"In post","2023","Unknown","International Trade","Overseas","170","170","57670","55540"
"In post","2023","Unknown","Knowledge and Information Management","London","160","155","41050","37450"
"In post","2023","Unknown","Knowledge and Information Management","Outside London","195","190","32820","28120"
"In post","2023","Unknown","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","London","855","815","54910","54100"
"In post","2023","Unknown","Legal","Outside London","1285","1215","45140","49050"
"In post","2023","Unknown","Legal","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Medicine","London","145","130","63680","54690"
"In post","2023","Unknown","Medicine","Outside London","645","560","50700","40590"
"In post","2023","Unknown","Medicine","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","London","6640","6415","34820","30960"
"In post","2023","Unknown","Operational Delivery","Outside London","42780","40055","28020","25830"
"In post","2023","Unknown","Operational Delivery","Overseas","85","85","45820","47380"
"In post","2023","Unknown","Operational Delivery","Unknown","160","145","33690","28780"
"In post","2023","Unknown","Operational Research","London","115","110","46030","41480"
"In post","2023","Unknown","Operational Research","Outside London","255","250","33430","30650"
"In post","2023","Unknown","Other","London","540","530","42680","35160"
"In post","2023","Unknown","Other","Outside London","1930","1830","31240","26380"
"In post","2023","Unknown","Other","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Other","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Planning","London","10","10","[c]","[c]"
"In post","2023","Unknown","Planning","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","50","45","55040","48660"
"In post","2023","Unknown","Policy","London","4560","4495","50120","45790"
"In post","2023","Unknown","Policy","Outside London","1695","1650","40320","37590"
"In post","2023","Unknown","Policy","Overseas","630","630","57100","56710"
"In post","2023","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","1225","1205","49390","44450"
"In post","2023","Unknown","Project Delivery","Outside London","2370","2305","41550","39520"
"In post","2023","Unknown","Project Delivery","Overseas","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","230","225","40170","37080"
"In post","2023","Unknown","Property","Outside London","1090","1055","32460","27990"
