"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Economics","Outside London","AO","40","40","21880","21200"
"In post","2023","Economics","Outside London","EO","65","65","26380","25500"
"In post","2023","Economics","Outside London","G6","45","40","72590","69940"
"In post","2023","Economics","Outside London","G7","125","120","55980","53960"
"In post","2023","Economics","Outside London","HEO","175","175","33460","32460"
"In post","2023","Economics","Outside London","SCS level","10","10","83410","81600"
"In post","2023","Economics","Outside London","SEO","90","90","40860","40080"
"In post","2023","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Finance","London","AO","90","85","25900","25540"
"In post","2023","Finance","London","EO","295","285","30650","30730"
"In post","2023","Finance","London","G6","340","330","72280","72410"
"In post","2023","Finance","London","G7","625","610","59140","59290"
"In post","2023","Finance","London","HEO","550","540","36860","36620"
"In post","2023","Finance","London","SCS level","170","165","94580","86110"
"In post","2023","Finance","London","SEO","565","555","45320","44450"
"In post","2023","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outside London","AA","30","25","21150","21380"
"In post","2023","Finance","Outside London","AO","940","850","23000","22520"
"In post","2023","Finance","Outside London","EO","1305","1235","27660","27470"
"In post","2023","Finance","Outside London","G6","435","425","67910","68410"
"In post","2023","Finance","Outside London","G7","1195","1160","54860","54260"
"In post","2023","Finance","Outside London","HEO","1640","1565","34090","34170"
"In post","2023","Finance","Outside London","SCS level","150","145","91250","81860"
"In post","2023","Finance","Outside London","SEO","1770","1700","42240","41780"
"In post","2023","Finance","Outside London","Unknown","60","60","53310","48840"
"In post","2023","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","EO","15","15","40400","36850"
"In post","2023","Finance","Overseas","G6","5","5","[c]","[c]"
"In post","2023","Finance","Overseas","G7","10","10","[c]","[c]"
"In post","2023","Finance","Overseas","HEO","15","15","46170","44090"
"In post","2023","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Outside London","AO","35","35","21700","21690"
"In post","2023","Geography","Outside London","EO","185","175","28360","27610"
"In post","2023","Geography","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Outside London","G7","10","10","55070","55470"
"In post","2023","Geography","Outside London","HEO","185","175","34830","34370"
"In post","2023","Geography","Outside London","SEO","60","60","43680","43890"
"In post","2023","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","AO","80","75","26230","26400"
"In post","2023","Human Resources","London","EO","415","400","30350","29970"
"In post","2023","Human Resources","London","G6","330","320","70850","70470"
"In post","2023","Human Resources","London","G7","670","655","58040","57370"
"In post","2023","Human Resources","London","HEO","710","690","36720","36620"
"In post","2023","Human Resources","London","SCS level","155","150","91730","82920"
"In post","2023","Human Resources","London","SEO","575","555","44580","43660"
"In post","2023","Human Resources","London","Unknown","10","10","42650","37800"
"In post","2023","Human Resources","Outside London","AA","80","70","21180","21380"
"In post","2023","Human Resources","Outside London","AO","1115","1035","22610","22220"
"In post","2023","Human Resources","Outside London","EO","2425","2315","28320","27470"
"In post","2023","Human Resources","Outside London","G6","375","365","66270","66140"
"In post","2023","Human Resources","Outside London","G7","1175","1135","54080","53900"
"In post","2023","Human Resources","Outside London","HEO","2640","2525","34120","34170"
"In post","2023","Human Resources","Outside London","SCS level","100","95","88010","81860"
"In post","2023","Human Resources","Outside London","SEO","1790","1720","41690","41200"
"In post","2023","Human Resources","Outside London","Unknown","80","75","37510","38290"
"In post","2023","Human Resources","Overseas","EO","15","15","35960","36720"
"In post","2023","Human Resources","Overseas","G6","10","10","[c]","[c]"
"In post","2023","Human Resources","Overseas","G7","20","20","78810","81660"
"In post","2023","Human Resources","Overseas","HEO","190","190","55070","56420"
"In post","2023","Human Resources","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","10","10","53080","51320"
"In post","2023","Human Resources","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","G6","10","10","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","G7","50","50","74120","77470"
"In post","2023","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","SEO","40","40","52040","52750"
"In post","2023","Inspector of Education and Training","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","G6","180","175","83250","85090"
"In post","2023","Inspector of Education and Training","Outside London","G7","380","375","74980","77470"
"In post","2023","Inspector of Education and Training","Outside London","HEO","25","25","35130","35560"
"In post","2023","Inspector of Education and Training","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","SEO","390","375","51680","52750"
"In post","2023","Intelligence Analysis","London","AO","40","35","26490","26400"
"In post","2023","Intelligence Analysis","London","EO","430","400","30880","30200"
"In post","2023","Intelligence Analysis","London","G6","45","45","71760","71280"
"In post","2023","Intelligence Analysis","London","G7","130","130","59820","59740"
"In post","2023","Intelligence Analysis","London","HEO","335","325","37810","37960"
"In post","2023","Intelligence Analysis","London","SCS level","15","15","87370","83730"
"In post","2023","Intelligence Analysis","London","SEO","240","235","45800","45750"
"In post","2023","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Outside London","AO","50","45","22990","22400"
"In post","2023","Intelligence Analysis","Outside London","EO","1180","1120","27670","27470"
"In post","2023","Intelligence Analysis","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Outside London","G7","50","50","56480","55110"
"In post","2023","Intelligence Analysis","Outside London","HEO","465","455","33510","33830"
"In post","2023","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Outside London","SEO","200","200","41370","41260"
"In post","2023","Intelligence Analysis","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","G7","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","SEO","10","10","55680","56650"
"In post","2023","Intelligence Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","AO","5","5","[c]","[c]"
"In post","2023","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G6","20","20","71900","67940"
"In post","2023","Internal Audit","London","G7","45","45","57810","56350"
"In post","2023","Internal Audit","London","HEO","45","45","37180","35780"
"In post","2023","Internal Audit","London","SCS level","15","15","99870","93220"
"In post","2023","Internal Audit","London","SEO","60","55","48740","47950"
"In post","2023","Internal Audit","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AO","15","15","24890","22410"
"In post","2023","Internal Audit","Outside London","EO","35","35","28360","27540"
"In post","2023","Internal Audit","Outside London","G6","55","55","65230","64280"
"In post","2023","Internal Audit","Outside London","G7","95","90","53450","51350"
"In post","2023","Internal Audit","Outside London","HEO","120","110","34570","34300"
"In post","2023","Internal Audit","Outside London","SCS level","15","15","94690","89940"
"In post","2023","Internal Audit","Outside London","SEO","210","195","44360","43470"
"In post","2023","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO","10","10","43380","43290"
"In post","2023","International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","EO","80","80","29840","29280"
"In post","2023","International Trade","London","G6","165","160","67210","65980"
"In post","2023","International Trade","London","G7","435","430","56470","55500"
"In post","2023","International Trade","London","HEO","260","260","35610","35010"
"In post","2023","International Trade","London","SCS level","95","90","84340","77040"
"In post","2023","International Trade","London","SEO","360","360","42080","41550"
"In post","2023","International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","EO","55","50","26610","26140"
"In post","2023","International Trade","Outside London","G6","25","25","66670","64370"
"In post","2023","International Trade","Outside London","G7","115","115","52960","52130"
"In post","2023","International Trade","Outside London","HEO","120","115","33430","33130"
"In post","2023","International Trade","Outside London","SCS level","10","10","82710","74940"
"In post","2023","International Trade","Outside London","SEO","255","250","41400","42030"
"In post","2023","International Trade","Overseas","G6","30","30","64990","65100"
"In post","2023","International Trade","Overseas","G7","65","65","55370","55370"
"In post","2023","International Trade","Overseas","HEO","15","15","35930","35460"
"In post","2023","International Trade","Overseas","SCS level","30","30","85980","77940"
"In post","2023","International Trade","Overseas","SEO","30","30","40910","40580"
"In post","2023","Knowledge and Information Management","London","AO","75","70","25880","25610"
"In post","2023","Knowledge and Information Management","London","EO","165","160","30430","30880"
"In post","2023","Knowledge and Information Management","London","G6","50","50","70090","70800"
"In post","2023","Knowledge and Information Management","London","G7","150","140","57120","56430"
"In post","2023","Knowledge and Information Management","London","HEO","225","220","36000","36000"
"In post","2023","Knowledge and Information Management","London","SCS level","10","10","85960","83890"
"In post","2023","Knowledge and Information Management","London","SEO","160","155","43780","43760"
"In post","2023","Knowledge and Information Management","Outside London","AA","15","10","21210","21380"
"In post","2023","Knowledge and Information Management","Outside London","AO","320","305","22660","22220"
"In post","2023","Knowledge and Information Management","Outside London","EO","475","450","27730","27470"
"In post","2023","Knowledge and Information Management","Outside London","G6","30","30","65990","66110"
"In post","2023","Knowledge and Information Management","Outside London","G7","150","130","55110","54660"
"In post","2023","Knowledge and Information Management","Outside London","HEO","440","425","34020","34170"
"In post","2023","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","SEO","205","195","41210","40970"
"In post","2023","Knowledge and Information Management","Outside London","Unknown","25","25","35010","31920"
"In post","2023","Knowledge and Information Management","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AO","45","40","25710","26920"
"In post","2023","Legal","London","EO","500","480","31770","32540"
"In post","2023","Legal","London","G6","1155","1065","71460","69660"
"In post","2023","Legal","London","G7","1835","1725","57900","55170"
"In post","2023","Legal","London","HEO","435","430","39960","39790"
"In post","2023","Legal","London","SCS level","355","335","89780","83840"
"In post","2023","Legal","London","SEO","315","295","45800","45560"
"In post","2023","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AO","175","155","22770","22520"
"In post","2023","Legal","Outside London","EO","855","810","28250","28130"
"In post","2023","Legal","Outside London","G6","595","570","71580","72150"
"In post","2023","Legal","Outside London","G7","3250","3005","56290","55990"
"In post","2023","Legal","Outside London","HEO","805","770","34820","35000"
"In post","2023","Legal","Outside London","SCS level","110","105","89960","85350"
"In post","2023","Legal","Outside London","SEO","1105","1000","41930","42140"
"In post","2023","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G7","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","AO","10","10","[c]","[c]"
"In post","2023","Medicine","London","EO","20","20","31960","29850"
"In post","2023","Medicine","London","G6","60","50","79550","72240"
"In post","2023","Medicine","London","G7","60","55","57290","54990"
"In post","2023","Medicine","London","HEO","30","30","38400","34740"
"In post","2023","Medicine","London","SCS level","115","100","111090","104570"
"In post","2023","Medicine","London","SEO","40","40","45180","42650"
"In post","2023","Medicine","Outside London","AA","50","45","20220","19770"
"In post","2023","Medicine","Outside London","AO","255","235","24740","24680"
"In post","2023","Medicine","Outside London","EO","285","260","32580","32930"
"In post","2023","Medicine","Outside London","G6","365","295","86360","88880"
"In post","2023","Medicine","Outside London","G7","235","210","65190","63900"
"In post","2023","Medicine","Outside London","HEO","440","390","38930","40590"
"In post","2023","Medicine","Outside London","SCS level","200","170","112330","111300"
"In post","2023","Medicine","Outside London","SEO","255","230","45650","47670"
"In post","2023","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","10","10","44450","42880"
"In post","2023","Medicine","Overseas","G6","10","10","105010","105660"
"In post","2023","Medicine","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO","5","5","[c]","[c]"
"In post","2023","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","London","AA","1230","1120","24890","23500"
"In post","2023","Operational Delivery","London","AO","8430","7800","28070","26400"
"In post","2023","Operational Delivery","London","EO","12170","11375","31760","31570"
"In post","2023","Operational Delivery","London","G6","725","705","72680","70840"
"In post","2023","Operational Delivery","London","G7","1710","1670","59210","58800"
"In post","2023","Operational Delivery","London","HEO","4595","4450","37870","36380"
"In post","2023","Operational Delivery","London","SCS level","405","395","96260","86880"
"In post","2023","Operational Delivery","London","SEO","2835","2765","45580","43700"
"In post","2023","Operational Delivery","London","Unknown","2410","2285","35140","33050"
"In post","2023","Operational Delivery","Outside London","AA","10395","9035","21930","22520"
"In post","2023","Operational Delivery","Outside London","AO","88965","79740","24180","22500"
"In post","2023","Operational Delivery","Outside London","EO","74605","68295","28640","28120"
"In post","2023","Operational Delivery","Outside London","G6","1575","1540","70050","66860"
"In post","2023","Operational Delivery","Outside London","G7","4850","4725","55010","54000"
"In post","2023","Operational Delivery","Outside London","HEO","25080","23780","34790","34170"
"In post","2023","Operational Delivery","Outside London","SCS level","480","470","89030","81600"
"In post","2023","Operational Delivery","Outside London","SEO","11560","11135","43160","41680"
"In post","2023","Operational Delivery","Outside London","Unknown","19485","18085","30010","29050"
"In post","2023","Operational Delivery","Overseas","AO","15","15","32030","28070"
"In post","2023","Operational Delivery","Overseas","EO","45","45","37740","36080"
"In post","2023","Operational Delivery","Overseas","G6","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G7","25","25","62990","63900"
"In post","2023","Operational Delivery","Overseas","HEO","70","70","41870","39690"
"In post","2023","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO","110","110","48410","47380"
"In post","2023","Operational Delivery","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA","25","20","23230","23230"
"In post","2023","Operational Delivery","Unknown","AO","155","150","23720","21780"
"In post","2023","Operational Delivery","Unknown","EO","310","280","28580","28120"
"In post","2023","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G7","10","10","62040","64690"
"In post","2023","Operational Delivery","Unknown","HEO","80","75","40480","41700"
"In post","2023","Operational Delivery","Unknown","SEO","40","40","48260","48110"
"In post","2023","Operational Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Research","London","EO","15","15","31260","31420"
"In post","2023","Operational Research","London","G6","30","30","71420","70550"
"In post","2023","Operational Research","London","G7","125","120","59700","60200"
"In post","2023","Operational Research","London","HEO","105","105","36970","36330"
"In post","2023","Operational Research","London","SCS level","15","15","82890","80690"
"In post","2023","Operational Research","London","SEO","105","100","45310","45170"
"In post","2023","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","AO","110","105","22520","22520"
"In post","2023","Operational Research","Outside London","EO","30","25","26790","26960"
"In post","2023","Operational Research","Outside London","G6","30","30","67630","70010"
"In post","2023","Operational Research","Outside London","G7","240","225","53110","51360"
"In post","2023","Operational Research","Outside London","HEO","170","165","31990","31560"
"In post","2023","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Outside London","SEO","180","170","40610","39890"
"In post","2023","Other","London","AA","80","75","23660","22770"
"In post","2023","Other","London","AO","165","155","26280","26400"
"In post","2023","Other","London","EO","665","645","30610","30090"
"In post","2023","Other","London","G6","210","200","81610","74200"
"In post","2023","Other","London","G7","290","280","58550","59000"
"In post","2023","Other","London","HEO","510","490","36670","36180"
"In post","2023","Other","London","SCS level","105","105","106050","98840"
"In post","2023","Other","London","SEO","320","315","44010","43420"
"In post","2023","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Outside London","AA","1290","1240","20330","19770"
"In post","2023","Other","Outside London","AO","4055","3660","22350","21690"
"In post","2023","Other","Outside London","EO","2525","2315","28180","28120"
"In post","2023","Other","Outside London","G6","310","295","70010","70550"
"In post","2023","Other","Outside London","G7","820","785","54220","54260"
"In post","2023","Other","Outside London","HEO","1770","1670","34260","34170"
"In post","2023","Other","Outside London","SCS level","105","105","97490","87050"
"In post","2023","Other","Outside London","SEO","1270","1200","42680","41050"
"In post","2023","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Other","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
