"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Finance","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Finance","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Human Resources","Female","40","40","47640","51290"
"In post","2023","Commercial","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Female","165","160","42160","37400"
"In post","2023","Commercial","Operational Delivery","Male","200","200","50820","47940"
"In post","2023","Commercial","Other","Female","100","90","39330","37420"
"In post","2023","Commercial","Other","Male","75","75","42900","39940"
"In post","2023","Commercial","Policy","Female","30","30","46480","49920"
"In post","2023","Commercial","Policy","Male","30","30","54520","55570"
"In post","2023","Commercial","Project Delivery","Female","45","40","39750","35880"
"In post","2023","Commercial","Project Delivery","Male","35","35","40070","34970"
"In post","2023","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","90","90","52740","54690"
"In post","2023","Commercial","Unknown","Male","80","80","57840","56000"
"In post","2023","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Female","2195","2085","43550","40830"
"In post","2023","Communications","Communications","Male","1455","1440","44320","41040"
"In post","2023","Communications","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Communications","Finance","Female","10","5","[c]","[c]"
"In post","2023","Communications","Finance","Male","5","5","[c]","[c]"
"In post","2023","Communications","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Female","55","55","40680","39150"
"In post","2023","Communications","Knowledge and Information Management","Male","35","35","45360","44360"
"In post","2023","Communications","Operational Delivery","Female","60","55","40280","37300"
"In post","2023","Communications","Operational Delivery","Male","35","35","54000","45830"
"In post","2023","Communications","Other","Female","30","25","[c]","[c]"
"In post","2023","Communications","Other","Male","15","15","[c]","[c]"
"In post","2023","Communications","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","Female","15","15","[c]","[c]"
"In post","2023","Communications","Policy","Male","5","5","[c]","[c]"
"In post","2023","Communications","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","110","105","52070","45180"
"In post","2023","Communications","Unknown","Male","65","65","51390","42120"
"In post","2023","Counter Fraud","Commercial","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Female","5225","4690","30700","28120"
"In post","2023","Counter Fraud","Counter Fraud","Male","4105","3915","33040","29730"
"In post","2023","Counter Fraud","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","Female","105","100","39000","35000"
"In post","2023","Counter Fraud","Intelligence Analysis","Male","125","125","42310","39620"
"In post","2023","Counter Fraud","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Female","20","15","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Legal","Female","855","785","33600","32540"
"In post","2023","Counter Fraud","Legal","Male","1130","1100","36300","35000"
"In post","2023","Counter Fraud","Operational Delivery","Female","1855","1665","33120","32260"
"In post","2023","Counter Fraud","Operational Delivery","Male","1350","1305","34170","32540"
"In post","2023","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Other","Female","155","135","43570","42140"
"In post","2023","Counter Fraud","Other","Male","130","125","46780","42510"
"In post","2023","Counter Fraud","Policy","Female","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","Female","745","680","40790","35070"
"In post","2023","Counter Fraud","Tax","Male","970","930","44130","39790"
"In post","2023","Counter Fraud","Unknown","Female","130","130","36390","34400"
"In post","2023","Counter Fraud","Unknown","Male","140","135","37350","34700"
"In post","2023","Debt","Operational Delivery","Female","2545","2225","25640","22520"
"In post","2023","Debt","Operational Delivery","Male","1870","1795","25560","22520"
"In post","2023","Debt","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","Female","1755","1455","23290","21690"
"In post","2023","Debt","Other","Male","860","805","23210","21690"
"In post","2023","Debt","Policy","Female","10","5","[c]","[c]"
"In post","2023","Debt","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","Female","335","315","24100","22520"
"In post","2023","Debt","Tax","Male","315","305","23810","22520"
"In post","2023","Debt","Unknown","Female","30","30","28280","27770"
"In post","2023","Debt","Unknown","Male","30","30","26260","27650"
"In post","2023","Digital, Data & Technology","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Female","7555","7220","43150","39540"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Male","14015","13800","44620","41480"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","Female","50","45","39700","38470"
"In post","2023","Digital, Data & Technology","Finance","Male","60","55","38200","34970"
"In post","2023","Digital, Data & Technology","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","Female","55","55","41160","37780"
"In post","2023","Digital, Data & Technology","Human Resources","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Female","565","540","32100","28510"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Male","485","485","34910","31750"
"In post","2023","Digital, Data & Technology","Operational Delivery","Female","510","480","37490","36180"
"In post","2023","Digital, Data & Technology","Operational Delivery","Male","560","545","39060","38020"
"In post","2023","Digital, Data & Technology","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","Male","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Other","Female","195","180","36710","36180"
"In post","2023","Digital, Data & Technology","Other","Male","95","95","35360","32000"
"In post","2023","Digital, Data & Technology","Policy","Female","40","40","49750","48080"
"In post","2023","Digital, Data & Technology","Policy","Male","40","40","58530","60490"
"In post","2023","Digital, Data & Technology","Project Delivery","Female","155","150","41920","38940"
"In post","2023","Digital, Data & Technology","Project Delivery","Male","120","120","40620","38440"
"In post","2023","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Female","175","160","39160","39650"
"In post","2023","Digital, Data & Technology","Science and Engineering","Male","385","365","42380","40420"
"In post","2023","Digital, Data & Technology","Security","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Male","35","35","49540","51360"
"In post","2023","Digital, Data & Technology","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Female","50","45","42460","37060"
"In post","2023","Digital, Data & Technology","Tax","Male","50","50","39230","35000"
"In post","2023","Digital, Data & Technology","Unknown","Female","400","390","46520","41780"
"In post","2023","Digital, Data & Technology","Unknown","Male","610","605","49530","44930"
"In post","2023","Finance","Commercial","Female","445","410","38080","38470"
"In post","2023","Finance","Commercial","Male","305","295","39380","38470"
"In post","2023","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","Female","40","35","45250","41620"
"In post","2023","Finance","Corporate Finance","Male","45","45","57070","49160"
"In post","2023","Finance","Counter Fraud","Female","15","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","Female","5100","4795","41170","37680"
"In post","2023","Finance","Finance","Male","4205","4130","45020","41510"
"In post","2023","Finance","Human Resources","Female","10","5","[c]","[c]"
"In post","2023","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","Female","1070","890","28130","22520"
"In post","2023","Finance","Operational Delivery","Male","570","545","30130","27890"
"In post","2023","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Female","25","25","[c]","[c]"
"In post","2023","Finance","Other","Male","5","5","[c]","[c]"
"In post","2023","Finance","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","Female","15","15","[c]","[c]"
"In post","2023","Finance","Policy","Male","15","15","[c]","[c]"
"In post","2023","Finance","Project Delivery","Female","25","25","[c]","[c]"
"In post","2023","Finance","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Finance","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","Female","165","150","41860","38470"
"In post","2023","Finance","Security","Male","200","200","44890","38470"
"In post","2023","Finance","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Finance","Tax","Female","70","65","34870","33940"
"In post","2023","Finance","Tax","Male","60","60","38630","35900"
"In post","2023","Finance","Unknown","Female","190","180","43920","39450"
"In post","2023","Finance","Unknown","Male","215","210","48480","42510"
"In post","2023","Grants Management","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","Female","1470","1305","25830","22150"
"In post","2023","Grants Management","Operational Delivery","Male","1075","1045","26090","22150"
"In post","2023","Grants Management","Policy","Female","30","30","50700","48740"
"In post","2023","Grants Management","Policy","Male","20","20","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Communications","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Finance","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Human Resources","Female","7700","7280","40190","36300"
"In post","2023","Human Resources","Human Resources","Male","4490","4410","39440","34640"
"In post","2023","Human Resources","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Female","820","755","33330","28130"
"In post","2023","Human Resources","Operational Delivery","Male","505","485","33040","28120"
"In post","2023","Human Resources","Other","Female","30","30","34730","30500"
"In post","2023","Human Resources","Other","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Female","35","30","45580","41870"
"In post","2023","Human Resources","Policy","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Female","40","40","48090","51290"
"In post","2023","Human Resources","Project Delivery","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Female","105","100","38560","35000"
"In post","2023","Human Resources","Tax","Male","105","100","37290","35000"
"In post","2023","Human Resources","Unknown","Female","280","265","44720","38940"
"In post","2023","Human Resources","Unknown","Male","125","120","45270","39430"
"In post","2023","Internal Audit","Internal Audit","Female","390","365","46080","43520"
"In post","2023","Internal Audit","Internal Audit","Male","340","330","50320","47600"
"In post","2023","Internal Audit","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Female","5","5","[c]","[c]"
"In post","2023","Legal","Communications","Male","5","5","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","Legal","Finance","Female","50","45","25310","24480"
"In post","2023","Legal","Finance","Male","30","30","24740","24480"
"In post","2023","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Female","80","70","41070","34170"
"In post","2023","Legal","Knowledge and Information Management","Male","85","70","45570","52380"
"In post","2023","Legal","Legal","Female","5270","4825","56860","55470"
"In post","2023","Legal","Legal","Male","2925","2840","59070","56510"
"In post","2023","Legal","Operational Delivery","Female","2900","2650","28550","26920"
"In post","2023","Legal","Operational Delivery","Male","1165","1140","29210","27650"
"In post","2023","Legal","Other","Female","60","55","53660","51360"
"In post","2023","Legal","Other","Male","25","20","[c]","[c]"
"In post","2023","Legal","Policy","Female","75","70","52270","52450"
"In post","2023","Legal","Policy","Male","60","60","54470","53080"
"In post","2023","Legal","Project Delivery","Female","15","10","[c]","[c]"
"In post","2023","Legal","Project Delivery","Male","20","20","[c]","[c]"
"In post","2023","Legal","Property","Female","10","10","[c]","[c]"
"In post","2023","Legal","Property","Male","5","5","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Female","5","5","[c]","[c]"
"In post","2023","Legal","Security","Male","10","10","[c]","[c]"
"In post","2023","Legal","Tax","Female","170","155","42160","36990"
"In post","2023","Legal","Tax","Male","175","165","46890","42510"
"In post","2023","Legal","Unknown","Female","130","125","47890","39790"
"In post","2023","Legal","Unknown","Male","85","85","55020","58470"
"In post","2023","No function","Commercial","Female","300","295","47280","45870"
"In post","2023","No function","Commercial","Male","200","195","53360","52630"
"In post","2023","No function","Communications","Female","135","130","47400","43960"
"In post","2023","No function","Communications","Male","65","65","43770","41870"
"In post","2023","No function","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2023","No function","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","Female","140","125","27310","26180"
"In post","2023","No function","Counter Fraud","Male","85","80","32520","28810"
"In post","2023","No function","Digital, Data and Technology","Female","335","325","52670","55770"
"In post","2023","No function","Digital, Data and Technology","Male","530","525","53520","55520"
"In post","2023","No function","Economics","Female","125","120","52260","53350"
"In post","2023","No function","Economics","Male","155","155","53830","56010"
"In post","2023","No function","Finance","Female","90","85","40060","36310"
"In post","2023","No function","Finance","Male","80","75","43490","39860"
"In post","2023","No function","Geography","Female","165","150","32640","33010"
"In post","2023","No function","Geography","Male","310","300","33160","34370"
"In post","2023","No function","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Female","190","180","41680","36550"
"In post","2023","No function","Human Resources","Male","110","105","40080","36180"
"In post","2023","No function","Inspector of Education and Training","Female","735","720","64240","52750"
"In post","2023","No function","Inspector of Education and Training","Male","255","250","74430","77470"
"In post","2023","No function","Intelligence Analysis","Female","1240","1160","31790","29770"
"In post","2023","No function","Intelligence Analysis","Male","1470","1435","34930","32160"
"In post","2023","No function","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Female","1015","990","47770","42640"
"In post","2023","No function","International Trade","Male","1130","1120","49890","45190"
"In post","2023","No function","Knowledge and Information Management","Female","515","480","35300","33580"
"In post","2023","No function","Knowledge and Information Management","Male","310","305","37140","34170"
"In post","2023","No function","Legal","Female","845","755","45430","43920"
"In post","2023","No function","Legal","Male","335","315","48890","47100"
"In post","2023","No function","Medicine","Female","1580","1375","53540","41190"
"In post","2023","No function","Medicine","Male","595","535","70490","73170"
"In post","2023","No function","Operational Delivery","Female","145335","129390","28970","28080"
"In post","2023","No function","Operational Delivery","Male","102760","98250","30970","28130"
"In post","2023","No function","Operational Research","Female","80","75","33370","22520"
"In post","2023","No function","Operational Research","Male","85","85","34570","22520"
"In post","2023","No function","Other","Female","4420","4085","33080","29750"
"In post","2023","No function","Other","Male","4270","4160","31770","27140"
"In post","2023","No function","Planning","Female","75","70","42280","39430"
"In post","2023","No function","Planning","Male","75","75","48180","43840"
"In post","2023","No function","Planning Inspectors","Female","185","160","56550","60050"
"In post","2023","No function","Planning Inspectors","Male","285","255","59470","60050"
"In post","2023","No function","Policy","Female","14880","14355","48400","44450"
"In post","2023","No function","Policy","Male","12700","12580","50420","50310"
"In post","2023","No function","Project Delivery","Female","1020","990","45700","43000"
"In post","2023","No function","Project Delivery","Male","830","820","48620","43330"
"In post","2023","No function","Property","Female","5","5","[c]","[c]"
"In post","2023","No function","Property","Male","5","5","[c]","[c]"
"In post","2023","No function","Psychology","Female","1355","1295","37770","32420"
