"Status","Year","Disability","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","LGBO","120","115","38020","34730"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","Undeclared","65","60","42200","39650"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","Unknown","50","45","31010","26940"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","440","430","42140","39700"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","LGBO","75","75","42030","39750"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Undeclared","65","65","40780","38980"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","75","75","51370","53030"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","45","45","47130","43890"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Female","Heterosexual / straight","410","385","43700","38210"
"In post","2023","Declared disabled","Department for Education","Female","LGBO","70","65","46140","41600"
"In post","2023","Declared disabled","Department for Education","Female","Undeclared","45","40","43190","40170"
"In post","2023","Declared disabled","Department for Education","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Male","Heterosexual / straight","215","210","45450","41440"
"In post","2023","Declared disabled","Department for Education","Male","LGBO","45","45","40170","37590"
"In post","2023","Declared disabled","Department for Education","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","860","800","34820","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Female","LGBO","135","125","34540","30490"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Undeclared","95","85","33530","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","500","490","36290","32060"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Male","LGBO","95","95","36640","32930"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Undeclared","70","70","34440","30930"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Female","Heterosexual / straight","95","95","45840","41550"
"In post","2023","Declared disabled","Department for International Trade","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Male","Heterosexual / straight","85","80","48080","41550"
"In post","2023","Declared disabled","Department for International Trade","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","185","175","43840","37740"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Female","LGBO","60","55","42620","40390"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","145","145","45640","40800"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Male","LGBO","35","35","48710","45960"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Female","Heterosexual / straight","510","435","30180","26960"
"In post","2023","Declared disabled","Department for Transport","Female","LGBO","55","50","35030","29710"
"In post","2023","Declared disabled","Department for Transport","Female","Undeclared","200","160","26120","22500"
"In post","2023","Declared disabled","Department for Transport","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Male","Heterosexual / straight","445","420","33840","27790"
"In post","2023","Declared disabled","Department for Transport","Male","LGBO","55","50","39580","35400"
"In post","2023","Declared disabled","Department for Transport","Male","Undeclared","135","120","28980","27450"
"In post","2023","Declared disabled","Department for Transport","Male","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Female","Heterosexual / straight","9105","7730","28760","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Female","LGBO","655","610","29130","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Female","Undeclared","1190","995","27960","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Female","Unknown","790","630","27270","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Male","Heterosexual / straight","3990","3740","29560","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Male","LGBO","660","630","28980","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Male","Undeclared","660","605","28600","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Male","Unknown","350","315","28120","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Female","Heterosexual / straight","225","215","45500","41950"
"In post","2023","Declared disabled","Department of Health and Social Care","Female","LGBO","45","45","41580","34610"
"In post","2023","Declared disabled","Department of Health and Social Care","Female","Undeclared","45","40","46910","46870"
"In post","2023","Declared disabled","Department of Health and Social Care","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Male","Heterosexual / straight","115","110","49960","40880"
"In post","2023","Declared disabled","Department of Health and Social Care","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Female","Heterosexual / straight","50","50","41740","38670"
"In post","2023","Declared disabled","Food Standards Agency","Female","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Male","Heterosexual / straight","45","45","39220","36140"
"In post","2023","Declared disabled","Food Standards Agency","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","235","225","45300","39790"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Female","Unknown","50","50","47090","42520"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","215","215","46760","40600"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Male","LGBO","35","35","49040","44450"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Male","Unknown","60","60","47840","40810"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Female","Heterosexual / straight","315","275","31140","28080"
"In post","2023","Declared disabled","HM Land Registry","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Female","Undeclared","50","40","31220","28080"
"In post","2023","Declared disabled","HM Land Registry","Female","Unknown","50","45","27950","28080"
"In post","2023","Declared disabled","HM Land Registry","Male","Heterosexual / straight","170","155","32000","28080"
"In post","2023","Declared disabled","HM Land Registry","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Male","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs","Female","Heterosexual / straight","2880","2550","35080","32540"
"In post","2023","Declared disabled","HM Revenue and Customs","Female","LGBO","315","300","34440","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","Female","Undeclared","285","255","33690","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","Female","Unknown","335","280","30350","27030"
"In post","2023","Declared disabled","HM Revenue and Customs","Male","Heterosexual / straight","2030","1920","36110","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","Male","LGBO","330","320","35200","32530"
"In post","2023","Declared disabled","HM Revenue and Customs","Male","Undeclared","230","215","37320","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","Male","Unknown","275","250","32620","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Female","Heterosexual / straight","120","115","45810","42700"
"In post","2023","Declared disabled","HM Treasury","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Male","Heterosexual / straight","70","70","50700","52460"
"In post","2023","Declared disabled","HM Treasury","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Female","Heterosexual / straight","1370","1240","33690","29890"
"In post","2023","Declared disabled","Home Office","Female","LGBO","120","115","33840","27190"
"In post","2023","Declared disabled","Home Office","Female","Undeclared","200","180","33900","30200"
"In post","2023","Declared disabled","Home Office","Female","Unknown","75","75","31010","25880"
"In post","2023","Declared disabled","Home Office","Male","Heterosexual / straight","1080","1025","34070","29750"
"In post","2023","Declared disabled","Home Office","Male","LGBO","140","140","37250","32160"
"In post","2023","Declared disabled","Home Office","Male","Undeclared","180","175","34230","29820"
"In post","2023","Declared disabled","Home Office","Male","Unknown","55","55","33650","27160"
"In post","2023","Declared disabled","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Female","Heterosexual / straight","2090","1970","34970","32500"
"In post","2023","Declared disabled","Ministry of Defence","Female","LGBO","160","155","35650","33990"
"In post","2023","Declared disabled","Ministry of Defence","Female","Undeclared","265","250","34740","32460"
"In post","2023","Declared disabled","Ministry of Defence","Female","Unknown","160","155","36710","33910"
"In post","2023","Declared disabled","Ministry of Defence","Male","Heterosexual / straight","2400","2335","36910","34300"
"In post","2023","Declared disabled","Ministry of Defence","Male","LGBO","130","130","36510","33990"
"In post","2023","Declared disabled","Ministry of Defence","Male","Undeclared","355","350","38870","36300"
"In post","2023","Declared disabled","Ministry of Defence","Male","Unknown","245","240","42670","40880"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Female","Heterosexual / straight","6230","5705","30850","28480"
"In post","2023","Declared disabled","Ministry of Justice","Female","LGBO","830","805","31270","29050"
"In post","2023","Declared disabled","Ministry of Justice","Female","Undeclared","640","585","31100","29050"
"In post","2023","Declared disabled","Ministry of Justice","Female","Unknown","130","115","30210","28530"
"In post","2023","Declared disabled","Ministry of Justice","Male","Heterosexual / straight","3465","3275","32840","31270"
"In post","2023","Declared disabled","Ministry of Justice","Male","LGBO","450","435","32760","30880"
"In post","2023","Declared disabled","Ministry of Justice","Male","Undeclared","440","415","34140","32920"
"In post","2023","Declared disabled","Ministry of Justice","Male","Unknown","125","110","31530","32910"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Female","Heterosexual / straight","115","110","40320","38640"
"In post","2023","Declared disabled","National Crime Agency","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Male","Heterosexual / straight","105","105","42480","39930"
"In post","2023","Declared disabled","National Crime Agency","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
