"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HEO","Female","Heterosexual / straight","2815","2705","35440","35000"
"In post","2023","Asian","HEO","Female","LGBO","50","45","35530","35000"
"In post","2023","Asian","HEO","Female","Undeclared","150","145","35620","35200"
"In post","2023","Asian","HEO","Female","Unknown","310","300","35130","34860"
"In post","2023","Asian","HEO","Male","Heterosexual / straight","2485","2435","35590","35000"
"In post","2023","Asian","HEO","Male","LGBO","75","75","35600","35000"
"In post","2023","Asian","HEO","Male","Undeclared","130","125","35770","35000"
"In post","2023","Asian","HEO","Male","Unknown","275","270","35160","35000"
"In post","2023","Asian","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SCS level","Female","Heterosexual / straight","150","140","91740","83280"
"In post","2023","Asian","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","SCS level","Male","Heterosexual / straight","140","140","93000","86580"
"In post","2023","Asian","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SEO","Female","Heterosexual / straight","1825","1765","42770","42510"
"In post","2023","Asian","SEO","Female","LGBO","40","35","42260","41720"
"In post","2023","Asian","SEO","Female","Undeclared","110","110","43250","42850"
"In post","2023","Asian","SEO","Female","Unknown","140","135","43290","42900"
"In post","2023","Asian","SEO","Male","Heterosexual / straight","1635","1615","43520","42750"
"In post","2023","Asian","SEO","Male","LGBO","60","60","43210","42000"
"In post","2023","Asian","SEO","Male","Undeclared","80","80","43740","43210"
"In post","2023","Asian","SEO","Male","Unknown","115","115","44850","43760"
"In post","2023","Asian","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Heterosexual / straight","640","590","29740","27640"
"In post","2023","Asian","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Male","Heterosexual / straight","325","305","31040","28150"
"In post","2023","Asian","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","AA","Female","Heterosexual / straight","210","190","24080","23500"
"In post","2023","Black","AA","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Black","AA","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","AA","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Black","AA","Male","Heterosexual / straight","210","205","23980","23500"
"In post","2023","Black","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","AA","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","AA","Male","Unknown","45","40","24590","24270"
"In post","2023","Black","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","AO","Female","Heterosexual / straight","1845","1675","25080","25480"
"In post","2023","Black","AO","Female","LGBO","50","45","25370","24220"
"In post","2023","Black","AO","Female","Undeclared","145","125","25080","25480"
"In post","2023","Black","AO","Female","Unknown","195","170","25410","25480"
"In post","2023","Black","AO","Male","Heterosexual / straight","1320","1285","27650","25610"
"In post","2023","Black","AO","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Black","AO","Male","Undeclared","55","50","27610","25610"
"In post","2023","Black","AO","Male","Unknown","115","110","28610","26920"
"In post","2023","Black","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","EO","Female","Heterosexual / straight","2875","2710","30320","30280"
"In post","2023","Black","EO","Female","LGBO","60","60","29970","29900"
"In post","2023","Black","EO","Female","Undeclared","165","150","30810","30880"
"In post","2023","Black","EO","Female","Unknown","330","295","30960","32420"
"In post","2023","Black","EO","Male","Heterosexual / straight","1455","1430","30290","29890"
"In post","2023","Black","EO","Male","LGBO","45","45","29940","29660"
"In post","2023","Black","EO","Male","Undeclared","75","70","30290","30000"
"In post","2023","Black","EO","Male","Unknown","135","130","31670","32520"
"In post","2023","Black","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Female","Heterosexual / straight","140","135","70240","68600"
"In post","2023","Black","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Black","G6","Male","Heterosexual / straight","95","95","71460","69490"
"In post","2023","Black","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Black","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","G7","Female","Heterosexual / straight","750","735","57200","55740"
"In post","2023","Black","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Black","G7","Female","Undeclared","35","35","57420","57670"
"In post","2023","Black","G7","Female","Unknown","65","65","57650","56450"
"In post","2023","Black","G7","Male","Heterosexual / straight","445","440","57680","56340"
"In post","2023","Black","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Black","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","G7","Male","Unknown","30","30","59020","58930"
"In post","2023","Black","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HEO","Female","Heterosexual / straight","1570","1540","35970","35410"
"In post","2023","Black","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Black","HEO","Female","Undeclared","90","90","36470","35880"
"In post","2023","Black","HEO","Female","Unknown","130","130","35920","35980"
"In post","2023","Black","HEO","Male","Heterosexual / straight","930","920","36110","35370"
"In post","2023","Black","HEO","Male","LGBO","30","30","34530","34400"
"In post","2023","Black","HEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Black","HEO","Male","Unknown","75","75","37090","39000"
"In post","2023","Black","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Female","Heterosexual / straight","55","55","90060","83000"
"In post","2023","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Black","SCS level","Male","Heterosexual / straight","40","35","99900","95950"
"In post","2023","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","SEO","Female","Heterosexual / straight","1010","995","43380","43210"
"In post","2023","Black","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Black","SEO","Female","Undeclared","50","45","43930","43650"
"In post","2023","Black","SEO","Female","Unknown","55","50","43990","43810"
"In post","2023","Black","SEO","Male","Heterosexual / straight","670","670","43930","43010"
"In post","2023","Black","SEO","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Black","SEO","Male","Undeclared","30","30","43960","42860"
"In post","2023","Black","SEO","Male","Unknown","45","40","43850","43760"
"In post","2023","Black","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Female","Heterosexual / straight","860","820","31840","29300"
"In post","2023","Black","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Female","Undeclared","40","40","33980","33050"
"In post","2023","Black","Unknown","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Black","Unknown","Male","Heterosexual / straight","375","365","32230","29300"
"In post","2023","Black","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA","Female","Heterosexual / straight","85","75","22360","23230"
"In post","2023","Mixed","AA","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","AA","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Mixed","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","AA","Male","Heterosexual / straight","70","65","22800","23230"
"In post","2023","Mixed","AA","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AO","Female","Heterosexual / straight","835","740","24410","22520"
"In post","2023","Mixed","AO","Female","LGBO","95","90","25940","25220"
"In post","2023","Mixed","AO","Female","Undeclared","80","70","24200","22500"
"In post","2023","Mixed","AO","Female","Unknown","70","55","23120","22520"
"In post","2023","Mixed","AO","Male","Heterosexual / straight","615","595","26550","25340"
"In post","2023","Mixed","AO","Male","LGBO","70","70","25420","22520"
"In post","2023","Mixed","AO","Male","Undeclared","60","55","25590","22520"
"In post","2023","Mixed","AO","Male","Unknown","45","45","25620","23390"
"In post","2023","Mixed","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","EO","Female","Heterosexual / straight","1075","995","29260","28120"
"In post","2023","Mixed","EO","Female","LGBO","120","115","28840","28120"
"In post","2023","Mixed","EO","Female","Undeclared","120","105","29180","28120"
"In post","2023","Mixed","EO","Female","Unknown","85","75","29360","28120"
"In post","2023","Mixed","EO","Male","Heterosexual / straight","640","625","29620","28120"
"In post","2023","Mixed","EO","Male","LGBO","100","100","29370","28120"
"In post","2023","Mixed","EO","Male","Undeclared","80","75","29240","28120"
"In post","2023","Mixed","EO","Male","Unknown","40","35","29750","28240"
"In post","2023","Mixed","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G6","Female","Heterosexual / straight","175","165","70490","68080"
"In post","2023","Mixed","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","G6","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","G6","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","G6","Male","Heterosexual / straight","150","145","70320","67890"
"In post","2023","Mixed","G6","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Mixed","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","G6","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G7","Female","Heterosexual / straight","545","515","56470","55500"
"In post","2023","Mixed","G7","Female","LGBO","50","50","56390","55610"
"In post","2023","Mixed","G7","Female","Undeclared","45","45","56830","55230"
"In post","2023","Mixed","G7","Female","Unknown","40","40","57910","58470"
"In post","2023","Mixed","G7","Male","Heterosexual / straight","415","410","56830","55920"
"In post","2023","Mixed","G7","Male","LGBO","65","65","55950","55850"
"In post","2023","Mixed","G7","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Mixed","G7","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Mixed","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HEO","Female","Heterosexual / straight","760","735","35020","34700"
"In post","2023","Mixed","HEO","Female","LGBO","90","90","34570","34210"
"In post","2023","Mixed","HEO","Female","Undeclared","65","60","35440","34670"
"In post","2023","Mixed","HEO","Female","Unknown","105","100","33000","31270"
"In post","2023","Mixed","HEO","Male","Heterosexual / straight","550","540","35770","35000"
"In post","2023","Mixed","HEO","Male","LGBO","70","70","34910","35000"
"In post","2023","Mixed","HEO","Male","Undeclared","45","45","36460","35720"
"In post","2023","Mixed","HEO","Male","Unknown","75","75","33430","32560"
"In post","2023","Mixed","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Female","Heterosexual / straight","65","60","85960","81160"
"In post","2023","Mixed","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","SCS level","Male","Heterosexual / straight","60","60","87470","80270"
"In post","2023","Mixed","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SEO","Female","Heterosexual / straight","500","490","42890","42140"
"In post","2023","Mixed","SEO","Female","LGBO","60","55","43110","42740"
"In post","2023","Mixed","SEO","Female","Undeclared","40","40","43360","42510"
"In post","2023","Mixed","SEO","Female","Unknown","30","25","[c]","[c]"
"In post","2023","Mixed","SEO","Male","Heterosexual / straight","405","400","43330","42510"
"In post","2023","Mixed","SEO","Male","LGBO","60","60","41810","41360"
"In post","2023","Mixed","SEO","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Mixed","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Mixed","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Female","Heterosexual / straight","440","415","31130","29050"
"In post","2023","Mixed","Unknown","Female","LGBO","45","40","27190","24570"
"In post","2023","Mixed","Unknown","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Mixed","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Male","Heterosexual / straight","135","135","32070","29050"
"In post","2023","Mixed","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Other ethnicity","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AO","Female","Heterosexual / straight","200","180","24260","23700"
"In post","2023","Other ethnicity","AO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","AO","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","AO","Female","Unknown","25","15","[c]","[c]"
"In post","2023","Other ethnicity","AO","Male","Heterosexual / straight","175","170","27040","25480"
"In post","2023","Other ethnicity","AO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","AO","Male","Unknown","30","25","[c]","[c]"
"In post","2023","Other ethnicity","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","EO","Female","Heterosexual / straight","300","280","29830","29450"
"In post","2023","Other ethnicity","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","EO","Female","Undeclared","40","35","30010","30560"
"In post","2023","Other ethnicity","EO","Female","Unknown","35","30","29950","29730"
"In post","2023","Other ethnicity","EO","Male","Heterosexual / straight","205","205","29520","28130"
"In post","2023","Other ethnicity","EO","Male","LGBO","25","20","[c]","[c]"
"In post","2023","Other ethnicity","EO","Male","Undeclared","35","35","29640","28910"
"In post","2023","Other ethnicity","EO","Male","Unknown","25","25","[c]","[c]"
