"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Counter Fraud","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Work and Pensions (excl. agencies)","685","630","29400","28120"
"In post","2023","Asian","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs (excl. agencies)","745","715","35330","34370"
"In post","2023","Asian","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Serious Fraud Office","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","The Insolvency Service","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Department for Work and Pensions (excl. agencies)","405","350","23150","21690"
"In post","2023","Asian","Debt","HM Revenue and Customs (excl. agencies)","690","625","24640","22520"
"In post","2023","Asian","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office (excl. agencies)","135","135","48930","55790"
"In post","2023","Asian","Digital, Data & Technology","Central Civil Service Fast Stream","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Companies House","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Crown Commercial Service","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Crown Prosecution Service","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Defence Equipment and Support","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Education (excl. agencies)","130","130","42050","37840"
"In post","2023","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","38950","37300"
"In post","2023","Asian","Digital, Data & Technology","Department for International Trade","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Transport (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","250","250","43350","39330"
"In post","2023","Asian","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Driver and Vehicle Licensing Agency","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Education and Skills Funding Agency","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","FCDO Services","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","HM Courts and Tribunals Service","60","60","42270","41510"
"In post","2023","Asian","Digital, Data & Technology","HM Land Registry","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","325","320","42190","41780"
"In post","2023","Asian","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Home Office","205","205","47420","43210"
"In post","2023","Asian","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intellectual Property Office","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Maritime and Coastguard Agency","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Met Office","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Ministry of Defence (excl. agencies)","90","90","38050","34300"
"In post","2023","Asian","Digital, Data & Technology","Ministry of Justice (excl. agencies)","115","115","51860","52680"
"In post","2023","Asian","Digital, Data & Technology","National Crime Agency","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","35","35","46110","43140"
"In post","2023","Asian","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Serious Fraud Office","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","The Insolvency Service","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","The National Archives","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","UK Export Finance","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","UK Health Security Agency","40","40","44950","41280"
"In post","2023","Asian","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","UK Statistics Authority","55","50","40880","37690"
"In post","2023","Asian","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
