"Status","Year","Disability","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Heterosexual / straight","385","335","29180","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","LGBO","40","35","27780","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Undeclared","40","35","26480","25320"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","1185","1125","39160","35020"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","90","85","35600","32500"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","190","180","40730","38790"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","65","60","34390","31920"
"In post","2023","Declared disabled","Bedford","Heterosexual / straight","80","70","33250","29090"
"In post","2023","Declared disabled","Bedford","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Heterosexual / straight","220","205","33540","29730"
"In post","2023","Declared disabled","Belfast","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Heterosexual / straight","260","245","35000","31710"
"In post","2023","Declared disabled","Berkshire","LGBO","30","30","33510","31280"
"In post","2023","Declared disabled","Berkshire","Undeclared","45","40","33790","31280"
"In post","2023","Declared disabled","Berkshire","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Heterosexual / straight","145","140","32910","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Heterosexual / straight","1250","1150","32240","28120"
"In post","2023","Declared disabled","Birmingham","LGBO","135","125","33150","28880"
"In post","2023","Declared disabled","Birmingham","Undeclared","150","135","29920","28120"
"In post","2023","Declared disabled","Birmingham","Unknown","120","105","29210","28120"
"In post","2023","Declared disabled","Blackburn with Darwen","Heterosexual / straight","50","45","29900","28120"
"In post","2023","Declared disabled","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Heterosexual / straight","710","630","30010","28120"
"In post","2023","Declared disabled","Blackpool","LGBO","90","85","28390","28120"
"In post","2023","Declared disabled","Blackpool","Undeclared","95","85","29800","28120"
"In post","2023","Declared disabled","Blackpool","Unknown","65","60","28980","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Heterosexual / straight","110","95","27340","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Heterosexual / straight","280","245","27580","25830"
"In post","2023","Declared disabled","Bradford","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Undeclared","35","25","28190","27380"
"In post","2023","Declared disabled","Bradford","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Heterosexual / straight","65","60","30570","28300"
"In post","2023","Declared disabled","Breckland and South Norfolk","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Heterosexual / straight","50","45","32570","32520"
"In post","2023","Declared disabled","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Heterosexual / straight","95","85","28500","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Heterosexual / straight","75","70","31610","28120"
"In post","2023","Declared disabled","Brighton and Hove","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Heterosexual / straight","610","565","35260","30340"
"In post","2023","Declared disabled","Bristol, City of","LGBO","105","100","37190","34000"
"In post","2023","Declared disabled","Bristol, City of","Undeclared","95","85","31650","28120"
"In post","2023","Declared disabled","Bristol, City of","Unknown","45","40","32950","28840"
"In post","2023","Declared disabled","Bromley","Heterosexual / straight","100","90","33330","32520"
"In post","2023","Declared disabled","Bromley","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Heterosexual / straight","175","165","34520","32380"
"In post","2023","Declared disabled","Buckinghamshire","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Heterosexual / straight","180","160","29180","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Heterosexual / straight","315","295","34030","32920"
"In post","2023","Declared disabled","Cambridgeshire CC","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Undeclared","45","40","35320","33700"
"In post","2023","Declared disabled","Cambridgeshire CC","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","Heterosexual / straight","140","130","34450","29660"
"In post","2023","Declared disabled","Camden and City of London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Heterosexual / straight","870","805","34970","30610"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","LGBO","140","135","33730","28130"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Undeclared","105","100","36230","32460"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","55","50","31460","27890"
"In post","2023","Declared disabled","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Heterosexual / straight","35","35","35560","28120"
"In post","2023","Declared disabled","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Heterosexual / straight","435","415","38500","36250"
"In post","2023","Declared disabled","Central Hampshire","LGBO","35","35","36420","30940"
"In post","2023","Declared disabled","Central Hampshire","Undeclared","45","45","38650","35420"
"In post","2023","Declared disabled","Central Hampshire","Unknown","75","70","45040","49260"
"In post","2023","Declared disabled","Central Valleys","Heterosexual / straight","355","325","29350","28120"
"In post","2023","Declared disabled","Central Valleys","LGBO","45","45","29390","28120"
"In post","2023","Declared disabled","Central Valleys","Undeclared","45","40","27690","28120"
"In post","2023","Declared disabled","Central Valleys","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Heterosexual / straight","140","130","30710","28120"
"In post","2023","Declared disabled","Cheshire East","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Heterosexual / straight","70","65","28020","28120"
"In post","2023","Declared disabled","Cheshire West and Chester","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Heterosexual / straight","120","110","32020","30410"
"In post","2023","Declared disabled","Chorley and West Lancashire","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Chorley and West Lancashire","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","City of Edinburgh","Heterosexual / straight","855","805","40490","36330"
"In post","2023","Declared disabled","City of Edinburgh","LGBO","220","215","38360","34730"
"In post","2023","Declared disabled","City of Edinburgh","Undeclared","85","80","41660","35540"
"In post","2023","Declared disabled","City of Edinburgh","Unknown","125","115","37010","31940"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Heterosexual / straight","105","95","33380","28600"
"In post","2023","Declared disabled","Clackmannanshire and Fife","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Clackmannanshire and Fife","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Heterosexual / straight","75","70","31110","28120"
"In post","2023","Declared disabled","Conwy and Denbighshire","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Heterosexual / straight","200","175","28580","28120"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Coventry","Heterosexual / straight","215","195","35690","31310"
"In post","2023","Declared disabled","Coventry","LGBO","35","35","32620","30450"
"In post","2023","Declared disabled","Coventry","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Coventry","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Croydon","Heterosexual / straight","805","755","40330","36180"
"In post","2023","Declared disabled","Croydon","LGBO","80","80","43250","38100"
"In post","2023","Declared disabled","Croydon","Undeclared","115","105","39700","34370"
"In post","2023","Declared disabled","Croydon","Unknown","60","60","37830","32530"
"In post","2023","Declared disabled","Darlington","Heterosexual / straight","155","150","37990","32270"
"In post","2023","Declared disabled","Darlington","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Darlington","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Darlington","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derby","Heterosexual / straight","150","135","27440","27760"
"In post","2023","Declared disabled","Derby","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derby","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Derby","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon CC","Heterosexual / straight","615","555","31810","28120"
"In post","2023","Declared disabled","Devon CC","LGBO","70","65","29490","28120"
"In post","2023","Declared disabled","Devon CC","Undeclared","80","70","31620","28120"
"In post","2023","Declared disabled","Devon CC","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset","Heterosexual / straight","225","210","31650","30350"
"In post","2023","Declared disabled","Dorset","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset","Undeclared","30","30","31700","29570"
"In post","2023","Declared disabled","Dorset","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Heterosexual / straight","170","150","26820","27450"
"In post","2023","Declared disabled","Dudley","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dudley","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dumfries and Galloway","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Durham","Heterosexual / straight","535","470","29090","28120"
"In post","2023","Declared disabled","Durham","LGBO","50","45","29250","26500"
"In post","2023","Declared disabled","Durham","Undeclared","45","40","30270","28080"
"In post","2023","Declared disabled","Durham","Unknown","40","35","27650","27360"
"In post","2023","Declared disabled","Ealing","Heterosexual / straight","65","60","34410","32520"
"In post","2023","Declared disabled","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ealing","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","95","85","27560","28120"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Heterosexual / straight","125","110","30880","27030"
"In post","2023","Declared disabled","East Cumbria","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Heterosexual / straight","65","55","27280","28120"
"In post","2023","Declared disabled","East Derbyshire","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","East Derbyshire","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","105","100","32390","30200"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Kent","Heterosexual / straight","400","365","30470","27650"
"In post","2023","Declared disabled","East Kent","LGBO","45","40","30810","28670"
"In post","2023","Declared disabled","East Kent","Undeclared","60","60","30810","27650"
"In post","2023","Declared disabled","East Kent","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Heterosexual / straight","80","70","28880","28120"
"In post","2023","Declared disabled","East Lancashire","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Lancashire","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Heterosexual / straight","175","155","28570","28120"
"In post","2023","Declared disabled","East Merseyside","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","East Merseyside","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Heterosexual / straight","175","165","30920","28480"
"In post","2023","Declared disabled","East Riding of Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Riding of Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Heterosexual / straight","95","85","34090","31310"
"In post","2023","Declared disabled","East Surrey","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Sussex CC","Heterosexual / straight","250","220","27080","28120"
"In post","2023","Declared disabled","East Sussex CC","LGBO","35","30","27280","28120"
"In post","2023","Declared disabled","East Sussex CC","Undeclared","40","35","27420","28120"
"In post","2023","Declared disabled","East Sussex CC","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Enfield","Heterosexual / straight","40","40","34890","32520"
"In post","2023","Declared disabled","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Enfield","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Heterosexual / straight","90","80","31670","31280"
"In post","2023","Declared disabled","Essex Haven Gateway","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Essex Haven Gateway","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Heterosexual / straight","135","120","29240","31280"
"In post","2023","Declared disabled","Essex Thames Gateway","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Essex Thames Gateway","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Heterosexual / straight","160","135","28300","28120"
"In post","2023","Declared disabled","Falkirk","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Falkirk","Unknown","35","30","33170","37060"
"In post","2023","Declared disabled","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","Heterosexual / straight","195","180","29580","28120"
"In post","2023","Declared disabled","Flintshire and Wrexham","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","Undeclared","50","45","29170","28480"
"In post","2023","Declared disabled","Flintshire and Wrexham","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Glasgow City","Heterosexual / straight","1255","1135","31690","28120"
"In post","2023","Declared disabled","Glasgow City","LGBO","230","220","32140","28120"
"In post","2023","Declared disabled","Glasgow City","Undeclared","155","140","30440","28120"
"In post","2023","Declared disabled","Glasgow City","Unknown","135","120","31630","28310"
"In post","2023","Declared disabled","Gloucestershire CC","Heterosexual / straight","140","125","30080","28120"
"In post","2023","Declared disabled","Gloucestershire CC","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire CC","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire CC","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Heterosexual / straight","130","120","29790","28120"
"In post","2023","Declared disabled","Greater Manchester North East","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North East","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North West","Heterosexual / straight","280","250","27700","26900"
"In post","2023","Declared disabled","Greater Manchester North West","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester North West","Undeclared","40","35","25480","22480"
"In post","2023","Declared disabled","Greater Manchester North West","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South East","Heterosexual / straight","145","130","27060","28120"
"In post","2023","Declared disabled","Greater Manchester South East","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South East","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South East","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester South West","Heterosexual / straight","715","665","34540","29730"
"In post","2023","Declared disabled","Greater Manchester South West","LGBO","120","120","33070","29710"
"In post","2023","Declared disabled","Greater Manchester South West","Undeclared","85","80","33800","28130"
"In post","2023","Declared disabled","Greater Manchester South West","Unknown","85","75","32930","28130"
"In post","2023","Declared disabled","Gwent Valleys","Heterosexual / straight","105","90","29010","28120"
"In post","2023","Declared disabled","Gwent Valleys","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Gwent Valleys","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Gwent Valleys","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Gwynedd","Heterosexual / straight","95","85","27860","28120"
"In post","2023","Declared disabled","Gwynedd","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Gwynedd","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hackney and Newham","Heterosexual / straight","535","500","41800","39110"
"In post","2023","Declared disabled","Hackney and Newham","LGBO","50","50","45760","42060"
"In post","2023","Declared disabled","Hackney and Newham","Undeclared","75","70","41150","34370"
"In post","2023","Declared disabled","Hackney and Newham","Unknown","80","75","38710","34370"
"In post","2023","Declared disabled","Haringey and Islington","Heterosexual / straight","180","170","34130","32520"
"In post","2023","Declared disabled","Haringey and Islington","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Haringey and Islington","Undeclared","30","30","35110","32520"
"In post","2023","Declared disabled","Haringey and Islington","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Harrow and Hillingdon","Heterosexual / straight","265","240","33120","31230"
"In post","2023","Declared disabled","Harrow and Hillingdon","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Harrow and Hillingdon","Undeclared","50","45","32400","31230"
"In post","2023","Declared disabled","Harrow and Hillingdon","Unknown","15","10","[c]","[c]"
