"Status","Year","Disability","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Female","Heterosexual / straight","190","[c]","35410","31990"
"Leaver Dept.","2023","Undeclared","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Female","Undeclared","100","[c]","35810","32520"
"Leaver Dept.","2023","Undeclared","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Male","Heterosexual / straight","140","[c]","36390","33570"
"Leaver Dept.","2023","Undeclared","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Male","Undeclared","130","[c]","42960","40050"
"Leaver Dept.","2023","Undeclared","Male","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","Heterosexual / straight","550","[c]","37080","33830"
"Leaver Dept.","2023","Unknown","Female","LGBO","45","[c]","35340","35650"
"Leaver Dept.","2023","Unknown","Female","Undeclared","155","[c]","39420","38160"
"Leaver Dept.","2023","Unknown","Female","Unknown","1645","[c]","37060","32000"
"Leaver Dept.","2023","Unknown","Male","Heterosexual / straight","375","[c]","38660","34300"
"Leaver Dept.","2023","Unknown","Male","LGBO","60","[c]","35450","31890"
"Leaver Dept.","2023","Unknown","Male","Undeclared","105","[c]","43110","37410"
"Leaver Dept.","2023","Unknown","Male","Unknown","1420","[c]","38290","33250"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Female","Heterosexual / straight","1430","[c]","28300","24070"
"New entrant CS","2023","Declared disabled","Female","LGBO","455","[c]","28860","25920"
"New entrant CS","2023","Declared disabled","Female","Undeclared","140","[c]","30010","27940"
"New entrant CS","2023","Declared disabled","Female","Unknown","200","[c]","28950","28840"
"New entrant CS","2023","Declared disabled","Male","Heterosexual / straight","1080","[c]","29950","26400"
"New entrant CS","2023","Declared disabled","Male","LGBO","270","[c]","28230","25660"
"New entrant CS","2023","Declared disabled","Male","Undeclared","95","[c]","29810","26520"
"New entrant CS","2023","Declared disabled","Male","Unknown","130","[c]","31820","28840"
"New entrant CS","2023","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Female","Heterosexual / straight","10865","[c]","29740","25830"
"New entrant CS","2023","Declared non-disabled","Female","LGBO","1125","[c]","28770","25900"
"New entrant CS","2023","Declared non-disabled","Female","Undeclared","590","[c]","30830","26650"
"New entrant CS","2023","Declared non-disabled","Female","Unknown","415","[c]","33410","25930"
"New entrant CS","2023","Declared non-disabled","Male","Heterosexual / straight","8730","[c]","31970","28880"
"New entrant CS","2023","Declared non-disabled","Male","LGBO","780","[c]","31300","27800"
"New entrant CS","2023","Declared non-disabled","Male","Undeclared","440","[c]","32330","28880"
"New entrant CS","2023","Declared non-disabled","Male","Unknown","330","[c]","36250","28120"
"New entrant CS","2023","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Female","Heterosexual / straight","355","[c]","27890","24430"
"New entrant CS","2023","Undeclared","Female","LGBO","95","[c]","27300","23640"
"New entrant CS","2023","Undeclared","Female","Undeclared","140","[c]","29750","27320"
"New entrant CS","2023","Undeclared","Female","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Male","Heterosexual / straight","275","[c]","30330","27740"
"New entrant CS","2023","Undeclared","Male","LGBO","50","[c]","29300","24070"
"New entrant CS","2023","Undeclared","Male","Undeclared","210","[c]","33240","28880"
"New entrant CS","2023","Undeclared","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Female","Heterosexual / straight","2835","[c]","31540","27640"
"New entrant CS","2023","Unknown","Female","LGBO","305","[c]","29890","27540"
"New entrant CS","2023","Unknown","Female","Undeclared","320","[c]","32730","28770"
"New entrant CS","2023","Unknown","Female","Unknown","11430","[c]","27850","25710"
"New entrant CS","2023","Unknown","Male","Heterosexual / straight","2805","[c]","32790","28880"
"New entrant CS","2023","Unknown","Male","LGBO","245","[c]","31360","28710"
"New entrant CS","2023","Unknown","Male","Undeclared","245","[c]","35320","32980"
"New entrant CS","2023","Unknown","Male","Unknown","10325","[c]","29320","26000"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
