"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","EO","Female","6520","6400","28510","28120"
"In post","2023","20-29","Declared non-disabled","EO","Male","4740","4715","28490","28120"
"In post","2023","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","G6","Female","100","100","67460","66530"
"In post","2023","20-29","Declared non-disabled","G6","Male","90","90","66650","66490"
"In post","2023","20-29","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","G7","Female","1565","1560","55190","55020"
"In post","2023","20-29","Declared non-disabled","G7","Male","1395","1395","55560","55120"
"In post","2023","20-29","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","HEO","Female","5175","5135","34120","34170"
"In post","2023","20-29","Declared non-disabled","HEO","Male","4155","4150","34320","34270"
"In post","2023","20-29","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Male","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SEO","Female","2425","2415","41410","41360"
"In post","2023","20-29","Declared non-disabled","SEO","Male","1965","1960","41620","41550"
"In post","2023","20-29","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Female","2525","2475","26250","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","Male","685","675","27480","26000"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Female","45","45","22430","23230"
"In post","2023","20-29","Undeclared","AA","Male","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","AO","Female","270","260","24470","22520"
"In post","2023","20-29","Undeclared","AO","Male","320","315","25200","22520"
"In post","2023","20-29","Undeclared","EO","Female","275","270","28670","28120"
"In post","2023","20-29","Undeclared","EO","Male","260","260","28840","28120"
"In post","2023","20-29","Undeclared","G6","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Male","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Female","90","90","54940","54690"
"In post","2023","20-29","Undeclared","G7","Male","85","85","55330","54920"
"In post","2023","20-29","Undeclared","HEO","Female","290","285","33880","33830"
"In post","2023","20-29","Undeclared","HEO","Male","275","275","34090","34000"
"In post","2023","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","Female","150","150","41020","41060"
"In post","2023","20-29","Undeclared","SEO","Male","140","140","41300","41360"
"In post","2023","20-29","Undeclared","Unknown","Female","90","85","25320","24570"
"In post","2023","20-29","Undeclared","Unknown","Male","35","35","26420","26190"
"In post","2023","20-29","Unknown","AA","Female","685","655","22440","22920"
"In post","2023","20-29","Unknown","AA","Male","625","615","22580","22920"
"In post","2023","20-29","Unknown","AO","Female","4485","4325","24340","22520"
"In post","2023","20-29","Unknown","AO","Male","4350","4300","24820","22520"
"In post","2023","20-29","Unknown","EO","Female","4290","4240","28630","28080"
"In post","2023","20-29","Unknown","EO","Male","3465","3445","28380","27890"
"In post","2023","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Female","50","50","67590","67780"
"In post","2023","20-29","Unknown","G6","Male","60","55","68500","66700"
"In post","2023","20-29","Unknown","G7","Female","845","840","55320","55020"
"In post","2023","20-29","Unknown","G7","Male","685","685","55820","55150"
"In post","2023","20-29","Unknown","HEO","Female","3495","3480","33650","33830"
"In post","2023","20-29","Unknown","HEO","Male","3040","3030","33760","34000"
"In post","2023","20-29","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO","Female","1440","1435","41980","41950"
"In post","2023","20-29","Unknown","SEO","Male","1200","1195","41930","41780"
"In post","2023","20-29","Unknown","Unknown","Female","920","885","25360","23640"
"In post","2023","20-29","Unknown","Unknown","Male","565","565","28980","26910"
"In post","2023","30-39","Declared disabled","AA","Female","110","100","22060","22760"
"In post","2023","30-39","Declared disabled","AA","Male","115","110","22440","23230"
"In post","2023","30-39","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","AO","Female","1095","950","23730","22220"
"In post","2023","30-39","Declared disabled","AO","Male","985","960","25480","22520"
"In post","2023","30-39","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","EO","Female","1540","1415","28640","28120"
"In post","2023","30-39","Declared disabled","EO","Male","1005","995","29010","28120"
"In post","2023","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","G6","Female","180","175","67850","66530"
"In post","2023","30-39","Declared disabled","G6","Male","130","130","68550","66820"
"In post","2023","30-39","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","G7","Female","665","645","55320","55120"
"In post","2023","30-39","Declared disabled","G7","Male","525","520","55510","55160"
"In post","2023","30-39","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","HEO","Female","1050","995","34290","34170"
"In post","2023","30-39","Declared disabled","HEO","Male","765","760","34690","34400"
"In post","2023","30-39","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Female","35","35","82210","77040"
"In post","2023","30-39","Declared disabled","SCS level","Male","35","35","84770","79960"
"In post","2023","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SEO","Female","735","710","41910","41460"
"In post","2023","30-39","Declared disabled","SEO","Male","570","565","42010","41640"
"In post","2023","30-39","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Female","650","600","29810","29300"
"In post","2023","30-39","Declared disabled","Unknown","Male","160","160","30800","29050"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","AA","Female","675","590","22350","23230"
"In post","2023","30-39","Declared non-disabled","AA","Male","630","620","22620","23230"
"In post","2023","30-39","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","AO","Female","7270","6195","24220","22500"
"In post","2023","30-39","Declared non-disabled","AO","Male","6535","6435","26990","25480"
"In post","2023","30-39","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","EO","Female","8965","8160","28560","28120"
"In post","2023","30-39","Declared non-disabled","EO","Male","7160","7110","29120","28120"
"In post","2023","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","G6","Female","1650","1575","68490","66860"
"In post","2023","30-39","Declared non-disabled","G6","Male","1510","1495","68890","67420"
"In post","2023","30-39","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","G7","Female","5195","4965","55600","55120"
"In post","2023","30-39","Declared non-disabled","G7","Male","4745","4710","56070","55720"
"In post","2023","30-39","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","HEO","Female","6960","6600","34470","34300"
"In post","2023","30-39","Declared non-disabled","HEO","Male","6010","5975","34940","34700"
"In post","2023","30-39","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SCS level","Female","365","345","81220","77190"
"In post","2023","30-39","Declared non-disabled","SCS level","Male","315","315","82710","78180"
"In post","2023","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SEO","Female","5570","5335","42120","41780"
"In post","2023","30-39","Declared non-disabled","SEO","Male","4895","4870","42500","41960"
"In post","2023","30-39","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Female","2655","2450","30960","30810"
"In post","2023","30-39","Declared non-disabled","Unknown","Male","900","890","33350","31490"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","AA","Female","45","40","22430","23230"
"In post","2023","30-39","Undeclared","AA","Male","80","80","22700","23230"
"In post","2023","30-39","Undeclared","AO","Female","450","385","24490","22500"
"In post","2023","30-39","Undeclared","AO","Male","515","500","26040","22520"
"In post","2023","30-39","Undeclared","EO","Female","605","550","28880","28120"
"In post","2023","30-39","Undeclared","EO","Male","590","585","29990","28120"
"In post","2023","30-39","Undeclared","G6","Female","115","110","68180","66860"
"In post","2023","30-39","Undeclared","G6","Male","110","105","68300","66900"
"In post","2023","30-39","Undeclared","G7","Female","360","350","55670","55060"
"In post","2023","30-39","Undeclared","G7","Male","380","380","56660","55750"
"In post","2023","30-39","Undeclared","HEO","Female","450","430","34400","34170"
"In post","2023","30-39","Undeclared","HEO","Male","460","455","35030","34700"
"In post","2023","30-39","Undeclared","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","SEO","Female","345","330","42010","41640"
"In post","2023","30-39","Undeclared","SEO","Male","370","370","43250","42210"
"In post","2023","30-39","Undeclared","Unknown","Female","145","135","30020","29050"
"In post","2023","30-39","Undeclared","Unknown","Male","65","65","34800","33340"
"In post","2023","30-39","Unknown","AA","Female","490","415","22330","22180"
"In post","2023","30-39","Unknown","AA","Male","415","410","23350","23230"
"In post","2023","30-39","Unknown","AO","Female","3010","2700","24050","22520"
"In post","2023","30-39","Unknown","AO","Male","3030","2975","26250","23390"
"In post","2023","30-39","Unknown","EO","Female","3415","3220","29350","28130"
"In post","2023","30-39","Unknown","EO","Male","3525","3500","29540","28130"
"In post","2023","30-39","Unknown","G6","Female","590","565","68270","67420"
"In post","2023","30-39","Unknown","G6","Male","530","525","69160","67890"
"In post","2023","30-39","Unknown","G7","Female","1975","1910","55690","55020"
"In post","2023","30-39","Unknown","G7","Male","1835","1820","56420","55620"
"In post","2023","30-39","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","HEO","Female","2420","2315","35190","34700"
"In post","2023","30-39","Unknown","HEO","Male","2445","2425","35500","34730"
"In post","2023","30-39","Unknown","SCS level","Female","125","120","81600","76520"
"In post","2023","30-39","Unknown","SCS level","Male","100","100","81990","77890"
"In post","2023","30-39","Unknown","SEO","Female","1820","1750","42440","41950"
"In post","2023","30-39","Unknown","SEO","Male","1840","1825","42590","42140"
"In post","2023","30-39","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Female","680","605","28600","26840"
"In post","2023","30-39","Unknown","Unknown","Male","585","575","37200","35610"
"In post","2023","40-49","Declared disabled","AA","Female","165","140","21840","21380"
"In post","2023","40-49","Declared disabled","AA","Male","170","160","21730","21380"
"In post","2023","40-49","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","AO","Female","1760","1455","23120","22150"
"In post","2023","40-49","Declared disabled","AO","Male","1080","1030","24700","22400"
"In post","2023","40-49","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","EO","Female","2350","2080","28620","28120"
"In post","2023","40-49","Declared disabled","EO","Male","1360","1330","29250","28120"
"In post","2023","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","G6","Female","315","295","70240","68540"
"In post","2023","40-49","Declared disabled","G6","Male","235","235","70640","69940"
"In post","2023","40-49","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","G7","Female","795","755","55650","55150"
"In post","2023","40-49","Declared disabled","G7","Male","590","585","56270","56000"
"In post","2023","40-49","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","HEO","Female","1215","1145","34640","34170"
"In post","2023","40-49","Declared disabled","HEO","Male","840","830","35300","34700"
"In post","2023","40-49","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","SCS level","Female","115","110","88220","80650"
"In post","2023","40-49","Declared disabled","SCS level","Male","100","100","93220","82210"
"In post","2023","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","SEO","Female","915","870","42410","41800"
"In post","2023","40-49","Declared disabled","SEO","Male","600","595","42810","42140"
"In post","2023","40-49","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Female","825","760","32790","30840"
"In post","2023","40-49","Declared disabled","Unknown","Male","240","235","33140","30810"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","AA","Female","775","670","22140","23000"
"In post","2023","40-49","Declared non-disabled","AA","Male","755","740","22370","22180"
"In post","2023","40-49","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","AO","Female","8320","6920","23390","22400"
"In post","2023","40-49","Declared non-disabled","AO","Male","5585","5465","26120","22520"
"In post","2023","40-49","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","EO","Female","10180","9025","28590","28120"
"In post","2023","40-49","Declared non-disabled","EO","Male","7120","7040","29170","28120"
"In post","2023","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","G6","Female","2570","2405","70260","68880"
"In post","2023","40-49","Declared non-disabled","G6","Male","2445","2425","70620","69580"
"In post","2023","40-49","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","G7","Female","5570","5220","56710","55830"
"In post","2023","40-49","Declared non-disabled","G7","Male","5120","5075","57140","56430"
"In post","2023","40-49","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","HEO","Female","6780","6355","34990","34400"
"In post","2023","40-49","Declared non-disabled","HEO","Male","5355","5310","35500","34700"
"In post","2023","40-49","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","SCS level","Female","1055","995","87290","80740"
"In post","2023","40-49","Declared non-disabled","SCS level","Male","1045","1030","90080","82570"
"In post","2023","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","SEO","Female","5905","5565","43080","42140"
"In post","2023","40-49","Declared non-disabled","SEO","Male","5165","5125","43420","42510"
"In post","2023","40-49","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Female","2605","2375","34550","34040"
"In post","2023","40-49","Declared non-disabled","Unknown","Male","1005","985","37090","35030"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","AA","Female","85","75","22650","23230"
"In post","2023","40-49","Undeclared","AA","Male","115","115","22710","23230"
"In post","2023","40-49","Undeclared","AO","Female","705","590","24500","22500"
"In post","2023","40-49","Undeclared","AO","Male","680","665","27800","25480"
"In post","2023","40-49","Undeclared","EO","Female","740","665","29120","28120"
"In post","2023","40-49","Undeclared","EO","Male","750","740","30440","28130"
"In post","2023","40-49","Undeclared","G6","Female","185","175","70220","68150"
"In post","2023","40-49","Undeclared","G6","Male","190","190","70680","70040"
"In post","2023","40-49","Undeclared","G7","Female","365","350","56470","55720"
"In post","2023","40-49","Undeclared","G7","Male","445","445","57280","56430"
"In post","2023","40-49","Undeclared","HEO","Female","545","510","35220","34700"
"In post","2023","40-49","Undeclared","HEO","Male","560","555","35910","35000"
"In post","2023","40-49","Undeclared","SCS level","Female","55","55","90800","85580"
"In post","2023","40-49","Undeclared","SCS level","Male","75","75","89490","85470"
"In post","2023","40-49","Undeclared","SEO","Female","490","465","43770","42510"
"In post","2023","40-49","Undeclared","SEO","Male","515","510","44140","42510"
"In post","2023","40-49","Undeclared","Unknown","Female","165","155","35400","38290"
"In post","2023","40-49","Undeclared","Unknown","Male","80","80","36400","37910"
"In post","2023","40-49","Unknown","AA","Female","420","365","22280","22180"
"In post","2023","40-49","Unknown","AA","Male","350","340","22920","22520"
"In post","2023","40-49","Unknown","AO","Female","2360","2075","23800","22520"
"In post","2023","40-49","Unknown","AO","Male","1775","1730","26120","22520"
"In post","2023","40-49","Unknown","EO","Female","2235","2070","29110","28120"
"In post","2023","40-49","Unknown","EO","Male","2075","2055","29630","28130"
"In post","2023","40-49","Unknown","G6","Female","690","645","71080","69370"
"In post","2023","40-49","Unknown","G6","Male","610","605","70940","70010"
"In post","2023","40-49","Unknown","G7","Female","1395","1310","56540","55720"
"In post","2023","40-49","Unknown","G7","Male","1445","1430","57260","56660"
"In post","2023","40-49","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","HEO","Female","1560","1470","36230","34730"
"In post","2023","40-49","Unknown","HEO","Male","1520","1505","36500","35000"
"In post","2023","40-49","Unknown","SCS level","Female","295","280","90840","83530"
"In post","2023","40-49","Unknown","SCS level","Male","265","260","92640","84360"
"In post","2023","40-49","Unknown","SEO","Female","1305","1230","43220","42140"
"In post","2023","40-49","Unknown","SEO","Male","1335","1325","43380","42510"
"In post","2023","40-49","Unknown","Unknown","Female","510","460","31290","29050"
"In post","2023","40-49","Unknown","Unknown","Male","470","455","41890","38850"
"In post","2023","50-59","Declared disabled","AA","Female","375","320","21750","21380"
"In post","2023","50-59","Declared disabled","AA","Male","360","340","22010","21380"
"In post","2023","50-59","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","AO","Female","3240","2750","22950","22020"
"In post","2023","50-59","Declared disabled","AO","Male","1840","1725","24680","22400"
"In post","2023","50-59","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","EO","Female","4190","3735","28740","28120"
"In post","2023","50-59","Declared disabled","EO","Male","2195","2105","29550","28120"
"In post","2023","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","G6","Female","320","310","71650","71050"
"In post","2023","50-59","Declared disabled","G6","Male","265","260","72700","71310"
"In post","2023","50-59","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","G7","Female","895","855","56840","56430"
"In post","2023","50-59","Declared disabled","G7","Male","745","735","57580","56870"
"In post","2023","50-59","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","HEO","Female","1690","1600","35130","34550"
"In post","2023","50-59","Declared disabled","HEO","Male","1275","1245","36040","34970"
"In post","2023","50-59","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","SCS level","Female","115","110","91350","85200"
"In post","2023","50-59","Declared disabled","SCS level","Male","110","110","99640","87980"
"In post","2023","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","SEO","Female","1200","1145","42700","42140"
"In post","2023","50-59","Declared disabled","SEO","Male","935","920","44270","43070"
"In post","2023","50-59","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Female","890","840","33080","29050"
"In post","2023","50-59","Declared disabled","Unknown","Male","335","325","34950","29050"
"In post","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","AA","Female","1460","1290","21930","22080"
"In post","2023","50-59","Declared non-disabled","AA","Male","1665","1620","22020","21380"
"In post","2023","50-59","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","AO","Female","12005","10315","23150","22220"
"In post","2023","50-59","Declared non-disabled","AO","Male","7095","6795","25800","22520"
"In post","2023","50-59","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","EO","Female","14275","12885","28760","28120"
"In post","2023","50-59","Declared non-disabled","EO","Male","9420","9165","29610","28120"
"In post","2023","50-59","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
