"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","EO","Female","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","EO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","G6","Female","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","G6","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","G7","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","HEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","HEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","SEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","SEO","Male","45","45","42180","41400"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","EO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","G6","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","G7","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","G7","Male","35","35","58230","57700"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","HEO","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","SEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","SEO","Male","35","35","42690","41580"
"In post","2023","Attorney General's Departments","Finance","AO","Female","45","40","23010","22870"
"In post","2023","Attorney General's Departments","Finance","AO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","EO","Female","35","30","27840","27760"
"In post","2023","Attorney General's Departments","Finance","EO","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","SEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","SEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","EO","Female","40","35","27860","27760"
"In post","2023","Attorney General's Departments","Human Resources","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","G6","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","G6","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","G7","Female","40","40","55940","55850"
"In post","2023","Attorney General's Departments","Human Resources","G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","HEO","Female","65","60","32670","32660"
"In post","2023","Attorney General's Departments","Human Resources","HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","SEO","Female","30","30","40180","39710"
"In post","2023","Attorney General's Departments","Human Resources","SEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","SEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","EO","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G6","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G7","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","HEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","SEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","EO","Female","185","185","29380","28200"
"In post","2023","Attorney General's Departments","Legal","EO","Male","85","85","29610","28200"
"In post","2023","Attorney General's Departments","Legal","G6","Female","645","570","69380","67650"
"In post","2023","Attorney General's Departments","Legal","G6","Male","385","375","71900","69610"
"In post","2023","Attorney General's Departments","Legal","G7","Female","2315","2090","55920","54150"
"In post","2023","Attorney General's Departments","Legal","G7","Male","1245","1205","56980","56450"
"In post","2023","Attorney General's Departments","Legal","HEO","Female","135","125","39780","36780"
"In post","2023","Attorney General's Departments","Legal","HEO","Male","90","90","39380","36780"
"In post","2023","Attorney General's Departments","Legal","SCS level","Female","170","160","87150","82880"
"In post","2023","Attorney General's Departments","Legal","SCS level","Male","105","105","89750","85000"
"In post","2023","Attorney General's Departments","Legal","SEO","Female","170","160","39730","38760"
"In post","2023","Attorney General's Departments","Legal","SEO","Male","65","65","39700","38760"
"In post","2023","Attorney General's Departments","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","AA","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","AO","Female","1120","1015","23230","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","AO","Male","405","395","23210","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","EO","Female","1090","1000","28450","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","EO","Male","355","350","28660","28540"
"In post","2023","Attorney General's Departments","Operational Delivery","G6","Female","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","G6","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","G7","Female","60","55","55640","55850"
"In post","2023","Attorney General's Departments","Operational Delivery","G7","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","HEO","Female","225","215","32980","32660"
"In post","2023","Attorney General's Departments","Operational Delivery","HEO","Male","90","90","32680","32660"
"In post","2023","Attorney General's Departments","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","SEO","Female","95","90","40570","40540"
"In post","2023","Attorney General's Departments","Operational Delivery","SEO","Male","50","50","40130","39710"
"In post","2023","Attorney General's Departments","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","EO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","EO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","G6","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","G6","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","G7","Female","40","35","57170","56600"
"In post","2023","Attorney General's Departments","Policy","G7","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","HEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","SEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","SEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","EO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","G7","Female","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","HEO","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","SEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","SEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","HEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","EO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","EO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","G6","Female","190","190","75220","72500"
"In post","2023","Cabinet Office","Commercial","G6","Male","200","200","78090","76120"
"In post","2023","Cabinet Office","Commercial","G7","Female","390","380","61590","58280"
"In post","2023","Cabinet Office","Commercial","G7","Male","430","425","63600","65500"
"In post","2023","Cabinet Office","Commercial","HEO","Female","135","135","31690","32110"
"In post","2023","Cabinet Office","Commercial","HEO","Male","100","100","31750","32110"
"In post","2023","Cabinet Office","Commercial","SCS level","Female","95","95","111240","103230"
"In post","2023","Cabinet Office","Commercial","SCS level","Male","140","140","125900","124000"
"In post","2023","Cabinet Office","Commercial","SEO","Female","135","130","40050","40470"
"In post","2023","Cabinet Office","Commercial","SEO","Male","125","125","40120","40450"
"In post","2023","Cabinet Office","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","G6","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Communications","G6","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Communications","G7","Female","35","35","57210","56430"
"In post","2023","Cabinet Office","Communications","G7","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Communications","HEO","Female","30","30","34430","34250"
"In post","2023","Cabinet Office","Communications","HEO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","SEO","Female","30","30","41090","41870"
"In post","2023","Cabinet Office","Communications","SEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","Female","25","20","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","Male","35","35","27340","27570"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6","Female","50","50","66680","66530"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6","Male","85","85","67450","66530"
"In post","2023","Cabinet Office","Digital, Data and Technology","G7","Female","210","205","55780","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","G7","Male","340","335","56070","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","HEO","Female","135","135","32240","32960"
"In post","2023","Cabinet Office","Digital, Data and Technology","HEO","Male","190","190","32980","33020"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","Male","40","40","96900","91800"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO","Female","95","90","40570","41410"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO","Male","130","130","41170","41870"
"In post","2023","Cabinet Office","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G6","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G6","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G7","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G7","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Finance","HEO","Female","65","65","32180","32960"
"In post","2023","Cabinet Office","Finance","HEO","Male","65","65","32480","32590"
"In post","2023","Cabinet Office","Finance","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SEO","Female","30","25","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SEO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","AO","Female","80","70","21810","21720"
"In post","2023","Cabinet Office","Human Resources","AO","Male","50","50","21790","21720"
"In post","2023","Cabinet Office","Human Resources","EO","Female","105","100","26600","26300"
"In post","2023","Cabinet Office","Human Resources","EO","Male","40","40","26330","24860"
"In post","2023","Cabinet Office","Human Resources","G6","Female","50","50","66080","66530"
"In post","2023","Cabinet Office","Human Resources","G6","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","G7","Female","145","135","55630","56430"
"In post","2023","Cabinet Office","Human Resources","G7","Male","65","60","55760","56430"
"In post","2023","Cabinet Office","Human Resources","HEO","Female","135","125","33990","33980"
"In post","2023","Cabinet Office","Human Resources","HEO","Male","35","35","33520","33020"
"In post","2023","Cabinet Office","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SEO","Female","120","115","40690","40990"
"In post","2023","Cabinet Office","Human Resources","SEO","Male","50","50","40270","39020"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G7","Female","5","5","[c]","[c]"
