"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for International Trade","Other","HEO","15","15","34710","35010"
"In post","2023","20-29","Department for International Trade","Other","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","G7","25","25","55410","55370"
"In post","2023","20-29","Department for International Trade","Policy","HEO","35","35","35090","35010"
"In post","2023","20-29","Department for International Trade","Policy","SEO","40","40","41460","41550"
"In post","2023","20-29","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Statistics","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Statistics","HEO","10","10","34440","35010"
"In post","2023","20-29","Department for International Trade","Statistics","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G7","10","10","54630","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO","10","10","42520","42710"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","G7","20","20","54440","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","HEO","10","10","33450","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","25","25","21400","21960"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","25","25","27830","27290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","40","40","33080","33450"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","20","20","39950","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","EO","50","50","28130","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","G6","15","15","64940","64970"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","G7","140","135","54180","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","HEO","180","180","33460","34090"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","SEO","130","130","40100","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","G7","10","10","52190","52160"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","SEO","10","10","39700","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","G7","10","10","54790","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","HEO","30","30","32810","33880"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","SEO","10","10","41670","42230"
"In post","2023","20-29","Department for Transport","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","HEO","35","35","33760","33660"
"In post","2023","20-29","Department for Transport","Commercial","SEO","15","15","42330","43320"
"In post","2023","20-29","Department for Transport","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","EO","10","10","27570","26780"
"In post","2023","20-29","Department for Transport","Communications","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","HEO","20","20","34260","35400"
"In post","2023","20-29","Department for Transport","Communications","SEO","10","10","43030","43750"
"In post","2023","20-29","Department for Transport","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","AO","15","15","22500","22500"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","EO","45","45","27210","26960"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","HEO","50","50","33700","31940"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","SEO","30","30","45460","45500"
"In post","2023","20-29","Department for Transport","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Economics","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Economics","G7","45","45","55480","55740"
"In post","2023","20-29","Department for Transport","Economics","HEO","45","45","32940","34000"
"In post","2023","20-29","Department for Transport","Economics","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","EO","15","15","27250","26960"
"In post","2023","20-29","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","HEO","15","15","31460","31660"
"In post","2023","20-29","Department for Transport","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","AA","180","165","19000","19000"
"In post","2023","20-29","Department for Transport","Operational Delivery","AO","600","575","22920","22500"
"In post","2023","20-29","Department for Transport","Operational Delivery","EO","140","140","27400","26960"
"In post","2023","20-29","Department for Transport","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","HEO","35","35","32570","31660"
"In post","2023","20-29","Department for Transport","Operational Delivery","SEO","15","15","43570","43940"
"In post","2023","20-29","Department for Transport","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","EO","35","35","30570","30920"
"In post","2023","20-29","Department for Transport","Policy","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","G7","85","85","55390","55740"
"In post","2023","20-29","Department for Transport","Policy","HEO","120","120","35730","35760"
"In post","2023","20-29","Department for Transport","Policy","SEO","95","95","42760","43750"
"In post","2023","20-29","Department for Transport","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","EO","15","15","28250","26960"
"In post","2023","20-29","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","G7","20","20","54990","55740"
"In post","2023","20-29","Department for Transport","Project Delivery","HEO","40","40","36130","35760"
"In post","2023","20-29","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","SEO","20","20","43110","43320"
"In post","2023","20-29","Department for Transport","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Science and Engineering","HEO","10","10","36150","35670"
"In post","2023","20-29","Department for Transport","Science and Engineering","SEO","10","10","41660","41660"
"In post","2023","20-29","Department for Transport","Security","AA","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Social Research","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","AO","15","15","27470","26510"
"In post","2023","20-29","Department for Transport","Unknown","EO","55","55","30200","30720"
"In post","2023","20-29","Department for Transport","Unknown","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","G7","25","25","55700","55190"
"In post","2023","20-29","Department for Transport","Unknown","HEO","75","75","35180","35400"
"In post","2023","20-29","Department for Transport","Unknown","SEO","30","30","43240","43530"
"In post","2023","20-29","Department for Work and Pensions","Commercial","AO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","EO","10","10","29450","28120"
"In post","2023","20-29","Department for Work and Pensions","Commercial","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","HEO","30","30","35040","34170"
"In post","2023","20-29","Department for Work and Pensions","Commercial","SEO","10","10","40060","38470"
"In post","2023","20-29","Department for Work and Pensions","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Communications","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","AO","180","180","23680","25610"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","EO","420","415","29320","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","HEO","120","120","35190","34170"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","SEO","10","10","41600","41080"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","AO","30","30","22230","21690"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","EO","145","145","28330","28120"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","G7","55","55","53830","51680"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","HEO","100","100","34340","34170"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","SEO","105","105","40500","39780"
"In post","2023","20-29","Department for Work and Pensions","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Economics","HEO","15","15","37130","39150"
"In post","2023","20-29","Department for Work and Pensions","Economics","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Finance","AO","15","15","22290","21690"
"In post","2023","20-29","Department for Work and Pensions","Finance","EO","35","35","28120","28120"
"In post","2023","20-29","Department for Work and Pensions","Finance","G7","10","10","55780","56810"
"In post","2023","20-29","Department for Work and Pensions","Finance","HEO","40","40","35070","34170"
"In post","2023","20-29","Department for Work and Pensions","Finance","SEO","15","15","40320","38470"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","EO","15","15","29470","28120"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","G7","15","15","53250","55150"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","HEO","35","35","31350","32000"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","EO","15","15","29290","28120"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","HEO","25","25","37720","39150"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","AO","2435","2355","22000","21690"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","EO","3445","3370","29000","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","HEO","235","235","34410","34170"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","SEO","30","30","40710","40790"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","AO","385","370","21810","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","EO","100","100","28570","28120"
"In post","2023","20-29","Department for Work and Pensions","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","HEO","40","40","35110","34170"
"In post","2023","20-29","Department for Work and Pensions","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","AO","25","25","22670","21690"
"In post","2023","20-29","Department for Work and Pensions","Policy","EO","30","25","30260","29590"
"In post","2023","20-29","Department for Work and Pensions","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","G7","25","25","55460","55150"
"In post","2023","20-29","Department for Work and Pensions","Policy","HEO","145","145","36940","37380"
"In post","2023","20-29","Department for Work and Pensions","Policy","SEO","60","60","42190","43760"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","EO","20","20","28410","28120"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","HEO","45","45","35820","34170"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","EO","85","85","27390","27320"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","HEO","55","55","32870","32800"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Security","EO","15","15","27370","28120"
"In post","2023","20-29","Department for Work and Pensions","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Security","HEO","25","25","36190","34170"
"In post","2023","20-29","Department for Work and Pensions","Security","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Social Research","HEO","10","10","37160","39150"
"In post","2023","20-29","Department for Work and Pensions","Social Research","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Statistics","EO","15","15","28410","28210"
"In post","2023","20-29","Department for Work and Pensions","Statistics","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Statistics","HEO","20","20","34850","34170"
"In post","2023","20-29","Department for Work and Pensions","Statistics","SEO","15","15","38920","38470"
"In post","2023","20-29","Department for Work and Pensions","Unknown","AO","50","50","21690","21690"
"In post","2023","20-29","Department for Work and Pensions","Unknown","EO","40","40","28980","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Unknown","HEO","30","30","38340","39150"
"In post","2023","20-29","Department for Work and Pensions","Unknown","SEO","10","10","40800","38490"
"In post","2023","20-29","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Commercial","HEO","10","10","32090","32980"
"In post","2023","20-29","Department of Health and Social Care","Commercial","SEO","10","10","39700","38730"
"In post","2023","20-29","Department of Health and Social Care","Communications","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Communications","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Communications","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","G7","15","15","52520","53400"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","HEO","35","35","32110","32980"
"In post","2023","20-29","Department of Health and Social Care","Digital, Data and Technology","SEO","40","40","40500","40880"
"In post","2023","20-29","Department of Health and Social Care","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
