"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Female","40","35","66820","60410"
"In post","2023","Analysis","Competition and Markets Authority","Economics","Male","65","65","63340","57660"
"In post","2023","Analysis","Competition and Markets Authority","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Female","65","60","40550","34670"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Male","110","110","42330","35700"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Economics","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Economics","Male","50","50","52230","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Female","35","35","47950","46600"
"In post","2023","Analysis","Department for Education","Economics","Male","50","50","51530","51990"
"In post","2023","Analysis","Department for Education","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Female","40","35","47820","46600"
"In post","2023","Analysis","Department for Education","Operational Research","Male","60","55","47200","46600"
"In post","2023","Analysis","Department for Education","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Female","105","100","46220","44910"
"In post","2023","Analysis","Department for Education","Social Research","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Female","145","135","43860","43250"
"In post","2023","Analysis","Department for Education","Statistics","Male","120","120","45370","43250"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","35","35","31070","30320"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","220","205","33370","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","230","225","37740","37300"
"In post","2023","Analysis","Department for International Trade","Economics","Female","40","40","47060","48460"
"In post","2023","Analysis","Department for International Trade","Economics","Male","95","90","51170","55370"
"In post","2023","Analysis","Department for International Trade","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Policy","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Social Research","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Statistics","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Statistics","Male","30","30","49250","52000"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Male","40","40","49260","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Female","75","70","45630","44180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Male","85","85","47420","44180"
"In post","2023","Analysis","Department for Transport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","Female","55","50","50880","55190"
"In post","2023","Analysis","Department for Transport","Economics","Male","115","110","51180","55740"
"In post","2023","Analysis","Department for Transport","Operational Research","Female","45","40","35170","31660"
"In post","2023","Analysis","Department for Transport","Operational Research","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","Female","15","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Social Research","Female","40","40","51870","51160"
"In post","2023","Analysis","Department for Transport","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Statistics","Female","35","35","49350","49940"
"In post","2023","Analysis","Department for Transport","Statistics","Male","40","40","41440","39020"
"In post","2023","Analysis","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Economics","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Economics","Male","30","30","48270","41450"
"In post","2023","Analysis","Department for Work and Pensions","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Operational Research","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","Female","30","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Policy","Female","90","85","46480","39150"
"In post","2023","Analysis","Department for Work and Pensions","Policy","Male","110","105","48040","43760"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","Female","35","30","46680","43760"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","Female","100","90","48170","43810"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","Male","120","120","44310","38470"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","Female","35","35","28320","27840"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","Male","15","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","Female","30","30","52630","51620"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","Male","40","40","50020","50830"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","Female","15","15","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","Male","15","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Economics","Female","40","35","48240","39450"
"In post","2023","Analysis","HM Revenue and Customs","Economics","Male","115","110","47110","39790"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","Female","55","50","47790","42900"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","Male","65","65","50780","46160"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","Female","95","90","49940","45560"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","Male","50","45","50570","42510"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","Female","135","125","51520","45950"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","Male","210","210","48670","45170"
"In post","2023","Analysis","HM Revenue and Customs","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Tax","Male","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Economics","Female","90","85","44930","41360"
"In post","2023","Analysis","HM Treasury","Economics","Male","130","130","48010","45850"
"In post","2023","Analysis","HM Treasury","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Home Office","Economics","Female","35","35","50410","44880"
"In post","2023","Analysis","Home Office","Economics","Male","75","75","48900","43570"
"In post","2023","Analysis","Home Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Delivery","Male","35","35","42750","36440"
"In post","2023","Analysis","Home Office","Operational Research","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Home Office","Operational Research","Male","45","45","51670","47500"
"In post","2023","Analysis","Home Office","Other","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Home Office","Other","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Home Office","Policy","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Home Office","Policy","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Social Research","Female","100","100","46730","43810"
"In post","2023","Analysis","Home Office","Social Research","Male","35","35","52410","46720"
"In post","2023","Analysis","Home Office","Statistics","Female","50","50","39720","36360"
"In post","2023","Analysis","Home Office","Statistics","Male","55","55","41180","37320"
"In post","2023","Analysis","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Operational Research","Female","60","60","39700","39890"
"In post","2023","Analysis","Ministry of Defence","Operational Research","Male","135","130","44020","49260"
"In post","2023","Analysis","Ministry of Defence","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Science and Engineering","Female","215","200","43180","39890"
"In post","2023","Analysis","Ministry of Defence","Science and Engineering","Male","620","605","45760","49260"
"In post","2023","Analysis","Ministry of Defence","Statistics","Female","140","135","42250","40140"
"In post","2023","Analysis","Ministry of Defence","Statistics","Male","185","180","42880","40350"
"In post","2023","Analysis","Ministry of Justice","Digital, Data and Technology","Female","35","35","46690","43650"
"In post","2023","Analysis","Ministry of Justice","Digital, Data and Technology","Male","60","60","46740","43650"
"In post","2023","Analysis","Ministry of Justice","Economics","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Economics","Male","50","50","46600","43650"
"In post","2023","Analysis","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Operational Research","Female","45","45","51880","55720"
"In post","2023","Analysis","Ministry of Justice","Operational Research","Male","60","60","51600","49000"
"In post","2023","Analysis","Ministry of Justice","Other","Female","85","85","39030","36110"
"In post","2023","Analysis","Ministry of Justice","Other","Male","80","80","39090","35410"
"In post","2023","Analysis","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Social Research","Female","85","80","51100","48070"
"In post","2023","Analysis","Ministry of Justice","Social Research","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Statistics","Female","90","85","48010","43820"
"In post","2023","Analysis","Ministry of Justice","Statistics","Male","65","65","47610","43650"
"In post","2023","Analysis","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","35","45230","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Female","50","45","40960","39100"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Male","75","70","41140","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","Female","40","40","41870","36200"
