"Status","Year","Age","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Undeclared","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Undeclared","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","575","550","23000","22500"
"In post","2023","16-19","Unknown","White","Heterosexual / straight","105","100","22560","22400"
"In post","2023","16-19","Unknown","White","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Heterosexual / straight","375","370","30700","28370"
"In post","2023","20-29","Declared disabled","Asian","LGBO","40","40","34010","32860"
"In post","2023","20-29","Declared disabled","Asian","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Unknown","35","35","30390","30130"
"In post","2023","20-29","Declared disabled","Black","Heterosexual / straight","175","175","31360","31300"
"In post","2023","20-29","Declared disabled","Black","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Heterosexual / straight","190","185","31320","31100"
"In post","2023","20-29","Declared disabled","Mixed","LGBO","85","85","32150","29890"
"In post","2023","20-29","Declared disabled","Mixed","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Heterosexual / straight","30","30","34780","33020"
"In post","2023","20-29","Declared disabled","Other ethnicity","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Undeclared","55","55","31010","28860"
"In post","2023","20-29","Declared disabled","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","125","125","31320","29280"
"In post","2023","20-29","Declared disabled","White","Heterosexual / straight","3315","3255","31010","28880"
"In post","2023","20-29","Declared disabled","White","LGBO","1350","1325","30990","28480"
"In post","2023","20-29","Declared disabled","White","Undeclared","335","325","30930","28810"
"In post","2023","20-29","Declared disabled","White","Unknown","240","235","31030","30080"
"In post","2023","20-29","Declared non-disabled","Asian","Heterosexual / straight","4915","4815","30340","28120"
"In post","2023","20-29","Declared non-disabled","Asian","LGBO","120","120","33830","32520"
"In post","2023","20-29","Declared non-disabled","Asian","Undeclared","145","140","31850","29840"
"In post","2023","20-29","Declared non-disabled","Asian","Unknown","90","85","32590","29250"
"In post","2023","20-29","Declared non-disabled","Black","Heterosexual / straight","1495","1475","31680","31020"
"In post","2023","20-29","Declared non-disabled","Black","LGBO","50","45","34530","33160"
"In post","2023","20-29","Declared non-disabled","Black","Undeclared","50","50","32610","32520"
"In post","2023","20-29","Declared non-disabled","Black","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Mixed","Heterosexual / straight","1375","1350","32500","30650"
"In post","2023","20-29","Declared non-disabled","Mixed","LGBO","180","180","31200","28910"
"In post","2023","20-29","Declared non-disabled","Mixed","Undeclared","85","80","34260","31280"
"In post","2023","20-29","Declared non-disabled","Mixed","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Heterosexual / straight","305","300","32990","31260"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","LGBO","35","35","34010","32160"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Undeclared","Heterosexual / straight","175","170","31670","29590"
"In post","2023","20-29","Declared non-disabled","Undeclared","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Undeclared","Undeclared","275","270","33200","31280"
"In post","2023","20-29","Declared non-disabled","Undeclared","Unknown","35","35","33940","32560"
"In post","2023","20-29","Declared non-disabled","Unknown","Heterosexual / straight","205","200","30910","29940"
"In post","2023","20-29","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Undeclared","45","45","29020","26650"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","385","370","29350","28120"
"In post","2023","20-29","Declared non-disabled","White","Heterosexual / straight","30065","29670","31560","29100"
"In post","2023","20-29","Declared non-disabled","White","LGBO","3815","3780","31940","29450"
"In post","2023","20-29","Declared non-disabled","White","Undeclared","1485","1465","31940","29840"
"In post","2023","20-29","Declared non-disabled","White","Unknown","605","595","31540","28840"
"In post","2023","20-29","Undeclared","Asian","Heterosexual / straight","200","195","31610","29640"
"In post","2023","20-29","Undeclared","Asian","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Asian","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Asian","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","Heterosexual / straight","55","55","33280","32520"
"In post","2023","20-29","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","Heterosexual / straight","55","55","32720","29530"
"In post","2023","20-29","Undeclared","Mixed","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","Undeclared","40","40","38880","34620"
"In post","2023","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Undeclared","Undeclared","340","340","33700","32520"
"In post","2023","20-29","Undeclared","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Unknown","80","80","38570","37060"
"In post","2023","20-29","Undeclared","White","Heterosexual / straight","815","805","31920","29190"
"In post","2023","20-29","Undeclared","White","LGBO","285","280","31570","28580"
"In post","2023","20-29","Undeclared","White","Undeclared","240","235","31550","30410"
"In post","2023","20-29","Undeclared","White","Unknown","50","50","29690","28120"
"In post","2023","20-29","Unknown","Asian","Heterosexual / straight","760","750","32700","30370"
"In post","2023","20-29","Unknown","Asian","LGBO","30","30","36340","34260"
"In post","2023","20-29","Unknown","Asian","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Asian","Unknown","275","275","30590","28920"
"In post","2023","20-29","Unknown","Black","Heterosexual / straight","230","230","32500","30560"
"In post","2023","20-29","Unknown","Black","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Black","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Black","Unknown","70","70","31830","30130"
"In post","2023","20-29","Unknown","Mixed","Heterosexual / straight","235","235","33140","32540"
"In post","2023","20-29","Unknown","Mixed","LGBO","40","40","33380","30690"
"In post","2023","20-29","Unknown","Mixed","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Mixed","Unknown","105","105","31350","29890"
"In post","2023","20-29","Unknown","Other ethnicity","Heterosexual / straight","50","50","33730","32750"
"In post","2023","20-29","Unknown","Other ethnicity","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","Undeclared","100","100","35180","33730"
"In post","2023","20-29","Unknown","Undeclared","Unknown","90","90","36700","34700"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","280","280","30990","28880"
"In post","2023","20-29","Unknown","Unknown","LGBO","40","40","33510","30630"
"In post","2023","20-29","Unknown","Unknown","Undeclared","385","385","38850","34190"
"In post","2023","20-29","Unknown","Unknown","Unknown","20370","20050","29950","27890"
"In post","2023","20-29","Unknown","White","Heterosexual / straight","4505","4470","32800","31060"
"In post","2023","20-29","Unknown","White","LGBO","750","740","33140","30740"
"In post","2023","20-29","Unknown","White","Undeclared","330","325","32680","30810"
"In post","2023","20-29","Unknown","White","Unknown","1420","1410","30400","28840"
"In post","2023","30-39","Declared disabled","Asian","Heterosexual / straight","600","570","34820","31280"
"In post","2023","30-39","Declared disabled","Asian","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Asian","Undeclared","40","35","33840","31140"
"In post","2023","30-39","Declared disabled","Asian","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Black","Heterosexual / straight","290","275","35620","32520"
"In post","2023","30-39","Declared disabled","Black","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Black","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Mixed","Heterosexual / straight","245","230","35610","32050"
"In post","2023","30-39","Declared disabled","Mixed","LGBO","65","65","36940","34060"
"In post","2023","30-39","Declared disabled","Mixed","Undeclared","45","45","36180","32010"
"In post","2023","30-39","Declared disabled","Mixed","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","Heterosexual / straight","45","45","42320","39470"
"In post","2023","30-39","Declared disabled","Other ethnicity","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Undeclared","Heterosexual / straight","60","55","37700","32580"
"In post","2023","30-39","Declared disabled","Undeclared","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Undeclared","Undeclared","160","155","35670","32570"
"In post","2023","30-39","Declared disabled","Undeclared","Unknown","40","40","43300","41000"
"In post","2023","30-39","Declared disabled","Unknown","Heterosexual / straight","50","45","34560","32470"
"In post","2023","30-39","Declared disabled","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","205","195","33530","31120"
"In post","2023","30-39","Declared disabled","White","Heterosexual / straight","6145","5820","34910","31510"
"In post","2023","30-39","Declared disabled","White","LGBO","1495","1445","35320","32110"
"In post","2023","30-39","Declared disabled","White","Undeclared","485","465","35380","32310"
"In post","2023","30-39","Declared disabled","White","Unknown","200","190","36040","30130"
"In post","2023","30-39","Declared non-disabled","Asian","Heterosexual / straight","6875","6525","35710","32520"
"In post","2023","30-39","Declared non-disabled","Asian","LGBO","140","135","39700","38470"
"In post","2023","30-39","Declared non-disabled","Asian","Undeclared","265","250","33680","29890"
"In post","2023","30-39","Declared non-disabled","Asian","Unknown","290","265","32790","28130"
"In post","2023","30-39","Declared non-disabled","Black","Heterosexual / straight","2575","2495","34780","32520"
"In post","2023","30-39","Declared non-disabled","Black","LGBO","50","50","36570","32920"
"In post","2023","30-39","Declared non-disabled","Black","Undeclared","55","55","35720","32790"
"In post","2023","30-39","Declared non-disabled","Black","Unknown","70","65","35550","32520"
"In post","2023","30-39","Declared non-disabled","Mixed","Heterosexual / straight","1670","1590","38790","34700"
"In post","2023","30-39","Declared non-disabled","Mixed","LGBO","175","170","39940","35710"
"In post","2023","30-39","Declared non-disabled","Mixed","Undeclared","95","95","38770","34300"
"In post","2023","30-39","Declared non-disabled","Mixed","Unknown","50","45","40430","38150"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Heterosexual / straight","430","415","39140","35000"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Unknown","10","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Undeclared","Heterosexual / straight","445","425","36150","32520"
"In post","2023","30-39","Declared non-disabled","Undeclared","LGBO","35","35","35940","34170"
"In post","2023","30-39","Declared non-disabled","Undeclared","Undeclared","700","680","37960","34300"
"In post","2023","30-39","Declared non-disabled","Undeclared","Unknown","140","125","35480","30950"
"In post","2023","30-39","Declared non-disabled","Unknown","Heterosexual / straight","455","430","35990","33700"
"In post","2023","30-39","Declared non-disabled","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Undeclared","125","120","36780","36060"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","1000","910","33190","28120"
"In post","2023","30-39","Declared non-disabled","White","Heterosexual / straight","47970","45695","37540","34060"
"In post","2023","30-39","Declared non-disabled","White","LGBO","4290","4220","38160","34170"
"In post","2023","30-39","Declared non-disabled","White","Undeclared","2265","2165","37940","34300"
"In post","2023","30-39","Declared non-disabled","White","Unknown","1760","1605","35480","31280"
"In post","2023","30-39","Undeclared","Asian","Heterosexual / straight","320","305","36950","32520"
"In post","2023","30-39","Undeclared","Asian","LGBO","15","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Asian","Undeclared","45","45","35290","32470"
"In post","2023","30-39","Undeclared","Asian","Unknown","30","25","34750","31900"
"In post","2023","30-39","Undeclared","Black","Heterosexual / straight","80","80","36130","32520"
"In post","2023","30-39","Undeclared","Black","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Black","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Black","Unknown","15","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Mixed","Heterosexual / straight","80","80","37550","32520"
"In post","2023","30-39","Undeclared","Mixed","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Mixed","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Mixed","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Undeclared","30","30","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Heterosexual / straight","85","85","37100","33880"
"In post","2023","30-39","Undeclared","Undeclared","LGBO","20","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Undeclared","1060","1035","39130","35000"
"In post","2023","30-39","Undeclared","Undeclared","Unknown","80","75","44310","42510"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Undeclared","95","90","35010","32910"
"In post","2023","30-39","Undeclared","Unknown","Unknown","135","130","43950","40660"
"In post","2023","30-39","Undeclared","White","Heterosexual / straight","1855","1765","36500","32420"
"In post","2023","30-39","Undeclared","White","LGBO","300","290","35110","32470"
"In post","2023","30-39","Undeclared","White","Undeclared","525","505","37250","34700"
"In post","2023","30-39","Undeclared","White","Unknown","240","215","34710","32420"
"In post","2023","30-39","Unknown","Asian","Heterosexual / straight","725","700","38510","35000"
"In post","2023","30-39","Unknown","Asian","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Unknown","245","235","37990","34700"
"In post","2023","30-39","Unknown","Black","Heterosexual / straight","260","255","37760","34500"
"In post","2023","30-39","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Unknown","80","80","35680","34110"
"In post","2023","30-39","Unknown","Mixed","Heterosexual / straight","205","200","42030","39190"
"In post","2023","30-39","Unknown","Mixed","LGBO","30","30","41480","38000"
"In post","2023","30-39","Unknown","Mixed","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Unknown","55","50","39130","34700"
"In post","2023","30-39","Unknown","Other ethnicity","Heterosexual / straight","65","60","39470","37060"
"In post","2023","30-39","Unknown","Other ethnicity","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Unknown","15","10","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Heterosexual / straight","55","50","38230","37060"
"In post","2023","30-39","Unknown","Undeclared","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Undeclared","205","200","40380","37340"
"In post","2023","30-39","Unknown","Undeclared","Unknown","220","210","41970","39440"
