"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Justice","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Departments","Female","30","30","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","15","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Transport","Female","35","30","21290","22500"
"In post","2023","16-19","Declared non-disabled","Department for Transport","Male","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Work and Pensions","Female","35","35","23280","21690"
"In post","2023","16-19","Declared non-disabled","Department for Work and Pensions","Male","30","30","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Revenue and Customs","Female","50","50","22990","22520"
"In post","2023","16-19","Declared non-disabled","HM Revenue and Customs","Male","55","55","23570","22520"
"In post","2023","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Ministry of Defence","Male","30","30","19990","19460"
"In post","2023","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Ministry of Justice","Female","115","115","25410","24070"
"In post","2023","16-19","Declared non-disabled","Ministry of Justice","Male","90","90","26240","28880"
"In post","2023","16-19","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Male","15","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Male","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Welsh Government","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Female","20","15","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
