"Status","Year","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Female","285","265","39380","37980"
"In post","2023","Animal and Plant Health Agency","SEO","Male","220","210","40050","38670"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","HEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Female","15","15","[c]","[c]"
"In post","2023","Building Digital UK","EO","Male","10","10","[c]","[c]"
"In post","2023","Building Digital UK","G6","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","G6","Male","10","10","[c]","[c]"
"In post","2023","Building Digital UK","G7","Female","45","45","53760","53030"
"In post","2023","Building Digital UK","G7","Male","45","45","54070","53030"
"In post","2023","Building Digital UK","HEO","Female","35","35","34950","35040"
"In post","2023","Building Digital UK","HEO","Male","45","45","35500","35620"
"In post","2023","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","AO","Female","230","205","22440","21720"
"In post","2023","Cabinet Office (excl. agencies)","AO","Male","190","185","22760","21780"
"In post","2023","Cabinet Office (excl. agencies)","EO","Female","450","420","27230","27430"
"In post","2023","Cabinet Office (excl. agencies)","EO","Male","310","305","26900","27110"
"In post","2023","Cabinet Office (excl. agencies)","G6","Female","300","295","67130","66530"
"In post","2023","Cabinet Office (excl. agencies)","G6","Male","315","310","67190","66530"
"In post","2023","Cabinet Office (excl. agencies)","G7","Female","855","825","56000","56430"
"In post","2023","Cabinet Office (excl. agencies)","G7","Male","795","780","56320","56430"
"In post","2023","Cabinet Office (excl. agencies)","HEO","Female","610","590","34650","35240"
"In post","2023","Cabinet Office (excl. agencies)","HEO","Male","515","510","34820","35240"
"In post","2023","Cabinet Office (excl. agencies)","SCS level","Female","215","205","91900","81830"
"In post","2023","Cabinet Office (excl. agencies)","SCS level","Male","245","240","98780","91750"
"In post","2023","Cabinet Office (excl. agencies)","SEO","Female","505","490","41000","41870"
"In post","2023","Cabinet Office (excl. agencies)","SEO","Male","385","385","41210","41870"
"In post","2023","Central Civil Service Fast Stream","HEO","Female","995","995","30680","30130"
"In post","2023","Central Civil Service Fast Stream","HEO","Male","665","665","30760","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","85","75","25960","25970"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","65","60","26030","25940"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","G6","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","G6","Male","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","45","45","49820","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","65","60","50290","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","105","95","30510","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","85","85","30580","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","80","75","37620","37310"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","80","75","38080","37310"
"In post","2023","Charity Commission","AO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","AO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","75","75","25640","25300"
"In post","2023","Charity Commission","EO","Male","45","40","25840","25300"
"In post","2023","Charity Commission","G6","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","G6","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","G7","Female","40","40","53320","52240"
"In post","2023","Charity Commission","G7","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","HEO","Female","95","90","30510","30170"
"In post","2023","Charity Commission","HEO","Male","75","75","30480","30170"
"In post","2023","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Female","60","60","39210","38800"
"In post","2023","Charity Commission","SEO","Male","45","40","39720","38800"
"In post","2023","Companies House","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","AO","Female","285","240","22620","23240"
"In post","2023","Companies House","AO","Male","150","145","22680","23240"
"In post","2023","Companies House","EO","Female","160","145","27380","25700"
"In post","2023","Companies House","EO","Male","135","135","28870","28070"
"In post","2023","Companies House","G6","Female","20","20","[c]","[c]"
"In post","2023","Companies House","G6","Male","15","15","[c]","[c]"
"In post","2023","Companies House","G7","Female","35","30","54410","53010"
"In post","2023","Companies House","G7","Male","35","35","53740","50930"
"In post","2023","Companies House","HEO","Female","110","105","35590","36930"
"In post","2023","Companies House","HEO","Male","95","95","36520","37350"
"In post","2023","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","SEO","Female","70","70","43550","42250"
"In post","2023","Companies House","SEO","Male","95","95","44370","42990"
"In post","2023","Competition and Markets Authority","AO","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Male","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","35","35","28560","28000"
"In post","2023","Competition and Markets Authority","EO","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6","Female","110","105","77120","76720"
"In post","2023","Competition and Markets Authority","G6","Male","115","110","77400","76720"
"In post","2023","Competition and Markets Authority","G7","Female","120","110","57950","57540"
"In post","2023","Competition and Markets Authority","G7","Male","125","125","58640","57600"
"In post","2023","Competition and Markets Authority","HEO","Female","85","85","35540","34620"
"In post","2023","Competition and Markets Authority","HEO","Male","70","70","35370","34110"
"In post","2023","Competition and Markets Authority","SCS level","Female","55","50","109130","102320"
"In post","2023","Competition and Markets Authority","SCS level","Male","70","70","110250","102320"
"In post","2023","Competition and Markets Authority","SEO","Female","30","30","44260","43560"
"In post","2023","Competition and Markets Authority","SEO","Male","35","35","45360","44990"
"In post","2023","Criminal Injuries Compensation Authority","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AA","Male","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","AO","Female","70","65","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","AO","Male","55","50","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","EO","Female","50","45","25940","25830"
"In post","2023","Criminal Injuries Compensation Authority","EO","Male","40","40","26050","25830"
"In post","2023","Criminal Injuries Compensation Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G7","Female","10","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","HEO","Female","45","40","31530","31270"
"In post","2023","Criminal Injuries Compensation Authority","HEO","Male","40","40","31760","31270"
"In post","2023","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO","Female","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","SEO","Male","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","AO","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","AO","Male","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","EO","Female","55","50","26540","26410"
"In post","2023","Crown Commercial Service","EO","Male","40","40","26570","26410"
"In post","2023","Crown Commercial Service","G6","Female","30","30","64250","65440"
"In post","2023","Crown Commercial Service","G6","Male","25","25","[c]","[c]"
"In post","2023","Crown Commercial Service","G7","Female","75","75","52840","52990"
"In post","2023","Crown Commercial Service","G7","Male","60","60","53410","52990"
"In post","2023","Crown Commercial Service","HEO","Female","115","110","32310","32110"
"In post","2023","Crown Commercial Service","HEO","Male","70","70","32290","32110"
"In post","2023","Crown Commercial Service","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO","Female","125","120","39820","40620"
"In post","2023","Crown Commercial Service","SEO","Male","125","125","40180","40470"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","Female","565","505","24020","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","Male","215","205","23940","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","Female","305","290","30180","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","Male","100","100","30480","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","Female","160","150","74150","74000"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","Male","55","55","73980","74000"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","Female","360","335","56610","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","Male","165","165","57160","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","Female","290","275","36030","36330"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","Male","135","130","36540","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","Female","50","50","44950","43440"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","Male","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA","Male","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","AO","Female","1160","1050","23190","22870"
"In post","2023","Crown Prosecution Service","AO","Male","420","410","23130","22870"
"In post","2023","Crown Prosecution Service","EO","Female","1160","1065","28380","28200"
"In post","2023","Crown Prosecution Service","EO","Male","400","395","28550","28200"
"In post","2023","Crown Prosecution Service","G6","Female","120","115","73900","73000"
"In post","2023","Crown Prosecution Service","G6","Male","130","125","76790","74170"
"In post","2023","Crown Prosecution Service","G7","Female","1835","1660","56710","55850"
"In post","2023","Crown Prosecution Service","G7","Male","1050","1010","57770","56450"
"In post","2023","Crown Prosecution Service","HEO","Female","400","375","33320","33000"
"In post","2023","Crown Prosecution Service","HEO","Male","220","220","33340","32660"
"In post","2023","Crown Prosecution Service","SCS level","Female","50","50","94830","87870"
"In post","2023","Crown Prosecution Service","SCS level","Male","40","40","97200","88440"
"In post","2023","Crown Prosecution Service","SEO","Female","350","335","40200","39710"
"In post","2023","Crown Prosecution Service","SEO","Male","180","180","40280","39710"
"In post","2023","Defence Electronics and Components Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA","Male","30","30","18070","18640"
"In post","2023","Defence Electronics and Components Agency","AO","Female","25","20","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AO","Male","40","40","22600","22210"
"In post","2023","Defence Electronics and Components Agency","EO","Female","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","EO","Male","205","200","29100","28710"
"In post","2023","Defence Electronics and Components Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G7","Male","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","HEO","Female","15","15","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","HEO","Male","65","60","34870","34680"
"In post","2023","Defence Electronics and Components Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO","Male","15","15","[c]","[c]"
"In post","2023","Defence Equipment and Support","AO","Female","660","605","22620","22000"
"In post","2023","Defence Equipment and Support","AO","Male","1010","995","22570","21550"
"In post","2023","Defence Equipment and Support","EO","Female","285","260","26990","26520"
"In post","2023","Defence Equipment and Support","EO","Male","460","450","27650","27640"
"In post","2023","Defence Equipment and Support","G6","Female","130","130","68850","69450"
"In post","2023","Defence Equipment and Support","G6","Male","345","335","70740","70710"
"In post","2023","Defence Equipment and Support","G7","Female","455","430","53510","54510"
"In post","2023","Defence Equipment and Support","G7","Male","1015","1000","55050","55180"
"In post","2023","Defence Equipment and Support","HEO","Female","1150","1065","32570","32500"
"In post","2023","Defence Equipment and Support","HEO","Male","1715","1680","33510","32500"
"In post","2023","Defence Equipment and Support","SCS level","Female","35","30","95250","93730"
"In post","2023","Defence Equipment and Support","SCS level","Male","80","80","105840","97720"
"In post","2023","Defence Equipment and Support","SEO","Female","1040","980","41280","41310"
"In post","2023","Defence Equipment and Support","SEO","Male","2335","2280","42870","42840"
"In post","2023","Defence Science and Technology Laboratory","AA","Female","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AA","Male","30","30","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AO","Female","35","30","20390","19430"
"In post","2023","Defence Science and Technology Laboratory","AO","Male","75","75","21670","23340"
"In post","2023","Defence Science and Technology Laboratory","EO","Female","160","145","24550","24630"
"In post","2023","Defence Science and Technology Laboratory","EO","Male","120","120","24990","24630"
"In post","2023","Defence Science and Technology Laboratory","G6","Female","50","45","70430","70550"
"In post","2023","Defence Science and Technology Laboratory","G6","Male","155","145","71670","70550"
"In post","2023","Defence Science and Technology Laboratory","G7","Female","645","605","51530","49260"
"In post","2023","Defence Science and Technology Laboratory","G7","Male","1385","1335","52540","49260"
"In post","2023","Defence Science and Technology Laboratory","HEO","Female","475","450","30040","30650"
"In post","2023","Defence Science and Technology Laboratory","HEO","Male","655","650","30080","30650"
"In post","2023","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","SEO","Female","430","405","39500","39890"
"In post","2023","Defence Science and Technology Laboratory","SEO","Male","740","725","39690","39890"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Female","30","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Male","40","40","24880","25900"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","235","230","28300","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","140","140","28460","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Female","365","345","68120","66790"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Male","405","400","68760","66790"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Female","1035","1000","55890","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Male","1120","1110","56420","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Female","575","565","34540","34670"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Male","535","530","35490","34670"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","170","155","83830","77500"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","175","175","87170","78160"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Female","760","745","42360","41360"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Male","700","695","42310","41360"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","Female","90","85","28220","27780"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","Male","60","60","27640","27780"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","Female","115","110","65220","64200"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","Male","95","95","65770","64700"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","Female","330","320","54630","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","Male","290","285","54960","53430"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","Female","355","350","36880","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","Male","265","265","37200","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","Female","60","55","86670","77160"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","Male","50","50","87860","81500"
"In post","2023","Department for Education (excl. agencies)","AO","Female","55","50","22960","22020"
"In post","2023","Department for Education (excl. agencies)","AO","Male","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","EO","Female","440","415","27520","26940"
"In post","2023","Department for Education (excl. agencies)","EO","Male","235","235","27610","26940"
"In post","2023","Department for Education (excl. agencies)","G6","Female","455","425","65960","65780"
"In post","2023","Department for Education (excl. agencies)","G6","Male","425","420","66740","66110"
"In post","2023","Department for Education (excl. agencies)","G7","Female","1170","1110","53710","52150"
"In post","2023","Department for Education (excl. agencies)","G7","Male","800","790","53780","52150"
"In post","2023","Department for Education (excl. agencies)","HEO","Female","855","810","32170","31080"
"In post","2023","Department for Education (excl. agencies)","HEO","Male","490","485","32390","31080"
"In post","2023","Department for Education (excl. agencies)","SCS level","Female","160","150","84490","76510"
"In post","2023","Department for Education (excl. agencies)","SCS level","Male","100","100","84600","76510"
"In post","2023","Department for Education (excl. agencies)","SEO","Female","1200","1145","39980","38070"
"In post","2023","Department for Education (excl. agencies)","SEO","Male","750","745","40080","38210"
"In post","2023","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Female","70","60","23470","22150"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Male","45","45","23220","22150"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","340","320","27220","25960"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","200","195","27200","26170"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Female","305","290","62680","64110"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Male","315","310","62560","62360"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Female","940","895","51970","50530"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Male","835","825","52040","50420"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Female","755","725","31960","30840"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Male","580","575","32190","31760"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","105","100","83440","76760"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","105","105","84110","78360"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Female","975","925","38800","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Male","745","735","39100","37820"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","AO","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","AO","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","EO","Female","175","170","29020","29280"
"In post","2023","Department for International Trade","EO","Male","125","125","29040","29280"
"In post","2023","Department for International Trade","G6","Female","160","155","67580","65980"
"In post","2023","Department for International Trade","G6","Male","190","185","68000","66270"
"In post","2023","Department for International Trade","G7","Female","480","470","55800","55370"
"In post","2023","Department for International Trade","G7","Male","530","530","56670","55500"
"In post","2023","Department for International Trade","HEO","Female","360","350","34920","35010"
"In post","2023","Department for International Trade","HEO","Male","345","345","35110","35010"
"In post","2023","Department for International Trade","SCS level","Female","85","80","83960","77110"
"In post","2023","Department for International Trade","SCS level","Male","105","100","91750","80010"
"In post","2023","Department for International Trade","SEO","Female","455","445","41980","41550"
"In post","2023","Department for International Trade","SEO","Male","505","505","42140","41550"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Female","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Male","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","135","130","28970","28850"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","120","115","29130","28850"
