"Status","Year","Age","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Education","Male","565","560","37040","35130"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Female","1405","1385","31650","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Male","1000","990","31630","30320"
"In post","2023","20-29","Department for International Trade","Female","610","605","40900","41550"
"In post","2023","20-29","Department for International Trade","Male","545","545","40950","38820"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Female","485","485","39240","36100"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Male","445","445","39790","36970"
"In post","2023","20-29","Department for Transport","Female","1125","1085","31430","27190"
"In post","2023","20-29","Department for Transport","Male","1130","1120","33200","31210"
"In post","2023","20-29","Department for Work and Pensions","Female","5110","4945","28280","28120"
"In post","2023","20-29","Department for Work and Pensions","Male","3900","3875","28060","28120"
"In post","2023","20-29","Department of Health and Social Care","Female","1430","1410","36250","34190"
"In post","2023","20-29","Department of Health and Social Care","Male","775","765","36080","33940"
"In post","2023","20-29","Estyn","Female","5","5","[c]","[c]"
"In post","2023","20-29","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Female","105","105","34950","33000"
"In post","2023","20-29","Food Standards Agency","Male","55","55","34150","33000"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Female","860","860","37580","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Male","720","720","36630","35250"
"In post","2023","20-29","HM Land Registry","Female","610","590","27650","28080"
"In post","2023","20-29","HM Land Registry","Male","425","420","28190","28080"
"In post","2023","20-29","HM Revenue and Customs","Female","5635","5485","30000","27890"
"In post","2023","20-29","HM Revenue and Customs","Male","5830","5775","30270","27890"
"In post","2023","20-29","HM Treasury","Female","455","450","38570","33820"
"In post","2023","20-29","HM Treasury","Male","480","480","39090","33820"
"In post","2023","20-29","Home Office","Female","4210","4140","29520","25880"
"In post","2023","20-29","Home Office","Male","3575","3540","29120","25880"
"In post","2023","20-29","Ministry of Defence","Female","3205","3165","31430","30650"
"In post","2023","20-29","Ministry of Defence","Male","4685","4675","31230","30650"
"In post","2023","20-29","Ministry of Justice","Female","11480","11205","28340","28480"
"In post","2023","20-29","Ministry of Justice","Male","6215","6170","29570","28880"
"In post","2023","20-29","National Crime Agency","Female","480","480","36290","36040"
"In post","2023","20-29","National Crime Agency","Male","280","280","36410","36040"
"In post","2023","20-29","Northern Ireland Office","Female","20","20","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Male","20","20","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Female","120","120","30520","27140"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Male","55","55","30220","30340"
"In post","2023","20-29","Office of Gas and Electricity Markets","Female","180","180","33050","31090"
"In post","2023","20-29","Office of Gas and Electricity Markets","Male","195","195","31380","28340"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Female","40","40","31730","31310"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Male","15","15","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Female","15","15","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Male","20","20","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Female","20","20","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Male","10","10","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Male","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","Female","2800","2740","30810","29100"
"In post","2023","20-29","Scottish Government","Male","1815","1805","30570","29100"
"In post","2023","20-29","The National Archives","Female","60","60","28800","27290"
"In post","2023","20-29","The National Archives","Male","30","30","[c]","[c]"
"In post","2023","20-29","UK Export Finance","Female","70","70","40200","37150"
"In post","2023","20-29","UK Export Finance","Male","55","55","40650","37150"
"In post","2023","20-29","UK Statistics Authority","Female","700","680","32910","31560"
"In post","2023","20-29","UK Statistics Authority","Male","580","565","32280","31560"
"In post","2023","20-29","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","Female","10","10","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Male","25","25","[c]","[c]"
"In post","2023","20-29","Welsh Government","Female","310","305","29900","27890"
"In post","2023","20-29","Welsh Government","Male","245","240","29520","27890"
"In post","2023","30-39","Attorney General's Departments","Female","1555","1455","45410","50000"
"In post","2023","30-39","Attorney General's Departments","Male","715","710","46310","49530"
"In post","2023","30-39","Cabinet Office","Female","1415","1365","48870","51290"
"In post","2023","30-39","Cabinet Office","Male","1210","1205","50180","52880"
"In post","2023","30-39","Chancellor's other departments","Female","55","55","59410","57050"
"In post","2023","30-39","Chancellor's other departments","Male","65","65","61220","52500"
"In post","2023","30-39","Charity Commission","Female","60","60","35620","30170"
"In post","2023","30-39","Charity Commission","Male","55","55","34570","30170"
"In post","2023","30-39","Competition and Markets Authority","Female","165","160","59990","57610"
"In post","2023","30-39","Competition and Markets Authority","Male","145","145","63250","61790"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Female","1965","1860","43530","41240"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Male","1890","1870","45230","42860"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Female","415","405","51080","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Male","320","320","52620","53030"
"In post","2023","30-39","Department for Education","Female","1460","1380","45400","43250"
"In post","2023","30-39","Department for Education","Male","925","915","44840","41680"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Female","1745","1630","37380","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Male","1265","1255","37900","37300"
"In post","2023","30-39","Department for International Trade","Female","485","470","51160","55370"
"In post","2023","30-39","Department for International Trade","Male","515","515","51790","55370"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Female","600","570","48250","49700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Male","530","525","49500","49700"
"In post","2023","30-39","Department for Transport","Female","1775","1595","33400","27190"
"In post","2023","30-39","Department for Transport","Male","1925","1905","37340","31660"
"In post","2023","30-39","Department for Work and Pensions","Female","8275","7280","29390","28120"
"In post","2023","30-39","Department for Work and Pensions","Male","6030","5960","30890","28120"
"In post","2023","30-39","Department of Health and Social Care","Female","1780","1685","45540","41950"
"In post","2023","30-39","Department of Health and Social Care","Male","915","895","47260","42260"
"In post","2023","30-39","Estyn","Female","10","10","[c]","[c]"
"In post","2023","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Female","235","225","38110","37720"
"In post","2023","30-39","Food Standards Agency","Male","120","120","40140","38100"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Female","1175","1150","49340","53030"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Male","1155","1150","48300","49960"
"In post","2023","30-39","HM Land Registry","Female","695","635","30540","28080"
"In post","2023","30-39","HM Land Registry","Male","525","515","31300","28080"
"In post","2023","30-39","HM Revenue and Customs","Female","8150","7540","34700","34400"
"In post","2023","30-39","HM Revenue and Customs","Male","9260","9165","35990","34700"
"In post","2023","30-39","HM Treasury","Female","390","375","53360","54130"
"In post","2023","30-39","HM Treasury","Male","430","430","54200","54440"
"In post","2023","30-39","Home Office","Female","5325","4905","33060","27650"
"In post","2023","30-39","Home Office","Male","4960","4910","33520","28520"
"In post","2023","30-39","Ministry of Defence","Female","5000","4685","36970","34300"
"In post","2023","30-39","Ministry of Defence","Male","5950","5920","39560","39500"
"In post","2023","30-39","Ministry of Justice","Female","12385","11445","31870","30440"
"In post","2023","30-39","Ministry of Justice","Male","9210","9100","32940","32000"
"In post","2023","30-39","National Crime Agency","Female","705","680","39890","38310"
"In post","2023","30-39","National Crime Agency","Male","695","695","41240","39630"
"In post","2023","30-39","Northern Ireland Office","Female","20","20","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Male","20","20","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Female","290","275","44980","43840"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Male","145","145","46450","40650"
"In post","2023","30-39","Office of Gas and Electricity Markets","Female","240","235","45300","44970"
"In post","2023","30-39","Office of Gas and Electricity Markets","Male","330","330","47540","45610"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Female","55","50","41000","38760"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Male","30","30","45930","43450"
"In post","2023","30-39","Office of Rail and Road","Female","40","40","51130","52890"
"In post","2023","30-39","Office of Rail and Road","Male","50","50","46520","46150"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Female","30","25","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Male","20","20","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","30-39","Scottish Government","Female","4130","3875","38240","34730"
"In post","2023","30-39","Scottish Government","Male","3195","3165","37600","34730"
"In post","2023","30-39","The National Archives","Female","70","70","36920","35470"
"In post","2023","30-39","The National Archives","Male","55","55","35700","34940"
"In post","2023","30-39","UK Export Finance","Female","55","50","56530","52000"
"In post","2023","30-39","UK Export Finance","Male","65","65","55670","54130"
"In post","2023","30-39","UK Statistics Authority","Female","885","805","37280","37760"
"In post","2023","30-39","UK Statistics Authority","Male","665","645","39390","37760"
"In post","2023","30-39","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","Female","25","25","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","Male","30","25","[c]","[c]"
"In post","2023","30-39","Welsh Government","Female","755","700","39670","39690"
"In post","2023","30-39","Welsh Government","Male","475","475","40790","39690"
"In post","2023","40-49","Attorney General's Departments","Female","1935","1715","49350","52790"
"In post","2023","40-49","Attorney General's Departments","Male","905","895","51150","53600"
"In post","2023","40-49","Cabinet Office","Female","1150","1100","55180","56000"
"In post","2023","40-49","Cabinet Office","Male","1105","1100","59020","56430"
"In post","2023","40-49","Chancellor's other departments","Female","50","45","64300","57770"
"In post","2023","40-49","Chancellor's other departments","Male","75","75","69880","64500"
"In post","2023","40-49","Charity Commission","Female","80","75","41120","38800"
"In post","2023","40-49","Charity Commission","Male","60","60","39700","38800"
"In post","2023","40-49","Competition and Markets Authority","Female","110","105","74840","76720"
"In post","2023","40-49","Competition and Markets Authority","Male","115","110","77590","74600"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","Female","1720","1580","44810","41280"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","Male","1650","1620","47780","44750"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","Female","165","155","57380","57030"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","Male","145","140","58780","58030"
"In post","2023","40-49","Department for Education","Female","1335","1225","49080","51360"
"In post","2023","40-49","Department for Education","Male","905","895","50210","51360"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Female","2040","1845","37980","37300"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Male","1460","1445","40380","37300"
"In post","2023","40-49","Department for International Trade","Female","295","285","52830","53050"
"In post","2023","40-49","Department for International Trade","Male","290","290","58250","55500"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","Female","535","500","50480","49700"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","Male","465","460","53090","54280"
"In post","2023","40-49","Department for Transport","Female","1880","1675","34860","27450"
"In post","2023","40-49","Department for Transport","Male","2065","2045","38250","31660"
"In post","2023","40-49","Department for Work and Pensions","Female","12740","10995","29880","28120"
"In post","2023","40-49","Department for Work and Pensions","Male","7370","7230","32410","28120"
"In post","2023","40-49","Department of Health and Social Care","Female","1585","1475","50720","49590"
"In post","2023","40-49","Department of Health and Social Care","Male","905","890","55240","53380"
"In post","2023","40-49","Estyn","Female","20","20","[c]","[c]"
"In post","2023","40-49","Estyn","Male","15","15","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Female","215","210","44350","40750"
"In post","2023","40-49","Food Standards Agency","Male","195","195","41340","38670"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Female","1075","1025","54580","56100"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Male","1135","1125","54770","55850"
"In post","2023","40-49","HM Land Registry","Female","805","730","34230","28080"
"In post","2023","40-49","HM Land Registry","Male","475","465","36920","34850"
"In post","2023","40-49","HM Revenue and Customs","Female","8330","7530","36220","34400"
"In post","2023","40-49","HM Revenue and Customs","Male","7625","7525","38620","35000"
"In post","2023","40-49","HM Treasury","Female","220","200","54990","51350"
"In post","2023","40-49","HM Treasury","Male","215","210","60450","58830"
"In post","2023","40-49","Home Office","Female","5555","5030","34820","29980"
"In post","2023","40-49","Home Office","Male","5030","4950","35970","30200"
"In post","2023","40-49","Ministry of Defence","Female","5560","5205","38610","34300"
"In post","2023","40-49","Ministry of Defence","Male","6475","6430","41670","40880"
"In post","2023","40-49","Ministry of Justice","Female","11720","10700","33890","30810"
"In post","2023","40-49","Ministry of Justice","Male","8050","7920","35380","32920"
"In post","2023","40-49","National Crime Agency","Female","695","645","43130","41910"
"In post","2023","40-49","National Crime Agency","Male","650","645","46820","45610"
"In post","2023","40-49","Northern Ireland Office","Female","25","20","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","Male","15","15","[c]","[c]"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","Female","425","405","54110","52750"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","Male","215","215","57830","61480"
"In post","2023","40-49","Office of Gas and Electricity Markets","Female","180","175","52080","48280"
"In post","2023","40-49","Office of Gas and Electricity Markets","Male","180","180","53000","47600"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","Female","75","70","48590","47770"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","Male","50","50","56190","49440"
"In post","2023","40-49","Office of Rail and Road","Female","65","60","56610","57700"
"In post","2023","40-49","Office of Rail and Road","Male","60","60","63120","60580"
"In post","2023","40-49","Office of the Secretary of State for Scotland","Female","15","10","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","Male","10","10","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","40-49","Scottish Government","Female","3670","3410","43190","37940"
"In post","2023","40-49","Scottish Government","Male","2785","2755","44400","38330"
"In post","2023","40-49","The National Archives","Female","80","75","42630","39010"
"In post","2023","40-49","The National Archives","Male","65","65","38730","35470"
"In post","2023","40-49","UK Export Finance","Female","60","60","59050","54250"
"In post","2023","40-49","UK Export Finance","Male","60","60","65060","61320"
"In post","2023","40-49","UK Statistics Authority","Female","700","625","38950","37760"
"In post","2023","40-49","UK Statistics Authority","Male","510","490","43250","39300"
"In post","2023","40-49","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","40-49","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2023","40-49","Water Services Regulation Authority","Female","50","45","58500","51380"
"In post","2023","40-49","Water Services Regulation Authority","Male","45","45","63340","62010"
"In post","2023","40-49","Welsh Government","Female","1135","1060","45850","41700"
"In post","2023","40-49","Welsh Government","Male","675","670","47810","44820"
"In post","2023","50-59","Attorney General's Departments","Female","1895","1735","47970","50000"
"In post","2023","50-59","Attorney General's Departments","Male","1110","1095","53300","56450"
"In post","2023","50-59","Cabinet Office","Female","925","890","53590","51290"
"In post","2023","50-59","Cabinet Office","Male","940","925","62640","56430"
"In post","2023","50-59","Chancellor's other departments","Female","40","40","61330","50010"
"In post","2023","50-59","Chancellor's other departments","Male","45","40","71040","58970"
"In post","2023","50-59","Charity Commission","Female","75","70","35100","30280"
"In post","2023","50-59","Charity Commission","Male","40","40","35960","30170"
"In post","2023","50-59","Competition and Markets Authority","Female","70","70","66340","63330"
"In post","2023","50-59","Competition and Markets Authority","Male","90","90","71570","61390"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Female","1420","1335","40700","37010"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Male","1595","1570","47780","44610"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Female","90","85","53970","53030"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Male","85","85","53180","53550"
"In post","2023","50-59","Department for Education","Female","1070","1015","45440","41510"
"In post","2023","50-59","Department for Education","Male","785","775","50870","51360"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Female","1630","1530","36840","31310"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Male","1420","1395","40080","37300"
"In post","2023","50-59","Department for International Trade","Female","260","250","49950","45230"
"In post","2023","50-59","Department for International Trade","Male","330","325","52220","50220"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Female","405","385","48080","44140"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Male","415","405","51050","49700"
"In post","2023","50-59","Department for Transport","Female","1795","1630","32140","27400"
"In post","2023","50-59","Department for Transport","Male","2460","2405","36900","31430"
"In post","2023","50-59","Department for Work and Pensions","Female","20490","18015","29420","28120"
"In post","2023","50-59","Department for Work and Pensions","Male","10075","9745","32470","28120"
"In post","2023","50-59","Department of Health and Social Care","Female","1365","1290","51960","48630"
"In post","2023","50-59","Department of Health and Social Care","Male","760","750","58260","53780"
"In post","2023","50-59","Estyn","Female","30","25","[c]","[c]"
"In post","2023","50-59","Estyn","Male","20","20","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Female","145","140","42640","38670"
"In post","2023","50-59","Food Standards Agency","Male","325","320","37050","31260"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Female","905","870","51480","47220"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Male","1145","1140","56290","55000"
"In post","2023","50-59","HM Land Registry","Female","1555","1365","32700","28080"
"In post","2023","50-59","HM Land Registry","Male","855","820","35820","34850"
"In post","2023","50-59","HM Revenue and Customs","Female","11135","10025","35940","32560"
"In post","2023","50-59","HM Revenue and Customs","Male","8525","8290","39450","35000"
"In post","2023","50-59","HM Treasury","Female","190","180","48580","44730"
"In post","2023","50-59","HM Treasury","Male","180","180","58160","55270"
"In post","2023","50-59","Home Office","Female","5355","4950","33350","28730"
"In post","2023","50-59","Home Office","Male","5200","4985","35460","30200"
"In post","2023","50-59","Ministry of Defence","Female","7295","6970","34920","31920"
"In post","2023","50-59","Ministry of Defence","Male","11425","11325","39520","36470"
"In post","2023","50-59","Ministry of Justice","Female","12365","11450","32030","28480"
"In post","2023","50-59","Ministry of Justice","Male","10360","9965","35590","32920"
"In post","2023","50-59","National Crime Agency","Female","525","505","42470","40240"
"In post","2023","50-59","National Crime Agency","Male","1090","1080","47070","45610"
"In post","2023","50-59","Northern Ireland Office","Female","20","20","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Male","15","15","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Female","435","420","58250","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Male","185","185","61350","66170"
"In post","2023","50-59","Office of Gas and Electricity Markets","Female","95","95","51750","52520"
"In post","2023","50-59","Office of Gas and Electricity Markets","Male","95","95","59020","58000"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Female","40","40","45710","39140"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Male","25","25","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Female","35","35","60320","57260"
"In post","2023","50-59","Office of Rail and Road","Male","55","50","65390","64240"
"In post","2023","50-59","Office of the Secretary of State for Scotland","Female","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland","Male","15","15","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","50-59","Scottish Government","Female","3535","3315","42170","36980"
"In post","2023","50-59","Scottish Government","Male","3365","3280","43390","37060"
"In post","2023","50-59","The National Archives","Female","70","65","39010","34870"
"In post","2023","50-59","The National Archives","Male","85","85","42260","38340"
"In post","2023","50-59","UK Export Finance","Female","45","40","51600","48000"
"In post","2023","50-59","UK Export Finance","Male","75","75","66120","57000"
"In post","2023","50-59","UK Statistics Authority","Female","740","630","33530","31060"
"In post","2023","50-59","UK Statistics Authority","Male","525","460","38240","32710"
"In post","2023","50-59","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Female","30","25","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Male","30","30","[c]","[c]"
"In post","2023","50-59","Welsh Government","Female","1025","970","45870","41700"
"In post","2023","50-59","Welsh Government","Male","730","720","50290","49370"
"In post","2023","60-64","Attorney General's Departments","Female","375","310","44880","34250"
