"Status","Year","Age","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Counter Fraud","Female","Unknown","110","110","30320","28130"
"In post","2023","20-29","Counter Fraud","Male","Heterosexual / straight","355","355","29130","28120"
"In post","2023","20-29","Counter Fraud","Male","LGBO","40","40","29260","28120"
"In post","2023","20-29","Counter Fraud","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Male","Unknown","105","105","30760","28130"
"In post","2023","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Female","Heterosexual / straight","745","740","36800","34700"
"In post","2023","20-29","Digital, Data and Technology","Female","LGBO","125","125","36630","34850"
"In post","2023","20-29","Digital, Data and Technology","Female","Undeclared","75","75","37050","34700"
"In post","2023","20-29","Digital, Data and Technology","Female","Unknown","335","330","36570","34700"
"In post","2023","20-29","Digital, Data and Technology","Male","Heterosexual / straight","1245","1235","36090","34170"
"In post","2023","20-29","Digital, Data and Technology","Male","LGBO","135","135","36040","34170"
"In post","2023","20-29","Digital, Data and Technology","Male","Undeclared","150","145","35950","33380"
"In post","2023","20-29","Digital, Data and Technology","Male","Unknown","700","700","35500","34370"
"In post","2023","20-29","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Female","Heterosexual / straight","290","285","40690","37710"
"In post","2023","20-29","Economics","Female","LGBO","40","40","38490","35670"
"In post","2023","20-29","Economics","Female","Undeclared","35","35","38110","35010"
"In post","2023","20-29","Economics","Female","Unknown","80","80","39810","36000"
"In post","2023","20-29","Economics","Male","Heterosexual / straight","515","510","40770","38290"
"In post","2023","20-29","Economics","Male","LGBO","60","60","41860","37460"
"In post","2023","20-29","Economics","Male","Undeclared","45","45","39460","37870"
"In post","2023","20-29","Economics","Male","Unknown","175","170","40090","36640"
"In post","2023","20-29","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Female","Heterosexual / straight","460","460","33710","31920"
"In post","2023","20-29","Finance","Female","LGBO","40","40","33190","31440"
"In post","2023","20-29","Finance","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Finance","Female","Unknown","160","155","31560","28840"
"In post","2023","20-29","Finance","Male","Heterosexual / straight","460","460","33640","31920"
"In post","2023","20-29","Finance","Male","LGBO","40","40","36070","32970"
"In post","2023","20-29","Finance","Male","Undeclared","45","45","33360","32720"
"In post","2023","20-29","Finance","Male","Unknown","200","195","33290","30130"
"In post","2023","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Female","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Geography","Male","Heterosexual / straight","30","30","29590","27610"
"In post","2023","20-29","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Male","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Female","Heterosexual / straight","755","745","33630","31270"
"In post","2023","20-29","Human Resources","Female","LGBO","90","90","33550","29760"
"In post","2023","20-29","Human Resources","Female","Undeclared","60","60","33940","30330"
"In post","2023","20-29","Human Resources","Female","Unknown","195","190","31320","28840"
"In post","2023","20-29","Human Resources","Male","Heterosexual / straight","265","265","31750","29930"
"In post","2023","20-29","Human Resources","Male","LGBO","50","50","36650","33020"
"In post","2023","20-29","Human Resources","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Human Resources","Male","Unknown","95","95","28770","27140"
