"Status","Year","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Unknown","85","85","52920","40580"
"In post","2023","Cabinet Office","Unknown","Heterosexual / straight","80","75","44260","38050"
"In post","2023","Cabinet Office","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","70","65","40260","28840"
"In post","2023","Cabinet Office","Wales","Heterosexual / straight","155","150","41610","38460"
"In post","2023","Cabinet Office","Wales","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Unknown","45","45","35780","31830"
"In post","2023","Cabinet Office","West Midlands (England)","Heterosexual / straight","210","205","56210","51020"
"In post","2023","Cabinet Office","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Unknown","90","90","52990","40620"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","655","625","43350","38420"
"In post","2023","Cabinet Office","Yorkshire and The Humber","LGBO","65","65","37660","33020"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Undeclared","75","70","44100","38460"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Unknown","235","225","38030","30130"
"In post","2023","Chancellor's other departments","London","Heterosexual / straight","255","245","63580","55960"
"In post","2023","Chancellor's other departments","London","LGBO","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","London","Undeclared","70","65","61330","54980"
"In post","2023","Chancellor's other departments","London","Unknown","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Heterosexual / straight","45","45","45590","38800"
"In post","2023","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Unknown","30","30","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Heterosexual / straight","210","200","34590","30170"
"In post","2023","Charity Commission","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Unknown","135","130","33070","30170"
"In post","2023","Charity Commission","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2023","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Heterosexual / straight","635","615","62760","58060"
"In post","2023","Competition and Markets Authority","London","LGBO","60","60","61550","58970"
"In post","2023","Competition and Markets Authority","London","Undeclared","75","70","65940","60600"
"In post","2023","Competition and Markets Authority","London","Unknown","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Heterosexual / straight","60","60","59490","55950"
"In post","2023","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Heterosexual / straight","135","130","36110","34460"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","60","55","29120","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Heterosexual / straight","90","85","36840","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Undeclared","20","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Unknown","30","30","27900","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","4035","3930","51830","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","LGBO","440","435","50250","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Undeclared","530","515","51390","54920"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Unknown","730","715","47640","43110"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","205","195","35650","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","25","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","50","50","32360","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","565","545","40070","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","55","55","38200","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","50","45","40990","38060"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","165","155","35240","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","30","30","31180","25700"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","350","330","39010","34870"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","30","30","34770","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","45","45","42540","36050"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","60","60","31120","25500"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","160","150","36280","35210"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","40","40","36560","35030"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","1695","1615","40320","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","110","105","35160","36320"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","345","330","39520","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","70","65","36840","34400"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","2040","1915","37490","32150"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","LGBO","130","130","33540","31330"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","200","190","39080","38000"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","Unknown","720","670","36480","31330"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","540","520","38460","36930"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","45","40","37840","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","45","40","42690","40280"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","220","210","31750","29040"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","120","110","36070","34500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","55","55","34150","32110"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","1170","1145","51220","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","London","LGBO","180","180","48530","52760"
"In post","2023","Department for Digital, Culture, Media and Sport","London","Undeclared","120","120","46520","41830"
"In post","2023","Department for Digital, Culture, Media and Sport","London","Unknown","165","160","47330","43250"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","100","100","42650","36560"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Midlands (England)","Heterosexual / straight","310","295","43500","38800"
"In post","2023","Department for Education","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Education","East Midlands (England)","Undeclared","30","30","42990","37590"
"In post","2023","Department for Education","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Education","East of England","Heterosexual / straight","80","75","50650","51910"
"In post","2023","Department for Education","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East of England","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Education","East of England","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Education","London","Heterosexual / straight","1700","1630","52440","55020"
"In post","2023","Department for Education","London","LGBO","180","175","52110","55020"
"In post","2023","Department for Education","London","Undeclared","200","190","50710","55020"
"In post","2023","Department for Education","London","Unknown","325","315","52030","55020"
"In post","2023","Department for Education","North East (England)","Heterosexual / straight","785","750","40320","37590"
"In post","2023","Department for Education","North East (England)","LGBO","50","45","41210","37590"
"In post","2023","Department for Education","North East (England)","Undeclared","60","55","41760","38540"
"In post","2023","Department for Education","North East (England)","Unknown","50","45","38040","37590"
"In post","2023","Department for Education","North West (England)","Heterosexual / straight","935","910","42640","37880"
"In post","2023","Department for Education","North West (England)","LGBO","105","105","40140","37590"
"In post","2023","Department for Education","North West (England)","Undeclared","90","85","42160","37590"
"In post","2023","Department for Education","North West (England)","Unknown","110","110","40360","37590"
"In post","2023","Department for Education","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South East (England)","Heterosexual / straight","40","35","60980","64000"
"In post","2023","Department for Education","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Education","South West (England)","Heterosexual / straight","275","270","47460","47280"
"In post","2023","Department for Education","South West (England)","LGBO","30","30","42670","38140"
"In post","2023","Department for Education","South West (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Education","South West (England)","Unknown","40","40","43560","41510"
"In post","2023","Department for Education","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands (England)","Heterosexual / straight","965","940","42520","37810"
"In post","2023","Department for Education","West Midlands (England)","LGBO","50","45","39800","37590"
"In post","2023","Department for Education","West Midlands (England)","Undeclared","90","90","43890","37920"
"In post","2023","Department for Education","West Midlands (England)","Unknown","195","190","42870","38210"
"In post","2023","Department for Education","Yorkshire and The Humber","Heterosexual / straight","1310","1245","43140","38070"
"In post","2023","Department for Education","Yorkshire and The Humber","LGBO","100","95","39860","37590"
"In post","2023","Department for Education","Yorkshire and The Humber","Undeclared","135","130","41790","38210"
"In post","2023","Department for Education","Yorkshire and The Humber","Unknown","135","125","42190","37880"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","245","235","33890","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","Undeclared","30","30","34900","30930"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","515","490","36400","34110"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","LGBO","40","40","31530","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Undeclared","60","55","35290","31960"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Unknown","280","265","36210","32090"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","1835","1785","46440","40710"
"In post","2023","Department for Environment, Food and Rural Affairs","London","LGBO","220","215","46980","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Undeclared","195","190","44400","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Unknown","400","390","45260","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","630","595","32810","26850"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","50","50","30740","25990"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","Undeclared","70","70","31520","28590"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","145","135","31230","26620"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","1335","1235","30970","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","120","115","31590","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","155","145","29810","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","290","265","28170","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","Heterosexual / straight","160","155","35040","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","Unknown","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","1100","1055","37160","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","80","80","32920","29080"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","Undeclared","165","155","39180","34180"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","215","205","34530","30520"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","1480","1405","37120","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","115","110","34700","30730"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","205","190","35240","30930"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","305","285","35690","30820"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Wales","Heterosexual / straight","300","285","31740","26850"
"In post","2023","Department for Environment, Food and Rural Affairs","Wales","LGBO","30","30","[c]","[c]"
