"Status","Year","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","North West (England)","Male","30","25","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Female","35","35","43660","41660"
"In post","2023","Internal Audit","Scotland","Male","30","25","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Female","55","50","36260","33830"
"In post","2023","Internal Audit","South East (England)","Male","30","30","43830","41800"
"In post","2023","Internal Audit","South West (England)","Female","55","50","44890","42900"
"In post","2023","Internal Audit","South West (England)","Male","40","35","44750","44030"
"In post","2023","Internal Audit","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Internal Audit","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Wales","Female","15","15","[c]","[c]"
"In post","2023","Internal Audit","Wales","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Female","40","35","47510","45190"
"In post","2023","Internal Audit","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Female","25","20","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Female","415","375","38380","33810"
"In post","2023","Legal","East Midlands (England)","Male","210","200","40260","35000"
"In post","2023","Legal","East of England","Female","420","370","40520","33410"
"In post","2023","Legal","East of England","Male","160","155","48590","54100"
"In post","2023","Legal","London","Female","3420","3165","52850","54100"
"In post","2023","Legal","London","Male","1865","1820","55770","55170"
"In post","2023","Legal","North East (England)","Female","330","295","37790","29730"
"In post","2023","Legal","North East (England)","Male","160","150","43460","40280"
"In post","2023","Legal","North West (England)","Female","970","880","40030","35000"
"In post","2023","Legal","North West (England)","Male","545","525","43980","42510"
"In post","2023","Legal","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2023","Legal","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","Legal","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Female","605","560","59620","55990"
"In post","2023","Legal","Scotland","Male","285","275","58610","55990"
"In post","2023","Legal","South East (England)","Female","565","520","41520","35000"
"In post","2023","Legal","South East (England)","Male","340","320","45380","42510"
"In post","2023","Legal","South West (England)","Female","370","335","43680","48630"
"In post","2023","Legal","South West (England)","Male","225","220","47960","51910"
"In post","2023","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Female","370","340","41000","38940"
"In post","2023","Legal","Wales","Male","175","165","46680","49050"
"In post","2023","Legal","West Midlands (England)","Female","535","495","40580","35030"
"In post","2023","Legal","West Midlands (England)","Male","240","235","44970","42510"
"In post","2023","Legal","Yorkshire and The Humber","Female","750","675","40360","35000"
"In post","2023","Legal","Yorkshire and The Humber","Male","385","375","45750","49050"
"In post","2023","No function","East Midlands (England)","Female","10375","9330","30130","28120"
"In post","2023","No function","East Midlands (England)","Male","7695","7405","32090","28880"
"In post","2023","No function","East of England","Female","9375","8400","30270","28120"
"In post","2023","No function","East of England","Male","7455","7140","32130","30410"
"In post","2023","No function","London","Female","35365","33335","41990","36180"
"In post","2023","No function","London","Male","27880","27280","44670","39540"
"In post","2023","No function","North East (England)","Female","14215","12285","28300","26780"
"In post","2023","No function","North East (England)","Male","9295","8825","29880","28120"
"In post","2023","No function","North West (England)","Female","28865","25950","29100","27650"
"In post","2023","No function","North West (England)","Male","19845","19080","30520","28120"
"In post","2023","No function","Northern Ireland","Female","1600","1460","30190","27560"
"In post","2023","No function","Northern Ireland","Male","1510","1460","30330","26590"
"In post","2023","No function","Overseas","Female","1110","1105","53570","53970"
"In post","2023","No function","Overseas","Male","1575","1570","53850","53970"
"In post","2023","No function","Scotland","Female","13795","12300","29390","28120"
"In post","2023","No function","Scotland","Male","10910","10400","32210","28130"
"In post","2023","No function","South East (England)","Female","15840","14195","30820","28120"
"In post","2023","No function","South East (England)","Male","13190","12510","32620","30410"
"In post","2023","No function","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","South West (England)","Female","13015","11620","31720","28120"
"In post","2023","No function","South West (England)","Male","11920","11470","35850","32500"
"In post","2023","No function","Unknown","Female","360","335","32660","28120"
"In post","2023","No function","Unknown","Male","365","345","34380","28120"
"In post","2023","No function","Wales","Female","13910","12285","28030","25880"
"In post","2023","No function","Wales","Male","9430","9055","30560","28120"
"In post","2023","No function","West Midlands (England)","Female","14425","12985","30100","28120"
"In post","2023","No function","West Midlands (England)","Male","9915","9525","31980","28130"
"In post","2023","No function","Yorkshire and The Humber","Female","15595","14010","30910","28120"
"In post","2023","No function","Yorkshire and The Humber","Male","11875","11425","32240","28880"
"In post","2023","Project Delivery","East Midlands (England)","Female","295","280","41040","37680"
"In post","2023","Project Delivery","East Midlands (England)","Male","235","230","45170","42140"
"In post","2023","Project Delivery","East of England","Female","345","330","44440","41640"
"In post","2023","Project Delivery","East of England","Male","325","320","45700","41800"
"In post","2023","Project Delivery","London","Female","3045","2915","52740","48280"
"In post","2023","Project Delivery","London","Male","2430","2385","56600","55210"
"In post","2023","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North East (England)","Female","780","730","42970","41780"
"In post","2023","Project Delivery","North East (England)","Male","650","635","45350","42510"
"In post","2023","Project Delivery","North West (England)","Female","1365","1285","42370","38640"
"In post","2023","Project Delivery","North West (England)","Male","1115","1080","45390","42510"
"In post","2023","Project Delivery","Northern Ireland","Female","55","55","43640","42140"
"In post","2023","Project Delivery","Northern Ireland","Male","55","55","45220","41780"
"In post","2023","Project Delivery","Overseas","Female","60","60","53060","53400"
"In post","2023","Project Delivery","Overseas","Male","80","80","61310","58910"
"In post","2023","Project Delivery","Scotland","Female","480","455","42370","38470"
"In post","2023","Project Delivery","Scotland","Male","490","475","44900","42140"
"In post","2023","Project Delivery","South East (England)","Female","880","840","40780","39890"
"In post","2023","Project Delivery","South East (England)","Male","795","780","45940","41800"
"In post","2023","Project Delivery","South West (England)","Female","2515","2375","39820","38970"
"In post","2023","Project Delivery","South West (England)","Male","3495","3430","44670","42190"
"In post","2023","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wales","Female","390","370","42060","37690"
"In post","2023","Project Delivery","Wales","Male","325","315","47540","42140"
"In post","2023","Project Delivery","West Midlands (England)","Female","590","560","42440","39820"
"In post","2023","Project Delivery","West Midlands (England)","Male","490","485","45770","42140"
"In post","2023","Project Delivery","Yorkshire and The Humber","Female","550","505","42470","38160"
"In post","2023","Project Delivery","Yorkshire and The Humber","Male","445","430","43320","38470"
"In post","2023","Property","East Midlands (England)","Female","255","235","34390","32260"
"In post","2023","Property","East Midlands (England)","Male","270","260","37760","34300"
"In post","2023","Property","East of England","Female","255","240","34920","33900"
"In post","2023","Property","East of England","Male","325","315","35870","34300"
"In post","2023","Property","London","Female","590","555","42690","37910"
"In post","2023","Property","London","Male","775","755","46600","43650"
"In post","2023","Property","North East (England)","Female","415","395","29250","26020"
"In post","2023","Property","North East (England)","Male","335","320","33610","27740"
"In post","2023","Property","North West (England)","Female","325","305","35990","32970"
"In post","2023","Property","North West (England)","Male","400","395","37810","34450"
"In post","2023","Property","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2023","Property","Northern Ireland","Male","75","70","35250","34700"
"In post","2023","Property","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Property","Overseas","Male","55","55","48770","44530"
"In post","2023","Property","Scotland","Female","150","145","34070","33830"
"In post","2023","Property","Scotland","Male","415","405","36790","34300"
"In post","2023","Property","South East (England)","Female","355","330","37510","34300"
"In post","2023","Property","South East (England)","Male","600","585","38620","35250"
"In post","2023","Property","South West (England)","Female","590","545","32440","27810"
"In post","2023","Property","South West (England)","Male","590","575","35190","33980"
"In post","2023","Property","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Property","Unknown","Male","30","30","46230","44330"
"In post","2023","Property","Wales","Female","260","240","35240","32260"
"In post","2023","Property","Wales","Male","270","260","36040","33200"
"In post","2023","Property","West Midlands (England)","Female","320","295","36180","33830"
"In post","2023","Property","West Midlands (England)","Male","385","375","39940","34760"
"In post","2023","Property","Yorkshire and The Humber","Female","385","355","37050","34300"
"In post","2023","Property","Yorkshire and The Humber","Male","440","430","38890","35020"
"In post","2023","Security","East Midlands (England)","Female","50","45","31510","27500"
"In post","2023","Security","East Midlands (England)","Male","120","120","35130","35010"
"In post","2023","Security","East of England","Female","150","150","33240","30700"
"In post","2023","Security","East of England","Male","395","390","37640","40880"
"In post","2023","Security","London","Female","660","635","44360","40510"
"In post","2023","Security","London","Male","1075","1070","44670","41030"
"In post","2023","Security","North East (England)","Female","20","20","[c]","[c]"
"In post","2023","Security","North East (England)","Male","60","60","33670","28550"
"In post","2023","Security","North West (England)","Female","115","110","34740","34170"
"In post","2023","Security","North West (England)","Male","270","260","32030","27500"
"In post","2023","Security","Northern Ireland","Female","30","30","[c]","[c]"
"In post","2023","Security","Northern Ireland","Male","360","355","23050","22130"
"In post","2023","Security","Overseas","Female","25","25","[c]","[c]"
"In post","2023","Security","Overseas","Male","125","125","42480","39400"
"In post","2023","Security","Scotland","Female","335","320","31180","27470"
"In post","2023","Security","Scotland","Male","1290","1250","33020","29890"
"In post","2023","Security","South East (England)","Female","345","330","32100","28410"
"In post","2023","Security","South East (England)","Male","1505","1485","34650","32700"
"In post","2023","Security","South West (England)","Female","330","320","30790","27500"
"In post","2023","Security","South West (England)","Male","1085","1060","32130","27500"
"In post","2023","Security","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Security","Unknown","Male","45","40","27460","24610"
"In post","2023","Security","Wales","Female","90","85","28930","27220"
"In post","2023","Security","Wales","Male","250","245","29330","25650"
"In post","2023","Security","West Midlands (England)","Female","90","85","34770","33980"
"In post","2023","Security","West Midlands (England)","Male","270","270","32340","27690"
