"Status","Year","Age","Disability","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","EO","Female","970","945","28670","28120"
"In post","2023","20-29","Declared disabled","EO","Male","570","565","28100","28120"
"In post","2023","20-29","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","G6/G7","Female","240","235","55340","54870"
"In post","2023","20-29","Declared disabled","G6/G7","Male","145","145","56430","55150"
"In post","2023","20-29","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SEO/HEO","Female","1360","1350","35460","34520"
"In post","2023","20-29","Declared disabled","SEO/HEO","Male","825","825","35760","34700"
"In post","2023","20-29","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Female","440","430","26470","24890"
"In post","2023","20-29","Declared disabled","Unknown","Male","100","100","27420","25210"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","AA/AO","Female","7870","7565","24660","22520"
"In post","2023","20-29","Declared non-disabled","AA/AO","Male","6785","6720","25300","22870"
"In post","2023","20-29","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","EO","Female","6520","6400","28510","28120"
"In post","2023","20-29","Declared non-disabled","EO","Male","4740","4715","28490","28120"
"In post","2023","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","G6/G7","Female","1665","1660","55930","55120"
"In post","2023","20-29","Declared non-disabled","G6/G7","Male","1485","1480","56230","55190"
"In post","2023","20-29","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Male","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Female","7600","7550","36450","35010"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Male","6120","6110","36660","35010"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Female","2525","2475","26250","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","Male","685","675","27480","26000"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA/AO","Female","315","305","24180","22520"
"In post","2023","20-29","Undeclared","AA/AO","Male","340","335","25090","22520"
"In post","2023","20-29","Undeclared","EO","Female","275","270","28670","28120"
"In post","2023","20-29","Undeclared","EO","Male","260","260","28840","28120"
"In post","2023","20-29","Undeclared","G6/G7","Female","95","95","55690","54860"
"In post","2023","20-29","Undeclared","G6/G7","Male","95","95","56810","55190"
"In post","2023","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO/HEO","Female","440","435","36320","35400"
"In post","2023","20-29","Undeclared","SEO/HEO","Male","415","415","36510","35000"
"In post","2023","20-29","Undeclared","Unknown","Female","90","85","25320","24570"
"In post","2023","20-29","Undeclared","Unknown","Male","35","35","26420","26190"
"In post","2023","20-29","Unknown","AA/AO","Female","5170","4980","24090","22520"
"In post","2023","20-29","Unknown","AA/AO","Male","4980","4915","24540","22520"
"In post","2023","20-29","Unknown","EO","Female","4290","4240","28630","28080"
"In post","2023","20-29","Unknown","EO","Male","3465","3445","28380","27890"
"In post","2023","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Female","895","890","56010","55120"
"In post","2023","20-29","Unknown","G6/G7","Male","745","740","56790","55370"
"In post","2023","20-29","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Female","4935","4915","36090","35000"
"In post","2023","20-29","Unknown","SEO/HEO","Male","4240","4225","36070","35000"
"In post","2023","20-29","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Female","920","885","25360","23640"
"In post","2023","20-29","Unknown","Unknown","Male","565","565","28980","26910"
"In post","2023","30-39","Declared disabled","AA/AO","Female","1205","1050","23580","22220"
"In post","2023","30-39","Declared disabled","AA/AO","Male","1100","1070","25150","22520"
"In post","2023","30-39","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","EO","Female","1540","1415","28640","28120"
"In post","2023","30-39","Declared disabled","EO","Male","1005","995","29010","28120"
"In post","2023","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","G6/G7","Female","850","820","57990","56000"
"In post","2023","30-39","Declared disabled","G6/G7","Male","660","650","58130","56290"
"In post","2023","30-39","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Female","35","35","82210","77040"
"In post","2023","30-39","Declared disabled","SCS level","Male","35","35","84770","79960"
"In post","2023","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SEO/HEO","Female","1785","1705","37430","36330"
"In post","2023","30-39","Declared disabled","SEO/HEO","Male","1335","1320","37800","37300"
"In post","2023","30-39","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Female","650","600","29810","29300"
"In post","2023","30-39","Declared disabled","Unknown","Male","160","160","30800","29050"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","AA/AO","Female","7945","6785","24070","22520"
"In post","2023","30-39","Declared non-disabled","AA/AO","Male","7160","7055","26600","24270"
"In post","2023","30-39","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","EO","Female","8965","8160","28560","28120"
"In post","2023","30-39","Declared non-disabled","EO","Male","7160","7110","29120","28120"
"In post","2023","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","G6/G7","Female","6845","6540","58710","56430"
"In post","2023","30-39","Declared non-disabled","G6/G7","Male","6255","6200","59170","57400"
"In post","2023","30-39","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SCS level","Female","365","345","81220","77190"
"In post","2023","30-39","Declared non-disabled","SCS level","Male","315","315","82710","78180"
"In post","2023","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Female","12530","11935","37870","37420"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Male","10905","10850","38330","37720"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Female","2655","2450","30960","30810"
"In post","2023","30-39","Declared non-disabled","Unknown","Male","900","890","33350","31490"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","AA/AO","Female","500","425","24290","22500"
"In post","2023","30-39","Undeclared","AA/AO","Male","595","580","25580","22520"
"In post","2023","30-39","Undeclared","EO","Female","605","550","28880","28120"
"In post","2023","30-39","Undeclared","EO","Male","590","585","29990","28120"
"In post","2023","30-39","Undeclared","G6/G7","Female","475","460","58650","56430"
"In post","2023","30-39","Undeclared","G6/G7","Male","490","485","59230","57070"
"In post","2023","30-39","Undeclared","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","SEO/HEO","Female","795","760","37690","37300"
"In post","2023","30-39","Undeclared","SEO/HEO","Male","830","825","38710","38020"
"In post","2023","30-39","Undeclared","Unknown","Female","145","135","30020","29050"
"In post","2023","30-39","Undeclared","Unknown","Male","65","65","34800","33340"
"In post","2023","30-39","Unknown","AA/AO","Female","3495","3120","23810","22520"
"In post","2023","30-39","Unknown","AA/AO","Male","3450","3385","25900","23230"
"In post","2023","30-39","Unknown","EO","Female","3415","3220","29350","28130"
"In post","2023","30-39","Unknown","EO","Male","3525","3500","29540","28130"
"In post","2023","30-39","Unknown","G6/G7","Female","2565","2475","58600","56340"
"In post","2023","30-39","Unknown","G6/G7","Male","2365","2345","59280","57240"
"In post","2023","30-39","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Female","125","120","81600","76520"
"In post","2023","30-39","Unknown","SCS level","Male","100","100","81990","77890"
"In post","2023","30-39","Unknown","SEO/HEO","Female","4240","4065","38300","37870"
"In post","2023","30-39","Unknown","SEO/HEO","Male","4285","4255","38540","38120"
"In post","2023","30-39","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Female","680","605","28600","26840"
"In post","2023","30-39","Unknown","Unknown","Male","585","575","37200","35610"
"In post","2023","40-49","Declared disabled","AA/AO","Female","1925","1590","23010","22150"
"In post","2023","40-49","Declared disabled","AA/AO","Male","1250","1190","24300","22400"
"In post","2023","40-49","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","EO","Female","2350","2080","28620","28120"
"In post","2023","40-49","Declared disabled","EO","Male","1360","1330","29250","28120"
"In post","2023","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","G6/G7","Female","1110","1050","59790","57970"
"In post","2023","40-49","Declared disabled","G6/G7","Male","830","820","60360","58620"
"In post","2023","40-49","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","SCS level","Female","115","110","88220","80650"
"In post","2023","40-49","Declared disabled","SCS level","Male","100","100","93220","82210"
"In post","2023","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","SEO/HEO","Female","2125","2015","37980","37520"
"In post","2023","40-49","Declared disabled","SEO/HEO","Male","1440","1425","38440","38020"
"In post","2023","40-49","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Female","825","760","32790","30840"
"In post","2023","40-49","Declared disabled","Unknown","Male","240","235","33140","30810"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","AA/AO","Female","9095","7590","23280","22400"
"In post","2023","40-49","Declared non-disabled","AA/AO","Male","6340","6205","25670","22520"
"In post","2023","40-49","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","EO","Female","10180","9025","28590","28120"
"In post","2023","40-49","Declared non-disabled","EO","Male","7120","7040","29170","28120"
"In post","2023","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","G6/G7","Female","8140","7625","60990","59290"
"In post","2023","40-49","Declared non-disabled","G6/G7","Male","7565","7495","61490","59510"
"In post","2023","40-49","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","SCS level","Female","1055","995","87290","80740"
"In post","2023","40-49","Declared non-disabled","SCS level","Male","1045","1030","90080","82570"
"In post","2023","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Female","12685","11920","38750","38330"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Male","10520","10435","39390","39140"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Female","2605","2375","34550","34040"
"In post","2023","40-49","Declared non-disabled","Unknown","Male","1005","985","37090","35030"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","AA/AO","Female","790","665","24300","22520"
"In post","2023","40-49","Undeclared","AA/AO","Male","795","775","27060","24270"
"In post","2023","40-49","Undeclared","EO","Female","740","665","29120","28120"
"In post","2023","40-49","Undeclared","EO","Male","750","740","30440","28130"
"In post","2023","40-49","Undeclared","G6/G7","Female","550","525","61130","59290"
"In post","2023","40-49","Undeclared","G6/G7","Male","640","635","61290","58940"
"In post","2023","40-49","Undeclared","SCS level","Female","55","55","90800","85580"
"In post","2023","40-49","Undeclared","SCS level","Male","75","75","89490","85470"
"In post","2023","40-49","Undeclared","SEO/HEO","Female","1030","975","39260","38540"
"In post","2023","40-49","Undeclared","SEO/HEO","Male","1075","1065","39850","39250"
"In post","2023","40-49","Undeclared","Unknown","Female","165","155","35400","38290"
"In post","2023","40-49","Undeclared","Unknown","Male","80","80","36400","37910"
"In post","2023","40-49","Unknown","AA/AO","Female","2780","2435","23570","22520"
"In post","2023","40-49","Unknown","AA/AO","Male","2125","2075","25600","22520"
"In post","2023","40-49","Unknown","EO","Female","2235","2070","29110","28120"
"In post","2023","40-49","Unknown","EO","Male","2075","2055","29630","28130"
"In post","2023","40-49","Unknown","G6/G7","Female","2085","1955","61350","59290"
"In post","2023","40-49","Unknown","G6/G7","Male","2055","2030","61330","59290"
"In post","2023","40-49","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Female","295","280","90840","83530"
"In post","2023","40-49","Unknown","SCS level","Male","265","260","92640","84360"
"In post","2023","40-49","Unknown","SEO/HEO","Female","2860","2700","39420","39000"
"In post","2023","40-49","Unknown","SEO/HEO","Male","2855","2830","39710","39360"
"In post","2023","40-49","Unknown","Unknown","Female","510","460","31290","29050"
"In post","2023","40-49","Unknown","Unknown","Male","470","455","41890","38850"
"In post","2023","50-59","Declared disabled","AA/AO","Female","3610","3075","22830","21780"
"In post","2023","50-59","Declared disabled","AA/AO","Male","2200","2065","24250","22400"
"In post","2023","50-59","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","EO","Female","4190","3735","28740","28120"
"In post","2023","50-59","Declared disabled","EO","Male","2195","2105","29550","28120"
"In post","2023","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","G6/G7","Female","1215","1165","60770","58180"
"In post","2023","50-59","Declared disabled","G6/G7","Male","1010","995","61520","59340"
"In post","2023","50-59","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","SCS level","Female","115","110","91350","85200"
"In post","2023","50-59","Declared disabled","SCS level","Male","110","110","99640","87980"
"In post","2023","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","SEO/HEO","Female","2890","2745","38270","37590"
"In post","2023","50-59","Declared disabled","SEO/HEO","Male","2210","2170","39530","38600"
"In post","2023","50-59","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Female","890","840","33080","29050"
"In post","2023","50-59","Declared disabled","Unknown","Male","335","325","34950","29050"
"In post","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","AA/AO","Female","13465","11605","23020","22220"
"In post","2023","50-59","Declared non-disabled","AA/AO","Male","8760","8415","25090","22520"
"In post","2023","50-59","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","EO","Female","14275","12885","28760","28120"
"In post","2023","50-59","Declared non-disabled","EO","Male","9420","9165","29610","28120"
"In post","2023","50-59","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","G6/G7","Female","6835","6555","61870","59480"
"In post","2023","50-59","Declared non-disabled","G6/G7","Male","7925","7835","62680","60490"
"In post","2023","50-59","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","SCS level","Female","875","850","93420","85000"
"In post","2023","50-59","Declared non-disabled","SCS level","Male","1075","1065","96830","88820"
"In post","2023","50-59","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","SEO/HEO","Female","13295","12670","38820","38330"
"In post","2023","50-59","Declared non-disabled","SEO/HEO","Male","12290","12130","40190","39500"
"In post","2023","50-59","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Unknown","Female","2080","1950","32900","29050"
"In post","2023","50-59","Declared non-disabled","Unknown","Male","1150","1110","38850","36170"
"In post","2023","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","AA/AO","Female","1365","1200","24180","22520"
"In post","2023","50-59","Undeclared","AA/AO","Male","1585","1505","27650","25340"
"In post","2023","50-59","Undeclared","EO","Female","1040","955","29080","28120"
"In post","2023","50-59","Undeclared","EO","Male","1245","1205","31200","29560"
"In post","2023","50-59","Undeclared","G6/G7","Female","490","475","61120","58970"
"In post","2023","50-59","Undeclared","G6/G7","Male","790","780","63840","62290"
"In post","2023","50-59","Undeclared","SCS level","Female","80","75","100210","91090"
"In post","2023","50-59","Undeclared","SCS level","Male","70","65","104730","96390"
"In post","2023","50-59","Undeclared","SEO/HEO","Female","1140","1085","38960","38210"
"In post","2023","50-59","Undeclared","SEO/HEO","Male","1565","1540","40650","39790"
"In post","2023","50-59","Undeclared","Unknown","Female","175","165","32980","29050"
"In post","2023","50-59","Undeclared","Unknown","Male","120","110","38140","35030"
"In post","2023","50-59","Unknown","AA/AO","Female","3050","2670","23260","22520"
"In post","2023","50-59","Unknown","AA/AO","Male","2565","2465","24950","22520"
"In post","2023","50-59","Unknown","EO","Female","2065","1915","29590","28130"
"In post","2023","50-59","Unknown","EO","Male","2485","2385","31660","29880"
"In post","2023","50-59","Unknown","G6/G7","Female","1325","1265","62920","60730"
"In post","2023","50-59","Unknown","G6/G7","Male","1710","1690","63110","61250"
"In post","2023","50-59","Unknown","SCS level","Female","180","175","97070","88730"
"In post","2023","50-59","Unknown","SCS level","Male","260","255","106480","99060"
"In post","2023","50-59","Unknown","SEO/HEO","Female","2100","2005","39730","39190"
"In post","2023","50-59","Unknown","SEO/HEO","Male","2705","2655","41100","41200"
"In post","2023","50-59","Unknown","Unknown","Female","355","315","30720","29050"
"In post","2023","50-59","Unknown","Unknown","Male","700","680","42240","38980"
"In post","2023","60-64","Declared disabled","AA/AO","Female","1580","1215","22580","21780"
"In post","2023","60-64","Declared disabled","AA/AO","Male","935","795","23600","22220"
"In post","2023","60-64","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","EO","Female","1470","1145","28760","28120"
"In post","2023","60-64","Declared disabled","EO","Male","755","620","29560","28120"
"In post","2023","60-64","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","G6/G7","Female","180","150","60900","58920"
"In post","2023","60-64","Declared disabled","G6/G7","Male","255","220","63070","60790"
"In post","2023","60-64","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","SCS level","Female","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","SCS level","Male","30","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","SEO/HEO","Female","630","525","38230","37030"
"In post","2023","60-64","Declared disabled","SEO/HEO","Male","650","560","40070","39260"
"In post","2023","60-64","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Female","320","280","31430","29050"
"In post","2023","60-64","Declared disabled","Unknown","Male","155","135","35230","33820"
"In post","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","AA/AO","Female","5695","4445","22720","22220"
"In post","2023","60-64","Declared non-disabled","AA/AO","Male","3640","3190","24160","22490"
"In post","2023","60-64","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","EO","Female","4540","3495","28870","28120"
"In post","2023","60-64","Declared non-disabled","EO","Male","3265","2735","29490","28120"
"In post","2023","60-64","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","G6/G7","Female","1080","945","62420","60820"
"In post","2023","60-64","Declared non-disabled","G6/G7","Male","1715","1515","63660","61920"
"In post","2023","60-64","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","SCS level","Female","105","95","96760","87880"
"In post","2023","60-64","Declared non-disabled","SCS level","Male","195","175","103170","96000"
"In post","2023","60-64","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","SEO/HEO","Female","2905","2405","38620","37590"
"In post","2023","60-64","Declared non-disabled","SEO/HEO","Male","3525","3070","40310","39460"
"In post","2023","60-64","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Female","620","540","31680","29050"
"In post","2023","60-64","Declared non-disabled","Unknown","Male","445","400","37210","34890"
"In post","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","AA/AO","Female","595","470","23550","22520"
"In post","2023","60-64","Undeclared","AA/AO","Male","635","495","26420","23240"
"In post","2023","60-64","Undeclared","EO","Female","335","275","29300","28120"
"In post","2023","60-64","Undeclared","EO","Male","405","330","30310","28710"
"In post","2023","60-64","Undeclared","G6/G7","Female","95","85","62160","59340"
"In post","2023","60-64","Undeclared","G6/G7","Male","165","145","63650","61780"
"In post","2023","60-64","Undeclared","SCS level","Female","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","SCS level","Male","25","25","[c]","[c]"
"In post","2023","60-64","Undeclared","SEO/HEO","Female","265","225","38500","38320"
"In post","2023","60-64","Undeclared","SEO/HEO","Male","410","355","40590","39680"
"In post","2023","60-64","Undeclared","Unknown","Female","45","35","32460","29050"
"In post","2023","60-64","Undeclared","Unknown","Male","45","35","38000","38290"
"In post","2023","60-64","Unknown","AA/AO","Female","1105","870","22970","22520"
"In post","2023","60-64","Unknown","AA/AO","Male","930","820","24060","22520"
"In post","2023","60-64","Unknown","EO","Female","435","365","29770","29100"
"In post","2023","60-64","Unknown","EO","Male","700","585","31880","30890"
"In post","2023","60-64","Unknown","G6/G7","Female","190","170","63220","60900"
"In post","2023","60-64","Unknown","G6/G7","Male","340","310","62910","60010"
"In post","2023","60-64","Unknown","SCS level","Female","30","30","107480","98450"
"In post","2023","60-64","Unknown","SCS level","Male","45","40","110370","105920"
"In post","2023","60-64","Unknown","SEO/HEO","Female","430","365","39810","39450"
"In post","2023","60-64","Unknown","SEO/HEO","Male","690","610","41330","41660"
"In post","2023","60-64","Unknown","Unknown","Female","105","90","29680","29050"
