"Status","Year","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Land Registry","Outside London","Female","3865","3415","31230","28080"
"In post","2023","HM Land Registry","Outside London","Male","2455","2310","32970","28080"
"In post","2023","HM Revenue and Customs","London","Female","5175","4840","45050","39790"
"In post","2023","HM Revenue and Customs","London","Male","5100","4955","47930","42060"
"In post","2023","HM Revenue and Customs","Outside London","Female","32545","29105","32550","28130"
"In post","2023","HM Revenue and Customs","Outside London","Male","29560","28575","34510","32260"
"In post","2023","HM Treasury","London","Female","1000","970","48870","53550"
"In post","2023","HM Treasury","London","Male","1125","1115","51390","54090"
"In post","2023","HM Treasury","Outside London","Female","320","300","42500","39620"
"In post","2023","HM Treasury","Outside London","Male","235","225","45740","44390"
"In post","2023","HM Treasury","Unknown","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Home Office","London","Female","7850","7350","39990","36180"
"In post","2023","Home Office","London","Male","6740","6565","42110","36180"
"In post","2023","Home Office","Outside London","Female","14430","13125","28550","25880"
"In post","2023","Home Office","Outside London","Male","13745","13210","29720","26110"
"In post","2023","Home Office","Overseas","Female","65","65","[c]","[c]"
"In post","2023","Home Office","Overseas","Male","85","85","[c]","[c]"
"In post","2023","Home Office","Unknown","Female","85","75","27890","26140"
"In post","2023","Home Office","Unknown","Male","125","110","30210","27010"
"In post","2023","Ministry of Defence","London","Female","1765","1710","45210","42750"
"In post","2023","Ministry of Defence","London","Male","2490","2455","44750","41690"
"In post","2023","Ministry of Defence","Outside London","Female","21275","20045","34090","31920"
"In post","2023","Ministry of Defence","Outside London","Male","30175","29555","37060","34300"
"In post","2023","Ministry of Defence","Overseas","Female","345","340","53850","52700"
"In post","2023","Ministry of Defence","Overseas","Male","400","400","57140","54580"
"In post","2023","Ministry of Defence","Unknown","Female","185","185","37460","36860"
"In post","2023","Ministry of Defence","Unknown","Male","1550","1550","42450","40530"
"In post","2023","Ministry of Justice","London","Female","9250","8765","38000","34820"
"In post","2023","Ministry of Justice","London","Male","6405","6255","40080","35630"
"In post","2023","Ministry of Justice","Outside London","Female","43815","40250","29850","28480"
"In post","2023","Ministry of Justice","Outside London","Male","32285","30795","32180","31270"
"In post","2023","Ministry of Justice","Unknown","Female","60","55","26600","24070"
"In post","2023","Ministry of Justice","Unknown","Male","60","60","29460","28880"
"In post","2023","National Crime Agency","London","Female","735","705","44920","42240"
"In post","2023","National Crime Agency","London","Male","835","825","49110","45700"
"In post","2023","National Crime Agency","Outside London","Female","1730","1645","38650","38310"
"In post","2023","National Crime Agency","Outside London","Male","2040","2010","42070","40440"
"In post","2023","National Crime Agency","Overseas","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","Male","105","105","48990","47380"
"In post","2023","National Crime Agency","Unknown","Female","45","40","43680","42520"
"In post","2023","National Crime Agency","Unknown","Male","60","60","49710","48410"
"In post","2023","Northern Ireland Office","London","Female","45","45","54350","55720"
"In post","2023","Northern Ireland Office","London","Male","45","45","55820","43650"
"In post","2023","Northern Ireland Office","Outside London","Female","40","40","36210","37680"
"In post","2023","Northern Ireland Office","Outside London","Male","35","35","40720","37680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","Female","210","200","54530","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","Male","105","105","56140","44250"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","Female","1185","1135","50770","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","Male","535","530","53930","52750"
"In post","2023","Office of Gas and Electricity Markets","London","Female","400","390","49150","46200"
"In post","2023","Office of Gas and Electricity Markets","London","Male","465","465","51250","46860"
"In post","2023","Office of Gas and Electricity Markets","Outside London","Female","320","315","39380","35400"
"In post","2023","Office of Gas and Electricity Markets","Outside London","Male","370","370","40260","33960"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","Female","220","210","42790","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","Male","125","125","48050","47500"
"In post","2023","Office of Rail and Road","London","Female","95","95","54500","57260"
"In post","2023","Office of Rail and Road","London","Male","110","105","60110","57700"
"In post","2023","Office of Rail and Road","Outside London","Female","65","65","50270","52500"
"In post","2023","Office of Rail and Road","Outside London","Male","95","90","54170","53770"
"In post","2023","Office of the Secretary of State for Scotland","London","Female","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Male","20","20","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Female","50","45","53190","53860"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Male","35","35","52290","52360"
"In post","2023","Office of the Secretary of State for Wales","London","Female","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Male","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Scottish Government","London","Female","10","10","[c]","[c]"
"In post","2023","Scottish Government","London","Male","5","5","[c]","[c]"
"In post","2023","Scottish Government","Outside London","Female","15095","14140","38860","33520"
"In post","2023","Scottish Government","Outside London","Male","12495","12085","39790","37060"
"In post","2023","Scottish Government","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Male","10","10","[c]","[c]"
"In post","2023","The National Archives","London","Female","315","295","36930","34900"
"In post","2023","The National Archives","London","Male","270","260","38010","35080"
"In post","2023","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","Female","225","215","50920","43720"
"In post","2023","UK Export Finance","London","Male","275","275","58030","54000"
"In post","2023","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Female","160","160","47960","41800"
"In post","2023","UK Statistics Authority","London","Male","150","145","49060","42370"
"In post","2023","UK Statistics Authority","London","Unknown","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Female","3290","2885","33900","31120"
"In post","2023","UK Statistics Authority","Outside London","Male","2515","2305","35860","31560"
"In post","2023","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","30","30","39180","31620"
"In post","2023","UK Supreme Court","London","Male","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Female","35","35","64490","63000"
"In post","2023","Water Services Regulation Authority","London","Male","40","40","65820","67520"
"In post","2023","Water Services Regulation Authority","Outside London","Female","95","90","50840","43700"
"In post","2023","Water Services Regulation Authority","Outside London","Male","95","90","54870","52660"
"In post","2023","Welsh Government","London","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outside London","Female","3595","3340","42580","39690"
"In post","2023","Welsh Government","Outside London","Male","2430","2360","45370","39690"
"In post","2023","Welsh Government","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Male","5","5","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Female","240","[c]","44740","43000"
"Leaver CS","2023","Attorney General's Departments","London","Male","195","[c]","51350","52020"
"Leaver CS","2023","Attorney General's Departments","Outside London","Female","250","[c]","38080","31670"
"Leaver CS","2023","Attorney General's Departments","Outside London","Male","115","[c]","41840","38760"
"Leaver CS","2023","Cabinet Office","London","Female","365","[c]","49260","41870"
"Leaver CS","2023","Cabinet Office","London","Male","335","[c]","55540","54700"
"Leaver CS","2023","Cabinet Office","Outside London","Female","215","[c]","39630","34320"
"Leaver CS","2023","Cabinet Office","Outside London","Male","180","[c]","43620","36340"
"Leaver CS","2023","Cabinet Office","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Male","30","[c]","57750","38280"
"Leaver CS","2023","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Female","55","[c]","48630","45190"
"Leaver CS","2023","Competition and Markets Authority","London","Male","60","[c]","61540","55130"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","Female","285","[c]","46680","40220"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","Male","285","[c]","49280","48220"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","Female","255","[c]","32710","30340"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","Male","310","[c]","37030","33430"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","Female","135","[c]","43970","38020"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","Male","105","[c]","46650","51730"
"Leaver CS","2023","Department for Education","London","Female","110","[c]","44800","41560"
"Leaver CS","2023","Department for Education","London","Male","60","[c]","50970","46240"
"Leaver CS","2023","Department for Education","Outside London","Female","185","[c]","39520","37590"
"Leaver CS","2023","Department for Education","Outside London","Male","185","[c]","43080","38210"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","Female","160","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","Male","140","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","Female","455","[c]","27210","25060"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","Male","360","[c]","29760","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","Female","95","[c]","44660","41550"
"Leaver CS","2023","Department for International Trade","London","Male","120","[c]","40090","38160"
"Leaver CS","2023","Department for International Trade","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","Female","100","[c]","47210","40750"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","Male","115","[c]","44220","38300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","Female","80","[c]","40200","36940"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","Male","95","[c]","37260","33450"
"Leaver CS","2023","Department for Transport","London","Female","100","[c]","46930","43530"
"Leaver CS","2023","Department for Transport","London","Male","155","[c]","45220","42470"
"Leaver CS","2023","Department for Transport","Outside London","Female","605","[c]","25980","22500"
"Leaver CS","2023","Department for Transport","Outside London","Male","790","[c]","30030","26960"
"Leaver CS","2023","Department for Work and Pensions","London","Female","675","[c]","32540","31060"
"Leaver CS","2023","Department for Work and Pensions","London","Male","415","[c]","34920","31060"
"Leaver CS","2023","Department for Work and Pensions","Outside London","Female","4610","[c]","26550","27570"
"Leaver CS","2023","Department for Work and Pensions","Outside London","Male","2660","[c]","28730","27570"
"Leaver CS","2023","Department for Work and Pensions","Unknown","Female","45","[c]","26780","27570"
"Leaver CS","2023","Department for Work and Pensions","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","Female","845","[c]","43480","39690"
"Leaver CS","2023","Department of Health and Social Care","London","Male","450","[c]","49930","41680"
"Leaver CS","2023","Department of Health and Social Care","Outside London","Female","850","[c]","36590","33000"
"Leaver CS","2023","Department of Health and Social Care","Outside London","Male","440","[c]","41490","36330"
"Leaver CS","2023","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","Female","40","[c]","35640","31810"
"Leaver CS","2023","Food Standards Agency","Outside London","Male","45","[c]","35050","29110"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","Male","120","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","Female","75","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","Male","80","[c]","36060","30020"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","Male","35","[c]","39000","37350"
"Leaver CS","2023","HM Land Registry","Outside London","Female","245","[c]","32060","28080"
"Leaver CS","2023","HM Land Registry","Outside London","Male","185","[c]","35230","33840"
"Leaver CS","2023","HM Revenue and Customs","London","Female","250","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","Male","315","[c]","42260","45750"
"Leaver CS","2023","HM Revenue and Customs","Outside London","Female","2160","[c]","31550","26700"
"Leaver CS","2023","HM Revenue and Customs","Outside London","Male","1865","[c]","34590","27810"
"Leaver CS","2023","HM Treasury","London","Female","145","[c]","43890","37900"
"Leaver CS","2023","HM Treasury","London","Male","170","[c]","46120","43340"
"Leaver CS","2023","HM Treasury","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","London","Female","510","[c]","39830","35200"
"Leaver CS","2023","Home Office","London","Male","480","[c]","40970","36180"
"Leaver CS","2023","Home Office","Outside London","Female","720","[c]","27090","25880"
"Leaver CS","2023","Home Office","Outside London","Male","790","[c]","28150","25880"
"Leaver CS","2023","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","London","Female","135","[c]","40290","37000"
"Leaver CS","2023","Ministry of Defence","London","Male","200","[c]","42200","38680"
"Leaver CS","2023","Ministry of Defence","Outside London","Female","1625","[c]","32480","27740"
"Leaver CS","2023","Ministry of Defence","Outside London","Male","2950","[c]","35400","32700"
"Leaver CS","2023","Ministry of Defence","Overseas","Female","45","[c]","49160","47500"
"Leaver CS","2023","Ministry of Defence","Overseas","Male","35","[c]","48810","41700"
"Leaver CS","2023","Ministry of Defence","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Unknown","Male","180","[c]","37600","34440"
"Leaver CS","2023","Ministry of Justice","London","Female","1050","[c]","34400","29660"
"Leaver CS","2023","Ministry of Justice","London","Male","720","[c]","40590","34260"
"Leaver CS","2023","Ministry of Justice","Outside London","Female","4485","[c]","25040","21780"
"Leaver CS","2023","Ministry of Justice","Outside London","Male","3740","[c]","28000","21780"
"Leaver CS","2023","Ministry of Justice","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","London","Female","55","[c]","47770","42240"
"Leaver CS","2023","National Crime Agency","London","Male","60","[c]","48700","44040"
"Leaver CS","2023","National Crime Agency","Outside London","Female","100","[c]","34980","34670"
"Leaver CS","2023","National Crime Agency","Outside London","Male","135","[c]","41000","38640"
"Leaver CS","2023","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","Female","30","[c]","42890","36330"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","Female","130","[c]","56080","52750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","Male","65","[c]","57920","66170"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","Female","70","[c]","45830","39860"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","Male","90","[c]","51400","46250"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","Female","45","[c]","35450","34790"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","Male","55","[c]","39900","36730"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Outside London","Female","850","[c]","35340","29560"
"Leaver CS","2023","Scottish Government","Outside London","Male","865","[c]","37070","34730"
"Leaver CS","2023","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","Female","50","[c]","31720","29840"
"Leaver CS","2023","The National Archives","London","Male","35","[c]","34880","30600"
