"Status","Year","Organisation","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","Female","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","Male","35","35","44140","45500"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Female","30","25","51400","51290"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","Female","1865","1805","52300","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","Male","1700","1690","55540","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Female","215","195","28860","24860"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Male","125","120","30650","24860"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Female","155","150","42990","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Male","140","140","45070","41050"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Female","210","205","36970","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Male","180","175","38820","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Female","65","60","33640","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Male","50","50","41370","34650"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Female","75","70","44800","41400"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Male","80","75","49420","50690"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Female","80","80","46970","39760"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Male","85","80","38110","34220"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Female","35","35","60460","51770"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Female","390","365","35840","33980"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Male","305","300","36130","34320"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","Female","735","730","30770","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","Male","455","455","30770","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","Female","60","60","30490","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","Male","50","50","30530","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","Female","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","Female","30","30","30330","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","Female","50","50","30270","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","Male","40","40","30790","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Female","240","220","34290","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Male","235","230","38340","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Female","90","85","33420","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Male","85","85","36470","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","London","Female","50","45","47360","42880"
"In post","2023","Charity Commission","Charity Commission","London","Male","35","30","43320","38800"
"In post","2023","Charity Commission","Charity Commission","North West (England)","Female","230","215","33770","30170"
"In post","2023","Charity Commission","Charity Commission","North West (England)","Male","150","150","33910","30170"
"In post","2023","Charity Commission","Charity Commission","South West (England)","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Wales","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","Female","25","20","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","Male","25","25","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","Female","630","560","31100","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","Male","470","460","34620","31410"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","Female","395","375","60630","57540"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","Male","400","390","65120","60850"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","Female","35","35","60670","57540"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","Male","35","35","57440","55130"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Wales","Male","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","Female","185","165","28500","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","Male","150","145","27430","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","Female","70","60","39170","40450"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","Male","80","75","42130","39860"
"In post","2023","Crown Commercial Service","Cabinet Office","London","Female","30","30","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","London","Male","35","35","56380","57000"
"In post","2023","Crown Commercial Service","Cabinet Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","Female","230","220","38780","39860"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","Male","150","150","41500","40450"
"In post","2023","Crown Commercial Service","Cabinet Office","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","Female","65","60","37230","32250"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","Male","50","50","39090","34610"
"In post","2023","Crown Commercial Service","Cabinet Office","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","Female","1740","1615","39450","33120"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","Male","715","695","41220","34730"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","Female","350","320","38230","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","Male","170","165","40180","38760"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East of England","Female","405","360","40180","32660"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","East of England","Male","155","150","47820","54100"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","London","Female","1240","1160","44390","40540"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","London","Male","630","615","47160","40800"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","North East (England)","Female","265","235","36800","28850"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","North East (England)","Male","135","125","44710","49050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","North West (England)","Female","715","660","38160","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","North West (England)","Male","360","355","43680","49050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","South East (England)","Female","525","485","41690","33720"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","South East (England)","Male","265","260","45040","40800"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","South West (England)","Female","220","200","39050","31180"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","South West (England)","Male","130","130","43420","49050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Wales","Female","300","275","38980","33810"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Wales","Male","135","130","46550","49050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","Female","455","420","39550","33300"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","Male","185","180","45200","49050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","Female","595","540","38180","32520"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","Male","285","275","43900","39890"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Wales","Female","70","70","30590","27250"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Wales","Male","315","305","30470","30060"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","Male","55","50","26890","27130"
"In post","2023","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","Female","60","55","37180","35000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","Male","145","140","39200","38500"
"In post","2023","Defence Equipment and Support","Ministry of Defence","East of England","Female","55","50","33250","31920"
"In post","2023","Defence Equipment and Support","Ministry of Defence","East of England","Male","155","150","38400","35870"
"In post","2023","Defence Equipment and Support","Ministry of Defence","London","Female","35","35","31760","28480"
"In post","2023","Defence Equipment and Support","Ministry of Defence","London","Male","145","140","29720","26550"
"In post","2023","Defence Equipment and Support","Ministry of Defence","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","North West (England)","Female","35","30","29830","24590"
"In post","2023","Defence Equipment and Support","Ministry of Defence","North West (England)","Male","105","105","34350","31920"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Overseas","Male","35","35","56430","58070"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Scotland","Female","90","80","29680","27930"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Scotland","Male","405","395","33840","31920"
"In post","2023","Defence Equipment and Support","Ministry of Defence","South East (England)","Female","125","115","31470","31920"
"In post","2023","Defence Equipment and Support","Ministry of Defence","South East (England)","Male","325","315","32130","31920"
"In post","2023","Defence Equipment and Support","Ministry of Defence","South West (England)","Female","3290","3070","37910","34000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","South West (England)","Male","5480","5375","42210","41070"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Wales","Male","15","15","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","Female","60","55","27040","23960"
"In post","2023","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","Male","135","130","29300","27200"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","Male","20","15","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","East of England","Male","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
