"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other","Female","Heterosexual / straight","5820","5255","33370","28120"
"In post","2023","Other","Female","LGBO","250","240","32410","28120"
"In post","2023","Other","Female","Undeclared","660","600","33760","30320"
"In post","2023","Other","Female","Unknown","1350","1230","31930","28120"
"In post","2023","Other","Male","Heterosexual / straight","4585","4455","34030","28120"
"In post","2023","Other","Male","LGBO","305","295","32690","28120"
"In post","2023","Other","Male","Undeclared","610","590","33050","27470"
"In post","2023","Other","Male","Unknown","2655","2610","38960","36860"
"In post","2023","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Female","Heterosexual / straight","90","85","45030","40390"
"In post","2023","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Planning","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Planning","Male","Heterosexual / straight","85","85","47540","44180"
"In post","2023","Planning","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Planning","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Planning","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Female","Heterosexual / straight","155","135","56430","60050"
"In post","2023","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Planning Inspectors","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","Male","Heterosexual / straight","215","195","60130","60050"
"In post","2023","Planning Inspectors","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Planning Inspectors","Male","Unknown","30","25","56490","60050"
"In post","2023","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Female","Heterosexual / straight","12675","12135","48820","45750"
"In post","2023","Policy","Female","LGBO","1130","1105","45900","41420"
"In post","2023","Policy","Female","Undeclared","1270","1220","47570","43650"
"In post","2023","Policy","Female","Unknown","2865","2775","48470","43760"
"In post","2023","Policy","Male","Heterosexual / straight","10060","9935","50960","50370"
"In post","2023","Policy","Male","LGBO","1350","1335","50650","51360"
"In post","2023","Policy","Male","Undeclared","1220","1200","49810","47870"
"In post","2023","Policy","Male","Unknown","2450","2430","49550","45750"
"In post","2023","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Female","Heterosexual / straight","7150","6785","44610","41200"
"In post","2023","Project Delivery","Female","LGBO","365","360","43230","39890"
"In post","2023","Project Delivery","Female","Undeclared","670","640","44830","41200"
"In post","2023","Project Delivery","Female","Unknown","1410","1350","42170","39450"
"In post","2023","Project Delivery","Male","Heterosexual / straight","6150","6040","48170","43180"
"In post","2023","Project Delivery","Male","LGBO","400","395","46880","42510"
"In post","2023","Project Delivery","Male","Undeclared","715","695","50090","46100"
"In post","2023","Project Delivery","Male","Unknown","1270","1250","45200","41780"
"In post","2023","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Female","Heterosexual / straight","2015","1885","37380","34300"
"In post","2023","Property","Female","LGBO","90","85","35900","33830"
"In post","2023","Property","Female","Undeclared","245","225","38830","35000"
"In post","2023","Property","Female","Unknown","525","485","32260","28840"
"In post","2023","Property","Male","Heterosexual / straight","2825","2755","40030","36920"
"In post","2023","Property","Male","LGBO","110","110","38600","34300"
"In post","2023","Property","Male","Undeclared","345","330","39670","36990"
"In post","2023","Property","Male","Unknown","785","770","36200","32970"
"In post","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Female","Heterosexual / straight","1050","1010","38330","32420"
"In post","2023","Psychology","Female","LGBO","65","65","34340","30940"
"In post","2023","Psychology","Female","Undeclared","70","65","36810","32420"
"In post","2023","Psychology","Female","Unknown","195","180","37750","32420"
"In post","2023","Psychology","Male","Heterosexual / straight","145","140","37900","31670"
"In post","2023","Psychology","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Psychology","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Psychology","Male","Unknown","35","30","40230","36720"
"In post","2023","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Female","Heterosexual / straight","2660","2505","41120","39750"
"In post","2023","Science and Engineering","Female","LGBO","240","235","35690","32800"
"In post","2023","Science and Engineering","Female","Undeclared","390","360","41930","40360"
"In post","2023","Science and Engineering","Female","Unknown","770","730","39600","37300"
"In post","2023","Science and Engineering","Male","Heterosexual / straight","6415","6265","42050","40840"
"In post","2023","Science and Engineering","Male","LGBO","275","270","38380","35610"
"In post","2023","Science and Engineering","Male","Undeclared","990","950","41770","40420"
"In post","2023","Science and Engineering","Male","Unknown","1575","1535","42010","39890"
"In post","2023","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Female","Heterosexual / straight","1565","1495","36070","34170"
"In post","2023","Security","Female","LGBO","145","140","34690","33990"
"In post","2023","Security","Female","Undeclared","185","175","33890","32280"
"In post","2023","Security","Female","Unknown","395","385","36160","32530"
"In post","2023","Security","Male","Heterosexual / straight","5055","4955","34240","30200"
"In post","2023","Security","Male","LGBO","140","140","39320","38470"
"In post","2023","Security","Male","Undeclared","705","690","38060","40880"
"In post","2023","Security","Male","Unknown","1315","1300","35050","30700"
"In post","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Female","Heterosexual / straight","805","755","45220","42510"
"In post","2023","Social Research","Female","LGBO","105","100","42270","39300"
"In post","2023","Social Research","Female","Undeclared","75","70","44200","39980"
"In post","2023","Social Research","Female","Unknown","145","140","42400","39450"
"In post","2023","Social Research","Male","Heterosexual / straight","315","310","46740","42370"
"In post","2023","Social Research","Male","LGBO","50","45","41480","38470"
"In post","2023","Social Research","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Social Research","Male","Unknown","65","65","45190","39790"
"In post","2023","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Female","Heterosexual / straight","930","865","46830","43490"
"In post","2023","Statistics","Female","LGBO","125","125","42880","39560"
"In post","2023","Statistics","Female","Undeclared","85","80","43970","39300"
"In post","2023","Statistics","Female","Unknown","220","210","38710","37590"
"In post","2023","Statistics","Male","Heterosexual / straight","1100","1080","45390","41780"
"In post","2023","Statistics","Male","LGBO","110","110","43690","39620"
"In post","2023","Statistics","Male","Undeclared","120","120","45430","42510"
"In post","2023","Statistics","Male","Unknown","250","245","42280","39240"
"In post","2023","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Female","Heterosexual / straight","5170","4780","37960","35000"
"In post","2023","Tax","Female","LGBO","335","320","36610","34700"
"In post","2023","Tax","Female","Undeclared","555","500","40440","35030"
"In post","2023","Tax","Female","Unknown","2170","2005","33170","29730"
"In post","2023","Tax","Male","Heterosexual / straight","5435","5275","40310","35000"
"In post","2023","Tax","Male","LGBO","465","455","37120","34700"
"In post","2023","Tax","Male","Undeclared","690","655","42840","36990"
"In post","2023","Tax","Male","Unknown","2565","2475","35380","34700"
"In post","2023","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Female","Heterosexual / straight","9810","9300","43570","38330"
"In post","2023","Unknown","Female","LGBO","870","850","39920","35000"
"In post","2023","Unknown","Female","Undeclared","1240","1185","45120","41950"
"In post","2023","Unknown","Female","Unknown","4900","4630","37800","31980"
"In post","2023","Unknown","Male","Heterosexual / straight","7240","7135","44820","39110"
"In post","2023","Unknown","Male","LGBO","885","875","43550","36330"
"In post","2023","Unknown","Male","Undeclared","955","940","47600","43060"
"In post","2023","Unknown","Male","Unknown","4365","4275","39310","34240"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Female","Heterosexual / straight","160","155","43740","38670"
"In post","2023","Veterinarian","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Veterinarian","Female","Undeclared","35","30","45350","41160"
"In post","2023","Veterinarian","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Veterinarian","Male","Heterosexual / straight","110","105","44660","40260"
"In post","2023","Veterinarian","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinarian","Male","Undeclared","30","30","47850","49400"
"In post","2023","Veterinarian","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Heterosexual / straight","135","[c]","38400","35410"
"Leaver CS","2023","Commercial","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Unknown","55","[c]","33070","28840"
"Leaver CS","2023","Commercial","Male","Heterosexual / straight","125","[c]","44640","41510"
"Leaver CS","2023","Commercial","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Male","Unknown","50","[c]","37020","32770"
"Leaver CS","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Heterosexual / straight","165","[c]","42880","40550"
"Leaver CS","2023","Communications","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Unknown","45","[c]","39470","35410"
"Leaver CS","2023","Communications","Male","Heterosexual / straight","80","[c]","43650","38760"
"Leaver CS","2023","Communications","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Male","Unknown","40","[c]","37810","35450"
"Leaver CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Female","Heterosexual / straight","135","[c]","29020","28120"
"Leaver CS","2023","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Female","Unknown","85","[c]","28020","25610"
"Leaver CS","2023","Counter Fraud","Male","Heterosexual / straight","125","[c]","31220","28120"
"Leaver CS","2023","Counter Fraud","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Male","Unknown","95","[c]","32010","27840"
"Leaver CS","2023","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Female","Heterosexual / straight","320","[c]","43980","41130"
"Leaver CS","2023","Digital, Data and Technology","Female","LGBO","45","[c]","39250","35360"
"Leaver CS","2023","Digital, Data and Technology","Female","Undeclared","45","[c]","42640","39520"
"Leaver CS","2023","Digital, Data and Technology","Female","Unknown","190","[c]","44910","41510"
"Leaver CS","2023","Digital, Data and Technology","Male","Heterosexual / straight","740","[c]","45030","40670"
"Leaver CS","2023","Digital, Data and Technology","Male","LGBO","50","[c]","42210","38470"
"Leaver CS","2023","Digital, Data and Technology","Male","Undeclared","90","[c]","43690","40940"
"Leaver CS","2023","Digital, Data and Technology","Male","Unknown","440","[c]","42330","39000"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Female","Heterosexual / straight","55","[c]","40000","33570"
"Leaver CS","2023","Economics","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Female","Undeclared","5","[c]","[c]","[c]"
