"Status","Year","Disability","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","80","70","35550","35190"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","45","40","35590","34960"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA/AO","Female","100","90","22960","22150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA/AO","Male","50","50","23230","22150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Female","80","75","27210","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Male","45","40","26780","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO/HEO","Female","75","70","34830","33830"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO/HEO","Male","50","45","34350","32160"
"In post","2023","Declared disabled","Animal and Plant Health Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","Female","45","40","22320","21720"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","Male","35","35","22840","21830"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Female","75","70","27260","27560"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Male","40","40","27570","28370"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","Female","135","130","58220","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","Male","125","120","59140","56630"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","Female","175","170","38060","38460"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","Male","120","120","37380","36100"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","SEO/HEO","Female","215","210","30550","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","SEO/HEO","Male","105","105","30950","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AA/AO","Female","30","25","22540","23240"
"In post","2023","Declared disabled","Companies House","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Companies House","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Female","45","45","23760","23700"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Female","30","30","59300","55990"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","AA/AO","Female","150","135","23230","22870"
"In post","2023","Declared disabled","Crown Prosecution Service","AA/AO","Male","60","55","23190","22870"
"In post","2023","Declared disabled","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","EO","Female","150","130","28510","28850"
"In post","2023","Declared disabled","Crown Prosecution Service","EO","Male","45","45","28720","28850"
"In post","2023","Declared disabled","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","G6/G7","Female","245","220","59030","56450"
"In post","2023","Declared disabled","Crown Prosecution Service","G6/G7","Male","130","125","60970","58820"
"In post","2023","Declared disabled","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","SEO/HEO","Female","100","95","36500","35550"
"In post","2023","Declared disabled","Crown Prosecution Service","SEO/HEO","Male","50","50","36410","35550"
"In post","2023","Declared disabled","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","EO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","AA/AO","Female","85","75","23190","22570"
"In post","2023","Declared disabled","Defence Equipment and Support","AA/AO","Male","105","100","23170","22390"
"In post","2023","Declared disabled","Defence Equipment and Support","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","EO","Female","35","30","26350","26070"
"In post","2023","Declared disabled","Defence Equipment and Support","EO","Male","55","55","27770","27030"
"In post","2023","Declared disabled","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","G6/G7","Female","65","60","55660","55240"
"In post","2023","Declared disabled","Defence Equipment and Support","G6/G7","Male","105","105","58590","56140"
"In post","2023","Declared disabled","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","SEO/HEO","Female","270","255","36750","34440"
"In post","2023","Declared disabled","Defence Equipment and Support","SEO/HEO","Male","405","395","38820","38790"
"In post","2023","Declared disabled","Defence Equipment and Support","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","EO","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","EO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Female","120","115","53000","49260"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Male","245","235","53340","49260"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
