"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","White","Unknown","Undeclared","175","160","32850","30890"
"In post","2023","Declared disabled","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","AA","Heterosexual / straight","410","370","22610","23000"
"In post","2023","Declared non-disabled","Asian","AA","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","AA","Undeclared","50","45","22130","22890"
"In post","2023","Declared non-disabled","Asian","AA","Unknown","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","AO","Heterosexual / straight","5370","4825","23840","22520"
"In post","2023","Declared non-disabled","Asian","AO","LGBO","130","115","23900","22520"
"In post","2023","Declared non-disabled","Asian","AO","Undeclared","395","340","23810","22520"
"In post","2023","Declared non-disabled","Asian","AO","Unknown","575","465","23220","22520"
"In post","2023","Declared non-disabled","Asian","EO","Heterosexual / straight","6765","6365","29250","28130"
"In post","2023","Declared non-disabled","Asian","EO","LGBO","115","105","29440","28120"
"In post","2023","Declared non-disabled","Asian","EO","Undeclared","395","350","29360","29310"
"In post","2023","Declared non-disabled","Asian","EO","Unknown","605","525","29700","28130"
"In post","2023","Declared non-disabled","Asian","G6","Heterosexual / straight","635","615","71180","69400"
"In post","2023","Declared non-disabled","Asian","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","G6","Unknown","40","35","70990","68610"
"In post","2023","Declared non-disabled","Asian","G7","Heterosexual / straight","2205","2155","57430","56350"
"In post","2023","Declared non-disabled","Asian","G7","LGBO","65","65","56550","55710"
"In post","2023","Declared non-disabled","Asian","G7","Undeclared","95","95","57310","56280"
"In post","2023","Declared non-disabled","Asian","G7","Unknown","125","120","58230","56450"
"In post","2023","Declared non-disabled","Asian","HEO","Heterosexual / straight","4120","3995","35590","35000"
"In post","2023","Declared non-disabled","Asian","HEO","LGBO","75","75","36360","35620"
"In post","2023","Declared non-disabled","Asian","HEO","Undeclared","195","185","35740","35000"
"In post","2023","Declared non-disabled","Asian","HEO","Unknown","215","205","36390","35000"
"In post","2023","Declared non-disabled","Asian","SCS level","Heterosexual / straight","215","205","91830","85000"
"In post","2023","Declared non-disabled","Asian","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SEO","Heterosexual / straight","2635","2575","43240","42920"
"In post","2023","Declared non-disabled","Asian","SEO","LGBO","55","55","43050","42000"
"In post","2023","Declared non-disabled","Asian","SEO","Undeclared","135","130","43560","43210"
"In post","2023","Declared non-disabled","Asian","SEO","Unknown","120","115","44000","42510"
"In post","2023","Declared non-disabled","Asian","Unknown","Heterosexual / straight","740","690","29860","27190"
"In post","2023","Declared non-disabled","Asian","Unknown","LGBO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AA","Heterosexual / straight","320","310","24120","23500"
"In post","2023","Declared non-disabled","Black","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AA","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AA","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AO","Heterosexual / straight","2515","2365","26240","25480"
"In post","2023","Declared non-disabled","Black","AO","LGBO","55","50","25890","25410"
"In post","2023","Declared non-disabled","Black","AO","Undeclared","125","110","25640","25480"
"In post","2023","Declared non-disabled","Black","AO","Unknown","185","160","25710","25480"
"In post","2023","Declared non-disabled","Black","EO","Heterosexual / straight","3310","3175","30280","30140"
"In post","2023","Declared non-disabled","Black","EO","LGBO","60","60","29810","29890"
"In post","2023","Declared non-disabled","Black","EO","Undeclared","160","150","30620","30620"
"In post","2023","Declared non-disabled","Black","EO","Unknown","310","285","30990","32520"
"In post","2023","Declared non-disabled","Black","G6","Heterosexual / straight","180","175","70740","68600"
"In post","2023","Declared non-disabled","Black","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G7","Heterosexual / straight","905","895","57620","56180"
"In post","2023","Declared non-disabled","Black","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G7","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G7","Unknown","55","50","58590","57840"
"In post","2023","Declared non-disabled","Black","HEO","Heterosexual / straight","1940","1910","35990","35410"
"In post","2023","Declared non-disabled","Black","HEO","LGBO","30","30","36240","35660"
"In post","2023","Declared non-disabled","Black","HEO","Undeclared","70","65","36640","35710"
"In post","2023","Declared non-disabled","Black","HEO","Unknown","75","70","37560","39150"
"In post","2023","Declared non-disabled","Black","SCS level","Heterosexual / straight","65","65","91930","83530"
"In post","2023","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SEO","Heterosexual / straight","1295","1280","43720","43210"
"In post","2023","Declared non-disabled","Black","SEO","LGBO","30","30","44070","43750"
"In post","2023","Declared non-disabled","Black","SEO","Undeclared","50","45","43700","43310"
"In post","2023","Declared non-disabled","Black","SEO","Unknown","40","40","43790","43760"
"In post","2023","Declared non-disabled","Black","Unknown","Heterosexual / straight","895","860","31550","29300"
"In post","2023","Declared non-disabled","Black","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AA","Heterosexual / straight","105","105","22540","23230"
"In post","2023","Declared non-disabled","Mixed","AA","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AO","Heterosexual / straight","1095","1010","25640","22870"
"In post","2023","Declared non-disabled","Mixed","AO","LGBO","95","95","26030","25340"
