"Status","Year","Disability","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Heterosexual / straight","45","40","34500","34270"
"In post","2023","Declared disabled","Analysis","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Heterosexual / straight","70","65","42560","41090"
"In post","2023","Declared disabled","Analysis","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Heterosexual / straight","45","45","43270","36540"
"In post","2023","Declared disabled","Analysis","Other","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Heterosexual / straight","120","115","41830","39890"
"In post","2023","Declared disabled","Analysis","Science and Engineering","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Unknown","40","40","45240","49260"
"In post","2023","Declared disabled","Analysis","Social Research","Heterosexual / straight","90","80","43650","40640"
"In post","2023","Declared disabled","Analysis","Social Research","LGBO","30","30","41070","39300"
"In post","2023","Declared disabled","Analysis","Social Research","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","Heterosexual / straight","190","180","45010","40950"
"In post","2023","Declared disabled","Analysis","Statistics","LGBO","45","45","40330","38530"
"In post","2023","Declared disabled","Analysis","Statistics","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Commercial","Heterosexual / straight","460","445","47710","42500"
"In post","2023","Declared disabled","Commercial","Commercial","LGBO","40","40","46290","39860"
"In post","2023","Declared disabled","Commercial","Commercial","Undeclared","65","65","45040","42620"
"In post","2023","Declared disabled","Commercial","Commercial","Unknown","100","100","49310","42700"
"In post","2023","Declared disabled","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","Heterosexual / straight","210","205","41860","38700"
"In post","2023","Declared disabled","Communications","Communications","LGBO","40","40","40520","39300"
"In post","2023","Declared disabled","Communications","Communications","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Heterosexual / straight","1005","905","30400","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","LGBO","120","115","30490","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Undeclared","155","135","28850","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Unknown","105","90","31180","28120"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","Heterosexual / straight","125","115","35330","34700"
"In post","2023","Declared disabled","Counter Fraud","Legal","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Heterosexual / straight","315","290","34040","32540"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","LGBO","30","30","30040","28130"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Undeclared","35","30","29560","28130"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Unknown","30","25","29040","28130"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","Heterosexual / straight","100","90","43530","39790"
"In post","2023","Declared disabled","Counter Fraud","Tax","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","Heterosexual / straight","290","260","26080","22520"
"In post","2023","Declared disabled","Debt","Operational Delivery","LGBO","35","30","25530","22520"
