"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Defence Science and Technology Laboratory","Female","55","55","42110","39890"
"In post","2023","Declared disabled","Analysis","Defence Science and Technology Laboratory","Male","130","125","45410","49260"
"In post","2023","Declared disabled","Analysis","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Female","35","30","44960","43860"
"In post","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions (excl. agencies)","Female","40","35","45310","39150"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions (excl. agencies)","Male","35","35","44160","38470"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Actuary's Department","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Female","40","35","46620","41960"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Male","35","35","49210","45560"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Female","40","35","44250","42580"
"In post","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Male","35","35","42900","43650"
"In post","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Female","130","125","38330","37760"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Male","75","75","38610","37690"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","Female","55","50","41340","42620"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","Male","45","45","41010","35060"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
