"Status","Year","Disability","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Wales","West Wales and The Valleys","160","[c]","26230","21840"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","[c]","25010","21780"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","140","[c]","27030","27570"
"Leaver CS","2023","Declared disabled","West Midlands (England)","West Midlands","225","[c]","28980","27570"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50","[c]","27740","26930"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","50","[c]","28740","27120"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","100","[c]","29970","27570"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","175","[c]","30320","28120"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","745","[c]","31740","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","455","[c]","28010","26830"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","220","[c]","29230","27570"
"Leaver CS","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","345","[c]","32720","29290"
"Leaver CS","2023","Declared non-disabled","East of England","East Anglia","825","[c]","31420","27570"
"Leaver CS","2023","Declared non-disabled","East of England","Essex","370","[c]","31950","29290"
"Leaver CS","2023","Declared non-disabled","London","Inner London - East","1290","[c]","45160","37960"
"Leaver CS","2023","Declared non-disabled","London","Inner London - West","3080","[c]","47050","42530"
"Leaver CS","2023","Declared non-disabled","London","Outer London - East and North East","290","[c]","31210","31060"
"Leaver CS","2023","Declared non-disabled","London","Outer London - South","500","[c]","38080","32520"
"Leaver CS","2023","Declared non-disabled","London","Outer London - West and North West","630","[c]","33420","31060"
"Leaver CS","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","950","[c]","30100","25020"
"Leaver CS","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","500","[c]","28270","22740"
"Leaver CS","2023","Declared non-disabled","North West (England)","Cheshire","205","[c]","31490","27570"
"Leaver CS","2023","Declared non-disabled","North West (England)","Cumbria","150","[c]","29660","25640"
"Leaver CS","2023","Declared non-disabled","North West (England)","Greater Manchester","1125","[c]","31230","27570"
"Leaver CS","2023","Declared non-disabled","North West (England)","Lancashire","675","[c]","29960","26760"
"Leaver CS","2023","Declared non-disabled","North West (England)","Merseyside","810","[c]","29800","27320"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Northern Ireland","140","[c]","32200","23390"
"Leaver CS","2023","Declared non-disabled","Overseas","Overseas","40","[c]","52370","43750"
"Leaver CS","2023","Declared non-disabled","Scotland","Eastern Scotland","765","[c]","34810","28120"
"Leaver CS","2023","Declared non-disabled","Scotland","Highlands and Islands","120","[c]","27600","26220"
"Leaver CS","2023","Declared non-disabled","Scotland","North Eastern Scotland","85","[c]","36580","30830"
"Leaver CS","2023","Declared non-disabled","Scotland","Southern Scotland","240","[c]","29570","27570"
"Leaver CS","2023","Declared non-disabled","Scotland","West Central Scotland","775","[c]","31430","27570"
"Leaver CS","2023","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","650","[c]","34110","29290"
"Leaver CS","2023","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","930","[c]","31580","27190"
"Leaver CS","2023","Declared non-disabled","South East (England)","Kent","480","[c]","30910","29290"
"Leaver CS","2023","Declared non-disabled","South East (England)","Surrey, East and West Sussex","635","[c]","30640","27570"
"Leaver CS","2023","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","110","[c]","29460","27210"
"Leaver CS","2023","Declared non-disabled","South West (England)","Devon","580","[c]","32880","28080"
"Leaver CS","2023","Declared non-disabled","South West (England)","Dorset and Somerset","350","[c]","30560","27570"
"Leaver CS","2023","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1720","[c]","36320","32550"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","70","[c]","32420","28120"
"Leaver CS","2023","Declared non-disabled","Wales","East Wales","895","[c]","34200","28120"
"Leaver CS","2023","Declared non-disabled","Wales","West Wales and The Valleys","815","[c]","27790","22500"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","320","[c]","28350","26660"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","590","[c]","27990","27570"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","West Midlands","945","[c]","32630","27570"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","245","[c]","29220","27580"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","260","[c]","33610","27480"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","435","[c]","31210","26780"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","920","[c]","34190","28120"
"Leaver CS","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","80","[c]","29870","28120"
"Leaver CS","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Midlands (England)","Lincolnshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East of England","East Anglia","95","[c]","33430","30180"
"Leaver CS","2023","Undeclared","East of England","Essex","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Inner London - East","140","[c]","45930","41470"
"Leaver CS","2023","Undeclared","London","Inner London - West","270","[c]","44980","39030"
"Leaver CS","2023","Undeclared","London","Outer London - East and North East","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Outer London - South","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Outer London - West and North West","60","[c]","40880","32750"
"Leaver CS","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","60","[c]","28340","21780"
"Leaver CS","2023","Undeclared","North East (England)","Tees Valley and Durham","65","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North West (England)","Cheshire","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North West (England)","Cumbria","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North West (England)","Greater Manchester","100","[c]","32080","26410"
"Leaver CS","2023","Undeclared","North West (England)","Lancashire","70","[c]","29530","24230"
"Leaver CS","2023","Undeclared","North West (England)","Merseyside","60","[c]","32950","27810"
"Leaver CS","2023","Undeclared","Northern Ireland","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","Eastern Scotland","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","North Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","West Central Scotland","40","[c]","32650","28120"
"Leaver CS","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","70","[c]","37380","29480"
"Leaver CS","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","100","[c]","32540","27570"
"Leaver CS","2023","Undeclared","South East (England)","Kent","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","South East (England)","Surrey, East and West Sussex","70","[c]","32460","27570"
"Leaver CS","2023","Undeclared","South West (England)","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","South West (England)","Devon","40","[c]","33420","29150"
"Leaver CS","2023","Undeclared","South West (England)","Dorset and Somerset","40","[c]","31550","32290"
"Leaver CS","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","155","[c]","39470","34470"
"Leaver CS","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Wales","East Wales","60","[c]","31470","27450"
"Leaver CS","2023","Undeclared","Wales","West Wales and The Valleys","85","[c]","25960","22500"
"Leaver CS","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","60","[c]","30940","27510"
"Leaver CS","2023","Undeclared","West Midlands (England)","West Midlands","65","[c]","28540","24720"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","North Yorkshire","35","[c]","29970","25970"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","South Yorkshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","90","[c]","35300","28120"
"Leaver CS","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","280","[c]","30990","26780"
"Leaver CS","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","155","[c]","24040","21780"
"Leaver CS","2023","Unknown","East Midlands (England)","Lincolnshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Bedfordshire and Hertfordshire","130","[c]","35100","30610"
"Leaver CS","2023","Unknown","East of England","East Anglia","235","[c]","32370","26830"
"Leaver CS","2023","Unknown","East of England","Essex","130","[c]","33660","25920"
"Leaver CS","2023","Unknown","London","Inner London - East","475","[c]","43980","38070"
"Leaver CS","2023","Unknown","London","Inner London - West","2230","[c]","43670","38630"
