"Status","Year","Disability","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","North Lanarkshire","90","85","43130","34730"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Perth and Kinross, and Stirling","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Scottish Borders","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","South Lanarkshire","160","150","41190","33120"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","West Lothian","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Berkshire","90","85","41580","33720"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Birmingham","350","325","42010","38940"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Brighton and Hove","75","75","41710","30560"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bristol, City of","120","115","41050","34410"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Cambridgeshire CC","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Cardiff and Vale of Glamorgan","160","150","41880","38760"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Cheshire East","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Devon CC","75","70","42900","41800"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Durham","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","East Cumbria","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","East Kent","70","65","39930","30560"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Flintshire and Wrexham","70","65","40100","38350"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Heart of Essex","135","125","43730","36780"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Hertfordshire CC","140","125","46250","44500"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Kingston upon Hull, City of","60","50","40980","38760"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Leeds","285","265","41780","38760"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Leicester","105","95","38790","31180"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Lincolnshire CC","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Liverpool","275","265","38510","31180"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Manchester","270","250","40200","32910"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Mid Kent","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Mid Lancashire","130","120","40980","38760"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Norwich and East Norfolk","65","55","36910","28850"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Nottingham","190","175","38400","31180"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Portsmouth","75","75","43680","40130"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Redbridge and Waltham Forest","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Sheffield","115","105","34660","28850"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","South Hampshire","115","105","44820","40670"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","South Teesside","75","65","42060","38760"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Staffordshire CC","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Stoke-on-Trent","45","45","41900","38850"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Suffolk CC","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Swansea","55","50","41050","38940"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Swindon","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Tyneside","180","165","39510","34050"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Wakefield","50","50","38040","31330"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Warrington","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Surrey","35","35","45220","40670"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Westminster","1190","1130","46190","40800"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","York","110","105","43630","38940"
"In post","2023","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","Flintshire and Wrexham","225","215","30030","29720"
"In post","2023","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","Staffordshire CC","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","5705","5485","41760","39500"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Cambridgeshire CC","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Central Bedfordshire","35","35","38440","34640"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Clackmannanshire and Fife","60","60","38800","37660"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Dorset","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","East Ayrshire and North Ayrshire mainland","165","160","29200","28600"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","East Cumbria","50","50","25260","22410"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","50","50","33170","27890"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Glasgow City","70","65","40150","38790"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Gloucestershire CC","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Harrow and Hillingdon","110","105","29680","26520"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Isle of Anglesey","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Lincolnshire CC","135","130","38640","37980"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Manchester","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Mid Lancashire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","North Hampshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","North Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","North Yorkshire CC","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","North and West Norfolk","75","75","36780","34000"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Overseas","35","35","56600","58020"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Oxfordshire CC","90","85","37670","35670"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Plymouth","60","55","34250","31220"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Portsmouth","55","55","37520","35810"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Powys","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Somerset CC","240","230","39880","39640"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","South Hampshire","140","130","27470","26590"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Suffolk CC","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Telford and Wrekin","35","35","31770","31920"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Warwickshire CC","85","85","26560","23590"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Westminster","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Wiltshire","30","30","38480","37300"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Central Hampshire","815","770","46590","49260"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","South Hampshire","45","40","40840","39890"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","Wiltshire","1655","1590","44740","45690"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","80","75","53930","51300"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Birmingham","260","255","43210","38180"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","120","115","39920","37470"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","City of Edinburgh","55","55","45110","41820"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Darlington","50","50","44300","41360"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","265","265","44680","37750"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","65","65","46790","43900"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Leeds","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Nottingham","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Tyneside","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Westminster","3430","3350","53170","55120"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Belfast","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Birmingham","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Darlington","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Glasgow City","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Leeds","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Liverpool","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Manchester","60","60","43720","39040"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Tyneside","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Westminster","1120","1100","50990","53030"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
