"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cabinet Office","G7","Female","160","160","57130","56430"
"In post","2023","Declared disabled","Cabinet Office","G7","Male","155","155","58390","56430"
"In post","2023","Declared disabled","Cabinet Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","HEO","Female","305","305","31770","31000"
"In post","2023","Declared disabled","Cabinet Office","HEO","Male","180","180","32470","32960"
"In post","2023","Declared disabled","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","SCS level","Female","30","30","92720","80680"
"In post","2023","Declared disabled","Cabinet Office","SCS level","Male","45","45","98010","82020"
"In post","2023","Declared disabled","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","SEO","Female","120","115","40720","40940"
"In post","2023","Declared disabled","Cabinet Office","SEO","Male","65","65","40920","41410"
"In post","2023","Declared disabled","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Female","90","75","22660","22180"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Male","45","45","22980","22440"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Female","120","110","27030","26690"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Male","85","85","27170","26650"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Female","50","45","68630","67210"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Male","35","35","67970","66790"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Female","150","145","54410","55120"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Male","135","130","56060","55350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Female","215","200","33760","33130"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Male","150","145","34430","34410"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Female","185","175","42140","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Male","140","140","42050","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Female","40","40","54150","53030"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Female","45","40","36230","35620"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Male","30","30","36500","35620"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Female","55","50","27460","26940"
"In post","2023","Declared disabled","Department for Education","EO","Male","35","35","27880","26940"
"In post","2023","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6","Female","50","45","66560","65880"
"In post","2023","Declared disabled","Department for Education","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G7","Female","130","125","53510","51910"
"In post","2023","Declared disabled","Department for Education","G7","Male","65","65","53620","52150"
"In post","2023","Declared disabled","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","HEO","Female","120","110","31920","31080"
"In post","2023","Declared disabled","Department for Education","HEO","Male","60","60","32350","31200"
"In post","2023","Declared disabled","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SEO","Female","150","145","39980","38210"
"In post","2023","Declared disabled","Department for Education","SEO","Male","95","95","40010","38070"
"In post","2023","Declared disabled","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Female","270","240","22560","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Male","145","140","22520","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Female","210","195","26910","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Male","115","115","26800","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Female","45","45","62210","61980"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Male","40","40","62610","62070"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Female","155","145","51610","49970"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Male","110","110","52330","52310"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Female","215","205","31600","30640"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Male","140","135","31980","30960"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Female","195","185","38760","37710"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Male","125","120","38980","37710"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G7","Female","40","40","56390","55370"
"In post","2023","Declared disabled","Department for International Trade","G7","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","HEO","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","HEO","Male","35","35","35470","35010"
"In post","2023","Declared disabled","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SEO","Female","35","35","41520","41550"
"In post","2023","Declared disabled","Department for International Trade","SEO","Male","30","30","42500","41550"
"In post","2023","Declared disabled","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Female","30","30","28590","28850"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G7","Female","65","65","53750","54630"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G7","Male","50","50","53640","54630"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","HEO","Female","60","60","33540","33880"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","HEO","Male","40","40","34480","34310"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO","Female","45","45","40450","40390"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO","Male","35","35","40920","40800"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","AA","Female","120","85","19050","19000"
"In post","2023","Declared disabled","Department for Transport","AA","Male","50","45","19000","19000"
"In post","2023","Declared disabled","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","AO","Female","285","230","22580","22500"
"In post","2023","Declared disabled","Department for Transport","AO","Male","140","135","23950","22500"
"In post","2023","Declared disabled","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","EO","Female","155","135","28010","27450"
"In post","2023","Declared disabled","Department for Transport","EO","Male","225","200","28640","27450"
"In post","2023","Declared disabled","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G7","Female","45","40","54110","55740"
"In post","2023","Declared disabled","Department for Transport","G7","Male","50","45","57240","55740"
"In post","2023","Declared disabled","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","HEO","Female","95","90","33570","32670"
"In post","2023","Declared disabled","Department for Transport","HEO","Male","100","95","34250","33080"
"In post","2023","Declared disabled","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SEO","Female","60","60","42630","42180"
"In post","2023","Declared disabled","Department for Transport","SEO","Male","65","65","44140","43320"
"In post","2023","Declared disabled","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","AA","Female","35","30","21350","21250"
"In post","2023","Declared disabled","Department for Work and Pensions","AA","Male","35","30","21250","21250"
"In post","2023","Declared disabled","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","AO","Female","3485","2790","22020","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","AO","Male","1825","1675","21980","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Female","6390","5470","28770","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Male","2690","2520","28770","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","G6","Female","75","70","69870","66860"
"In post","2023","Declared disabled","Department for Work and Pensions","G6","Male","55","50","71660","71880"
"In post","2023","Declared disabled","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","G7","Female","240","225","53000","50610"
"In post","2023","Declared disabled","Department for Work and Pensions","G7","Male","185","180","54740","54230"
"In post","2023","Declared disabled","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","HEO","Female","1090","995","35210","34170"
"In post","2023","Declared disabled","Department for Work and Pensions","HEO","Male","585","560","35170","34170"
"In post","2023","Declared disabled","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO","Female","400","375","40720","38470"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO","Male","260","250","42710","40790"
