"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Westminster","100","100","49900","46030"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","York","20","20","36650","33100"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Tyneside","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Swansea","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Wakefield","15","15","41320","38940"
"In post","2023","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Nottingham","25","25","26590","26900"
"In post","2023","Attorney General's Departments","Finance","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","Westminster","95","90","39800","31640"
"In post","2023","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","York","15","15","35630","31180"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","Birmingham","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","Wakefield","15","15","29890","27400"
"In post","2023","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","Westminster","140","135","43220","37850"
"In post","2023","Attorney General's Departments","Human Resources","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","Liverpool","40","40","35850","31180"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","York","20","20","42420","38940"
"In post","2023","Attorney General's Departments","Human Resources","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands","Birmingham","10","10","37780","32370"
"In post","2023","Attorney General's Departments","Human Resources","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Westminster","50","45","45110","39700"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","York","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Hertfordshire CC","100","95","59400","61920"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","65","60","55320","55170"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cheshire","Warrington","10","10","70230","61530"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","15","10","51250","54800"
"In post","2023","Attorney General's Departments","Legal","Cumbria","East Cumbria","15","15","54830","54520"
"In post","2023","Attorney General's Departments","Legal","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Nottingham","120","110","53350","51270"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Devon","Devon CC","55","50","53160","55870"
"In post","2023","Attorney General's Departments","Legal","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Anglia","Cambridgeshire CC","15","15","47450","49050"
"In post","2023","Attorney General's Departments","Legal","East Anglia","Norwich and East Norfolk","30","25","52230","51670"
"In post","2023","Attorney General's Departments","Legal","East Anglia","Suffolk CC","20","15","53450","56450"
"In post","2023","Attorney General's Departments","Legal","East Wales","Cardiff and Vale of Glamorgan","115","105","53890","54800"
"In post","2023","Attorney General's Departments","Legal","East Wales","Flintshire and Wrexham","50","50","49940","50160"
"In post","2023","Attorney General's Departments","Legal","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","35","30","55590","56450"
"In post","2023","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Essex","Heart of Essex","105","95","56400","55170"
"In post","2023","Attorney General's Departments","Legal","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","30","25","58010","55470"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","130","120","55940","53900"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Manchester","190","175","54060","53750"
"In post","2023","Attorney General's Departments","Legal","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Hampshire and Isle of Wight","Portsmouth","60","55","56800","58820"
"In post","2023","Attorney General's Departments","Legal","Hampshire and Isle of Wight","South Hampshire","80","75","58860","55770"
"In post","2023","Attorney General's Departments","Legal","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Inner London - West","Westminster","2780","2595","60710","62290"
"In post","2023","Attorney General's Departments","Legal","Kent","East Kent","55","55","55800","55170"
"In post","2023","Attorney General's Departments","Legal","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Lancashire","Mid Lancashire","105","100","52620","53750"
"In post","2023","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","Leicester","70","65","52380","52060"
"In post","2023","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","48050","49050"
"In post","2023","Attorney General's Departments","Legal","Lincolnshire","Lincolnshire CC","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Legal","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Merseyside","Liverpool","155","150","52150","51270"
"In post","2023","Attorney General's Departments","Legal","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North Yorkshire","York","35","35","66760","66970"
"In post","2023","Attorney General's Departments","Legal","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Northumberland, and Tyne and Wear","Tyneside","115","105","53300","53750"
"In post","2023","Attorney General's Departments","Legal","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Shropshire and Staffordshire","Stoke-on-Trent","35","35","55190","53750"
"In post","2023","Attorney General's Departments","Legal","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South Yorkshire","Sheffield","55","50","50360","51270"
"In post","2023","Attorney General's Departments","Legal","Surrey, East and West Sussex","Brighton and Hove","50","45","58710","58820"
"In post","2023","Attorney General's Departments","Legal","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Surrey, East and West Sussex","West Surrey","45","40","57290","56990"
"In post","2023","Attorney General's Departments","Legal","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Tees Valley and Durham","South Teesside","50","45","53200","55450"
"In post","2023","Attorney General's Departments","Legal","West Midlands","Birmingham","265","250","53750","53750"
"In post","2023","Attorney General's Departments","Legal","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Wales and The Valleys","Swansea","40","40","51180","50640"
"In post","2023","Attorney General's Departments","Legal","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Yorkshire","Leeds","345","325","53890","52060"
"In post","2023","Attorney General's Departments","Legal","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","80","70","27760","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","60","55","28360","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Cheshire","Warrington","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","15","10","25540","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Cumbria","East Cumbria","10","10","24570","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
