"Status","Year","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Female","205","185","38950","35760"
"In post","2023","Commercial","Department for Transport","Male","190","185","42620","39820"
"In post","2023","Commercial","Department for Work and Pensions","Female","45","45","35280","32820"
"In post","2023","Commercial","Department for Work and Pensions","Male","45","45","38740","34170"
"In post","2023","Commercial","Department of Health and Social Care","Female","150","145","41380","38120"
"In post","2023","Commercial","Department of Health and Social Care","Male","100","100","52860","47800"
"In post","2023","Commercial","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Female","100","95","41790","40370"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Male","70","70","47160","45430"
"In post","2023","Commercial","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","Female","75","65","38250","41780"
"In post","2023","Commercial","HM Revenue and Customs","Male","75","75","40950","36020"
"In post","2023","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","Female","60","55","40640","39190"
"In post","2023","Commercial","Home Office","Male","65","65","40940","40380"
"In post","2023","Commercial","Ministry of Defence","Female","1230","1165","38400","35490"
"In post","2023","Commercial","Ministry of Defence","Male","990","970","41520","41000"
"In post","2023","Commercial","Ministry of Justice","Female","150","145","36180","37680"
"In post","2023","Commercial","Ministry of Justice","Male","130","130","35620","35410"
"In post","2023","Commercial","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Government","Female","50","45","34450","31290"
"In post","2023","Commercial","Scottish Government","Male","60","60","37390","34070"
"In post","2023","Commercial","The National Archives","Female","15","15","[c]","[c]"
"In post","2023","Commercial","The National Archives","Male","20","20","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Female","85","85","49400","45380"
"In post","2023","Commercial","UK Export Finance","Male","140","140","56540","52080"
"In post","2023","Commercial","UK Statistics Authority","Female","20","20","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Attorney General's Departments","Female","50","50","43890","40540"
"In post","2023","Communications","Attorney General's Departments","Male","35","35","41410","39320"
"In post","2023","Communications","Cabinet Office","Female","170","165","50700","44770"
"In post","2023","Communications","Cabinet Office","Male","100","100","52000","42120"
"In post","2023","Communications","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2023","Communications","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2023","Communications","Charity Commission","Female","20","15","[c]","[c]"
"In post","2023","Communications","Charity Commission","Male","10","10","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Female","20","20","[c]","[c]"
"In post","2023","Communications","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Female","140","135","44830","41240"
"In post","2023","Communications","Department for Business, Energy and Industrial Strategy","Male","110","110","42680","39720"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Female","35","35","48960","46980"
"In post","2023","Communications","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2023","Communications","Department for Education","Female","185","175","41860","37870"
"In post","2023","Communications","Department for Education","Male","95","95","40780","37590"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Female","195","180","39740","37300"
"In post","2023","Communications","Department for Environment, Food and Rural Affairs","Male","95","90","41660","37800"
"In post","2023","Communications","Department for International Trade","Female","60","60","46050","41750"
"In post","2023","Communications","Department for International Trade","Male","40","40","49190","42110"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Female","50","50","47280","42040"
"In post","2023","Communications","Department for Levelling Up, Housing and Communities","Male","45","45","49200","42210"
"In post","2023","Communications","Department for Transport","Female","125","115","39060","35190"
"In post","2023","Communications","Department for Transport","Male","95","90","39930","35760"
"In post","2023","Communications","Department for Work and Pensions","Female","160","145","42540","39780"
"In post","2023","Communications","Department for Work and Pensions","Male","95","90","46190","44360"
"In post","2023","Communications","Department of Health and Social Care","Female","150","140","46660","41690"
"In post","2023","Communications","Department of Health and Social Care","Male","80","80","49490","43910"
"In post","2023","Communications","Estyn","Female","5","5","[c]","[c]"
"In post","2023","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Female","40","40","40020","38100"
"In post","2023","Communications","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Female","70","65","46700","44890"
"In post","2023","Communications","Foreign, Commonwealth and Development Office","Male","60","60","51780","46450"
"In post","2023","Communications","HM Land Registry","Female","15","15","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Male","15","15","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs","Female","175","165","46880","42510"
"In post","2023","Communications","HM Revenue and Customs","Male","110","110","47230","42510"
"In post","2023","Communications","HM Treasury","Female","30","25","[c]","[c]"
"In post","2023","Communications","HM Treasury","Male","20","20","[c]","[c]"
"In post","2023","Communications","Home Office","Female","75","75","50660","46690"
"In post","2023","Communications","Home Office","Male","45","45","49130","45280"
"In post","2023","Communications","Ministry of Defence","Female","320","310","37960","34300"
"In post","2023","Communications","Ministry of Defence","Male","285","280","37530","34300"
"In post","2023","Communications","Ministry of Justice","Female","135","135","45280","43650"
"In post","2023","Communications","Ministry of Justice","Male","95","90","46620","43650"
"In post","2023","Communications","National Crime Agency","Female","25","25","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Female","30","25","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Female","45","40","46210","42650"
"In post","2023","Communications","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","Communications","Scottish Government","Female","25","25","[c]","[c]"
"In post","2023","Communications","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Communications","The National Archives","Female","10","10","[c]","[c]"
"In post","2023","Communications","The National Archives","Male","5","5","[c]","[c]"
"In post","2023","Communications","UK Export Finance","Female","45","45","54860","46770"
"In post","2023","Communications","UK Export Finance","Male","30","30","60820","54000"
"In post","2023","Communications","UK Statistics Authority","Female","50","45","41440","37760"
"In post","2023","Communications","UK Statistics Authority","Male","25","25","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Attorney General's Departments","Female","95","95","43790","40000"
"In post","2023","Counter Fraud","Attorney General's Departments","Male","140","135","50550","43480"
"In post","2023","Counter Fraud","Cabinet Office","Female","70","65","47650","44770"
"In post","2023","Counter Fraud","Cabinet Office","Male","75","75","49780","50990"
"In post","2023","Counter Fraud","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","225","205","32750","31350"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","210","205","36650","37140"
"In post","2023","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Transport","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Department for Transport","Male","30","30","31000","31310"
"In post","2023","Counter Fraud","Department for Work and Pensions","Female","4040","3555","29130","28120"
"In post","2023","Counter Fraud","Department for Work and Pensions","Male","2505","2350","29630","28120"
"In post","2023","Counter Fraud","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Male","35","30","40490","38100"
"In post","2023","Counter Fraud","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs","Female","4640","4260","35460","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","Male","5005","4850","37810","35000"
"In post","2023","Counter Fraud","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","Male","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","Female","1770","1465","23400","21690"
"In post","2023","Debt","Department for Work and Pensions","Male","860","810","23270","21690"
"In post","2023","Debt","HM Revenue and Customs","Female","2905","2565","25470","22520"
"In post","2023","Debt","HM Revenue and Customs","Male","2215","2130","25300","22520"
"In post","2023","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Female","130","125","40330","38940"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Male","165","165","45480","41250"
"In post","2023","Digital, Data & Technology","Cabinet Office","Female","620","605","48660","51290"
"In post","2023","Digital, Data & Technology","Cabinet Office","Male","790","785","50810","51290"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Male","40","40","37420","31360"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Male","50","50","55130","55130"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","775","725","39270","38000"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","1515","1475","41750","39650"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","Female","515","490","42890","38070"
"In post","2023","Digital, Data & Technology","Department for Education","Male","575","570","43970","40900"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","435","410","41990","39370"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","575","570","44450","49400"
"In post","2023","Digital, Data & Technology","Department for International Trade","Female","95","95","50850","45350"
"In post","2023","Digital, Data & Technology","Department for International Trade","Male","115","110","51580","52220"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Female","95","85","49640","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Male","120","120","50960","49700"
"In post","2023","Digital, Data & Technology","Department for Transport","Female","355","340","38010","34850"
"In post","2023","Digital, Data & Technology","Department for Transport","Male","830","825","43450","40220"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Female","1515","1415","41940","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Male","2855","2775","44160","38470"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Female","220","215","48990","46000"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Male","230","230","49750","49590"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Female","30","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Male","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","140","135","43730","41230"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","330","325","45970","43050"
"In post","2023","Digital, Data & Technology","HM Land Registry","Female","255","235","38790","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","Male","440","430","40040","39460"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Female","1460","1395","43070","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Male","2520","2475","44130","42140"
"In post","2023","Digital, Data & Technology","HM Treasury","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","Male","45","45","55860","54440"
"In post","2023","Digital, Data & Technology","Home Office","Female","585","565","45110","42190"
"In post","2023","Digital, Data & Technology","Home Office","Male","1065","1055","48750","44040"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Female","1235","1180","34840","33830"
"In post","2023","Digital, Data & Technology","Ministry of Defence","Male","2110","2090","38250","34300"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Female","545","530","46580","43650"
"In post","2023","Digital, Data & Technology","Ministry of Justice","Male","880","875","48230","47410"
"In post","2023","Digital, Data & Technology","National Crime Agency","Female","130","125","42720","40700"
"In post","2023","Digital, Data & Technology","National Crime Agency","Male","135","135","46570","43870"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","50","50","42760","41050"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","70","70","46590","41050"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","60","60","45220","43000"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","115","115","49910","46160"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Government","Female","70","70","42000","39450"
"In post","2023","Digital, Data & Technology","Scottish Government","Male","170","170","42300","38170"
"In post","2023","Digital, Data & Technology","The National Archives","Female","65","60","41060","38760"
"In post","2023","Digital, Data & Technology","The National Archives","Male","75","75","43580","45000"
"In post","2023","Digital, Data & Technology","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Male","40","40","58850","54130"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Female","325","310","42640","38510"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Male","570","555","42830","39200"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Government","Male","10","10","[c]","[c]"
"In post","2023","Finance","Attorney General's Departments","Female","90","80","36820","31820"
"In post","2023","Finance","Attorney General's Departments","Male","80","80","41420","32630"
"In post","2023","Finance","Cabinet Office","Female","95","95","38090","32960"
"In post","2023","Finance","Cabinet Office","Male","125","125","44500","36180"
"In post","2023","Finance","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2023","Finance","Chancellor's other departments","Male","15","15","[c]","[c]"
"In post","2023","Finance","Charity Commission","Female","5","5","[c]","[c]"
"In post","2023","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Female","185","170","44230","41880"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy","Male","155","150","45040","42320"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Female","45","40","52050","48260"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport","Male","55","55","55680","57760"
"In post","2023","Finance","Department for Education","Female","360","340","43130","38210"
"In post","2023","Finance","Department for Education","Male","300","295","46630","42970"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Female","240","230","41090","37310"
"In post","2023","Finance","Department for Environment, Food and Rural Affairs","Male","200","195","46220","49400"
"In post","2023","Finance","Department for International Trade","Female","45","40","49760","45350"
"In post","2023","Finance","Department for International Trade","Male","45","45","52040","55370"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Female","85","80","50540","49700"
"In post","2023","Finance","Department for Levelling Up, Housing and Communities","Male","55","55","48770","49700"
"In post","2023","Finance","Department for Transport","Female","225","215","39450","34660"
"In post","2023","Finance","Department for Transport","Male","205","205","45720","42050"
"In post","2023","Finance","Department for Work and Pensions","Female","1160","1060","38910","38470"
"In post","2023","Finance","Department for Work and Pensions","Male","965","935","41810","38470"
"In post","2023","Finance","Department of Health and Social Care","Female","230","225","43290","38970"
"In post","2023","Finance","Department of Health and Social Care","Male","185","180","49280","44690"
"In post","2023","Finance","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Male","25","25","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Female","345","325","40080","34950"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Male","255","250","42540","39450"
"In post","2023","Finance","HM Land Registry","Female","30","30","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs","Female","1775","1540","33850","28130"
"In post","2023","Finance","HM Revenue and Customs","Male","1255","1210","38400","35000"
"In post","2023","Finance","HM Treasury","Female","55","50","47050","45980"
"In post","2023","Finance","HM Treasury","Male","65","65","55320","53820"
"In post","2023","Finance","Home Office","Female","145","135","48880","43660"
"In post","2023","Finance","Home Office","Male","130","130","51530","48680"
"In post","2023","Finance","Ministry of Defence","Female","1315","1245","38860","34300"
"In post","2023","Finance","Ministry of Defence","Male","1015","995","43500","41000"
"In post","2023","Finance","Ministry of Justice","Female","410","390","42150","40480"
