"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","HEO","85","85","35930","35000"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","SEO","45","45","42070","41750"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","30","30","33740","33050"
"In post","2023","Declared disabled","Undeclared","AA/AO","AA","45","35","21700","21380"
"In post","2023","Declared disabled","Undeclared","AA/AO","AO","545","480","23790","22150"
"In post","2023","Declared disabled","Undeclared","EO","EO","710","640","29190","28120"
"In post","2023","Declared disabled","Undeclared","G6/G7","G6","65","60","70480","70510"
"In post","2023","Declared disabled","Undeclared","G6/G7","G7","220","215","55440","54710"
"In post","2023","Declared disabled","Undeclared","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","HEO","340","320","35250","34410"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","SEO","240","230","42310","41780"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","140","130","34280","33050"
"In post","2023","Declared disabled","Unknown","AA/AO","AA","60","55","22500","22180"
"In post","2023","Declared disabled","Unknown","AA/AO","AO","365","320","24330","22520"
"In post","2023","Declared disabled","Unknown","EO","EO","395","365","30660","28910"
"In post","2023","Declared disabled","Unknown","G6/G7","G6","30","30","71450","69800"
"In post","2023","Declared disabled","Unknown","G6/G7","G7","125","120","57230","56410"
"In post","2023","Declared disabled","Unknown","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","HEO","230","215","35750","35000"
"In post","2023","Declared disabled","Unknown","SEO/HEO","SEO","145","135","44110","42170"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","65","60","34330","30810"
"In post","2023","Declared disabled","White","AA/AO","AA","1815","1600","21780","21380"
"In post","2023","Declared disabled","White","AA/AO","AO","12010","10525","23680","22220"
"In post","2023","Declared disabled","White","EO","EO","13420","12095","28670","28120"
"In post","2023","Declared disabled","White","G6/G7","G6","1350","1295","70790","69870"
"In post","2023","Declared disabled","White","G6/G7","G7","4020","3855","56270","55780"
"In post","2023","Declared disabled","White","SCS level","SCS level","490","475","92010","83420"
"In post","2023","Declared disabled","White","SEO/HEO","HEO","7580","7205","34720","34300"
"In post","2023","Declared disabled","White","SEO/HEO","SEO","5060","4850","42720","41870"
"In post","2023","Declared disabled","White","Unknown","Unknown","3420","3180","31420","29050"
"In post","2023","Declared non-disabled","Asian","AA/AO","AA","500","445","22610","23000"
"In post","2023","Declared non-disabled","Asian","AA/AO","AO","6470","5740","23780","22520"
"In post","2023","Declared non-disabled","Asian","EO","EO","7880","7345","29300","28130"
"In post","2023","Declared non-disabled","Asian","G6/G7","G6","710","685","71100","69190"
"In post","2023","Declared non-disabled","Asian","G6/G7","G7","2490","2430","57440","56340"
"In post","2023","Declared non-disabled","Asian","SCS level","SCS level","240","230","91770","85270"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","HEO","4600","4460","35650","35000"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","SEO","2945","2880","43290","42940"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","780","730","29740","27190"
"In post","2023","Declared non-disabled","Black","AA/AO","AA","370","350","24060","23500"
"In post","2023","Declared non-disabled","Black","AA/AO","AO","2875","2685","26180","25480"
"In post","2023","Declared non-disabled","Black","EO","EO","3845","3670","30340","30200"
"In post","2023","Declared non-disabled","Black","G6/G7","G6","200","195","70950","69280"
"In post","2023","Declared non-disabled","Black","G6/G7","G7","1000","990","57730","56380"
"In post","2023","Declared non-disabled","Black","SCS level","SCS level","70","70","91690","82840"
"In post","2023","Declared non-disabled","Black","SEO/HEO","HEO","2115","2080","36070","35410"
"In post","2023","Declared non-disabled","Black","SEO/HEO","SEO","1415","1395","43730","43210"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","940","905","31630","29300"
"In post","2023","Declared non-disabled","Mixed","AA/AO","AA","130","125","22580","23230"
"In post","2023","Declared non-disabled","Mixed","AA/AO","AO","1325","1220","25520","22520"
"In post","2023","Declared non-disabled","Mixed","EO","EO","1490","1400","29260","28120"
"In post","2023","Declared non-disabled","Mixed","G6/G7","G6","290","280","70500","68090"
"In post","2023","Declared non-disabled","Mixed","G6/G7","G7","870","840","56540","55740"
"In post","2023","Declared non-disabled","Mixed","SCS level","SCS level","110","105","88200","81350"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","HEO","1110","1085","35370","34730"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","SEO","795","780","43100","42510"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","485","460","30720","28580"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","AA","35","35","23360","23230"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","AO","375","350","25560","24490"
"In post","2023","Declared non-disabled","Other ethnicity","EO","EO","460","430","29740","29160"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","G6","90","85","70830","68540"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","G7","240","230","56770","55730"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","SCS level","35","35","88850","83550"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","HEO","300","290","35710","35000"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","SEO","245","240","44100","42550"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","85","80","30670","28580"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","AA","160","140","21610","21380"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","AO","1790","1575","23850","22220"
"In post","2023","Declared non-disabled","Undeclared","EO","EO","2360","2130","29240","28120"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","G6","310","295","71570","70840"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","G7","780","750","57530","56870"
"In post","2023","Declared non-disabled","Undeclared","SCS level","SCS level","60","60","91640","81780"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","HEO","1175","1120","35590","34850"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","SEO","945","905","43640","42840"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","250","235","34810","33520"
"In post","2023","Declared non-disabled","Unknown","AA/AO","AA","260","230","22090","22080"
"In post","2023","Declared non-disabled","Unknown","AA/AO","AO","1840","1590","23970","22500"
"In post","2023","Declared non-disabled","Unknown","EO","EO","1890","1725","29180","28120"
"In post","2023","Declared non-disabled","Unknown","G6/G7","G6","235","225","70410","69040"
"In post","2023","Declared non-disabled","Unknown","G6/G7","G7","700","665","57020","56430"
"In post","2023","Declared non-disabled","Unknown","SCS level","SCS level","70","70","91590","85190"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","HEO","955","905","35290","34700"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","SEO","845","805","43530","42510"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","295","265","35070","38290"
"In post","2023","Declared non-disabled","White","AA/AO","AA","8805","7965","21950","22130"
"In post","2023","Declared non-disabled","White","AA/AO","AO","56050","50495","24640","22520"
"In post","2023","Declared non-disabled","White","EO","EO","60825","55935","28720","28120"
"In post","2023","Declared non-disabled","White","G6/G7","G6","12355","11875","70800","69940"
"In post","2023","Declared non-disabled","White","G6/G7","G7","29955","28865","56720","55990"
"In post","2023","Declared non-disabled","White","SCS level","SCS level","4520","4365","91310","83530"
"In post","2023","Declared non-disabled","White","SEO/HEO","HEO","42610","40755","34970","34400"
"In post","2023","Declared non-disabled","White","SEO/HEO","SEO","34010","32720","43050","42140"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","12250","11505","32400","29050"
"In post","2023","Undeclared","Asian","AA/AO","AA","45","40","23210","23230"
"In post","2023","Undeclared","Asian","AA/AO","AO","325","285","23960","22520"
"In post","2023","Undeclared","Asian","EO","EO","425","395","29580","28120"
"In post","2023","Undeclared","Asian","G6/G7","G6","55","55","70080","68420"
"In post","2023","Undeclared","Asian","G6/G7","G7","175","170","57750","56580"
"In post","2023","Undeclared","Asian","SCS level","SCS level","30","30","112670","118400"
"In post","2023","Undeclared","Asian","SEO/HEO","HEO","270","260","35460","35000"
"In post","2023","Undeclared","Asian","SEO/HEO","SEO","180","175","43630","43210"
"In post","2023","Undeclared","Asian","Unknown","Unknown","50","50","31480","28010"
"In post","2023","Undeclared","Black","AA/AO","AA","65","60","24220","23670"
"In post","2023","Undeclared","Black","AA/AO","AO","195","175","28470","26400"
"In post","2023","Undeclared","Black","EO","EO","210","200","31570","31280"
"In post","2023","Undeclared","Black","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","G6/G7","G7","55","55","56630","55720"
"In post","2023","Undeclared","Black","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","SEO/HEO","HEO","125","125","36870","35870"
"In post","2023","Undeclared","Black","SEO/HEO","SEO","80","80","44010","43650"
"In post","2023","Undeclared","Black","Unknown","Unknown","50","45","33630","33200"
"In post","2023","Undeclared","Mixed","AA/AO","AA","15","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","AA/AO","AO","100","90","25710","23560"
"In post","2023","Undeclared","Mixed","EO","EO","105","100","29900","28720"
"In post","2023","Undeclared","Mixed","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Undeclared","Mixed","G6/G7","G7","50","50","58080","56430"
"In post","2023","Undeclared","Mixed","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","SEO/HEO","HEO","80","80","35620","35000"
"In post","2023","Undeclared","Mixed","SEO/HEO","SEO","60","60","42980","41420"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","AA/AO","AO","30","25","27000","25540"
"In post","2023","Undeclared","Other ethnicity","EO","EO","45","45","28810","28120"
"In post","2023","Undeclared","Other ethnicity","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","G6/G7","G7","40","40","55310","54500"
"In post","2023","Undeclared","Other ethnicity","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","SEO/HEO","HEO","40","40","34230","34310"
"In post","2023","Undeclared","Other ethnicity","SEO/HEO","SEO","30","30","42840","42270"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","AA/AO","AA","140","130","21610","21380"
"In post","2023","Undeclared","Undeclared","AA/AO","AO","1255","1155","24870","22520"
"In post","2023","Undeclared","Undeclared","EO","EO","1590","1470","29270","28120"
"In post","2023","Undeclared","Undeclared","G6/G7","G6","365","350","71570","71300"
"In post","2023","Undeclared","Undeclared","G6/G7","G7","905","885","57570","56870"
"In post","2023","Undeclared","Undeclared","SCS level","SCS level","80","80","89990","82410"
"In post","2023","Undeclared","Undeclared","SEO/HEO","HEO","1410","1345","35420","35000"
"In post","2023","Undeclared","Undeclared","SEO/HEO","SEO","1130","1090","43680","42510"
"In post","2023","Undeclared","Undeclared","Unknown","Unknown","220","205","36340","33820"
"In post","2023","Undeclared","Unknown","AA/AO","AA","80","70","23150","23230"
"In post","2023","Undeclared","Unknown","AA/AO","AO","310","270","27480","25480"
"In post","2023","Undeclared","Unknown","EO","EO","270","250","30460","28480"
"In post","2023","Undeclared","Unknown","G6/G7","G6","85","85","69540","67890"
"In post","2023","Undeclared","Unknown","G6/G7","G7","160","155","55530","54690"
"In post","2023","Undeclared","Unknown","SCS level","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","HEO","195","190","35450","34700"
"In post","2023","Undeclared","Unknown","SEO/HEO","SEO","220","215","42800","41870"
"In post","2023","Undeclared","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","White","AA/AO","AA","1040","910","22450","23230"
"In post","2023","Undeclared","White","AA/AO","AO","4355","3865","26370","23190"
"In post","2023","Undeclared","White","EO","EO","3820","3540","29910","28120"
"In post","2023","Undeclared","White","G6/G7","G6","575","555","71340","69120"
"In post","2023","Undeclared","White","G6/G7","G7","1430","1380","56870","55890"
"In post","2023","Undeclared","White","SCS level","SCS level","210","200","98020","87650"
"In post","2023","Undeclared","White","SEO/HEO","HEO","2455","2350","35500","34700"
"In post","2023","Undeclared","White","SEO/HEO","SEO","1875","1800","43950","42480"
"In post","2023","Undeclared","White","Unknown","Unknown","625","580","32410","29050"
"In post","2023","Unknown","Asian","AA/AO","AA","55","50","22630","22520"
"In post","2023","Unknown","Asian","AA/AO","AO","615","565","23970","22520"
"In post","2023","Unknown","Asian","EO","EO","895","870","29510","28220"
"In post","2023","Unknown","Asian","G6/G7","G6","120","115","69830","68610"
"In post","2023","Unknown","Asian","G6/G7","G7","455","445","56580","55120"
"In post","2023","Unknown","Asian","SCS level","SCS level","55","50","92880","87130"
"In post","2023","Unknown","Asian","SEO/HEO","HEO","830","815","34570","34400"
"In post","2023","Unknown","Asian","SEO/HEO","SEO","510","505","42680","41950"
"In post","2023","Unknown","Asian","Unknown","Unknown","30","30","31890","27540"
"In post","2023","Unknown","Black","AA/AO","AA","35","30","23160","23230"
"In post","2023","Unknown","Black","AA/AO","AO","250","235","25470","24520"
"In post","2023","Unknown","Black","EO","EO","335","325","29740","29280"
"In post","2023","Unknown","Black","G6/G7","G6","30","30","71410","69940"
"In post","2023","Unknown","Black","G6/G7","G7","165","160","55980","55170"
"In post","2023","Unknown","Black","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Black","SEO/HEO","HEO","335","330","35520","34700"
"In post","2023","Unknown","Black","SEO/HEO","SEO","215","210","42720","42090"
"In post","2023","Unknown","Black","Unknown","Unknown","35","30","30680","28580"
"In post","2023","Unknown","Mixed","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","AA/AO","AO","135","125","24400","22870"
"In post","2023","Unknown","Mixed","EO","EO","230","225","29720","28670"
"In post","2023","Unknown","Mixed","G6/G7","G6","55","50","69760","67890"
"In post","2023","Unknown","Mixed","G6/G7","G7","135","130","56260","55370"
"In post","2023","Unknown","Mixed","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","SEO/HEO","HEO","280","275","34140","32960"
"In post","2023","Unknown","Mixed","SEO/HEO","SEO","140","135","42810","41950"
"In post","2023","Unknown","Mixed","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AA/AO","AO","30","30","24740","24220"
"In post","2023","Unknown","Other ethnicity","EO","EO","70","70","30330","29700"
"In post","2023","Unknown","Other ethnicity","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","G6/G7","G7","70","70","55980","55350"
"In post","2023","Unknown","Other ethnicity","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SEO/HEO","HEO","70","70","36120","35010"
"In post","2023","Unknown","Other ethnicity","SEO/HEO","SEO","45","45","43360","41860"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","AA/AO","AA","35","35","22740","22720"
"In post","2023","Unknown","Undeclared","AA/AO","AO","295","270","25520","22870"
"In post","2023","Unknown","Undeclared","EO","EO","495","465","32460","32030"
"In post","2023","Unknown","Undeclared","G6/G7","G6","125","120","73560","69970"
"In post","2023","Unknown","Undeclared","G6/G7","G7","340","330","57230","57090"
"In post","2023","Unknown","Undeclared","SCS level","SCS level","35","35","103970","93380"
"In post","2023","Unknown","Undeclared","SEO/HEO","HEO","395","380","36860","35070"
"In post","2023","Unknown","Undeclared","SEO/HEO","SEO","295","280","44050","42510"
"In post","2023","Unknown","Undeclared","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","AA","3635","3350","22650","22920"
"In post","2023","Unknown","Unknown","AA/AO","AO","19115","18015","24680","22520"
"In post","2023","Unknown","Unknown","EO","EO","15865","15260","28920","28120"
"In post","2023","Unknown","Unknown","G6/G7","G6","1940","1865","70810","69400"
"In post","2023","Unknown","Unknown","G6/G7","G7","5400","5265","56910","56000"
"In post","2023","Unknown","Unknown","SCS level","SCS level","695","675","95710","86450"
"In post","2023","Unknown","Unknown","SEO/HEO","HEO","9585","9345","35500","34850"
"In post","2023","Unknown","Unknown","SEO/HEO","SEO","6010","5865","42920","42510"
"In post","2023","Unknown","Unknown","Unknown","Unknown","4865","4580","32800","29050"
"In post","2023","Unknown","White","AA/AO","AA","1185","1080","22080","21380"
"In post","2023","Unknown","White","AA/AO","AO","5555","5055","24510","22520"
"In post","2023","Unknown","White","EO","EO","7210","6905","30380","28200"
"In post","2023","Unknown","White","G6/G7","G6","1510","1460","71240","69940"
"In post","2023","Unknown","White","G6/G7","G7","4090","3945","56190","55020"
"In post","2023","Unknown","White","SCS level","SCS level","505","485","94620","85200"
"In post","2023","Unknown","White","SEO/HEO","HEO","6545","6345","35150","34300"
"In post","2023","Unknown","White","SEO/HEO","SEO","4440","4300","43270","42140"
"In post","2023","Unknown","White","Unknown","Unknown","370","355","35180","30450"
"Leaver CS","2023","Declared disabled","Asian","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AA/AO","AO","70","[c]","22890","21960"
"Leaver CS","2023","Declared disabled","Asian","EO","EO","80","[c]","28970","28230"
"Leaver CS","2023","Declared disabled","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","EO","EO","75","[c]","29830","29910"
"Leaver CS","2023","Declared disabled","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AA/AO","AO","45","[c]","22110","21690"
"Leaver CS","2023","Declared disabled","Mixed","EO","EO","35","[c]","29290","29290"
"Leaver CS","2023","Declared disabled","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AA/AO","AO","60","[c]","22190","21690"
"Leaver CS","2023","Declared disabled","Undeclared","EO","EO","45","[c]","29840","28120"
"Leaver CS","2023","Declared disabled","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","AA/AO","AA","235","[c]","20680","19930"
"Leaver CS","2023","Declared disabled","White","AA/AO","AO","1390","[c]","22450","21690"
"Leaver CS","2023","Declared disabled","White","EO","EO","1120","[c]","28300","28120"
"Leaver CS","2023","Declared disabled","White","G6/G7","G6","115","[c]","69770","67610"
"Leaver CS","2023","Declared disabled","White","G6/G7","G7","210","[c]","56380","55470"
"Leaver CS","2023","Declared disabled","White","SCS level","SCS level","40","[c]","98060","95990"
"Leaver CS","2023","Declared disabled","White","SEO/HEO","HEO","445","[c]","34200","34170"
"Leaver CS","2023","Declared disabled","White","SEO/HEO","SEO","310","[c]","42660","41510"
"Leaver CS","2023","Declared disabled","White","Unknown","Unknown","275","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","AA/AO","AA","70","[c]","20780","20980"
"Leaver CS","2023","Declared non-disabled","Asian","AA/AO","AO","645","[c]","22760","21780"
"Leaver CS","2023","Declared non-disabled","Asian","EO","EO","605","[c]","28900","28370"
"Leaver CS","2023","Declared non-disabled","Asian","G6/G7","G6","50","[c]","69600","66860"
"Leaver CS","2023","Declared non-disabled","Asian","G6/G7","G7","150","[c]","56140","54570"
"Leaver CS","2023","Declared non-disabled","Asian","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","SEO/HEO","HEO","270","[c]","34850","34140"
"Leaver CS","2023","Declared non-disabled","Asian","SEO/HEO","SEO","200","[c]","43080","41980"
"Leaver CS","2023","Declared non-disabled","Asian","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","AA/AO","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","AA/AO","AO","330","[c]","23240","23340"
"Leaver CS","2023","Declared non-disabled","Black","EO","EO","470","[c]","29520","29660"
"Leaver CS","2023","Declared non-disabled","Black","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","G6/G7","G7","75","[c]","55490","55160"
"Leaver CS","2023","Declared non-disabled","Black","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","SEO/HEO","HEO","200","[c]","34740","34310"
"Leaver CS","2023","Declared non-disabled","Black","SEO/HEO","SEO","160","[c]","42440","41800"
"Leaver CS","2023","Declared non-disabled","Black","Unknown","Unknown","115","[c]","[c]","[c]"
