"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","SEO/HEO","Heterosexual / straight","425","420","39270","39150"
"In post","2023","Declared disabled","Black","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Black","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Heterosexual / straight","275","265","33170","30840"
"In post","2023","Declared disabled","Black","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","AA/AO","Heterosexual / straight","240","210","23900","22500"
"In post","2023","Declared disabled","Mixed","AA/AO","LGBO","55","55","25190","23230"
"In post","2023","Declared disabled","Mixed","AA/AO","Undeclared","40","35","24180","22310"
"In post","2023","Declared disabled","Mixed","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","EO","Heterosexual / straight","285","265","29580","28120"
"In post","2023","Declared disabled","Mixed","EO","LGBO","70","70","28640","28120"
"In post","2023","Declared disabled","Mixed","EO","Undeclared","50","45","28940","28120"
"In post","2023","Declared disabled","Mixed","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","G6/G7","Heterosexual / straight","140","135","60140","58670"
"In post","2023","Declared disabled","Mixed","G6/G7","LGBO","40","35","59640","56390"
"In post","2023","Declared disabled","Mixed","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","SEO/HEO","Heterosexual / straight","290","280","38040","37300"
"In post","2023","Declared disabled","Mixed","SEO/HEO","LGBO","80","75","37740","36330"
"In post","2023","Declared disabled","Mixed","SEO/HEO","Undeclared","40","40","37290","36240"
"In post","2023","Declared disabled","Mixed","SEO/HEO","Unknown","35","35","33400","30130"
"In post","2023","Declared disabled","Mixed","Unknown","Heterosexual / straight","135","130","31970","29210"
"In post","2023","Declared disabled","Mixed","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","AA/AO","Heterosexual / straight","40","35","24460","23280"
"In post","2023","Declared disabled","Other ethnicity","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","EO","Heterosexual / straight","75","70","29860","29460"
"In post","2023","Declared disabled","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","G6/G7","Heterosexual / straight","40","40","60490","55760"
"In post","2023","Declared disabled","Other ethnicity","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","85","80","37570","37130"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","AA/AO","Heterosexual / straight","115","100","23520","22400"
"In post","2023","Declared disabled","Undeclared","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","AA/AO","Undeclared","370","325","23640","22150"
"In post","2023","Declared disabled","Undeclared","AA/AO","Unknown","80","65","23020","21690"
"In post","2023","Declared disabled","Undeclared","EO","Heterosexual / straight","150","135","29180","28120"
"In post","2023","Declared disabled","Undeclared","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","EO","Undeclared","435","400","28940","28120"
"In post","2023","Declared disabled","Undeclared","EO","Unknown","95","85","30390","28130"
"In post","2023","Declared disabled","Undeclared","G6/G7","Heterosexual / straight","40","35","61370","61290"
"In post","2023","Declared disabled","Undeclared","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","G6/G7","Undeclared","145","140","60080","57970"
"In post","2023","Declared disabled","Undeclared","G6/G7","Unknown","95","90","55320","50160"
"In post","2023","Declared disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","Heterosexual / straight","100","95","38520","38070"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","Undeclared","370","350","38060","36990"
"In post","2023","Declared disabled","Undeclared","SEO/HEO","Unknown","90","85","38220","39890"
"In post","2023","Declared disabled","Undeclared","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Undeclared","100","95","34720","33050"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","105","90","23590","22520"
"In post","2023","Declared disabled","Unknown","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Unknown","290","255","24230","22520"
"In post","2023","Declared disabled","Unknown","EO","Heterosexual / straight","55","50","29550","29100"
"In post","2023","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Unknown","305","285","31040","29130"
"In post","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","30","30","61470","57970"
"In post","2023","Declared disabled","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","Unknown","100","100","59800","58040"
"In post","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","85","80","39700","37300"
"In post","2023","Declared disabled","Unknown","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","35","30","40870","39790"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Unknown","235","220","38430","38440"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","40","35","34500","30810"
"In post","2023","Declared disabled","White","AA/AO","Heterosexual / straight","10640","9310","23420","22220"
"In post","2023","Declared disabled","White","AA/AO","LGBO","1210","1140","23910","22400"
"In post","2023","Declared disabled","White","AA/AO","Undeclared","1225","1045","23160","21780"
"In post","2023","Declared disabled","White","AA/AO","Unknown","750","630","23350","22520"
"In post","2023","Declared disabled","White","EO","Heterosexual / straight","10490","9430","28670","28120"
"In post","2023","Declared disabled","White","EO","LGBO","1260","1210","28500","28120"
"In post","2023","Declared disabled","White","EO","Undeclared","1085","955","28710","28120"
"In post","2023","Declared disabled","White","EO","Unknown","585","500","28930","28120"
"In post","2023","Declared disabled","White","G6/G7","Heterosexual / straight","4190","4020","59870","57970"
"In post","2023","Declared disabled","White","G6/G7","LGBO","620","600","58790","56430"
"In post","2023","Declared disabled","White","G6/G7","Undeclared","360","345","61290","58850"
"In post","2023","Declared disabled","White","G6/G7","Unknown","200","190","61890","61100"
"In post","2023","Declared disabled","White","SCS level","Heterosexual / straight","390","375","93020","83880"
"In post","2023","Declared disabled","White","SCS level","LGBO","55","55","88710","80830"
"In post","2023","Declared disabled","White","SCS level","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","SEO/HEO","Heterosexual / straight","9775","9285","38110","37300"
"In post","2023","Declared disabled","White","SEO/HEO","LGBO","1490","1450","37330","36180"
"In post","2023","Declared disabled","White","SEO/HEO","Undeclared","880","845","38170","37300"
"In post","2023","Declared disabled","White","SEO/HEO","Unknown","495","475","35600","34700"
"In post","2023","Declared disabled","White","Unknown","Heterosexual / straight","2835","2630","31520","29050"
"In post","2023","Declared disabled","White","Unknown","LGBO","395","385","30000","27640"
"In post","2023","Declared disabled","White","Unknown","Undeclared","175","160","32850","30890"
"In post","2023","Declared disabled","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","AA/AO","Heterosexual / straight","5780","5190","23750","22520"
"In post","2023","Declared non-disabled","Asian","AA/AO","LGBO","145","130","23800","22520"
"In post","2023","Declared non-disabled","Asian","AA/AO","Undeclared","440","385","23620","22520"
"In post","2023","Declared non-disabled","Asian","AA/AO","Unknown","600","485","23220","22520"
"In post","2023","Declared non-disabled","Asian","EO","Heterosexual / straight","6765","6365","29250","28130"
"In post","2023","Declared non-disabled","Asian","EO","LGBO","115","105","29440","28120"
"In post","2023","Declared non-disabled","Asian","EO","Undeclared","395","350","29360","29310"
"In post","2023","Declared non-disabled","Asian","EO","Unknown","605","525","29700","28130"
"In post","2023","Declared non-disabled","Asian","G6/G7","Heterosexual / straight","2840","2770","60500","59000"
"In post","2023","Declared non-disabled","Asian","G6/G7","LGBO","80","80","58870","56440"
"In post","2023","Declared non-disabled","Asian","G6/G7","Undeclared","115","115","59670","57880"
"In post","2023","Declared non-disabled","Asian","G6/G7","Unknown","165","155","61230","60130"
"In post","2023","Declared non-disabled","Asian","SCS level","Heterosexual / straight","215","205","91830","85000"
"In post","2023","Declared non-disabled","Asian","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Heterosexual / straight","6755","6570","38580","37720"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","LGBO","130","130","39250","39190"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Undeclared","325","315","38930","38680"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Unknown","335","320","39150","39150"
"In post","2023","Declared non-disabled","Asian","Unknown","Heterosexual / straight","740","690","29860","27190"
"In post","2023","Declared non-disabled","Asian","Unknown","LGBO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AA/AO","Heterosexual / straight","2835","2675","26000","25480"
"In post","2023","Declared non-disabled","Black","AA/AO","LGBO","60","55","25560","24480"
"In post","2023","Declared non-disabled","Black","AA/AO","Undeclared","140","125","25440","25480"
"In post","2023","Declared non-disabled","Black","AA/AO","Unknown","210","180","25480","25480"
"In post","2023","Declared non-disabled","Black","EO","Heterosexual / straight","3310","3175","30280","30140"
"In post","2023","Declared non-disabled","Black","EO","LGBO","60","60","29810","29890"
"In post","2023","Declared non-disabled","Black","EO","Undeclared","160","150","30620","30620"
"In post","2023","Declared non-disabled","Black","EO","Unknown","310","285","30990","32520"
"In post","2023","Declared non-disabled","Black","G6/G7","Heterosexual / straight","1085","1070","59810","58070"
"In post","2023","Declared non-disabled","Black","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G6/G7","Undeclared","35","35","60880","59170"
"In post","2023","Declared non-disabled","Black","G6/G7","Unknown","65","60","60350","58970"
"In post","2023","Declared non-disabled","Black","SCS level","Heterosexual / straight","65","65","91930","83530"
"In post","2023","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Heterosexual / straight","3230","3190","39080","38810"
"In post","2023","Declared non-disabled","Black","SEO/HEO","LGBO","60","60","40030","39150"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Undeclared","115","115","39540","39150"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Unknown","115","110","39840","39450"
"In post","2023","Declared non-disabled","Black","Unknown","Heterosexual / straight","895","860","31550","29300"
"In post","2023","Declared non-disabled","Black","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Heterosexual / straight","1200","1110","25360","23230"
"In post","2023","Declared non-disabled","Mixed","AA/AO","LGBO","115","110","25540","23550"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Undeclared","80","70","24550","22520"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Unknown","65","55","23570","22520"
"In post","2023","Declared non-disabled","Mixed","EO","Heterosexual / straight","1215","1145","29270","28120"
"In post","2023","Declared non-disabled","Mixed","EO","LGBO","110","105","29240","28120"
"In post","2023","Declared non-disabled","Mixed","EO","Undeclared","105","95","29210","28120"
"In post","2023","Declared non-disabled","Mixed","EO","Unknown","60","55","29180","28120"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Heterosexual / straight","945","910","59980","57970"
"In post","2023","Declared non-disabled","Mixed","G6/G7","LGBO","95","95","59310","58050"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Undeclared","70","65","59760","56200"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Unknown","50","50","63060","63130"
"In post","2023","Declared non-disabled","Mixed","SCS level","Heterosexual / straight","90","85","86150","80270"
"In post","2023","Declared non-disabled","Mixed","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Heterosexual / straight","1595","1560","38650","38330"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","LGBO","155","150","38000","37540"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Undeclared","90","85","39470","39450"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Unknown","70","65","37640","37250"
"In post","2023","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","415","395","31050","29050"
"In post","2023","Declared non-disabled","Mixed","Unknown","LGBO","45","40","27120","25300"
"In post","2023","Declared non-disabled","Mixed","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Heterosexual / straight","335","315","25530","24070"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","LGBO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Unknown","35","25","24220","24480"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Heterosexual / straight","360","340","29590","28850"
"In post","2023","Declared non-disabled","Other ethnicity","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Undeclared","40","35","30090","30040"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Unknown","30","30","30150","30520"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Heterosexual / straight","250","240","60830","58470"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Undeclared","35","35","60480","57700"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","455","440","39410","38660"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Undeclared","50","45","39800","38900"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","75","70","30790","28810"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Heterosexual / straight","515","470","24290","22500"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","LGBO","30","25","23930","22150"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Undeclared","930","840","23880","22220"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Unknown","470","380","22530","21690"
"In post","2023","Declared non-disabled","Undeclared","EO","Heterosexual / straight","595","555","29660","28130"
"In post","2023","Declared non-disabled","Undeclared","EO","LGBO","35","30","30380","28370"
"In post","2023","Declared non-disabled","Undeclared","EO","Undeclared","1120","1030","28980","28120"
"In post","2023","Declared non-disabled","Undeclared","EO","Unknown","610","515","29250","28120"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Heterosexual / straight","255","250","60860","59370"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Undeclared","655","630","62170","59590"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Unknown","160","150","59800","59130"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Undeclared","35","35","94300","83950"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Heterosexual / straight","495","480","38650","37940"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","LGBO","35","35","38130","38070"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Undeclared","1300","1235","39630","38880"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Unknown","295","275","38170","37790"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","90","80","32780","31920"
"In post","2023","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Undeclared","160","145","35940","34610"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","575","510","24990","22520"
"In post","2023","Declared non-disabled","Unknown","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Undeclared","105","90","23510","22520"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Unknown","1400","1200","23200","21780"
"In post","2023","Declared non-disabled","Unknown","EO","Heterosexual / straight","425","395","29530","28130"
"In post","2023","Declared non-disabled","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Undeclared","90","85","28930","28120"
"In post","2023","Declared non-disabled","Unknown","EO","Unknown","1360","1230","29080","28120"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","275","265","61540","58750"
"In post","2023","Declared non-disabled","Unknown","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Undeclared","115","110","58170","57970"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Unknown","525","500","60190","59120"
"In post","2023","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Unknown","45","45","91030","81600"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","540","510","39400","38470"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Undeclared","220","205","39300","38410"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","1015","965","38970","38470"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","75","65","33770","35030"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","205","185","35760","38290"
