"Status","Year","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Scottish Government","Female","1255","1175","38600","34220"
"In post","2023","Declared disabled","Scottish Government","Male","980","940","38950","37060"
"In post","2023","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Statistics Authority","Female","390","345","34150","31560"
"In post","2023","Declared disabled","UK Statistics Authority","Male","245","220","34450","31560"
"In post","2023","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government","Female","210","195","41320","39690"
"In post","2023","Declared disabled","Welsh Government","Male","150","140","42080","39690"
"In post","2023","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Departments","Female","4780","4365","44890","45230"
"In post","2023","Declared non-disabled","Attorney General's Departments","Male","2535","2475","48780","52020"
"In post","2023","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cabinet Office","Female","2965","2860","50120","50690"
"In post","2023","Declared non-disabled","Cabinet Office","Male","2645","2615","55860","56000"
"In post","2023","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Chancellor's other departments","Female","150","140","56110","47390"
"In post","2023","Declared non-disabled","Chancellor's other departments","Male","195","195","65670","58200"
"In post","2023","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Female","145","135","37960","30170"
"In post","2023","Declared non-disabled","Charity Commission","Male","105","105","36690","30170"
"In post","2023","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Female","375","360","59690","57540"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Male","385","380","63180","59480"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","4920","4625","42390","40280"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","4995","4880","46060","42990"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","775","755","48610","52760"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","655","655","51210","53030"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education","Female","3140","2950","46670","43640"
"In post","2023","Declared non-disabled","Department for Education","Male","2105","2075","48840","51360"
"In post","2023","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","5035","4710","36390","33830"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","3815","3745","38900","37300"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Female","865","840","47600","42290"
"In post","2023","Declared non-disabled","Department for International Trade","Male","920","915","49370","44350"
"In post","2023","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","1545","1460","47370","44180"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","1485","1450","49490","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Female","5085","4510","32830","27260"
"In post","2023","Declared non-disabled","Department for Transport","Male","5960","5760","37240","31660"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Female","40530","34870","29240","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Male","23080","22175","31660","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Female","2545","2390","46280","41280"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Male","1370","1330","50050","43210"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Female","65","60","55290","60180"
"In post","2023","Declared non-disabled","Estyn","Male","45","45","67100","78500"
"In post","2023","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Female","420","405","41120","38100"
"In post","2023","Declared non-disabled","Food Standards Agency","Male","555","535","37340","31730"
"In post","2023","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","2045","1975","48200","41410"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","2395","2370","50490","46300"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Female","2495","2165","33130","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Male","1485","1380","35570","34850"
"In post","2023","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Female","22870","20690","35660","34370"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Male","20285","19685","37960","34700"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Female","855","820","48390","47940"
"In post","2023","Declared non-disabled","HM Treasury","Male","905","895","50040","53550"
"In post","2023","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Female","12955","11660","33880","29980"
"In post","2023","Declared non-disabled","Home Office","Male","11775","11320","35320","30410"
"In post","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Female","14705","13885","35460","33750"
"In post","2023","Declared non-disabled","Ministry of Defence","Male","20230","19845","38660","35030"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Female","34975","32295","31630","29050"
"In post","2023","Declared non-disabled","Ministry of Justice","Male","25055","24140","33950","32060"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Female","670","625","43640","41910"
"In post","2023","Declared non-disabled","National Crime Agency","Male","865","850","46830","45610"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Female","50","50","46060","37680"
"In post","2023","Declared non-disabled","Northern Ireland Office","Male","50","50","47540","43650"
"In post","2023","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","1165","1120","52210","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","545","535","56090","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Female","610","590","45020","42250"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Male","720","720","47060","43650"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","175","165","42540","39140"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","95","95","49380","47500"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Female","35","35","53390","53620"
"In post","2023","Declared non-disabled","Office of Rail and Road","Male","40","40","53450","46670"
"In post","2023","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Female","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Female","7355","6905","41120","34730"
"In post","2023","Declared non-disabled","Scottish Government","Male","5285","5175","42670","38210"
"In post","2023","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Female","205","190","38080","35470"
"In post","2023","Declared non-disabled","The National Archives","Male","150","145","39490","36000"
"In post","2023","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Female","200","195","50740","45130"
"In post","2023","Declared non-disabled","UK Export Finance","Male","245","245","58420","54000"
"In post","2023","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Female","1790","1580","35970","31660"
"In post","2023","Declared non-disabled","UK Statistics Authority","Male","1310","1200","37570","34060"
"In post","2023","Declared non-disabled","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","Female","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Female","110","105","56260","48340"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Male","105","105","56910","52660"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Female","3075","2850","42910","39690"
"In post","2023","Declared non-disabled","Welsh Government","Male","1995","1940","46020","39690"
"In post","2023","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","Female","135","125","48640","52400"
"In post","2023","Undeclared","Attorney General's Departments","Male","65","65","54300","54510"
"In post","2023","Undeclared","Cabinet Office","Female","190","185","48820","50020"
"In post","2023","Undeclared","Cabinet Office","Male","210","210","50880","51290"
"In post","2023","Undeclared","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Female","215","205","44010","41060"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Male","255","250","47110","41360"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","Female","45","45","47690","52760"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","Male","45","45","46110","40410"
"In post","2023","Undeclared","Department for Education","Female","200","195","44190","38140"
"In post","2023","Undeclared","Department for Education","Male","185","180","46100","42120"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Female","350","325","34980","30320"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Male","315","305","35900","32490"
"In post","2023","Undeclared","Department for International Trade","Female","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Male","50","50","51700","55430"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Female","105","100","47170","48660"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Male","110","105","47370","44100"
"In post","2023","Undeclared","Department for Transport","Female","425","380","32360","27260"
"In post","2023","Undeclared","Department for Transport","Male","655","635","36800","31660"
"In post","2023","Undeclared","Department for Work and Pensions","Female","2225","1955","28860","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Male","1695","1640","31400","28120"
"In post","2023","Undeclared","Department of Health and Social Care","Female","1045","970","47680","41780"
"In post","2023","Undeclared","Department of Health and Social Care","Male","630","615","55800","51660"
"In post","2023","Undeclared","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Female","135","130","40350","38100"
"In post","2023","Undeclared","Food Standards Agency","Male","145","145","39560","36940"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Female","105","100","47670","40700"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Male","165","165","54280","50250"
"In post","2023","Undeclared","HM Land Registry","Female","150","125","33980","32180"
"In post","2023","Undeclared","HM Land Registry","Male","135","125","35910","34850"
"In post","2023","Undeclared","HM Revenue and Customs","Female","1490","1320","35510","34370"
"In post","2023","Undeclared","HM Revenue and Customs","Male","1960","1875","38510","35000"
"In post","2023","Undeclared","HM Treasury","Female","165","160","44660","46200"
"In post","2023","Undeclared","HM Treasury","Male","185","185","48260","53550"
"In post","2023","Undeclared","Home Office","Female","690","615","34040","30200"
"In post","2023","Undeclared","Home Office","Male","880","835","35420","32160"
"In post","2023","Undeclared","Ministry of Defence","Female","1250","1185","34930","33830"
"In post","2023","Undeclared","Ministry of Defence","Male","2250","2185","37150","34570"
"In post","2023","Undeclared","Ministry of Justice","Female","3625","3270","31890","29050"
"In post","2023","Undeclared","Ministry of Justice","Male","4305","3980","34310","32920"
"In post","2023","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Female","110","105","52960","53150"
"In post","2023","Undeclared","Office of Rail and Road","Male","155","150","58990","59470"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","Female","240","225","39870","35020"
"In post","2023","Undeclared","Scottish Government","Male","160","155","43540","39590"
"In post","2023","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Female","80","70","31450","31060"
"In post","2023","Undeclared","UK Statistics Authority","Male","65","55","35120","31060"
"In post","2023","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","Female","90","80","43500","40700"
"In post","2023","Undeclared","Welsh Government","Male","95","90","46090","43660"
"In post","2023","Unknown","Attorney General's Departments","Female","1380","1295","43280","40800"
"In post","2023","Unknown","Attorney General's Departments","Male","630","625","46920","49050"
"In post","2023","Unknown","Cabinet Office","Female","1490","1455","40550","32960"
"In post","2023","Unknown","Cabinet Office","Male","1325","1315","43410","32960"
"In post","2023","Unknown","Chancellor's other departments","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Female","130","120","34030","30170"
"In post","2023","Unknown","Charity Commission","Male","85","80","33930","30170"
"In post","2023","Unknown","Competition and Markets Authority","Female","45","40","67360","61040"
"In post","2023","Unknown","Competition and Markets Authority","Male","40","40","77620","77400"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Female","1270","1195","37960","34870"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Male","1315","1295","40890","37750"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Female","125","120","46420","41920"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Male","95","95","45070","39620"
"In post","2023","Unknown","Department for Education","Female","1235","1200","39880","37590"
"In post","2023","Unknown","Department for Education","Male","790","785","42240","37590"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Female","895","815","34670","30320"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Male","860","845","35810","30840"
"In post","2023","Unknown","Department for International Trade","Female","685","670","47070","42030"
"In post","2023","Unknown","Department for International Trade","Male","715","710","50360","45150"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Female","245","230","44740","40800"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Male","235","230","47170","41840"
"In post","2023","Unknown","Department for Transport","Female","1180","1095","31860","26960"
"In post","2023","Unknown","Department for Transport","Male","1645","1605","33900","27490"
"In post","2023","Unknown","Department for Work and Pensions","Female","1525","1410","30490","28120"
