"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Heterosexual / straight","90","90","68170","69320"
"In post","2023","Inspector of Education and Training","London","LGBO","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","London","Unknown","5","5","[c]","[c]"
"In post","2023","Inspector of Education and Training","Outside London","Heterosexual / straight","860","845","66260","68340"
"In post","2023","Inspector of Education and Training","Outside London","LGBO","60","60","69310","77470"
"In post","2023","Inspector of Education and Training","Outside London","Undeclared","35","35","65110","66170"
"In post","2023","Inspector of Education and Training","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","Intelligence Analysis","London","Heterosexual / straight","860","830","40950","37180"
"In post","2023","Intelligence Analysis","London","LGBO","45","45","41670","38020"
"In post","2023","Intelligence Analysis","London","Undeclared","140","135","39630","37410"
"In post","2023","Intelligence Analysis","London","Unknown","190","185","40590","38020"
"In post","2023","Intelligence Analysis","Outside London","Heterosexual / straight","1465","1395","31350","28480"
"In post","2023","Intelligence Analysis","Outside London","LGBO","70","70","30990","28480"
"In post","2023","Intelligence Analysis","Outside London","Undeclared","205","195","32260","29790"
"In post","2023","Intelligence Analysis","Outside London","Unknown","225","220","29980","27170"
"In post","2023","Intelligence Analysis","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","Heterosexual / straight","145","140","53700","53070"
"In post","2023","Internal Audit","London","LGBO","15","10","[c]","[c]"
"In post","2023","Internal Audit","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Internal Audit","London","Unknown","20","20","[c]","[c]"
"In post","2023","Internal Audit","Outside London","Heterosexual / straight","430","405","46090","43890"
"In post","2023","Internal Audit","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Internal Audit","Outside London","Undeclared","50","50","45490","42700"
"In post","2023","Internal Audit","Outside London","Unknown","40","40","42330","42040"
"In post","2023","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Heterosexual / straight","845","835","50970","48570"
"In post","2023","International Trade","London","LGBO","110","110","49140","45070"
"In post","2023","International Trade","London","Undeclared","75","75","55160","55370"
"In post","2023","International Trade","London","Unknown","360","360","48560","42130"
"In post","2023","International Trade","Outside London","Heterosexual / straight","380","365","42740","41750"
"In post","2023","International Trade","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","International Trade","Outside London","Undeclared","35","30","40800","39690"
"In post","2023","International Trade","Outside London","Unknown","145","140","42760","42150"
"In post","2023","International Trade","Overseas","Heterosexual / straight","100","100","57440","55730"
"In post","2023","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","International Trade","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","International Trade","Overseas","Unknown","55","55","54280","54040"
"In post","2023","Knowledge and Information Management","London","Heterosexual / straight","515","495","42200","38680"
"In post","2023","Knowledge and Information Management","London","LGBO","70","65","40410","38040"
"In post","2023","Knowledge and Information Management","London","Undeclared","90","85","42070","38680"
"In post","2023","Knowledge and Information Management","London","Unknown","155","150","41940","38260"
"In post","2023","Knowledge and Information Management","Outside London","Heterosexual / straight","1205","1140","33530","30650"
"In post","2023","Knowledge and Information Management","Outside London","LGBO","75","75","32280","30470"
"In post","2023","Knowledge and Information Management","Outside London","Undeclared","205","195","34080","30610"
"In post","2023","Knowledge and Information Management","Outside London","Unknown","170","165","31950","28120"
"In post","2023","Knowledge and Information Management","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Heterosexual / straight","3020","2850","57840","55170"
"In post","2023","Legal","London","LGBO","240","235","60180","58740"
"In post","2023","Legal","London","Undeclared","385","365","58320","57850"
"In post","2023","Legal","London","Unknown","995","925","58290","61100"
"In post","2023","Legal","Outside London","Heterosexual / straight","4850","4530","49700","51270"
"In post","2023","Legal","Outside London","LGBO","235","230","47560","50460"
"In post","2023","Legal","Outside London","Undeclared","480","435","46660","45450"
"In post","2023","Legal","Outside London","Unknown","1335","1225","47660","49590"
"In post","2023","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","Heterosexual / straight","200","180","68660","56320"
"In post","2023","Medicine","London","LGBO","15","15","[c]","[c]"
"In post","2023","Medicine","London","Undeclared","45","45","72550","65400"
"In post","2023","Medicine","London","Unknown","75","65","93680","88400"
"In post","2023","Medicine","Outside London","Heterosexual / straight","1465","1300","54730","41700"
"In post","2023","Medicine","Outside London","LGBO","45","40","51070","40590"
"In post","2023","Medicine","Outside London","Undeclared","165","145","62350","48270"
"In post","2023","Medicine","Outside London","Unknown","405","350","53160","40590"
"In post","2023","Medicine","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","London","Heterosexual / straight","22955","21690","36270","32520"
"In post","2023","Operational Delivery","London","LGBO","1315","1285","37870","33850"
"In post","2023","Operational Delivery","London","Undeclared","3025","2800","35780","32520"
"In post","2023","Operational Delivery","London","Unknown","7215","6790","33820","31060"
"In post","2023","Operational Delivery","Outside London","Heterosexual / straight","159285","145970","29560","28120"
"In post","2023","Operational Delivery","Outside London","LGBO","10305","9910","29010","28120"
"In post","2023","Operational Delivery","Outside London","Undeclared","18550","16625","29190","28080"
"In post","2023","Operational Delivery","Outside London","Unknown","48865","44300","27490","25880"
"In post","2023","Operational Delivery","Overseas","Heterosexual / straight","210","210","46940","47380"
"In post","2023","Operational Delivery","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Unknown","35","35","45510","47380"
"In post","2023","Operational Delivery","Unknown","Heterosexual / straight","405","380","31690","28120"
"In post","2023","Operational Delivery","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Undeclared","65","60","29460","28120"
"In post","2023","Operational Delivery","Unknown","Unknown","135","125","29410","25880"
"In post","2023","Operational Research","London","Heterosexual / straight","265","255","52270","50130"
"In post","2023","Operational Research","London","LGBO","30","30","[c]","[c]"
"In post","2023","Operational Research","London","Undeclared","35","30","51630","48320"
"In post","2023","Operational Research","London","Unknown","70","65","46250","43650"
"In post","2023","Operational Research","Outside London","Heterosexual / straight","490","465","43490","42510"
"In post","2023","Operational Research","Outside London","LGBO","40","40","36380","34260"
"In post","2023","Operational Research","Outside London","Undeclared","35","35","41470","39890"
"In post","2023","Operational Research","Outside London","Unknown","195","190","34130","29500"
"In post","2023","Other","London","Heterosexual / straight","1560","1500","45380","36310"
"In post","2023","Other","London","LGBO","105","100","42870","36110"
"In post","2023","Other","London","Undeclared","225","215","45750","37810"
"In post","2023","Other","London","Unknown","460","450","42390","35410"
"In post","2023","Other","Outside London","Heterosexual / straight","8815","8180","31560","28120"
"In post","2023","Other","Outside London","LGBO","450","435","30230","28120"
"In post","2023","Other","Outside London","Undeclared","1040","965","30710","27470"
"In post","2023","Other","Outside London","Unknown","1845","1695","30200","25880"
"In post","2023","Other","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Unknown","Unknown","1700","1700","41940","40000"
"In post","2023","Planning","London","Heterosexual / straight","80","80","49720","44180"
"In post","2023","Planning","London","LGBO","5","5","[c]","[c]"
"In post","2023","Planning","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Planning","London","Unknown","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","Heterosexual / straight","100","90","43490","39690"
"In post","2023","Planning","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Planning","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Planning","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","Heterosexual / straight","345","310","58390","60050"
"In post","2023","Planning Inspectors","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Planning Inspectors","Outside London","Undeclared","40","35","58780","60050"
"In post","2023","Planning Inspectors","Outside London","Unknown","45","40","56020","48660"
"In post","2023","Policy","London","Heterosexual / straight","13700","13330","52650","54440"
"In post","2023","Policy","London","LGBO","1660","1640","50550","53030"
"In post","2023","Policy","London","Undeclared","1595","1565","51390","54090"
"In post","2023","Policy","London","Unknown","3635","3565","50410","45750"
"In post","2023","Policy","Outside London","Heterosexual / straight","7660","7370","43970","39690"
"In post","2023","Policy","Outside London","LGBO","690","670","42630","38220"
"In post","2023","Policy","Outside London","Undeclared","870","835","43460","39690"
"In post","2023","Policy","Outside London","Unknown","1115","1075","41630","37800"
"In post","2023","Policy","Overseas","Heterosexual / straight","1360","1355","53470","53970"
"In post","2023","Policy","Overseas","LGBO","130","130","53280","54000"
"In post","2023","Policy","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","Policy","Overseas","Unknown","560","560","54210","55060"
"In post","2023","Policy","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Project Delivery","London","Heterosexual / straight","3130","3045","53530","53030"
"In post","2023","Project Delivery","London","LGBO","235","235","51210","45880"
"In post","2023","Project Delivery","London","Undeclared","300","295","57610","55740"
"In post","2023","Project Delivery","London","Unknown","955","940","47550","43210"
"In post","2023","Project Delivery","Outside London","Heterosexual / straight","10110","9715","43910","41200"
"In post","2023","Project Delivery","Outside London","LGBO","520","515","42280","39190"
"In post","2023","Project Delivery","Outside London","Undeclared","1075","1035","44600","41800"
"In post","2023","Project Delivery","Outside London","Unknown","1710","1645","41300","39500"
"In post","2023","Project Delivery","Overseas","Heterosexual / straight","50","50","63050","63520"
"In post","2023","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","Project Delivery","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Property","London","Heterosexual / straight","640","615","45710","41850"
"In post","2023","Property","London","LGBO","45","40","46030","39150"
"In post","2023","Property","London","Undeclared","105","100","47160","43650"
"In post","2023","Property","London","Unknown","285","275","39180","35410"
"In post","2023","Property","Outside London","Heterosexual / straight","4115","3940","37690","34300"
"In post","2023","Property","Outside London","LGBO","155","150","34950","32610"
"In post","2023","Property","Outside London","Undeclared","480","445","37490","34640"
"In post","2023","Property","Outside London","Unknown","1010","960","33060","28370"
"In post","2023","Property","Overseas","Heterosexual / straight","50","50","47340","44010"
"In post","2023","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Unknown","Heterosexual / straight","35","35","47790","44360"
"In post","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","London","Heterosexual / straight","65","65","43290","35260"
"In post","2023","Psychology","London","LGBO","5","5","[c]","[c]"
"In post","2023","Psychology","London","Undeclared","10","5","[c]","[c]"
"In post","2023","Psychology","London","Unknown","15","15","[c]","[c]"
"In post","2023","Psychology","Outside London","Heterosexual / straight","1125","1085","38030","32420"
"In post","2023","Psychology","Outside London","LGBO","70","70","34040","30940"
"In post","2023","Psychology","Outside London","Undeclared","85","80","36310","32420"
"In post","2023","Psychology","Outside London","Unknown","215","195","38250","35260"
"In post","2023","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","London","Heterosexual / straight","700","680","48030","43420"
"In post","2023","Science and Engineering","London","LGBO","50","50","50200","45750"
"In post","2023","Science and Engineering","London","Undeclared","115","110","50860","46670"
"In post","2023","Science and Engineering","London","Unknown","265","255","46630","41280"
"In post","2023","Science and Engineering","Outside London","Heterosexual / straight","8310","8035","41130","39890"
"In post","2023","Science and Engineering","Outside London","LGBO","465","455","35590","32800"
"In post","2023","Science and Engineering","Outside London","Undeclared","1260","1195","40900","39650"
"In post","2023","Science and Engineering","Outside London","Unknown","2065","1995","40470","39890"
"In post","2023","Science and Engineering","Overseas","Heterosexual / straight","55","55","59280","59480"
"In post","2023","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","London","Heterosexual / straight","1085","1060","44540","39350"
"In post","2023","Security","London","LGBO","75","75","47750","43770"
"In post","2023","Security","London","Undeclared","125","120","45640","43210"
"In post","2023","Security","London","Unknown","315","310","44180","39330"
"In post","2023","Security","Outside London","Heterosexual / straight","5425","5280","32590","28560"
"In post","2023","Security","Outside London","LGBO","210","205","33160","30880"
"In post","2023","Security","Outside London","Undeclared","750","725","35720","35010"
"In post","2023","Security","Outside London","Unknown","1365","1340","33130","28560"
"In post","2023","Security","Overseas","Heterosexual / straight","90","90","40680","37770"
"In post","2023","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","Security","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","Security","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","Heterosexual / straight","415","400","51530","48070"
"In post","2023","Social Research","London","LGBO","50","50","49330","44200"
"In post","2023","Social Research","London","Undeclared","40","40","49490","46600"
"In post","2023","Social Research","London","Unknown","95","95","46020","43420"
"In post","2023","Social Research","Outside London","Heterosexual / straight","705","665","42190","39300"
"In post","2023","Social Research","Outside London","LGBO","105","100","38470","34400"
"In post","2023","Social Research","Outside London","Undeclared","60","55","41220","39300"
"In post","2023","Social Research","Outside London","Unknown","115","110","40940","39300"
"In post","2023","Statistics","London","Heterosexual / straight","830","800","49960","45960"
"In post","2023","Statistics","London","LGBO","90","90","48250","44450"
"In post","2023","Statistics","London","Undeclared","80","80","49420","46540"
"In post","2023","Statistics","London","Unknown","240","235","39300","35490"
"In post","2023","Statistics","Outside London","Heterosexual / straight","1200","1140","43320","40080"
"In post","2023","Statistics","Outside London","LGBO","145","145","40200","38470"
"In post","2023","Statistics","Outside London","Undeclared","125","120","41770","38210"
"In post","2023","Statistics","Outside London","Unknown","225","220","41970","39300"
"In post","2023","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","Heterosexual / straight","1395","1320","47160","42060"
"In post","2023","Tax","London","LGBO","80","75","46680","39790"
"In post","2023","Tax","London","Undeclared","200","185","46640","40350"
"In post","2023","Tax","London","Unknown","670","630","43000","39790"
"In post","2023","Tax","Outside London","Heterosexual / straight","9210","8735","37960","35000"
"In post","2023","Tax","Outside London","LGBO","725","700","35860","34700"
"In post","2023","Tax","Outside London","Undeclared","1045","970","40850","35000"
"In post","2023","Tax","Outside London","Unknown","4065","3850","32950","28150"
"In post","2023","Unknown","London","Heterosexual / straight","3225","3140","50730","45170"
"In post","2023","Unknown","London","LGBO","390","385","51420","45170"
