"Status","Year","Profession_of_post","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Wales","Outside London","AA","10","10","19000","19000"
"In post","2023","Commercial","Wales","Outside London","AO","35","30","22590","22500"
"In post","2023","Commercial","Wales","Outside London","EO","70","65","27340","27250"
"In post","2023","Commercial","Wales","Outside London","G6","20","15","69040","66860"
"In post","2023","Commercial","Wales","Outside London","G7","50","45","55920","53840"
"In post","2023","Commercial","Wales","Outside London","HEO","115","110","32770","32180"
"In post","2023","Commercial","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","Outside London","SEO","115","110","41330","40470"
"In post","2023","Commercial","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Outside London","AO","25","25","22370","21780"
"In post","2023","Commercial","West Midlands (England)","Outside London","EO","60","60","26890","26350"
"In post","2023","Commercial","West Midlands (England)","Outside London","G6","30","30","77760","75010"
"In post","2023","Commercial","West Midlands (England)","Outside London","G7","80","80","61890","65500"
"In post","2023","Commercial","West Midlands (England)","Outside London","HEO","80","80","33210","33830"
"In post","2023","Commercial","West Midlands (England)","Outside London","SCS level","10","10","134430","128000"
"In post","2023","Commercial","West Midlands (England)","Outside London","SEO","95","90","42310","41510"
"In post","2023","Commercial","West Midlands (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","AO","40","35","21680","21690"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","EO","65","60","27300","28100"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","G6","65","65","71090","66860"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","G7","195","190","59070","56000"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","HEO","160","150","33050","34170"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","SCS level","15","15","106030","102010"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","SEO","245","235","40070","38470"
"In post","2023","Commercial","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Outside London","EO","15","15","28340","27470"
"In post","2023","Communications","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Outside London","G7","25","20","55140","55530"
"In post","2023","Communications","East Midlands (England)","Outside London","HEO","35","35","33160","33370"
"In post","2023","Communications","East Midlands (England)","Outside London","SEO","40","40","41690","42140"
"In post","2023","Communications","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","Outside London","EO","15","15","27990","28550"
"In post","2023","Communications","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Outside London","G7","10","5","[c]","[c]"
"In post","2023","Communications","East of England","Outside London","HEO","25","25","34400","33990"
"In post","2023","Communications","East of England","Outside London","SEO","15","15","41460","41340"
"In post","2023","Communications","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","London","AO","30","30","25480","25610"
"In post","2023","Communications","London","London","EO","160","155","30150","29660"
"In post","2023","Communications","London","London","G6","195","185","70560","70500"
"In post","2023","Communications","London","London","G7","490","475","57740","56430"
"In post","2023","Communications","London","London","HEO","480","475","37150","36410"
"In post","2023","Communications","London","London","SCS level","90","90","90780","85000"
"In post","2023","Communications","London","London","SEO","550","540","44540","44070"
"In post","2023","Communications","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Outside London","AO","10","10","22160","22370"
"In post","2023","Communications","North East (England)","Outside London","EO","20","15","27050","26940"
"In post","2023","Communications","North East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Communications","North East (England)","Outside London","HEO","40","35","32910","32260"
"In post","2023","Communications","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Outside London","SEO","40","40","41520","42140"
"In post","2023","Communications","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","Outside London","EO","35","35","27210","26940"
"In post","2023","Communications","North West (England)","Outside London","G6","15","15","67450","67700"
"In post","2023","Communications","North West (England)","Outside London","G7","35","35","53330","52770"
"In post","2023","Communications","North West (England)","Outside London","HEO","75","70","32930","32800"
"In post","2023","Communications","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","SEO","75","75","41130","40790"
"In post","2023","Communications","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","SEO","15","10","41060","41780"
"In post","2023","Communications","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","EO","15","15","28600","27600"
"In post","2023","Communications","Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","G7","15","15","54950","54440"
"In post","2023","Communications","Scotland","Outside London","HEO","40","40","35110","34510"
"In post","2023","Communications","Scotland","Outside London","SEO","25","20","41340","41410"
"In post","2023","Communications","South East (England)","Outside London","AO","30","30","22790","22220"
"In post","2023","Communications","South East (England)","Outside London","EO","70","65","28350","27600"
"In post","2023","Communications","South East (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","G7","25","25","55140","54440"
"In post","2023","Communications","South East (England)","Outside London","HEO","85","85","33900","33990"
"In post","2023","Communications","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","SEO","65","60","40930","41340"
"In post","2023","Communications","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Outside London","AO","25","20","22500","22220"
"In post","2023","Communications","South West (England)","Outside London","EO","60","55","27530","27450"
"In post","2023","Communications","South West (England)","Outside London","G6","15","15","66260","67180"
"In post","2023","Communications","South West (England)","Outside London","G7","35","35","52650","52600"
"In post","2023","Communications","South West (England)","Outside London","HEO","85","80","32760","32810"
"In post","2023","Communications","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Outside London","SEO","95","90","39630","39540"
"In post","2023","Communications","South West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","AO","35","30","23490","22500"
"In post","2023","Communications","Wales","Outside London","EO","85","80","28220","27450"
"In post","2023","Communications","Wales","Outside London","G6","15","15","68720","68000"
"In post","2023","Communications","Wales","Outside London","G7","60","60","55870","56600"
"In post","2023","Communications","Wales","Outside London","HEO","125","115","34900","34210"
"In post","2023","Communications","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","SEO","105","100","43420","41760"
"In post","2023","Communications","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","AO","10","10","21730","22220"
"In post","2023","Communications","West Midlands (England)","Outside London","EO","25","25","27160","27140"
"In post","2023","Communications","West Midlands (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","G7","30","30","53160","53350"
"In post","2023","Communications","West Midlands (England)","Outside London","HEO","45","45","33250","33830"
"In post","2023","Communications","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","SEO","45","45","41170","41200"
"In post","2023","Communications","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","EO","15","15","26930","26920"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","G6","15","10","65890","68000"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","G7","30","30","53260","52160"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","HEO","45","40","35500","34280"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","SEO","75","70","42110","43250"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","London","EO","10","10","[c]","[c]"
"In post","2023","Corporate Finance","London","London","G6","10","10","87520","76420"
"In post","2023","Corporate Finance","London","London","G7","15","15","66260","58710"
"In post","2023","Corporate Finance","London","London","HEO","15","15","35260","34670"
"In post","2023","Corporate Finance","London","London","SCS level","5","5","[c]","[c]"
"In post","2023","Corporate Finance","London","London","SEO","15","15","44860","43950"
"In post","2023","Corporate Finance","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","AO","55","45","21870","21690"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","EO","295","270","28160","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","HEO","140","130","34690","34700"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","SEO","35","35","41970","42510"
"In post","2023","Counter Fraud","East of England","Outside London","AA","10","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Outside London","AO","80","70","23380","22520"
"In post","2023","Counter Fraud","East of England","Outside London","EO","265","250","29820","29730"
"In post","2023","Counter Fraud","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Outside London","HEO","90","85","35870","35000"
"In post","2023","Counter Fraud","East of England","Outside London","SEO","15","15","41440","42140"
"In post","2023","Counter Fraud","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","London","AO","330","290","25350","25610"
"In post","2023","Counter Fraud","London","London","EO","795","755","32210","32520"
"In post","2023","Counter Fraud","London","London","G6","55","50","73860","72800"
"In post","2023","Counter Fraud","London","London","G7","105","100","61170","61670"
"In post","2023","Counter Fraud","London","London","HEO","455","440","39130","39450"
"In post","2023","Counter Fraud","London","London","SCS level","15","15","93850","84930"
"In post","2023","Counter Fraud","London","London","SEO","220","210","44760","45560"
"In post","2023","Counter Fraud","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Outside London","AO","100","80","21680","21690"
"In post","2023","Counter Fraud","North East (England)","Outside London","EO","505","470","27970","28120"
"In post","2023","Counter Fraud","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Outside London","HEO","160","150","34530","34170"
"In post","2023","Counter Fraud","North East (England)","Outside London","SEO","25","25","39870","38470"
"In post","2023","Counter Fraud","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Outside London","AO","85","75","21830","21690"
"In post","2023","Counter Fraud","North West (England)","Outside London","EO","550","500","28110","28120"
"In post","2023","Counter Fraud","North West (England)","Outside London","G6","10","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Outside London","G7","35","30","55860","57970"
"In post","2023","Counter Fraud","North West (England)","Outside London","HEO","260","250","34860","34400"
"In post","2023","Counter Fraud","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Outside London","SEO","85","80","41900","42140"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","EO","70","65","27800","28000"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","HEO","25","25","34700","35000"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","SEO","10","10","42360","42330"
"In post","2023","Counter Fraud","Scotland","Outside London","AO","240","215","21740","21690"
"In post","2023","Counter Fraud","Scotland","Outside London","EO","435","400","27950","28120"
"In post","2023","Counter Fraud","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","HEO","120","115","34230","34170"
"In post","2023","Counter Fraud","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","SEO","30","30","40720","39750"
"In post","2023","Counter Fraud","South East (England)","Outside London","AO","295","255","24530","25610"
"In post","2023","Counter Fraud","South East (England)","Outside London","EO","455","415","29780","28410"
"In post","2023","Counter Fraud","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Outside London","G7","15","10","57440","57970"
"In post","2023","Counter Fraud","South East (England)","Outside London","HEO","165","160","36420","35330"
"In post","2023","Counter Fraud","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Outside London","SEO","35","35","41940","42300"
"In post","2023","Counter Fraud","South West (England)","Outside London","AO","40","30","21760","21690"
"In post","2023","Counter Fraud","South West (England)","Outside London","EO","325","290","28160","28120"
"In post","2023","Counter Fraud","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","HEO","115","110","34760","34170"
"In post","2023","Counter Fraud","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","SEO","25","25","42270","42510"
"In post","2023","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","AO","200","180","22120","21690"
"In post","2023","Counter Fraud","Wales","Outside London","EO","340","305","27830","28120"
"In post","2023","Counter Fraud","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","HEO","145","135","34410","34170"
"In post","2023","Counter Fraud","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","SEO","40","35","41320","41210"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","AO","85","70","21940","21690"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","EO","405","365","28280","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","G7","20","20","56170","57970"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","HEO","190","180","34540","34170"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","SEO","40","40","41080","41880"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","AO","85","70","21790","21690"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","EO","465","420","28140","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","G6","15","15","70180","70680"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","G7","30","30","55110","56870"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","HEO","185","180","34720","34700"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","SEO","80","75","41180","42140"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","AO","20","20","22950","22950"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","EO","85","80","28250","28120"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","G6","20","20","68730","67690"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","G7","75","75","54570","51940"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","HEO","110","110","33680","33020"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","SEO","100","100","41870","41070"
"In post","2023","Digital, Data and Technology","East of England","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Outside London","AO","20","20","23000","22220"
"In post","2023","Digital, Data and Technology","East of England","Outside London","EO","135","130","29010","28120"
"In post","2023","Digital, Data and Technology","East of England","Outside London","G6","15","15","64950","65020"
"In post","2023","Digital, Data and Technology","East of England","Outside London","G7","70","70","53670","52780"
"In post","2023","Digital, Data and Technology","East of England","Outside London","HEO","180","170","34790","34640"
"In post","2023","Digital, Data and Technology","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Outside London","SEO","100","100","41500","41170"
"In post","2023","Digital, Data and Technology","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","London","London","AO","55","55","26080","25900"
"In post","2023","Digital, Data and Technology","London","London","EO","420","410","30920","30560"
"In post","2023","Digital, Data and Technology","London","London","G6","595","585","72620","72300"
"In post","2023","Digital, Data and Technology","London","London","G7","1740","1710","59690","59290"
"In post","2023","Digital, Data and Technology","London","London","HEO","1055","1035","36670","36180"
"In post","2023","Digital, Data and Technology","London","London","SCS level","170","165","99700","94330"
"In post","2023","Digital, Data and Technology","London","London","SEO","1265","1245","44640","43760"
"In post","2023","Digital, Data and Technology","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","AO","50","50","21740","21690"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","EO","335","315","27970","28120"
