"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Black","Undeclared","100","95","35070","32850"
"In post","2023","Undeclared","Black","Unknown","145","130","38680","33450"
"In post","2023","Undeclared","Mixed","Heterosexual / straight","290","280","38720","33630"
"In post","2023","Undeclared","Mixed","LGBO","50","45","37400","33830"
"In post","2023","Undeclared","Mixed","Undeclared","90","85","35970","32700"
"In post","2023","Undeclared","Mixed","Unknown","40","35","39330","34790"
"In post","2023","Undeclared","Other ethnicity","Heterosexual / straight","80","75","36410","32150"
"In post","2023","Undeclared","Other ethnicity","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Undeclared","110","105","45780","39490"
"In post","2023","Undeclared","Other ethnicity","Unknown","25","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Heterosexual / straight","390","370","35260","31280"
"In post","2023","Undeclared","Undeclared","LGBO","75","70","36580","32160"
"In post","2023","Undeclared","Undeclared","Undeclared","6105","5780","38380","34700"
"In post","2023","Undeclared","Undeclared","Unknown","530","495","43480","38540"
"In post","2023","Undeclared","Unknown","Heterosexual / straight","155","140","36360","33440"
"In post","2023","Undeclared","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Undeclared","405","370","35550","32520"
"In post","2023","Undeclared","Unknown","Unknown","795","750","40340","35710"
"In post","2023","Undeclared","White","Heterosexual / straight","10040","9340","35500","32060"
"In post","2023","Undeclared","White","LGBO","965","940","34980","32060"
"In post","2023","Undeclared","White","Undeclared","3250","3015","36100","32920"
"In post","2023","Undeclared","White","Unknown","2125","1890","36450","32920"
"In post","2023","Unknown","Asian","Heterosexual / straight","2400","2330","37840","34190"
"In post","2023","Unknown","Asian","LGBO","75","75","39440","35370"
"In post","2023","Unknown","Asian","Undeclared","105","100","39390","36000"
"In post","2023","Unknown","Asian","Unknown","985","940","35520","31120"
"In post","2023","Unknown","Black","Heterosexual / straight","980","960","37050","34060"
"In post","2023","Unknown","Black","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Undeclared","55","50","36400","33500"
"In post","2023","Unknown","Black","Unknown","345","335","36200","33450"
"In post","2023","Unknown","Mixed","Heterosexual / straight","660","640","39780","35040"
"In post","2023","Unknown","Mixed","LGBO","85","85","37810","34190"
"In post","2023","Unknown","Mixed","Undeclared","60","55","38150","32980"
"In post","2023","Unknown","Mixed","Unknown","230","220","36480","30130"
"In post","2023","Unknown","Other ethnicity","Heterosexual / straight","180","175","40860","35880"
"In post","2023","Unknown","Other ethnicity","LGBO","25","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Undeclared","50","50","50370","51350"
"In post","2023","Unknown","Other ethnicity","Unknown","70","70","41790","36990"
"In post","2023","Unknown","Undeclared","Heterosexual / straight","230","215","38160","37060"
"In post","2023","Unknown","Undeclared","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Undeclared","830","800","42080","38310"
"In post","2023","Unknown","Undeclared","Unknown","950","895","42670","37060"
"In post","2023","Unknown","Unknown","Heterosexual / straight","1095","1045","35920","31180"
"In post","2023","Unknown","Unknown","LGBO","110","105","38530","32960"
"In post","2023","Unknown","Unknown","Undeclared","1225","1185","46000","41950"
"In post","2023","Unknown","Unknown","Unknown","64680","61890","33730","29050"
"In post","2023","Unknown","White","Heterosexual / straight","21730","20790","39030","35010"
"In post","2023","Unknown","White","LGBO","1760","1730","37220","33900"
"In post","2023","Unknown","White","Undeclared","1420","1350","38660","34730"
"In post","2023","Unknown","White","Unknown","6505","6065","35860","30320"
"Leaver CS","2023","Declared disabled","Asian","Heterosexual / straight","180","[c]","32170","28680"
"Leaver CS","2023","Declared disabled","Asian","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Heterosexual / straight","155","[c]","33610","30930"
"Leaver CS","2023","Declared disabled","Black","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Heterosexual / straight","85","[c]","31960","28120"
"Leaver CS","2023","Declared disabled","Mixed","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Undeclared","105","[c]","36660","28990"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","95","[c]","34180","32440"
"Leaver CS","2023","Declared disabled","White","Heterosexual / straight","2890","[c]","31950","27570"
"Leaver CS","2023","Declared disabled","White","LGBO","450","[c]","32510","28120"
"Leaver CS","2023","Declared disabled","White","Undeclared","290","[c]","30210","27880"
"Leaver CS","2023","Declared disabled","White","Unknown","510","[c]","30260","27490"
"Leaver CS","2023","Declared non-disabled","Asian","Heterosexual / straight","1575","[c]","33610","29660"
"Leaver CS","2023","Declared non-disabled","Asian","LGBO","50","[c]","34160","29880"
"Leaver CS","2023","Declared non-disabled","Asian","Undeclared","85","[c]","31890","29520"
"Leaver CS","2023","Declared non-disabled","Asian","Unknown","360","[c]","32610","25690"
"Leaver CS","2023","Declared non-disabled","Black","Heterosexual / straight","1170","[c]","33240","31060"
"Leaver CS","2023","Declared non-disabled","Black","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Black","Undeclared","50","[c]","32310","31060"
"Leaver CS","2023","Declared non-disabled","Black","Unknown","165","[c]","33440","31170"
"Leaver CS","2023","Declared non-disabled","Mixed","Heterosexual / straight","530","[c]","34410","30770"
"Leaver CS","2023","Declared non-disabled","Mixed","LGBO","70","[c]","35130","29970"
"Leaver CS","2023","Declared non-disabled","Mixed","Undeclared","40","[c]","38010","33300"
"Leaver CS","2023","Declared non-disabled","Mixed","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Heterosexual / straight","135","[c]","35940","29290"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other ethnicity","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Undeclared","Heterosexual / straight","155","[c]","33130","28120"
"Leaver CS","2023","Declared non-disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Undeclared","Undeclared","325","[c]","35290","30470"
"Leaver CS","2023","Declared non-disabled","Undeclared","Unknown","155","[c]","28380","26120"
"Leaver CS","2023","Declared non-disabled","Unknown","Heterosexual / straight","135","[c]","35730","31260"
"Leaver CS","2023","Declared non-disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Undeclared","45","[c]","36230","33430"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","540","[c]","32010","25200"
"Leaver CS","2023","Declared non-disabled","White","Heterosexual / straight","15320","[c]","35490","28370"
"Leaver CS","2023","Declared non-disabled","White","LGBO","1175","[c]","35750","30460"
"Leaver CS","2023","Declared non-disabled","White","Undeclared","1140","[c]","33540","28120"
"Leaver CS","2023","Declared non-disabled","White","Unknown","2905","[c]","32640","28080"
"Leaver CS","2023","Undeclared","Asian","Heterosexual / straight","85","[c]","32210","29960"
"Leaver CS","2023","Undeclared","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Heterosexual / straight","65","[c]","36210","32520"
"Leaver CS","2023","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Undeclared","Undeclared","415","[c]","36950","32720"
"Leaver CS","2023","Undeclared","Undeclared","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","65","[c]","41340","37240"
"Leaver CS","2023","Undeclared","White","Heterosexual / straight","830","[c]","34320","28120"
"Leaver CS","2023","Undeclared","White","LGBO","95","[c]","34780","29470"
"Leaver CS","2023","Undeclared","White","Undeclared","230","[c]","35060","28120"
"Leaver CS","2023","Undeclared","White","Unknown","270","[c]","36130","28120"
"Leaver CS","2023","Unknown","Asian","Heterosexual / straight","225","[c]","36350","31030"
"Leaver CS","2023","Unknown","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","95","[c]","36670","30860"
"Leaver CS","2023","Unknown","Black","Heterosexual / straight","125","[c]","36950","32000"
"Leaver CS","2023","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Heterosexual / straight","75","[c]","37480","32070"
"Leaver CS","2023","Unknown","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Undeclared","70","[c]","38350","37000"
"Leaver CS","2023","Unknown","Undeclared","Unknown","110","[c]","41350","38280"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","210","[c]","32670","26900"
"Leaver CS","2023","Unknown","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Undeclared","265","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","8285","[c]","33510","28000"
"Leaver CS","2023","Unknown","White","Heterosexual / straight","1585","[c]","36670","33520"
"Leaver CS","2023","Unknown","White","LGBO","165","[c]","35170","30330"
"Leaver CS","2023","Unknown","White","Undeclared","110","[c]","39470","37590"
"Leaver CS","2023","Unknown","White","Unknown","830","[c]","39840","36180"
"Leaver Dept.","2023","Declared disabled","Asian","Heterosexual / straight","105","[c]","36420","33750"
"Leaver Dept.","2023","Declared disabled","Asian","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Heterosexual / straight","55","[c]","34410","32520"
"Leaver Dept.","2023","Declared disabled","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Black","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Heterosexual / straight","50","[c]","37970","33210"
"Leaver Dept.","2023","Declared disabled","Mixed","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","White","Heterosexual / straight","760","[c]","35980","31100"
"Leaver Dept.","2023","Declared disabled","White","LGBO","175","[c]","33930","30410"
"Leaver Dept.","2023","Declared disabled","White","Undeclared","75","[c]","34630","32040"
"Leaver Dept.","2023","Declared disabled","White","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Heterosexual / straight","830","[c]","35540","32520"
"Leaver Dept.","2023","Declared non-disabled","Asian","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Undeclared","30","[c]","34860","33630"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Heterosexual / straight","380","[c]","33850","32320"
"Leaver Dept.","2023","Declared non-disabled","Black","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Heterosexual / straight","235","[c]","37900","34170"
"Leaver Dept.","2023","Declared non-disabled","Mixed","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Heterosexual / straight","50","[c]","37920","33790"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Heterosexual / straight","55","[c]","34650","32340"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Undeclared","95","[c]","37660","34220"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Heterosexual / straight","40","[c]","33520","28160"
"Leaver Dept.","2023","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","125","[c]","34360","28590"
"Leaver Dept.","2023","Declared non-disabled","White","Heterosexual / straight","5085","[c]","38580","33570"
"Leaver Dept.","2023","Declared non-disabled","White","LGBO","525","[c]","38140","33600"
"Leaver Dept.","2023","Declared non-disabled","White","Undeclared","315","[c]","38110","34010"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","740","[c]","35850","28120"
"Leaver Dept.","2023","Undeclared","Asian","Heterosexual / straight","45","[c]","34940","30700"
"Leaver Dept.","2023","Undeclared","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","Undeclared","145","[c]","39110","35410"
"Leaver Dept.","2023","Undeclared","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","Heterosexual / straight","230","[c]","35650","32140"
"Leaver Dept.","2023","Undeclared","White","LGBO","40","[c]","36680","32310"
"Leaver Dept.","2023","Undeclared","White","Undeclared","60","[c]","40190","34110"
"Leaver Dept.","2023","Undeclared","White","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","Heterosexual / straight","130","[c]","36900","33500"
"Leaver Dept.","2023","Unknown","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","Heterosexual / straight","70","[c]","35990","34060"
"Leaver Dept.","2023","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","120","[c]","36410","30470"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
