"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","SEO/HEO","230","225","33780","30320"
"In post","2023","Competition and Markets Authority","London","AA/AO","25","25","23320","23200"
"In post","2023","Competition and Markets Authority","London","EO","55","55","28820","28760"
"In post","2023","Competition and Markets Authority","London","G6/G7","410","395","67630","66210"
"In post","2023","Competition and Markets Authority","London","SCS level","115","110","110610","102320"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","190","185","38250","35920"
"In post","2023","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","G6/G7","65","60","66070","62810"
"In post","2023","Competition and Markets Authority","Outside London","SCS level","10","10","100100","102080"
"In post","2023","Competition and Markets Authority","Outside London","SEO/HEO","35","35","38220","35600"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","AA/AO","130","120","25510","25810"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","EO","330","320","29530","28740"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","G6/G7","2655","2590","60250","58120"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","SCS level","330","315","85720","78220"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","2290","2255","40100","41060"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","1240","1135","22160","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outside London","EO","1500","1415","26570","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","1775","1705","55940","54930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","80","80","87080","78310"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","4055","3865","37790","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","25","25","36000","37420"
"In post","2023","Department for Digital, Culture, Media and Sport","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","London","EO","135","135","28420","27780"
"In post","2023","Department for Digital, Culture, Media and Sport","London","G6/G7","820","805","57790","55760"
"In post","2023","Department for Digital, Culture, Media and Sport","London","SCS level","110","105","87300","79000"
"In post","2023","Department for Digital, Culture, Media and Sport","London","SEO/HEO","570","560","37390","35620"
"In post","2023","Department for Digital, Culture, Media and Sport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Outside London","EO","35","35","25670","24780"
"In post","2023","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","115","115","54020","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","135","135","34410","34380"
"In post","2023","Department for Education","London","AA/AO","25","25","25040","25120"
"In post","2023","Department for Education","London","EO","185","185","30310","30560"
"In post","2023","Department for Education","London","G6/G7","1125","1075","60470","56040"
"In post","2023","Department for Education","London","SCS level","180","170","86310","77470"
"In post","2023","Department for Education","London","SEO/HEO","885","855","40230","41440"
"In post","2023","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outside London","AA/AO","65","60","21950","22020"
"In post","2023","Department for Education","Outside London","EO","595","575","26600","25900"
"In post","2023","Department for Education","Outside London","G6/G7","2170","2100","55770","52080"
"In post","2023","Department for Education","Outside London","SCS level","120","115","83030","76510"
"In post","2023","Department for Education","Outside London","SEO/HEO","3120","3015","35820","37590"
"In post","2023","Department for Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","London","AA/AO","60","55","25360","25340"
"In post","2023","Department for Environment, Food and Rural Affairs","London","EO","265","255","29310","29080"
"In post","2023","Department for Environment, Food and Rural Affairs","London","G6/G7","970","940","57720","54950"
"In post","2023","Department for Environment, Food and Rural Affairs","London","SCS level","125","125","85260","78260"
"In post","2023","Department for Environment, Food and Rural Affairs","London","SEO/HEO","1215","1190","37600","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","2480","2280","22460","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","EO","1975","1865","26480","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","2020","1955","53260","49970"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","SCS level","110","110","81920","76260"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","3810","3645","34850","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","London","AA/AO","20","20","28660","28660"
"In post","2023","Department for International Trade","London","EO","230","230","29910","29280"
"In post","2023","Department for International Trade","London","G6/G7","1070","1055","59780","55790"
"In post","2023","Department for International Trade","London","SCS level","145","140","89020","78760"
"In post","2023","Department for International Trade","London","SEO/HEO","1225","1215","39320","41550"
"In post","2023","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Outside London","EO","70","65","26180","25660"
"In post","2023","Department for International Trade","Outside London","G6/G7","190","190","56470","53360"
"In post","2023","Department for International Trade","Outside London","SCS level","15","15","84950","74740"
"In post","2023","Department for International Trade","Outside London","SEO/HEO","390","380","38330","38350"
"In post","2023","Department for International Trade","Overseas","G6/G7","100","100","58490","57760"
"In post","2023","Department for International Trade","Overseas","SCS level","30","30","85980","77940"
"In post","2023","Department for International Trade","Overseas","SEO/HEO","50","50","39180","39450"
"In post","2023","Department for Levelling Up, Housing and Communities","London","AA/AO","25","25","27890","27870"
"In post","2023","Department for Levelling Up, Housing and Communities","London","EO","170","170","30210","28850"
"In post","2023","Department for Levelling Up, Housing and Communities","London","G6/G7","1055","1025","59400","55600"
"In post","2023","Department for Levelling Up, Housing and Communities","London","SCS level","145","140","87400","79920"
"In post","2023","Department for Levelling Up, Housing and Communities","London","SEO/HEO","785","770","38480","40390"
"In post","2023","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","170","155","22630","23250"
"In post","2023","Department for Levelling Up, Housing and Communities","Outside London","EO","180","165","27030","26590"
"In post","2023","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","875","820","56670","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Outside London","SCS level","35","35","88400","77630"
"In post","2023","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","735","705","35550","35540"
"In post","2023","Department for Transport","London","AA/AO","160","145","31790","34390"
"In post","2023","Department for Transport","London","EO","485","465","31740","31400"
"In post","2023","Department for Transport","London","G6/G7","1325","1295","60960","56740"
"In post","2023","Department for Transport","London","SCS level","230","220","88550","80240"
"In post","2023","Department for Transport","London","SEO/HEO","1185","1170","40560","43320"
"In post","2023","Department for Transport","Outside London","AA/AO","5410","4720","22420","22500"
"In post","2023","Department for Transport","Outside London","EO","3650","3410","28020","27400"
"In post","2023","Department for Transport","Outside London","G6/G7","895","870","61700","57000"
"In post","2023","Department for Transport","Outside London","SCS level","50","45","95570","92630"
"In post","2023","Department for Transport","Outside London","SEO/HEO","2980","2895","37110","34930"
"In post","2023","Department for Transport","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Transport","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","London","AA/AO","1350","1170","25190","25610"
"In post","2023","Department for Work and Pensions","London","EO","5100","4700","32360","32520"
"In post","2023","Department for Work and Pensions","London","G6/G7","760","725","62470","58370"
"In post","2023","Department for Work and Pensions","London","SCS level","125","120","94910","84850"
"In post","2023","Department for Work and Pensions","London","SEO/HEO","1860","1800","40950","39150"
"In post","2023","Department for Work and Pensions","Outside London","AA/AO","24440","20950","21850","21690"
"In post","2023","Department for Work and Pensions","Outside London","EO","38105","33950","28330","28120"
"In post","2023","Department for Work and Pensions","Outside London","G6/G7","3620","3490","57930","55080"
"In post","2023","Department for Work and Pensions","Outside London","SCS level","190","190","88080","80080"
"In post","2023","Department for Work and Pensions","Outside London","SEO/HEO","11885","11195","36970","34170"
"In post","2023","Department for Work and Pensions","Unknown","AA/AO","70","65","21620","21690"
"In post","2023","Department for Work and Pensions","Unknown","EO","140","135","28170","28120"
"In post","2023","Department for Work and Pensions","Unknown","G6/G7","40","40","59130","56990"
"In post","2023","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Unknown","SEO/HEO","85","80","39090","38470"
"In post","2023","Department of Health and Social Care","London","AA/AO","200","180","24620","24750"
"In post","2023","Department of Health and Social Care","London","EO","655","635","28930","28770"
"In post","2023","Department of Health and Social Care","London","G6/G7","2035","1955","60900","55860"
"In post","2023","Department of Health and Social Care","London","SCS level","455","425","95770","86450"
"In post","2023","Department of Health and Social Care","London","SEO/HEO","2110","2055","38850","40880"
"In post","2023","Department of Health and Social Care","Outside London","AA/AO","420","375","21790","21400"
"In post","2023","Department of Health and Social Care","Outside London","EO","560","535","26020","25190"
"In post","2023","Department of Health and Social Care","Outside London","G6/G7","1645","1580","57650","53950"
"In post","2023","Department of Health and Social Care","Outside London","SCS level","275","255","104840","102530"
"In post","2023","Department of Health and Social Care","Outside London","SEO/HEO","1905","1820","36540","37420"
"In post","2023","Department of Health and Social Care","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","AA/AO","15","10","24680","25620"
"In post","2023","Estyn","Outside London","EO","25","20","29990","30610"
"In post","2023","Estyn","Outside London","G6/G7","75","70","77170","78500"
"In post","2023","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SEO/HEO","10","10","41610","40700"
"In post","2023","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","EO","25","25","30550","30540"
"In post","2023","Food Standards Agency","London","G6/G7","65","65","60200","57250"
"In post","2023","Food Standards Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","SEO/HEO","125","125","38360","40750"
"In post","2023","Food Standards Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","EO","410","385","28200","28090"
"In post","2023","Food Standards Agency","Outside London","G6/G7","235","230","55860","53110"
"In post","2023","Food Standards Agency","Outside London","SCS level","20","20","84980","79830"
"In post","2023","Food Standards Agency","Outside London","SEO/HEO","680","665","36020","37720"
"In post","2023","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AA/AO","185","180","29330","28950"
"In post","2023","Foreign, Commonwealth and Development Office","London","EO","450","440","32600","32560"
"In post","2023","Foreign, Commonwealth and Development Office","London","G6/G7","1965","1900","62180","61070"
"In post","2023","Foreign, Commonwealth and Development Office","London","SCS level","315","310","87300","79470"
"In post","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","1650","1635","40510","40280"
"In post","2023","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","295","290","25580","25700"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","EO","375","355","28610","28540"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","475","445","58890","57510"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","30","30","91390","80850"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","770","745","39820","39450"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","65","65","24190","23800"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","AA/AO","20","20","26330","23950"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","EO","65","65","28430","28630"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","1045","1040","59480","57930"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","245","245","87200","77480"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","855","855","36810","35390"
"In post","2023","HM Land Registry","London","AA/AO","45","45","26770","26760"
"In post","2023","HM Land Registry","London","EO","110","100","31860","31680"
"In post","2023","HM Land Registry","London","G6/G7","50","50","69880","70030"
"In post","2023","HM Land Registry","London","SCS level","10","10","100730","90780"
"In post","2023","HM Land Registry","London","SEO/HEO","180","170","42170","43020"
"In post","2023","HM Land Registry","Outside London","AA/AO","1550","1440","23370","23390"
"In post","2023","HM Land Registry","Outside London","EO","2350","2095","28270","28080"
"In post","2023","HM Land Registry","Outside London","G6/G7","275","260","61050","60470"
"In post","2023","HM Land Registry","Outside London","SCS level","15","15","81020","83000"
"In post","2023","HM Land Registry","Outside London","SEO/HEO","2130","1910","37990","34850"
"In post","2023","HM Revenue and Customs","London","AA/AO","1040","945","26750","26920"
"In post","2023","HM Revenue and Customs","London","EO","2085","1965","32670","32540"
"In post","2023","HM Revenue and Customs","London","G6/G7","2520","2420","68710","65230"
"In post","2023","HM Revenue and Customs","London","SCS level","260","255","91140","84260"
"In post","2023","HM Revenue and Customs","London","SEO/HEO","4375","4210","42290","39880"
"In post","2023","HM Revenue and Customs","Outside London","AA/AO","19225","16925","22540","22520"
"In post","2023","HM Revenue and Customs","Outside London","EO","14205","13245","28220","28130"
"In post","2023","HM Revenue and Customs","Outside London","G6/G7","6760","6515","60360","57970"
"In post","2023","HM Revenue and Customs","Outside London","SCS level","270","265","85340","78430"
"In post","2023","HM Revenue and Customs","Outside London","SEO/HEO","21650","20730","37630","35000"
"In post","2023","HM Treasury","London","AA/AO","30","30","24070","24030"
"In post","2023","HM Treasury","London","EO","205","200","28150","28380"
"In post","2023","HM Treasury","London","G6/G7","1000","980","59670","55240"
"In post","2023","HM Treasury","London","SCS level","150","145","87490","78690"
"In post","2023","HM Treasury","London","SEO/HEO","740","730","37010","35000"
"In post","2023","HM Treasury","Outside London","AA/AO","20","20","22110","22020"
"In post","2023","HM Treasury","Outside London","EO","65","65","25430","25460"
"In post","2023","HM Treasury","Outside London","G6/G7","195","185","56070","53550"
"In post","2023","HM Treasury","Outside London","SCS level","25","25","92540","80300"
"In post","2023","HM Treasury","Outside London","SEO/HEO","250","235","36130","33830"
"In post","2023","HM Treasury","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Treasury","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Unknown","SEO/HEO","15","15","41690","43160"
"In post","2023","Home Office","London","AA/AO","2010","1830","25990","26400"
"In post","2023","Home Office","London","EO","4415","4115","30330","29980"
"In post","2023","Home Office","London","G6/G7","2930","2865","63880","59570"
"In post","2023","Home Office","London","SCS level","280","275","91660","83970"
"In post","2023","Home Office","London","SEO/HEO","4925","4795","40130","38840"
"In post","2023","Home Office","London","Unknown","40","35","[c]","[c]"
"In post","2023","Home Office","Outside London","AA/AO","7445","6710","22260","22400"
"In post","2023","Home Office","Outside London","EO","12850","11990","26600","25880"
"In post","2023","Home Office","Outside London","G6/G7","1450","1420","57960","54260"
"In post","2023","Home Office","Outside London","SCS level","60","60","88920","82500"
"In post","2023","Home Office","Outside London","SEO/HEO","6350","6130","35100","32310"
"In post","2023","Home Office","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Home Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","EO","15","15","27070","26810"
"In post","2023","Home Office","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Home Office","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","Unknown","125","125","[c]","[c]"
"In post","2023","Home Office","Unknown","AA/AO","20","20","22400","22400"
"In post","2023","Home Office","Unknown","EO","165","140","28210","26780"
"In post","2023","Home Office","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","15","15","37270","35200"
"In post","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","London","AA/AO","780","760","26790","26030"
"In post","2023","Ministry of Defence","London","EO","565","555","31830","31020"
"In post","2023","Ministry of Defence","London","G6/G7","865","850","63370","61440"
"In post","2023","Ministry of Defence","London","SCS level","195","190","92740","82920"
"In post","2023","Ministry of Defence","London","SEO/HEO","1845","1815","42910","44970"
"In post","2023","Ministry of Defence","Outside London","AA/AO","15045","14410","24210","22220"
"In post","2023","Ministry of Defence","Outside London","EO","7770","7520","28800","27470"
"In post","2023","Ministry of Defence","Outside London","G6/G7","6830","6560","58330","56180"
"In post","2023","Ministry of Defence","Outside London","SCS level","315","300","95800","91130"
"In post","2023","Ministry of Defence","Outside London","SEO/HEO","19360","18740","37950","36920"
"In post","2023","Ministry of Defence","Outside London","Unknown","2125","2065","43270","41200"
"In post","2023","Ministry of Defence","Overseas","AA/AO","30","30","33360","31870"
"In post","2023","Ministry of Defence","Overseas","EO","115","115","39340","37310"
"In post","2023","Ministry of Defence","Overseas","G6/G7","110","110","81820","81600"
"In post","2023","Ministry of Defence","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Overseas","SEO/HEO","455","455","54020","54350"
"In post","2023","Ministry of Defence","Overseas","Unknown","25","25","52350","43590"
"In post","2023","Ministry of Defence","Unknown","AA/AO","15","15","22170","22220"
"In post","2023","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","SEO/HEO","15","15","47130","48540"
"In post","2023","Ministry of Defence","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Ministry of Justice","London","AA/AO","4975","4695","29290","26760"
"In post","2023","Ministry of Justice","London","EO","2140","2080","32280","29660"
"In post","2023","Ministry of Justice","London","G6/G7","1955","1900","63310","61410"
"In post","2023","Ministry of Justice","London","SCS level","205","200","89530","83010"
"In post","2023","Ministry of Justice","London","SEO/HEO","3965","3860","41910","43650"
"In post","2023","Ministry of Justice","London","Unknown","2410","2285","35240","33050"
"In post","2023","Ministry of Justice","Outside London","AA/AO","35010","32325","26840","25340"
"In post","2023","Ministry of Justice","Outside London","EO","9340","8865","30650","28480"
"In post","2023","Ministry of Justice","Outside London","G6/G7","1895","1855","62590","59590"
"In post","2023","Ministry of Justice","Outside London","SCS level","135","135","95170","96700"
"In post","2023","Ministry of Justice","Outside London","SEO/HEO","10570","10095","39420","38180"
"In post","2023","Ministry of Justice","Outside London","Unknown","19150","17765","29910","29050"
"In post","2023","Ministry of Justice","Unknown","AA/AO","85","80","25480","24070"
"In post","2023","Ministry of Justice","Unknown","EO","10","10","27010","25830"
"In post","2023","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Unknown","SEO/HEO","15","15","37100","37680"
"In post","2023","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","National Crime Agency","London","AA/AO","70","65","28310","26550"
"In post","2023","National Crime Agency","London","EO","560","550","38280","38790"
"In post","2023","National Crime Agency","London","G6/G7","200","195","68510","67680"
"In post","2023","National Crime Agency","London","SCS level","25","25","108730","96240"
"In post","2023","National Crime Agency","London","SEO/HEO","710","700","47800","49200"
"In post","2023","National Crime Agency","Outside London","AA/AO","145","130","24990","24390"
"In post","2023","National Crime Agency","Outside London","EO","1825","1770","35540","36040"
"In post","2023","National Crime Agency","Outside London","G6/G7","205","200","64400","62890"
"In post","2023","National Crime Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Outside London","SEO/HEO","1585","1550","44330","45610"
"In post","2023","National Crime Agency","Overseas","EO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","G6/G7","15","15","66720","67840"
"In post","2023","National Crime Agency","Overseas","SEO/HEO","105","105","46260","47380"
"In post","2023","National Crime Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Unknown","EO","15","15","36150","36950"
"In post","2023","National Crime Agency","Unknown","G6/G7","10","10","64290","67160"
"In post","2023","National Crime Agency","Unknown","SEO/HEO","80","75","47640","47380"
"In post","2023","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","London","EO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","London","G6/G7","30","30","58340","56080"
"In post","2023","Northern Ireland Office","London","SCS level","15","15","91400","78840"
"In post","2023","Northern Ireland Office","London","SEO/HEO","35","35","41110","43650"
"In post","2023","Northern Ireland Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Outside London","G6/G7","15","15","53650","51770"
"In post","2023","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Outside London","SEO/HEO","50","50","36040","37680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","EO","35","35","30120","30340"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","G6/G7","120","115","71980","72470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","SCS level","10","10","115950","114620"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","140","140","43640","44250"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","200","180","22340","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","EO","185","175","27050","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","600","595","75440","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","20","20","105170","96320"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","720","695","44820","47750"
"In post","2023","Office of Gas and Electricity Markets","London","AA/AO","15","15","22900","22370"
"In post","2023","Office of Gas and Electricity Markets","London","EO","175","170","28080","26910"
"In post","2023","Office of Gas and Electricity Markets","London","G6/G7","405","400","61080","60000"
"In post","2023","Office of Gas and Electricity Markets","London","SCS level","50","50","100070","92820"
"In post","2023","Office of Gas and Electricity Markets","London","SEO/HEO","220","220","38330","37500"
"In post","2023","Office of Gas and Electricity Markets","Outside London","AA/AO","25","25","21000","20970"
"In post","2023","Office of Gas and Electricity Markets","Outside London","EO","210","205","25040","24510"
"In post","2023","Office of Gas and Electricity Markets","Outside London","G6/G7","255","250","55300","55000"
"In post","2023","Office of Gas and Electricity Markets","Outside London","SCS level","10","10","89060","86350"
"In post","2023","Office of Gas and Electricity Markets","Outside London","SEO/HEO","190","190","34780","33150"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","EO","25","25","24750","24000"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","125","120","53990","50050"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","SCS level","20","20","93430","87430"
"In post","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","170","160","36530","37590"
"In post","2023","Office of Rail and Road","London","AA/AO","10","10","24590","24210"
"In post","2023","Office of Rail and Road","London","EO","20","20","31780","30720"
"In post","2023","Office of Rail and Road","London","G6/G7","110","105","64600","63240"
