"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","Male","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","40","40","47400","45330"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","Female","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","Male","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","Female","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","510","460","32590","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","330","310","33340","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","Female","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","Male","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","1260","1175","28240","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","850","830","29580","26030"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","355","340","32130","29080"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","220","210","34490","29950"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Female","180","170","42880","38550"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Male","135","130","44340","39430"
"In post","2023","Attorney General's Office","Attorney General's Departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Legal","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Legal","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Policy","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","Policy","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Finance","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Finance","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Other","Female","30","25","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Other","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Project Delivery","Female","55","55","47330","52760"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Project Delivery","Male","60","60","49550","52900"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Commercial","Female","85","80","50920","51290"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Commercial","Male","80","80","61820","51290"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Communications","Female","90","90","49770","55790"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Communications","Male","60","60","53470","44770"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Female","395","385","51710","55790"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Male","635","625","52880","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Economics","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Economics","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Female","50","50","55790","41870"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Male","65","60","56230","41870"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Female","615","580","42060","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Male","270","265","41330","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Legal","Female","35","30","78360","81600"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Legal","Male","35","35","84670","81600"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Female","210","200","49930","51290"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Male","175","175","51510","52040"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Project Delivery","Female","50","45","54330","54010"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Project Delivery","Male","40","40","59480","57170"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Property","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Property","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Psychology","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Security","Female","170","160","41330","34650"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Security","Male","225","215","41270","34650"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Female","1390","1335","44970","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Male","1100","1090","47810","41870"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Commercial","Female","50","50","30390","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Commercial","Male","45","45","30510","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Communications","Female","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Digital, Data and Technology","Female","75","75","30650","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Digital, Data and Technology","Male","80","80","30870","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Finance","Female","45","45","31090","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Finance","Male","45","45","31480","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Project Delivery","Female","165","165","30690","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Project Delivery","Male","100","100","30810","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Property","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Property","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Science and Engineering","Female","55","55","30180","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Science and Engineering","Male","45","45","30350","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Statistics","Female","55","55","31030","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Statistics","Male","55","55","31200","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Female","530","530","30690","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Male","270","270","30640","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","40","40","35510","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Female","10","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Female","25","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Male","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Female","35","35","35610","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Male","20","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","220","210","33410","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","230","225","37690","37300"
"In post","2023","Charity Commission","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","Male","40","40","37420","31360"
"In post","2023","Charity Commission","Charity Commission","Finance","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","Female","200","190","33270","30170"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","Male","125","120","32800","30170"
"In post","2023","Charity Commission","Charity Commission","Policy","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","120","105","25560","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","70","65","27240","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","90","90","40320","38000"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","165","165","41400","38000"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Female","40","35","34140","31350"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Male","35","35","31880","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Female","45","40","38510","34840"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","295","255","25420","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","185","180","27340","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","Female","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Male","20","20","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Property","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Communications","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Communications","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Male","50","50","55130","55130"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Economics","Female","40","35","66820","60410"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Economics","Male","65","65","63340","57660"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Legal","Female","75","75","66910","73510"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Legal","Male","65","60","79290","74600"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Policy","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Policy","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Female","240","225","60580","56150"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Male","200","195","63940","61040"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Female","185","165","27910","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Male","145","140","27270","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","Female","190","180","36590","33200"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","Male","150","150","38590","40000"
"In post","2023","Crown Commercial Service","Cabinet Office","Communications","Female","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","Female","50","45","48240","41900"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","Male","80","75","44700","40940"
