"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Social Research","Outside London","Female","685","645","41190","39300"
"In post","2023","Social Research","Outside London","Male","295","290","42570","39300"
"In post","2023","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","Female","570","545","48000","45170"
"In post","2023","Statistics","London","Male","670","660","47540","44180"
"In post","2023","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","Female","790","735","42790","39690"
"In post","2023","Statistics","Outside London","Male","905","885","42750","39300"
"In post","2023","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","Female","1080","1010","43460","39790"
"In post","2023","Tax","London","Male","1260","1205","48000","42060"
"In post","2023","Tax","Outside London","Female","7155","6600","35800","34700"
"In post","2023","Tax","Outside London","Male","7890","7655","37520","35000"
"In post","2023","Unknown","London","Female","3555","3440","47500","41950"
"In post","2023","Unknown","London","Male","2515","2490","51330","45560"
"In post","2023","Unknown","Outside London","Female","13130","12380","40200","34730"
"In post","2023","Unknown","Outside London","Male","10790","10595","41250","35000"
"In post","2023","Unknown","Overseas","Female","80","80","61010","58940"
"In post","2023","Unknown","Overseas","Male","85","85","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","60","55","47910","41050"
"In post","2023","Unknown","Unknown","Male","60","60","33510","26880"
"In post","2023","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2023","Veterinarian","Outside London","Female","220","210","43660","38670"
"In post","2023","Veterinarian","Outside London","Male","160","155","45460","41130"
"Leaver CS","2023","Commercial","London","Female","50","[c]","38690","35010"
"Leaver CS","2023","Commercial","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","Female","160","[c]","36960","33990"
"Leaver CS","2023","Commercial","Outside London","Male","175","[c]","42380","39860"
"Leaver CS","2023","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","Female","150","[c]","43960","41550"
"Leaver CS","2023","Communications","London","Male","105","[c]","45150","41020"
"Leaver CS","2023","Communications","Outside London","Female","90","[c]","38310","34610"
"Leaver CS","2023","Communications","Outside London","Male","55","[c]","34550","31510"
"Leaver CS","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","Female","50","[c]","34500","32520"
"Leaver CS","2023","Counter Fraud","London","Male","70","[c]","39990","38130"
"Leaver CS","2023","Counter Fraud","Outside London","Female","200","[c]","27250","28020"
"Leaver CS","2023","Counter Fraud","Outside London","Male","170","[c]","27790","27570"
"Leaver CS","2023","Digital, Data and Technology","London","Female","185","[c]","49130","44610"
"Leaver CS","2023","Digital, Data and Technology","London","Male","335","[c]","50180","44750"
"Leaver CS","2023","Digital, Data and Technology","Outside London","Female","420","[c]","41010","38470"
"Leaver CS","2023","Digital, Data and Technology","Outside London","Male","980","[c]","41850","38950"
"Leaver CS","2023","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","London","Female","45","[c]","43370","39730"
"Leaver CS","2023","Economics","London","Male","100","[c]","39030","33570"
"Leaver CS","2023","Economics","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Outside London","Male","40","[c]","28690","19860"
"Leaver CS","2023","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Female","90","[c]","47330","43480"
"Leaver CS","2023","Finance","London","Male","115","[c]","49480","44700"
"Leaver CS","2023","Finance","Outside London","Female","275","[c]","36680","33720"
"Leaver CS","2023","Finance","Outside London","Male","275","[c]","40600","37280"
"Leaver CS","2023","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Female","165","[c]","45500","41140"
"Leaver CS","2023","Human Resources","London","Male","70","[c]","49530","45070"
"Leaver CS","2023","Human Resources","Outside London","Female","620","[c]","30190","24500"
"Leaver CS","2023","Human Resources","Outside London","Male","430","[c]","33260","31470"
"Leaver CS","2023","Human Resources","Overseas","Female","40","[c]","50130","48580"
"Leaver CS","2023","Human Resources","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","Outside London","Female","90","[c]","66270","69320"
"Leaver CS","2023","Inspector of Education and Training","Outside London","Male","45","[c]","71730","77470"
"Leaver CS","2023","Intelligence Analysis","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","London","Male","45","[c]","36770","37250"
"Leaver CS","2023","Intelligence Analysis","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","Outside London","Male","65","[c]","31050","29900"
"Leaver CS","2023","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","London","Female","30","[c]","50680","51710"
"Leaver CS","2023","International Trade","London","Male","40","[c]","46510","45350"
"Leaver CS","2023","International Trade","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","Outside London","Female","45","[c]","28710","27470"
"Leaver CS","2023","Knowledge and Information Management","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Female","220","[c]","53730","52790"
"Leaver CS","2023","Legal","London","Male","195","[c]","58150","57380"
"Leaver CS","2023","Legal","Outside London","Female","275","[c]","48520","49050"
"Leaver CS","2023","Legal","Outside London","Male","170","[c]","52860","51870"
"Leaver CS","2023","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","London","Female","40","[c]","75400","68710"
"Leaver CS","2023","Medicine","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Outside London","Female","225","[c]","44680","40590"
"Leaver CS","2023","Medicine","Outside London","Male","90","[c]","62530","47670"
"Leaver CS","2023","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","London","Female","2360","[c]","34140","31060"
"Leaver CS","2023","Operational Delivery","London","Male","1590","[c]","37360","31120"
"Leaver CS","2023","Operational Delivery","Outside London","Female","12375","[c]","26160","23640"
"Leaver CS","2023","Operational Delivery","Outside London","Male","9285","[c]","28430","26650"
"Leaver CS","2023","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Unknown","Female","55","[c]","27620","27570"
"Leaver CS","2023","Operational Delivery","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Other","London","Female","165","[c]","39980","33070"
"Leaver CS","2023","Other","London","Male","120","[c]","45780","35770"
"Leaver CS","2023","Other","Outside London","Female","485","[c]","27450","21690"
"Leaver CS","2023","Other","Outside London","Male","500","[c]","28440","21690"
"Leaver CS","2023","Other","Unknown","Female","35","[c]","28460","25610"
"Leaver CS","2023","Other","Unknown","Male","180","[c]","37430","34110"
"Leaver CS","2023","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Female","770","[c]","45790","41440"
"Leaver CS","2023","Policy","London","Male","705","[c]","50410","51730"
"Leaver CS","2023","Policy","Outside London","Female","305","[c]","38920","34030"
"Leaver CS","2023","Policy","Outside London","Male","250","[c]","39500","34970"
"Leaver CS","2023","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","Female","160","[c]","46920","43210"
"Leaver CS","2023","Project Delivery","London","Male","155","[c]","51040","43820"
"Leaver CS","2023","Project Delivery","Outside London","Female","385","[c]","40630","38650"
"Leaver CS","2023","Project Delivery","Outside London","Male","490","[c]","43080","40580"
"Leaver CS","2023","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","Male","55","[c]","47120","46670"
"Leaver CS","2023","Property","Outside London","Female","160","[c]","31590","27810"
"Leaver CS","2023","Property","Outside London","Male","270","[c]","36400","33990"
"Leaver CS","2023","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","Female","105","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","Female","105","[c]","39810","39690"
"Leaver CS","2023","Science and Engineering","London","Male","60","[c]","47070","38020"
"Leaver CS","2023","Science and Engineering","Outside London","Female","455","[c]","36040","33640"
"Leaver CS","2023","Science and Engineering","Outside London","Male","825","[c]","36540","33990"
"Leaver CS","2023","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","Male","65","[c]","37450","33850"
"Leaver CS","2023","Security","Outside London","Female","125","[c]","30640","27590"
"Leaver CS","2023","Security","Outside London","Male","610","[c]","32150","27500"
"Leaver CS","2023","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","Female","35","[c]","37750","36180"
"Leaver CS","2023","Social Research","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","Female","55","[c]","30690","25700"
"Leaver CS","2023","Statistics","London","Male","60","[c]","33470","28310"
"Leaver CS","2023","Statistics","Outside London","Female","40","[c]","34570","33950"
