"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","North East (England)","EO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","G6/G7","Female","85","80","55500","55610"
"In post","2023","Attorney General's Departments","North East (England)","G6/G7","Male","65","65","57040","56450"
"In post","2023","Attorney General's Departments","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","SEO/HEO","Female","35","35","35340","35000"
"In post","2023","Attorney General's Departments","North East (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","AA/AO","Female","175","160","22790","22870"
"In post","2023","Attorney General's Departments","North West (England)","AA/AO","Male","60","60","22350","22870"
"In post","2023","Attorney General's Departments","North West (England)","EO","Female","180","165","27960","28640"
"In post","2023","Attorney General's Departments","North West (England)","EO","Male","55","55","28060","28850"
"In post","2023","Attorney General's Departments","North West (England)","G6/G7","Female","265","240","55510","55290"
"In post","2023","Attorney General's Departments","North West (England)","G6/G7","Male","190","180","57090","56450"
"In post","2023","Attorney General's Departments","North West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","SEO/HEO","Female","95","90","35950","35000"
"In post","2023","Attorney General's Departments","North West (England)","SEO/HEO","Male","55","55","35610","35000"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","AA/AO","Female","110","105","24000","24480"
"In post","2023","Attorney General's Departments","South East (England)","AA/AO","Male","65","65","23770","24480"
"In post","2023","Attorney General's Departments","South East (England)","EO","Female","130","120","29050","28200"
"In post","2023","Attorney General's Departments","South East (England)","EO","Male","40","40","29170","28200"
"In post","2023","Attorney General's Departments","South East (England)","G6/G7","Female","200","180","60080","58820"
"In post","2023","Attorney General's Departments","South East (England)","G6/G7","Male","125","120","62410","63370"
"In post","2023","Attorney General's Departments","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","SEO/HEO","Female","75","70","37580","36780"
"In post","2023","Attorney General's Departments","South East (England)","SEO/HEO","Male","35","35","37910","40130"
"In post","2023","Attorney General's Departments","South West (England)","AA/AO","Female","50","50","22380","22870"
"In post","2023","Attorney General's Departments","South West (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","EO","Female","55","50","27740","27280"
"In post","2023","Attorney General's Departments","South West (England)","EO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","G6/G7","Female","125","110","55840","53750"
"In post","2023","Attorney General's Departments","South West (England)","G6/G7","Male","90","85","57340","56450"
"In post","2023","Attorney General's Departments","South West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","SEO/HEO","Female","30","30","35370","35000"
"In post","2023","Attorney General's Departments","South West (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","AA/AO","Female","70","60","22880","22870"
"In post","2023","Attorney General's Departments","Wales","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","EO","Female","60","55","27790","27400"
"In post","2023","Attorney General's Departments","Wales","EO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","G6/G7","Female","120","110","54890","55290"
"In post","2023","Attorney General's Departments","Wales","G6/G7","Male","75","70","57040","56450"
"In post","2023","Attorney General's Departments","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","SEO/HEO","Female","50","45","35990","38350"
"In post","2023","Attorney General's Departments","Wales","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","AA/AO","Female","105","95","22760","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","AA/AO","Male","30","30","23030","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","EO","Female","100","95","27720","26900"
"In post","2023","Attorney General's Departments","West Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","G6/G7","Female","190","170","55060","53750"
"In post","2023","Attorney General's Departments","West Midlands (England)","G6/G7","Male","95","95","58850","56450"
"In post","2023","Attorney General's Departments","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","SEO/HEO","Female","60","55","35940","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","AA/AO","Female","130","115","22810","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","AA/AO","Male","45","40","22330","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","EO","Female","155","140","27710","27150"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","EO","Male","55","55","27820","27400"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Female","285","260","56010","54170"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Male","170","165","58990","56450"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Female","130","125","36560","38070"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Male","60","60","35690","35000"
"In post","2023","Cabinet Office","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office","East of England","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East of England","G6/G7","Female","45","45","59110","56000"
"In post","2023","Cabinet Office","East of England","G6/G7","Male","40","40","62970","65500"
"In post","2023","Cabinet Office","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East of England","SEO/HEO","Female","60","55","36860","39580"
"In post","2023","Cabinet Office","East of England","SEO/HEO","Male","65","65","36640","35150"
"In post","2023","Cabinet Office","London","AA/AO","Female","45","40","25400","25280"
"In post","2023","Cabinet Office","London","AA/AO","Male","55","55","25280","25280"
"In post","2023","Cabinet Office","London","EO","Female","215","205","28920","28370"
"In post","2023","Cabinet Office","London","EO","Male","140","140","28650","28370"
"In post","2023","Cabinet Office","London","G6/G7","Female","1120","1085","61670","58070"
"In post","2023","Cabinet Office","London","G6/G7","Male","1165","1150","62400","59620"
"In post","2023","Cabinet Office","London","SCS level","Female","240","230","96290","90000"
"In post","2023","Cabinet Office","London","SCS level","Male","285","285","108780","98450"
"In post","2023","Cabinet Office","London","SEO/HEO","Female","1345","1330","34560","32960"
"In post","2023","Cabinet Office","London","SEO/HEO","Male","970","970","35400","35240"
"In post","2023","Cabinet Office","North East (England)","AA/AO","Female","75","65","21720","21720"
"In post","2023","Cabinet Office","North East (England)","AA/AO","Male","45","45","21720","21720"
"In post","2023","Cabinet Office","North East (England)","EO","Female","60","50","25410","24860"
"In post","2023","Cabinet Office","North East (England)","EO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","G6/G7","Female","30","30","60740","56000"
"In post","2023","Cabinet Office","North East (England)","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","SEO/HEO","Female","90","85","33420","33020"
"In post","2023","Cabinet Office","North East (England)","SEO/HEO","Male","60","60","34230","33020"
"In post","2023","Cabinet Office","North West (England)","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","EO","Female","50","50","26140","26410"
"In post","2023","Cabinet Office","North West (England)","EO","Male","30","30","25960","26410"
"In post","2023","Cabinet Office","North West (England)","G6/G7","Female","215","215","58960","56000"
"In post","2023","Cabinet Office","North West (England)","G6/G7","Male","200","200","61020","56000"
"In post","2023","Cabinet Office","North West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","SEO/HEO","Female","285","275","35130","33020"
"In post","2023","Cabinet Office","North West (England)","SEO/HEO","Male","220","215","35520","34250"
"In post","2023","Cabinet Office","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","EO","Female","35","35","25290","24610"
"In post","2023","Cabinet Office","Scotland","EO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","G6/G7","Female","60","60","60250","56000"
"In post","2023","Cabinet Office","Scotland","G6/G7","Male","70","70","62160","61710"
"In post","2023","Cabinet Office","Scotland","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","SEO/HEO","Female","135","130","34300","33020"
"In post","2023","Cabinet Office","Scotland","SEO/HEO","Male","100","100","33470","33020"
"In post","2023","Cabinet Office","South East (England)","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","EO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","G6/G7","Female","30","30","65450","66270"
"In post","2023","Cabinet Office","South East (England)","G6/G7","Male","45","45","71030","67320"
"In post","2023","Cabinet Office","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","SEO/HEO","Female","55","55","35380","34960"
"In post","2023","Cabinet Office","South East (England)","SEO/HEO","Male","45","45","34380","34320"
"In post","2023","Cabinet Office","South West (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","EO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","G6/G7","Female","80","80","60530","56200"
"In post","2023","Cabinet Office","South West (England)","G6/G7","Male","100","95","62060","57810"
"In post","2023","Cabinet Office","South West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","SEO/HEO","Female","60","60","34440","34320"
"In post","2023","Cabinet Office","South West (England)","SEO/HEO","Male","60","60","34490","34320"
"In post","2023","Cabinet Office","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","EO","Male","35","35","25070","24610"
"In post","2023","Cabinet Office","Unknown","G6/G7","Female","30","30","58870","56800"
"In post","2023","Cabinet Office","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","Female","35","35","35180","35240"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2023","Cabinet Office","Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Wales","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Wales","G6/G7","Female","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Wales","G6/G7","Male","35","30","56050","52990"
"In post","2023","Cabinet Office","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Wales","SEO/HEO","Female","85","80","34320","32480"
"In post","2023","Cabinet Office","Wales","SEO/HEO","Male","55","55","34770","32960"
"In post","2023","Cabinet Office","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","EO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","G6/G7","Female","65","65","61650","62390"
"In post","2023","Cabinet Office","West Midlands (England)","G6/G7","Male","70","70","63620","64710"
"In post","2023","Cabinet Office","West Midlands (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","SEO/HEO","Female","70","70","33440","32960"
"In post","2023","Cabinet Office","West Midlands (England)","SEO/HEO","Male","50","50","34290","32960"
"In post","2023","Cabinet Office","Yorkshire and The Humber","AA/AO","Female","60","50","21800","21830"
"In post","2023","Cabinet Office","Yorkshire and The Humber","AA/AO","Male","45","40","21790","21830"
"In post","2023","Cabinet Office","Yorkshire and The Humber","EO","Female","95","90","25980","26610"
"In post","2023","Cabinet Office","Yorkshire and The Humber","EO","Male","70","70","25870","25970"
"In post","2023","Cabinet Office","Yorkshire and The Humber","G6/G7","Female","175","165","59630","56000"
"In post","2023","Cabinet Office","Yorkshire and The Humber","G6/G7","Male","155","155","60720","57650"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SCS level","Male","15","10","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SEO/HEO","Female","225","220","35140","34320"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SEO/HEO","Male","180","175","34840","34320"
"In post","2023","Chancellor's other departments","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","London","EO","Female","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","London","EO","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","London","G6/G7","Female","70","60","78620","77490"
"In post","2023","Chancellor's other departments","London","G6/G7","Male","110","105","78620","70000"
"In post","2023","Chancellor's other departments","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","London","SEO/HEO","Female","50","50","43550","44730"
"In post","2023","Chancellor's other departments","London","SEO/HEO","Male","60","60","41950","41170"
"In post","2023","Chancellor's other departments","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","EO","Female","75","70","25560","25300"
"In post","2023","Charity Commission","North West (England)","EO","Male","35","35","25690","25300"
"In post","2023","Charity Commission","North West (England)","G6/G7","Female","30","30","55480","52240"
"In post","2023","Charity Commission","North West (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","SEO/HEO","Female","115","110","33460","30170"
"In post","2023","Charity Commission","North West (England)","SEO/HEO","Male","90","90","33750","30170"
"In post","2023","Charity Commission","South West (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Wales","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","EO","Female","35","30","28610","28200"
"In post","2023","Competition and Markets Authority","London","EO","Male","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","G6/G7","Female","205","195","67510","66520"
"In post","2023","Competition and Markets Authority","London","G6/G7","Male","205","200","67750","64780"
"In post","2023","Competition and Markets Authority","London","SCS level","Female","45","45","110320","102320"
"In post","2023","Competition and Markets Authority","London","SCS level","Male","70","65","110800","102320"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","Female","100","95","38030","35920"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","Male","90","90","38500","35920"
"In post","2023","Competition and Markets Authority","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","EO","Female","[c]","[c]","[c]","[c]"
