"Status","Year","Organisation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Female","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Female","55","50","32870","30320"
"In post","2023","Animal and Plant Health Agency","East Anglia","Male","45","40","33460","32490"
"In post","2023","Animal and Plant Health Agency","East Wales","Female","75","70","29120","25920"
"In post","2023","Animal and Plant Health Agency","East Wales","Male","45","40","33460","30320"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Male","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Female","35","35","30070","25990"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Female","90","85","29280","25920"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Male","75","75","28210","25920"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Male","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Female","105","95","28800","26030"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Male","65","60","33940","30750"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Female","35","35","30350","29150"
"In post","2023","Animal and Plant Health Agency","Kent","Male","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Female","60","55","28570","25920"
"In post","2023","Animal and Plant Health Agency","Lancashire","Male","30","30","35040","27350"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Female","135","130","28400","25920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Male","140","135","30680","25920"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Female","30","30","32020","28440"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Male","25","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Female","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Male","35","35","36770","33030"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Female","90","80","28570","25920"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Male","55","50","32420","30320"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Female","35","35","32140","30320"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Female","415","390","33140","29080"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","Male","270","265","35620","33830"
"In post","2023","Animal and Plant Health Agency","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Female","150","130","27960","25920"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Male","75","70","30370","25920"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Greater Manchester","Female","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Greater Manchester","Male","35","35","44140","45500"
"In post","2023","Building Digital UK","Inner London - West","Female","75","75","46830","52760"
"In post","2023","Building Digital UK","Inner London - West","Male","65","65","50980","53030"
"In post","2023","Building Digital UK","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Female","45","40","31650","34320"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Male","35","35","39200","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Anglia","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Anglia","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Wales","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Wales","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","70","65","45400","50690"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","70","70","50190","50690"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Female","135","135","44090","40050"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Male","115","115","47130","50690"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - East","Female","600","575","54160","56430"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - East","Male","590","580","58420","56430"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - West","Female","1265","1230","51440","55790"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - West","Male","1110","1105","54010","55790"
"In post","2023","Cabinet Office (excl. agencies)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Merseyside","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Merseyside","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire","Female","325","305","34060","33020"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire","Male","260","250","34900","33020"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Female","215","195","28860","24860"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Male","120","120","30630","24860"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Yorkshire","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Yorkshire","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","80","80","46970","39760"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","85","80","38110","34220"
"In post","2023","Cabinet Office (excl. agencies)","West Central Scotland","Female","210","200","36850","33020"
"In post","2023","Cabinet Office (excl. agencies)","West Central Scotland","Male","170","165","38490","33020"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands","Female","35","35","61300","51770"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Yorkshire","Female","40","35","45940","46170"
"In post","2023","Cabinet Office (excl. agencies)","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Wales","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Wales","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester","Female","50","50","30510","30130"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester","Male","40","40","30360","30130"
"In post","2023","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Female","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Inner London - East","Female","50","50","30810","30130"
"In post","2023","Central Civil Service Fast Stream","Inner London - East","Male","40","40","30730","30130"
"In post","2023","Central Civil Service Fast Stream","Inner London - West","Female","680","680","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Inner London - West","Male","410","410","30770","30130"
"In post","2023","Central Civil Service Fast Stream","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Merseyside","Female","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","Female","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Central Scotland","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands","Female","30","30","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands","Male","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Yorkshire","Female","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Devon","Male","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Female","80","80","33920","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Male","75","75","36930","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Female","240","220","34290","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Male","235","230","38340","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Dorset and Somerset","Female","20","15","[c]","[c]"
