"Status","Year","Function_of_post","Organisation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Central Civil Service Fast Stream","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Inner London - East","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Inner London - West","Female","30","30","30810","30130"
"In post","2023","Analysis","Central Civil Service Fast Stream","Inner London - West","Male","35","35","31380","30130"
"In post","2023","Analysis","Central Civil Service Fast Stream","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Devon","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Female","70","65","32940","30350"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Male","65","65","36750","30820"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Female","170","155","33810","30350"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Male","175","170","39040","37310"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Merseyside","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Companies House","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Inner London - East","Female","40","40","66500","58050"
"In post","2023","Analysis","Competition and Markets Authority","Inner London - East","Male","85","85","62920","58050"
"In post","2023","Analysis","Competition and Markets Authority","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Electronics and Components Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Female","140","135","40810","39890"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Male","370","360","44400","43630"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Female","140","130","43620","39890"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Male","395","385","46250","49260"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Female","75","75","44040","36230"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Male","105","105","42410","36460"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","Female","45","45","52210","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","Male","60","60","51610","56760"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","35","30","42420","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Greater Manchester","Female","35","35","40550","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Greater Manchester","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Inner London - West","Female","130","120","49680","46600"
"In post","2023","Analysis","Department for Education (excl. agencies)","Inner London - West","Male","90","90","53050","55020"
"In post","2023","Analysis","Department for Education (excl. agencies)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","South Yorkshire","Female","80","70","44490","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","South Yorkshire","Male","60","60","48090","51360"
"In post","2023","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Inner London - West","Female","100","95","47180","41750"
"In post","2023","Analysis","Department for International Trade","Inner London - West","Male","145","145","50570","55370"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Inner London - West","Female","85","85","48360","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Inner London - West","Male","125","125","50270","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Inner London - West","Female","140","135","52020","55740"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Inner London - West","Male","180","180","50500","55190"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Greater Manchester","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Greater Manchester","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Inner London - West","Female","110","105","49170","43760"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Inner London - West","Male","110","110","51500","43760"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Female","50","45","44140","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Male","50","50","42160","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","South Yorkshire","Female","60","55","47740","43700"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","South Yorkshire","Male","65","60","49010","46730"
