"Status","Year","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","180","[c]","35360","32340"
"Leaver Dept.","2023","Declared non-disabled","Unknown","170","[c]","34070","28460"
"Leaver Dept.","2023","Declared non-disabled","White","6670","[c]","38440","33570"
"Leaver Dept.","2023","Undeclared","Asian","65","[c]","36340","31170"
"Leaver Dept.","2023","Undeclared","Black","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","175","[c]","38720","34710"
"Leaver Dept.","2023","Undeclared","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","370","[c]","36420","32400"
"Leaver Dept.","2023","Unknown","Asian","175","[c]","36640","32980"
"Leaver Dept.","2023","Unknown","Black","85","[c]","35620","33760"
"Leaver Dept.","2023","Unknown","Mixed","65","[c]","38080","34550"
"Leaver Dept.","2023","Unknown","Other ethnicity","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","50","[c]","39870","36730"
"Leaver Dept.","2023","Unknown","Unknown","3155","[c]","37400","32690"
"Leaver Dept.","2023","Unknown","White","815","[c]","38870","36180"
"New entrant CS","2023","Declared disabled","Asian","270","[c]","28510","25960"
"New entrant CS","2023","Declared disabled","Black","135","[c]","30190","27640"
"New entrant CS","2023","Declared disabled","Mixed","160","[c]","30060","28510"
"New entrant CS","2023","Declared disabled","Other ethnicity","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","60","[c]","31810","27700"
"New entrant CS","2023","Declared disabled","Unknown","155","[c]","30170","26760"
"New entrant CS","2023","Declared disabled","White","2995","[c]","28940","25750"
"New entrant CS","2023","Declared non-disabled","Asian","2585","[c]","29760","25830"
"New entrant CS","2023","Declared non-disabled","Black","1300","[c]","31220","28120"
"New entrant CS","2023","Declared non-disabled","Mixed","760","[c]","30270","27320"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","190","[c]","31190","28120"
"New entrant CS","2023","Declared non-disabled","Undeclared","240","[c]","30840","27640"
"New entrant CS","2023","Declared non-disabled","Unknown","425","[c]","31450","25930"
"New entrant CS","2023","Declared non-disabled","White","17770","[c]","30910","28060"
"New entrant CS","2023","Undeclared","Asian","110","[c]","29880","26920"
"New entrant CS","2023","Undeclared","Black","45","[c]","28230","27060"
"New entrant CS","2023","Undeclared","Mixed","40","[c]","28470","27770"
"New entrant CS","2023","Undeclared","Other ethnicity","45","[c]","32310","28310"
"New entrant CS","2023","Undeclared","Undeclared","210","[c]","31830","28120"
"New entrant CS","2023","Undeclared","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","695","[c]","29150","26020"
"New entrant CS","2023","Unknown","Asian","865","[c]","31740","28840"
"New entrant CS","2023","Unknown","Black","345","[c]","30850","28840"
"New entrant CS","2023","Unknown","Mixed","280","[c]","31440","28840"
"New entrant CS","2023","Unknown","Other ethnicity","65","[c]","31910","29190"
"New entrant CS","2023","Unknown","Undeclared","160","[c]","38810","32980"
"New entrant CS","2023","Unknown","Unknown","20760","[c]","28460","25750"
"New entrant CS","2023","Unknown","White","6035","[c]","31850","28360"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
