"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Outside London","AO","Female","8150","6820","22880","21780"
"In post","2023","Declared disabled","Outside London","AO","Male","5225","4870","24410","22400"
"In post","2023","Declared disabled","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","EO","Female","9250","8100","28220","28120"
"In post","2023","Declared disabled","Outside London","EO","Male","5295","4995","28860","28120"
"In post","2023","Declared disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","G6","Female","450","430","70120","68540"
"In post","2023","Declared disabled","Outside London","G6","Male","405","395","71430","70550"
"In post","2023","Declared disabled","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","G7","Female","1765","1670","54860","54260"
"In post","2023","Declared disabled","Outside London","G7","Male","1430","1385","55590","55110"
"In post","2023","Declared disabled","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","HEO","Female","4180","3900","34060","34170"
"In post","2023","Declared disabled","Outside London","HEO","Male","3060","2940","34730","34300"
"In post","2023","Declared disabled","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","SCS level","Female","100","100","86570","81600"
"In post","2023","Declared disabled","Outside London","SCS level","Male","110","110","93130","85020"
"In post","2023","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","SEO","Female","2645","2510","41730","41200"
"In post","2023","Declared disabled","Outside London","SEO","Male","2070","2005","42880","41800"
"In post","2023","Declared disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outside London","Unknown","Female","2890","2670","30650","29050"
"In post","2023","Declared disabled","Outside London","Unknown","Male","945","905","32770","29050"
"In post","2023","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G7","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","HEO","Female","30","30","36540","34220"
"In post","2023","Declared disabled","Overseas","HEO","Male","45","45","37790","35280"
"In post","2023","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","AA","Female","430","380","24570","23500"
"In post","2023","Declared non-disabled","London","AA","Male","455","440","24580","23500"
"In post","2023","Declared non-disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","AO","Female","3490","3075","26820","25610"
"In post","2023","Declared non-disabled","London","AO","Male","2550","2470","28990","26400"
"In post","2023","Declared non-disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","EO","Female","7120","6540","31300","31330"
"In post","2023","Declared non-disabled","London","EO","Male","4880","4740","31590","31480"
"In post","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","G6","Female","3130","2940","70720","68970"
"In post","2023","Declared non-disabled","London","G6","Male","3110","3055","71880","70700"
"In post","2023","Declared non-disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","G7","Female","6740","6430","57980","56430"
"In post","2023","Declared non-disabled","London","G7","Male","6440","6345","58760","58070"
"In post","2023","Declared non-disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","HEO","Female","5880","5680","36960","36180"
"In post","2023","Declared non-disabled","London","HEO","Male","4985","4915","37480","36730"
"In post","2023","Declared non-disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","SCS level","Female","1500","1415","88670","81060"
"In post","2023","Declared non-disabled","London","SCS level","Male","1515","1495","93940","85210"
"In post","2023","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","SEO","Female","5145","4970","44230","43650"
"In post","2023","Declared non-disabled","London","SEO","Male","4580","4515","44760","43760"
"In post","2023","Declared non-disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","Unknown","Female","1070","1010","35680","33820"
"In post","2023","Declared non-disabled","London","Unknown","Male","425","415","36610","34820"
"In post","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","AA","Female","4590","3930","21780","22130"
"In post","2023","Declared non-disabled","Outside London","AA","Male","4765","4535","21870","21380"
"In post","2023","Declared non-disabled","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","AO","Female","37850","32345","23370","22400"
"In post","2023","Declared non-disabled","Outside London","AO","Male","26705","25640","25650","22520"
"In post","2023","Declared non-disabled","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","EO","Female","38560","34255","28170","28120"
"In post","2023","Declared non-disabled","Outside London","EO","Male","27830","26755","28810","28120"
"In post","2023","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","G6","Female","3615","3435","70230","69580"
"In post","2023","Declared non-disabled","Outside London","G6","Male","4105","3990","70700","69940"
"In post","2023","Declared non-disabled","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","G7","Female","10980","10385","55560","54680"
"In post","2023","Declared non-disabled","Outside London","G7","Male","11440","11180","56210","55780"
"In post","2023","Declared non-disabled","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","HEO","Female","22255","20850","34220","34170"
"In post","2023","Declared non-disabled","Outside London","HEO","Male","19050","18560","34880","34400"
"In post","2023","Declared non-disabled","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","SCS level","Female","845","815","89540","83460"
"In post","2023","Declared non-disabled","Outside London","SCS level","Male","1050","1025","92840","85200"
"In post","2023","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","SEO","Female","15890","15020","42210","41660"
"In post","2023","Declared non-disabled","Outside London","SEO","Male","15220","14860","43070","42140"
"In post","2023","Declared non-disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outside London","Unknown","Female","9605","8910","30600","29050"
"In post","2023","Declared non-disabled","Outside London","Unknown","Male","3855","3710","34840","30810"
"In post","2023","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","EO","Female","65","60","35170","34260"
"In post","2023","Declared non-disabled","Overseas","EO","Male","65","65","34350","32750"
"In post","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G6","Female","90","90","68810","66380"
"In post","2023","Declared non-disabled","Overseas","G6","Male","115","115","70320","66980"
"In post","2023","Declared non-disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G7","Female","145","140","57370","55210"
"In post","2023","Declared non-disabled","Overseas","G7","Male","235","230","58490","56100"
"In post","2023","Declared non-disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","HEO","Female","235","235","35810","34300"
"In post","2023","Declared non-disabled","Overseas","HEO","Male","370","370","37330","35420"
"In post","2023","Declared non-disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SCS level","Female","80","80","92440","90060"
"In post","2023","Declared non-disabled","Overseas","SCS level","Male","105","105","86650","77610"
"In post","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SEO","Female","90","90","47930","43780"
"In post","2023","Declared non-disabled","Overseas","SEO","Male","205","200","49920","47380"
"In post","2023","Declared non-disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Female","45","45","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Male","80","80","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AO","Female","50","50","23010","21690"
"In post","2023","Declared non-disabled","Unknown","AO","Male","45","40","25320","21780"
"In post","2023","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Female","115","105","28430","28120"
"In post","2023","Declared non-disabled","Unknown","EO","Male","115","110","27910","27650"
"In post","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G7","Female","30","30","53020","51350"
"In post","2023","Declared non-disabled","Unknown","G7","Male","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HEO","Female","45","45","35650","34170"
"In post","2023","Declared non-disabled","Unknown","HEO","Male","35","35","40210","39270"
"In post","2023","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO","Male","40","40","43970","43430"
"In post","2023","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","London","AA","Female","85","75","24870","23670"
"In post","2023","Undeclared","London","AA","Male","110","100","25200","23670"
"In post","2023","Undeclared","London","AO","Female","340","300","27690","26400"
"In post","2023","Undeclared","London","AO","Male","285","275","30270","26920"
"In post","2023","Undeclared","London","EO","Female","580","535","31580","31750"
"In post","2023","Undeclared","London","EO","Male","465","450","32550","32250"
"In post","2023","Undeclared","London","G6","Female","260","250","70990","68520"
"In post","2023","Undeclared","London","G6","Male","325","315","72440","70840"
"In post","2023","Undeclared","London","G7","Female","550","530","57870","56360"
"In post","2023","Undeclared","London","G7","Male","625","620","59540","58450"
"In post","2023","Undeclared","London","HEO","Female","505","490","36900","36320"
"In post","2023","Undeclared","London","HEO","Male","500","485","37650","37180"
"In post","2023","Undeclared","London","SCS level","Female","110","105","95020","85580"
"In post","2023","Undeclared","London","SCS level","Male","125","120","95700","84450"
"In post","2023","Undeclared","London","SEO","Female","415","400","44170","43650"
"In post","2023","Undeclared","London","SEO","Male","495","485","45590","45130"
"In post","2023","Undeclared","London","Unknown","Female","85","80","35820","33820"
"In post","2023","Undeclared","London","Unknown","Male","35","35","37400","33050"
"In post","2023","Undeclared","Outside London","AA","Female","490","410","22000","22520"
"In post","2023","Undeclared","Outside London","AA","Male","705","645","22210","22520"
"In post","2023","Undeclared","Outside London","AO","Female","2855","2435","23990","22400"
"In post","2023","Undeclared","Outside London","AO","Male","3080","2855","27440","24920"
"In post","2023","Undeclared","Outside London","EO","Female","2495","2235","28440","28120"
"In post","2023","Undeclared","Outside London","EO","Male","2895","2750","30160","28120"
"In post","2023","Undeclared","Outside London","G6","Female","225","210","69430","67790"
"In post","2023","Undeclared","Outside London","G6","Male","320","305","71220","70750"
"In post","2023","Undeclared","Outside London","G7","Female","680","655","54990","54260"
"In post","2023","Undeclared","Outside London","G7","Male","915","900","56410","56000"
"In post","2023","Undeclared","Outside London","HEO","Female","1615","1515","34360","34280"
"In post","2023","Undeclared","Outside London","HEO","Male","1920","1855","35460","34700"
"In post","2023","Undeclared","Outside London","SCS level","Female","60","55","99010","85310"
"In post","2023","Undeclared","Outside London","SCS level","Male","70","70","105680","102950"
"In post","2023","Undeclared","Outside London","SEO","Female","1175","1110","42600","41780"
"In post","2023","Undeclared","Outside London","SEO","Male","1465","1420","43820","42510"
"In post","2023","Undeclared","Outside London","Unknown","Female","550","510","31190","29050"
"In post","2023","Undeclared","Outside London","Unknown","Male","315","300","36070","33340"
"In post","2023","Undeclared","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","HEO","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Overseas","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","Female","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","HEO","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA","Female","160","155","25200","23580"
"In post","2023","Unknown","London","AA","Male","150","150","24480","23500"
"In post","2023","Unknown","London","AO","Female","1305","1235","27560","26400"
"In post","2023","Unknown","London","AO","Male","1085","1060","29190","26920"
"In post","2023","Unknown","London","EO","Female","2420","2340","31110","29890"
"In post","2023","Unknown","London","EO","Male","1930","1895","31560","29890"
"In post","2023","Unknown","London","G6","Female","945","895","70150","68420"
"In post","2023","Unknown","London","G6","Male","860","845","71660","70020"
"In post","2023","Unknown","London","G7","Female","2425","2345","57400","55800"
"In post","2023","Unknown","London","G7","Male","2080","2060","58500","56700"
"In post","2023","Unknown","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","HEO","Female","2960","2905","35830","35410"
"In post","2023","Unknown","London","HEO","Male","2565","2545","36600","36000"
"In post","2023","Unknown","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Female","405","385","93260","84000"
"In post","2023","Unknown","London","SCS level","Male","420","410","99350","89760"
"In post","2023","Unknown","London","SEO","Female","2010","1970","43810","43210"
"In post","2023","Unknown","London","SEO","Male","1700","1685","44350","43650"
"In post","2023","Unknown","London","Unknown","Female","275","255","31030","28580"
"In post","2023","Unknown","London","Unknown","Male","115","110","30970","28580"
"In post","2023","Unknown","Outside London","AA","Female","2300","2015","22140","22180"
"In post","2023","Unknown","Outside London","AA","Male","2350","2240","22570","22180"
"In post","2023","Unknown","Outside London","AO","Female","12410","11145","23530","22520"
"In post","2023","Unknown","Outside London","AO","Male","11150","10810","25100","22520"
"In post","2023","Unknown","Outside London","EO","Female","10145","9570","28630","27890"
"In post","2023","Unknown","Outside London","EO","Male","10475","10185","29470","28080"
"In post","2023","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","G6","Female","830","785","71720","70540"
"In post","2023","Unknown","Outside London","G6","Male","955","935","71100","70540"
"In post","2023","Unknown","Outside London","G7","Female","2615","2475","55110","54260"
"In post","2023","Unknown","Outside London","G7","Male","3090","3025","55840","55110"
"In post","2023","Unknown","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","HEO","Female","5825","5560","34140","34300"
"In post","2023","Unknown","Outside London","HEO","Male","6315","6190","35040","34700"
"In post","2023","Unknown","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Female","195","185","91600","85200"
"In post","2023","Unknown","Outside London","SCS level","Male","225","220","98150","92260"
"In post","2023","Unknown","Outside London","SEO","Female","3610","3440","42240","41780"
"In post","2023","Unknown","Outside London","SEO","Male","4150","4070","42720","42140"
"In post","2023","Unknown","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Female","2185","1985","27130","24570"
"In post","2023","Unknown","Outside London","Unknown","Male","1045","965","31130","26840"
"In post","2023","Unknown","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Female","90","90","69420","66780"
"In post","2023","Unknown","Overseas","G6","Male","110","110","69620","67570"
"In post","2023","Unknown","Overseas","G7","Female","195","195","56660","55210"
"In post","2023","Unknown","Overseas","G7","Male","225","225","58060","56710"
"In post","2023","Unknown","Overseas","HEO","Female","185","185","49180","50290"
"In post","2023","Unknown","Overseas","HEO","Male","135","135","45770","38640"
"In post","2023","Unknown","Overseas","SCS level","Female","45","45","81390","76780"
"In post","2023","Unknown","Overseas","SCS level","Male","40","40","89030","78900"
"In post","2023","Unknown","Overseas","SEO","Female","50","50","44950","42460"
"In post","2023","Unknown","Overseas","SEO","Male","90","90","48650","47380"
"In post","2023","Unknown","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","Male","25","20","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Female","35","30","27620","25880"
"In post","2023","Unknown","Unknown","EO","Male","55","45","27760","25750"
