"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","G6/G7","Male","Undeclared","95","95","60970","57590"
"In post","2023","Attorney General's Departments","G6/G7","Male","Unknown","390","370","63390","62250"
"In post","2023","Attorney General's Departments","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Female","Heterosexual / straight","145","135","88820","84930"
"In post","2023","Attorney General's Departments","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Female","Unknown","45","40","90610","82590"
"In post","2023","Attorney General's Departments","SCS level","Male","Heterosexual / straight","80","80","92430","85680"
"In post","2023","Attorney General's Departments","SCS level","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO/HEO","Female","Heterosexual / straight","785","750","36960","37930"
"In post","2023","Attorney General's Departments","SEO/HEO","Female","LGBO","45","45","37730","38760"
"In post","2023","Attorney General's Departments","SEO/HEO","Female","Undeclared","45","45","37900","38760"
"In post","2023","Attorney General's Departments","SEO/HEO","Female","Unknown","135","130","37020","35420"
"In post","2023","Attorney General's Departments","SEO/HEO","Male","Heterosexual / straight","445","445","37590","38760"
"In post","2023","Attorney General's Departments","SEO/HEO","Male","LGBO","50","45","37080","35800"
"In post","2023","Attorney General's Departments","SEO/HEO","Male","Undeclared","30","30","37560","38860"
"In post","2023","Attorney General's Departments","SEO/HEO","Male","Unknown","90","90","36770","35280"
"In post","2023","Attorney General's Departments","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Female","Heterosexual / straight","180","160","22360","21720"
"In post","2023","Cabinet Office","AA/AO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Female","Unknown","35","35","22640","21830"
"In post","2023","Cabinet Office","AA/AO","Male","Heterosexual / straight","125","125","22580","21720"
"In post","2023","Cabinet Office","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Male","Unknown","40","40","22860","21830"
"In post","2023","Cabinet Office","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","EO","Female","Heterosexual / straight","375","350","27090","27110"
"In post","2023","Cabinet Office","EO","Female","LGBO","35","35","26110","24840"
"In post","2023","Cabinet Office","EO","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Female","Unknown","75","70","27500","27740"
"In post","2023","Cabinet Office","EO","Male","Heterosexual / straight","200","195","26940","27100"
"In post","2023","Cabinet Office","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Male","Unknown","110","110","26690","27100"
"In post","2023","Cabinet Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G6/G7","Female","Heterosexual / straight","1315","1280","60970","57650"
"In post","2023","Cabinet Office","G6/G7","Female","LGBO","115","110","59450","56430"
"In post","2023","Cabinet Office","G6/G7","Female","Undeclared","130","130","60130","56430"
"In post","2023","Cabinet Office","G6/G7","Female","Unknown","345","335","61740","57970"
"In post","2023","Cabinet Office","G6/G7","Male","Heterosexual / straight","1270","1260","62490","60900"
"In post","2023","Cabinet Office","G6/G7","Male","LGBO","140","140","59690","56430"
"In post","2023","Cabinet Office","G6/G7","Male","Undeclared","145","145","60650","58230"
"In post","2023","Cabinet Office","G6/G7","Male","Unknown","390","385","62640","60780"
"In post","2023","Cabinet Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Heterosexual / straight","225","215","97870","93950"
"In post","2023","Cabinet Office","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Unknown","70","70","100930","95000"
"In post","2023","Cabinet Office","SCS level","Male","Heterosexual / straight","280","280","108260","100540"
"In post","2023","Cabinet Office","SCS level","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Male","Unknown","85","80","111240","99600"
"In post","2023","Cabinet Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SEO/HEO","Female","Heterosexual / straight","1315","1275","36350","35650"
"In post","2023","Cabinet Office","SEO/HEO","Female","LGBO","120","120","35730","34700"
"In post","2023","Cabinet Office","SEO/HEO","Female","Undeclared","105","105","36310","34550"
"In post","2023","Cabinet Office","SEO/HEO","Female","Unknown","930","925","31960","30130"
"In post","2023","Cabinet Office","SEO/HEO","Male","Heterosexual / straight","960","950","36820","35650"
"In post","2023","Cabinet Office","SEO/HEO","Male","LGBO","135","135","36010","35610"
"In post","2023","Cabinet Office","SEO/HEO","Male","Undeclared","105","100","37030","35650"
"In post","2023","Cabinet Office","SEO/HEO","Male","Unknown","660","655","32250","30130"
"In post","2023","Cabinet Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Female","Heterosexual / straight","65","55","78330","75040"
"In post","2023","Chancellor's other departments","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Male","Heterosexual / straight","90","90","78370","69050"
"In post","2023","Chancellor's other departments","G6/G7","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Female","Heterosexual / straight","55","55","42960","43710"
"In post","2023","Chancellor's other departments","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Male","Heterosexual / straight","50","50","41670","41100"
"In post","2023","Chancellor's other departments","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Heterosexual / straight","40","35","25610","25300"
"In post","2023","Charity Commission","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Unknown","35","35","25640","25300"
"In post","2023","Charity Commission","EO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Charity Commission","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Female","Heterosexual / straight","30","30","56210","52240"
"In post","2023","Charity Commission","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Female","Heterosexual / straight","90","85","34100","30420"
"In post","2023","Charity Commission","SEO/HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Female","Unknown","50","45","33510","30360"
"In post","2023","Charity Commission","SEO/HEO","Male","Heterosexual / straight","75","75","33890","30170"
"In post","2023","Charity Commission","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Male","Unknown","35","35","34380","32350"
"In post","2023","Charity Commission","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Heterosexual / straight","30","30","28490","27980"
"In post","2023","Competition and Markets Authority","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Female","Heterosexual / straight","190","180","67190","66240"
"In post","2023","Competition and Markets Authority","G6/G7","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Male","Heterosexual / straight","180","175","67490","66600"
"In post","2023","Competition and Markets Authority","G6/G7","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Female","Heterosexual / straight","50","45","107690","102320"
"In post","2023","Competition and Markets Authority","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Male","Heterosexual / straight","60","60","108940","102320"
"In post","2023","Competition and Markets Authority","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Female","Heterosexual / straight","95","95","37960","35920"
"In post","2023","Competition and Markets Authority","SEO/HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Male","Heterosexual / straight","90","90","38560","35600"
"In post","2023","Competition and Markets Authority","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Heterosexual / straight","510","450","22570","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","LGBO","45","40","21770","21380"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Undeclared","50","45","22190","21970"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","Unknown","250","210","22620","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Heterosexual / straight","295","290","22300","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Undeclared","35","35","22350","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","Unknown","160","150","22640","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Female","Heterosexual / straight","715","660","26980","25880"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Female","LGBO","55","55","27120","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Female","Undeclared","65","60","27120","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Female","Unknown","210","195","26570","25310"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Male","Heterosexual / straight","475","465","27440","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Male","LGBO","50","50","26450","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Male","Undeclared","75","70","27370","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Male","Unknown","185","180","27430","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Heterosexual / straight","1500","1425","58230","56960"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","LGBO","110","105","57310","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Undeclared","180","175","57560","55350"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","Unknown","210","205","58790","56320"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Heterosexual / straight","1750","1715","58580","57710"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","LGBO","160","160","58450","56720"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Undeclared","260","250","59600","59090"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Unknown","265","260","59660","59370"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","Heterosexual / straight","155","140","85510","80090"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","Heterosexual / straight","170","165","86850","78410"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","Heterosexual / straight","2250","2130","38020","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","LGBO","210","205","38370","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","Undeclared","275","260","38610","38200"
