"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","AA","Female","890","740","21630","21380"
"In post","2023","Declared disabled","No function","AA","Male","745","680","21820","22080"
"In post","2023","Declared disabled","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","AO","Female","7295","6105","23200","21780"
"In post","2023","Declared disabled","No function","AO","Male","4590","4270","24700","22400"
"In post","2023","Declared disabled","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","EO","Female","8470","7410","28690","28120"
"In post","2023","Declared disabled","No function","EO","Male","4555","4285","29290","28120"
"In post","2023","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","G6","Female","350","330","69810","67500"
"In post","2023","Declared disabled","No function","G6","Male","290","285","70600","67870"
"In post","2023","Declared disabled","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","G7","Female","1060","1020","56090","55370"
"In post","2023","Declared disabled","No function","G7","Male","795","775","57010","55850"
"In post","2023","Declared disabled","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","HEO","Female","2820","2655","34670","34310"
"In post","2023","Declared disabled","No function","HEO","Male","2050","1965","35660","34850"
"In post","2023","Declared disabled","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","SCS level","Female","135","125","88720","79470"
"In post","2023","Declared disabled","No function","SCS level","Male","135","135","94260","83920"
"In post","2023","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","SEO","Female","1630","1560","42830","41950"
"In post","2023","Declared disabled","No function","SEO","Male","1170","1140","44210","42940"
"In post","2023","Declared disabled","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Female","3115","2885","30950","29050"
"In post","2023","Declared disabled","No function","Unknown","Male","915","870","31760","29050"
"In post","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AO","Female","30","25","23130","22520"
"In post","2023","Declared disabled","Project Delivery","AO","Male","25","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","EO","Female","135","125","28510","28120"
"In post","2023","Declared disabled","Project Delivery","EO","Male","80","75","28350","28120"
"In post","2023","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","G6","Female","95","90","69720","69710"
"In post","2023","Declared disabled","Project Delivery","G6","Male","80","75","71470","71300"
"In post","2023","Declared disabled","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","G7","Female","270","260","54840","55110"
"In post","2023","Declared disabled","Project Delivery","G7","Male","220","215","55400","55790"
"In post","2023","Declared disabled","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","HEO","Female","405","380","33740","34170"
"In post","2023","Declared disabled","Project Delivery","HEO","Male","230","225","34340","34170"
"In post","2023","Declared disabled","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SEO","Female","315","300","41190","41780"
"In post","2023","Declared disabled","Project Delivery","SEO","Male","265","255","41870","41800"
"In post","2023","Declared disabled","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Female","85","80","38370","34330"
"In post","2023","Declared disabled","Project Delivery","Unknown","Male","110","110","43360","42620"
"In post","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
