"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Undeclared","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA","Unknown","110","100","21900","22180"
"In post","2023","16-19","Unknown","AO","Heterosexual / straight","80","80","21930","22270"
"In post","2023","16-19","Unknown","AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AO","Unknown","375","360","23180","22430"
"In post","2023","16-19","Unknown","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Unknown","55","55","26710","25750"
"In post","2023","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","60","55","20230","19090"
"In post","2023","20-29","Declared disabled","AA","Heterosexual / straight","120","115","22720","23230"
"In post","2023","20-29","Declared disabled","AA","LGBO","60","60","22660","23230"
"In post","2023","20-29","Declared disabled","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","AA","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","AO","Heterosexual / straight","1130","1095","24510","22520"
"In post","2023","20-29","Declared disabled","AO","LGBO","375","365","24120","22500"
"In post","2023","20-29","Declared disabled","AO","Undeclared","130","120","24110","22400"
"In post","2023","20-29","Declared disabled","AO","Unknown","65","65","24630","23390"
"In post","2023","20-29","Declared disabled","EO","Heterosexual / straight","990","970","28570","28120"
"In post","2023","20-29","Declared disabled","EO","LGBO","360","355","28090","28120"
"In post","2023","20-29","Declared disabled","EO","Undeclared","110","110","28620","28120"
"In post","2023","20-29","Declared disabled","EO","Unknown","75","75","28510","27890"
"In post","2023","20-29","Declared disabled","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","G6","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","G7","Heterosexual / straight","225","225","54820","55020"
"In post","2023","20-29","Declared disabled","G7","LGBO","95","95","54640","54670"
"In post","2023","20-29","Declared disabled","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","HEO","Heterosexual / straight","875","870","33780","33830"
"In post","2023","20-29","Declared disabled","HEO","LGBO","350","345","34040","34170"
"In post","2023","20-29","Declared disabled","HEO","Undeclared","95","95","33820","33630"
"In post","2023","20-29","Declared disabled","HEO","Unknown","245","245","30920","30130"
"In post","2023","20-29","Declared disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SEO","Heterosexual / straight","390","390","41020","41200"
"In post","2023","20-29","Declared disabled","SEO","LGBO","145","145","41220","41360"
"In post","2023","20-29","Declared disabled","SEO","Undeclared","45","45","41080","41100"
"In post","2023","20-29","Declared disabled","SEO","Unknown","35","35","41960","41120"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","375","365","26860","25300"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","135","135","25790","24570"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","AA","Heterosexual / straight","1220","1175","22580","23230"
"In post","2023","20-29","Declared non-disabled","AA","LGBO","155","150","22700","23230"
"In post","2023","20-29","Declared non-disabled","AA","Undeclared","65","60","21830","23230"
"In post","2023","20-29","Declared non-disabled","AA","Unknown","35","30","21810","22080"
"In post","2023","20-29","Declared non-disabled","AO","Heterosexual / straight","11115","10845","25320","22520"
"In post","2023","20-29","Declared non-disabled","AO","LGBO","1225","1210","25180","22520"
"In post","2023","20-29","Declared non-disabled","AO","Undeclared","545","530","24260","22520"
"In post","2023","20-29","Declared non-disabled","AO","Unknown","300","285","23620","22520"
"In post","2023","20-29","Declared non-disabled","EO","Heterosexual / straight","9555","9430","28540","28120"
"In post","2023","20-29","Declared non-disabled","EO","LGBO","870","865","28270","28120"
"In post","2023","20-29","Declared non-disabled","EO","Undeclared","505","500","28400","28120"
"In post","2023","20-29","Declared non-disabled","EO","Unknown","330","325","28130","28120"
"In post","2023","20-29","Declared non-disabled","G6","Heterosexual / straight","140","140","66860","66490"
"In post","2023","20-29","Declared non-disabled","G6","LGBO","35","35","68160","66620"
"In post","2023","20-29","Declared non-disabled","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","G6","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","G7","Heterosexual / straight","2395","2390","55290","55120"
"In post","2023","20-29","Declared non-disabled","G7","LGBO","330","330","55670","55190"
"In post","2023","20-29","Declared non-disabled","G7","Undeclared","165","165","55410","55120"
"In post","2023","20-29","Declared non-disabled","G7","Unknown","70","70","56370","55820"
"In post","2023","20-29","Declared non-disabled","HEO","Heterosexual / straight","7665","7625","34230","34170"
"In post","2023","20-29","Declared non-disabled","HEO","LGBO","915","910","34270","34310"
"In post","2023","20-29","Declared non-disabled","HEO","Undeclared","450","450","34150","34000"
"In post","2023","20-29","Declared non-disabled","HEO","Unknown","305","305","33510","33540"
"In post","2023","20-29","Declared non-disabled","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SEO","Heterosexual / straight","3635","3620","41540","41440"
"In post","2023","20-29","Declared non-disabled","SEO","LGBO","410","410","41240","41360"
"In post","2023","20-29","Declared non-disabled","SEO","Undeclared","260","260","41450","41360"
"In post","2023","20-29","Declared non-disabled","SEO","Unknown","85","85","41680","41550"
"In post","2023","20-29","Declared non-disabled","Unknown","Heterosexual / straight","2805","2755","26650","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","LGBO","280","280","25070","23640"
"In post","2023","20-29","Declared non-disabled","Unknown","Undeclared","95","95","26310","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Heterosexual / straight","30","30","23320","23230"
"In post","2023","20-29","Undeclared","AA","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","AO","Heterosexual / straight","290","285","24340","22520"
"In post","2023","20-29","Undeclared","AO","LGBO","85","85","24610","22520"
"In post","2023","20-29","Undeclared","AO","Undeclared","190","185","25990","23210"
"In post","2023","20-29","Undeclared","AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Heterosexual / straight","285","280","28670","28120"
"In post","2023","20-29","Undeclared","EO","LGBO","70","70","28420","28120"
"In post","2023","20-29","Undeclared","EO","Undeclared","140","140","29290","28120"
"In post","2023","20-29","Undeclared","EO","Unknown","40","40","28000","28120"
"In post","2023","20-29","Undeclared","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Heterosexual / straight","80","75","54960","54380"
"In post","2023","20-29","Undeclared","G7","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Undeclared","55","55","55750","55150"
"In post","2023","20-29","Undeclared","G7","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","HEO","Heterosexual / straight","265","265","34120","33950"
"In post","2023","20-29","Undeclared","HEO","LGBO","70","70","34270","34310"
"In post","2023","20-29","Undeclared","HEO","Undeclared","185","185","34110","34170"
"In post","2023","20-29","Undeclared","HEO","Unknown","40","40","31970","30130"
"In post","2023","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","Heterosexual / straight","140","140","41210","41110"
"In post","2023","20-29","Undeclared","SEO","LGBO","35","35","41360","41640"
"In post","2023","20-29","Undeclared","SEO","Undeclared","80","80","41070","41280"
"In post","2023","20-29","Undeclared","SEO","Unknown","35","35","40920","40880"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","75","75","26010","24570"
"In post","2023","20-29","Undeclared","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Heterosexual / straight","150","145","22340","22180"
"In post","2023","20-29","Unknown","AA","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Unknown","1125","1090","22560","23000"
"In post","2023","20-29","Unknown","AO","Heterosexual / straight","1170","1150","24170","22870"
"In post","2023","20-29","Unknown","AO","LGBO","160","160","24060","22950"
"In post","2023","20-29","Unknown","AO","Undeclared","85","85","23460","22450"
"In post","2023","20-29","Unknown","AO","Unknown","7420","7230","24670","22520"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","1765","1745","29460","28120"
"In post","2023","20-29","Unknown","EO","LGBO","240","240","28600","27890"
"In post","2023","20-29","Unknown","EO","Undeclared","235","230","28900","28770"
"In post","2023","20-29","Unknown","EO","Unknown","5520","5465","28190","27890"
"In post","2023","20-29","Unknown","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Unknown","75","70","69080","66800"
"In post","2023","20-29","Unknown","G7","Heterosexual / straight","435","430","54700","54690"
"In post","2023","20-29","Unknown","G7","LGBO","85","80","55070","54700"
"In post","2023","20-29","Unknown","G7","Undeclared","115","115","54790","54690"
"In post","2023","20-29","Unknown","G7","Unknown","895","895","56090","55720"
"In post","2023","20-29","Unknown","HEO","Heterosexual / straight","1660","1655","33420","32960"
"In post","2023","20-29","Unknown","HEO","LGBO","240","240","33560","32980"
"In post","2023","20-29","Unknown","HEO","Undeclared","285","285","33470","33950"
"In post","2023","20-29","Unknown","HEO","Unknown","4350","4335","33830","34400"
"In post","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO","Heterosexual / straight","775","770","41560","41440"
"In post","2023","20-29","Unknown","SEO","LGBO","115","115","41670","41950"
"In post","2023","20-29","Unknown","SEO","Undeclared","140","140","41640","41950"
"In post","2023","20-29","Unknown","SEO","Unknown","1610","1610","42190","42140"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","115","115","25930","24570"
"In post","2023","20-29","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","1345","1310","26830","24570"
"In post","2023","30-39","Declared disabled","AA","Heterosexual / straight","165","150","22170","23000"
"In post","2023","30-39","Declared disabled","AA","LGBO","30","30","22360","23230"
"In post","2023","30-39","Declared disabled","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","AA","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","AO","Heterosexual / straight","1520","1385","24440","22500"
"In post","2023","30-39","Declared disabled","AO","LGBO","310","295","24850","22520"
"In post","2023","30-39","Declared disabled","AO","Undeclared","155","145","24930","22500"
"In post","2023","30-39","Declared disabled","AO","Unknown","95","85","24790","22620"
"In post","2023","30-39","Declared disabled","EO","Heterosexual / straight","1820","1715","28770","28120"
"In post","2023","30-39","Declared disabled","EO","LGBO","410","395","28500","28120"
"In post","2023","30-39","Declared disabled","EO","Undeclared","190","175","28710","28120"
"In post","2023","30-39","Declared disabled","EO","Unknown","130","120","30060","28120"
"In post","2023","30-39","Declared disabled","G6","Heterosexual / straight","220","215","68430","66700"
"In post","2023","30-39","Declared disabled","G6","LGBO","50","50","67010","66000"
"In post","2023","30-39","Declared disabled","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","G6","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","G7","Heterosexual / straight","805","780","55400","55120"
"In post","2023","30-39","Declared disabled","G7","LGBO","220","215","55130","55100"
"In post","2023","30-39","Declared disabled","G7","Undeclared","105","100","55510","55150"
"In post","2023","30-39","Declared disabled","G7","Unknown","70","70","56080","55370"
"In post","2023","30-39","Declared disabled","HEO","Heterosexual / straight","1260","1210","34510","34300"
"In post","2023","30-39","Declared disabled","HEO","LGBO","305","300","34670","34400"
"In post","2023","30-39","Declared disabled","HEO","Undeclared","150","145","33950","34180"
"In post","2023","30-39","Declared disabled","HEO","Unknown","100","100","33930","34170"
"In post","2023","30-39","Declared disabled","SCS level","Heterosexual / straight","55","55","84490","78430"
"In post","2023","30-39","Declared disabled","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SEO","Heterosexual / straight","950","925","42140","41660"
"In post","2023","30-39","Declared disabled","SEO","LGBO","225","220","41310","41170"
"In post","2023","30-39","Declared disabled","SEO","Undeclared","85","80","41490","41360"
"In post","2023","30-39","Declared disabled","SEO","Unknown","45","45","42110","41060"
"In post","2023","30-39","Declared disabled","Unknown","Heterosexual / straight","645","600","30090","29300"
"In post","2023","30-39","Declared disabled","Unknown","LGBO","110","110","29100","26840"
"In post","2023","30-39","Declared disabled","Unknown","Undeclared","45","40","32140","33340"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","AA","Heterosexual / straight","1070","995","22490","23230"
"In post","2023","30-39","Declared non-disabled","AA","LGBO","105","105","22840","23230"
"In post","2023","30-39","Declared non-disabled","AA","Undeclared","70","60","21570","21380"
"In post","2023","30-39","Declared non-disabled","AA","Unknown","55","50","22680","22080"
"In post","2023","30-39","Declared non-disabled","AO","Heterosexual / straight","11470","10535","25670","22520"
"In post","2023","30-39","Declared non-disabled","AO","LGBO","820","795","26190","22520"
"In post","2023","30-39","Declared non-disabled","AO","Undeclared","665","605","24870","22520"
"In post","2023","30-39","Declared non-disabled","AO","Unknown","845","690","23520","21690"
"In post","2023","30-39","Declared non-disabled","EO","Heterosexual / straight","13385","12675","28790","28120"
"In post","2023","30-39","Declared non-disabled","EO","LGBO","990","975","28920","28120"
"In post","2023","30-39","Declared non-disabled","EO","Undeclared","770","740","28890","28120"
"In post","2023","30-39","Declared non-disabled","EO","Unknown","975","885","28940","28120"
"In post","2023","30-39","Declared non-disabled","G6","Heterosexual / straight","2645","2560","68720","67100"
"In post","2023","30-39","Declared non-disabled","G6","LGBO","235","230","68470","67000"
"In post","2023","30-39","Declared non-disabled","G6","Undeclared","160","160","69020","67010"
"In post","2023","30-39","Declared non-disabled","G6","Unknown","125","120","67720","66860"
"In post","2023","30-39","Declared non-disabled","G7","Heterosexual / straight","8305","8070","55810","55350"
"In post","2023","30-39","Declared non-disabled","G7","LGBO","750","740","55850","55150"
"In post","2023","30-39","Declared non-disabled","G7","Undeclared","545","535","55810","55370"
"In post","2023","30-39","Declared non-disabled","G7","Unknown","335","325","56050","55350"
"In post","2023","30-39","Declared non-disabled","HEO","Heterosexual / straight","11025","10670","34670","34420"
"In post","2023","30-39","Declared non-disabled","HEO","LGBO","830","820","34600","34400"
"In post","2023","30-39","Declared non-disabled","HEO","Undeclared","585","570","34900","34400"
"In post","2023","30-39","Declared non-disabled","HEO","Unknown","530","515","35060","34400"
"In post","2023","30-39","Declared non-disabled","SCS level","Heterosexual / straight","565","545","81950","77570"
"In post","2023","30-39","Declared non-disabled","SCS level","LGBO","70","70","81290","76610"
"In post","2023","30-39","Declared non-disabled","SCS level","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SEO","Heterosexual / straight","8800","8570","42340","41800"
"In post","2023","30-39","Declared non-disabled","SEO","LGBO","710","700","42020","41630"
"In post","2023","30-39","Declared non-disabled","SEO","Undeclared","575","560","42400","41870"
"In post","2023","30-39","Declared non-disabled","SEO","Unknown","385","375","41740","41640"
"In post","2023","30-39","Declared non-disabled","Unknown","Heterosexual / straight","3155","2955","31650","30810"
"In post","2023","30-39","Declared non-disabled","Unknown","LGBO","220","220","28960","26840"
"In post","2023","30-39","Declared non-disabled","Unknown","Undeclared","135","130","32220","31920"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","40","40","36670","35140"
"In post","2023","30-39","Undeclared","AA","Heterosexual / straight","60","55","22550","23230"
"In post","2023","30-39","Undeclared","AA","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","AA","Undeclared","40","35","22060","22880"
"In post","2023","30-39","Undeclared","AA","Unknown","25","20","[c]","[c]"
"In post","2023","30-39","Undeclared","AO","Heterosexual / straight","470","430","24630","22500"
"In post","2023","30-39","Undeclared","AO","LGBO","80","75","24630","22520"
"In post","2023","30-39","Undeclared","AO","Undeclared","330","310","26210","23240"
"In post","2023","30-39","Undeclared","AO","Unknown","90","75","26190","24440"
"In post","2023","30-39","Undeclared","EO","Heterosexual / straight","610","580","29020","28120"
"In post","2023","30-39","Undeclared","EO","LGBO","90","85","29150","28120"
"In post","2023","30-39","Undeclared","EO","Undeclared","365","350","29640","28120"
"In post","2023","30-39","Undeclared","EO","Unknown","125","115","30990","28200"
"In post","2023","30-39","Undeclared","G6","Heterosexual / straight","105","105","68320","66620"
"In post","2023","30-39","Undeclared","G6","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","G6","Undeclared","80","80","68540","67420"
"In post","2023","30-39","Undeclared","G6","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","G7","Heterosexual / straight","335","330","56570","55720"
"In post","2023","30-39","Undeclared","G7","LGBO","45","45","55730","54630"
"In post","2023","30-39","Undeclared","G7","Undeclared","280","275","56000","55380"
"In post","2023","30-39","Undeclared","G7","Unknown","80","80","55450","54690"
"In post","2023","30-39","Undeclared","HEO","Heterosexual / straight","425","410","34620","34300"
"In post","2023","30-39","Undeclared","HEO","LGBO","75","75","34370","34170"
"In post","2023","30-39","Undeclared","HEO","Undeclared","325","320","34790","34700"
"In post","2023","30-39","Undeclared","HEO","Unknown","90","85","35190","34170"
"In post","2023","30-39","Undeclared","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","SEO","Heterosexual / straight","315","310","42200","41780"
"In post","2023","30-39","Undeclared","SEO","LGBO","40","40","42240","41720"
"In post","2023","30-39","Undeclared","SEO","Undeclared","300","295","43110","42140"
"In post","2023","30-39","Undeclared","SEO","Unknown","60","55","43140","41870"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","130","120","30780","29050"
"In post","2023","30-39","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Undeclared","65","60","33110","33050"
"In post","2023","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Heterosexual / straight","135","120","23020","22180"
"In post","2023","30-39","Unknown","AA","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","AA","Unknown","755","690","22770","22920"
"In post","2023","30-39","Unknown","AO","Heterosexual / straight","900","850","25040","22870"
"In post","2023","30-39","Unknown","AO","LGBO","95","90","24660","22520"
"In post","2023","30-39","Unknown","AO","Undeclared","65","60","25970","23720"
"In post","2023","30-39","Unknown","AO","Unknown","4980","4675","25170","22520"
"In post","2023","30-39","Unknown","EO","Heterosexual / straight","1725","1675","30760","29100"
"In post","2023","30-39","Unknown","EO","LGBO","150","145","30460","28770"
"In post","2023","30-39","Unknown","EO","Undeclared","155","150","30770","28820"
"In post","2023","30-39","Unknown","EO","Unknown","4905","4745","28910","28120"
"In post","2023","30-39","Unknown","G6","Heterosexual / straight","350","335","68230","67780"
"In post","2023","30-39","Unknown","G6","LGBO","30","30","67650","67830"
"In post","2023","30-39","Unknown","G6","Undeclared","90","90","67880","67890"
"In post","2023","30-39","Unknown","G6","Unknown","650","630","69100","67420"
"In post","2023","30-39","Unknown","G7","Heterosexual / straight","1245","1215","55520","54690"
"In post","2023","30-39","Unknown","G7","LGBO","115","115","55430","54690"
"In post","2023","30-39","Unknown","G7","Undeclared","215","210","55130","54690"
"In post","2023","30-39","Unknown","G7","Unknown","2230","2190","56450","55740"
