"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data and Technology","AO","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","EO","275","265","29150","28120"
"In post","2023","Asian","Digital, Data and Technology","G6","120","120","70870","69490"
"In post","2023","Asian","Digital, Data and Technology","G7","460","455","57740","56430"
"In post","2023","Asian","Digital, Data and Technology","HEO","410","405","35280","35000"
"In post","2023","Asian","Digital, Data and Technology","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","SEO","485","480","42640","42140"
"In post","2023","Asian","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Economics","AO","10","10","[c]","[c]"
"In post","2023","Asian","Economics","EO","30","30","27660","28720"
"In post","2023","Asian","Economics","G6","20","20","[c]","[c]"
"In post","2023","Asian","Economics","G7","65","60","57780","56340"
"In post","2023","Asian","Economics","HEO","85","85","35630","35000"
"In post","2023","Asian","Economics","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Economics","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","AO","70","65","24150","24280"
"In post","2023","Asian","Finance","EO","165","160","28770","28120"
"In post","2023","Asian","Finance","G6","45","45","70890","70840"
"In post","2023","Asian","Finance","G7","160","160","57580","57060"
"In post","2023","Asian","Finance","HEO","235","230","35530","35410"
"In post","2023","Asian","Finance","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Finance","SEO","255","245","43700","43630"
"In post","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","AO","55","50","24050","22520"
"In post","2023","Asian","Human Resources","EO","165","155","28910","28680"
"In post","2023","Asian","Human Resources","G6","25","25","[c]","[c]"
"In post","2023","Asian","Human Resources","G7","90","85","56880","56080"
"In post","2023","Asian","Human Resources","HEO","205","195","35600","35410"
"In post","2023","Asian","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","SEO","135","130","42520","43000"
"In post","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","G7","10","10","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","AO","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","EO","120","115","29490","30040"
"In post","2023","Asian","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","HEO","40","40","36210","36180"
"In post","2023","Asian","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","EO","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","G6","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","G7","20","20","[c]","[c]"
"In post","2023","Asian","Internal Audit","HEO","30","30","35710","35500"
"In post","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","SEO","45","40","45250","44370"
"In post","2023","Asian","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","EO","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","G6","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","G7","35","35","56800","55500"
"In post","2023","Asian","International Trade","HEO","40","40","35440","35010"
"In post","2023","Asian","International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","SEO","55","55","41870","41550"
"In post","2023","Asian","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","AO","20","15","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","EO","30","30","29170","29400"
"In post","2023","Asian","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","G7","15","15","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","HEO","50","50","35420","35000"
"In post","2023","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","AO","10","10","[c]","[c]"
"In post","2023","Asian","Legal","EO","125","120","29730","28410"
"In post","2023","Asian","Legal","G6","115","110","70530","68650"
"In post","2023","Asian","Legal","G7","545","515","56220","54100"
"In post","2023","Asian","Legal","HEO","110","110","37270","35410"
"In post","2023","Asian","Legal","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Legal","SEO","155","140","41960","40800"
"In post","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","AO","30","30","25640","24680"
"In post","2023","Asian","Medicine","EO","10","5","[c]","[c]"
"In post","2023","Asian","Medicine","G6","35","30","82400","85850"
"In post","2023","Asian","Medicine","G7","25","20","[c]","[c]"
"In post","2023","Asian","Medicine","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Medicine","SCS level","55","50","115740","117370"
"In post","2023","Asian","Medicine","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","AA","470","405","22750","23230"
"In post","2023","Asian","Operational Delivery","AO","6755","5975","23790","22520"
"In post","2023","Asian","Operational Delivery","EO","7230","6660","29350","28120"
"In post","2023","Asian","Operational Delivery","G6","75","75","72680","69940"
"In post","2023","Asian","Operational Delivery","G7","315","310","57100","56060"
"In post","2023","Asian","Operational Delivery","HEO","1945","1850","35500","35000"
"In post","2023","Asian","Operational Delivery","SCS level","30","30","[c]","[c]"
"In post","2023","Asian","Operational Delivery","SEO","825","810","44040","43210"
"In post","2023","Asian","Operational Delivery","Unknown","950","880","29490","27190"
"In post","2023","Asian","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","G6","5","5","[c]","[c]"
"In post","2023","Asian","Operational Research","G7","20","20","[c]","[c]"
"In post","2023","Asian","Operational Research","HEO","30","25","[c]","[c]"
"In post","2023","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Other","AA","45","40","20750","19770"
"In post","2023","Asian","Other","AO","440","375","22540","21690"
"In post","2023","Asian","Other","EO","235","225","29480","29750"
"In post","2023","Asian","Other","G6","20","20","[c]","[c]"
"In post","2023","Asian","Other","G7","50","50","57440","58480"
"In post","2023","Asian","Other","HEO","150","145","35460","36000"
"In post","2023","Asian","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Other","SEO","80","75","43400","43210"
"In post","2023","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","G6","5","5","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","AA","10","10","[c]","[c]"
"In post","2023","Asian","Policy","AO","40","35","25950","25610"
"In post","2023","Asian","Policy","EO","230","225","29330","29560"
"In post","2023","Asian","Policy","G6","195","190","68160","66750"
"In post","2023","Asian","Policy","G7","640","630","56450","55350"
"In post","2023","Asian","Policy","HEO","660","645","35360","35000"
"In post","2023","Asian","Policy","SCS level","85","85","84340","78320"
"In post","2023","Asian","Policy","SEO","565","550","42170","41870"
"In post","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","AO","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","EO","140","135","29220","28540"
"In post","2023","Asian","Project Delivery","G6","85","85","70140","68610"
"In post","2023","Asian","Project Delivery","G7","230","230","56990","56870"
"In post","2023","Asian","Project Delivery","HEO","345","335","35080","34970"
"In post","2023","Asian","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","SEO","345","340","42280","42510"
"In post","2023","Asian","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","AO","50","45","23330","22520"
"In post","2023","Asian","Property","EO","85","80","29570","29660"
"In post","2023","Asian","Property","G6","10","10","[c]","[c]"
"In post","2023","Asian","Property","G7","25","25","[c]","[c]"
"In post","2023","Asian","Property","HEO","75","75","35350","35410"
"In post","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","SEO","55","55","44870","45560"
"In post","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","EO","10","10","[c]","[c]"
"In post","2023","Asian","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","AO","35","35","24880","25340"
"In post","2023","Asian","Science and Engineering","EO","65","60","28170","27960"
"In post","2023","Asian","Science and Engineering","G6","20","20","[c]","[c]"
"In post","2023","Asian","Science and Engineering","G7","85","80","55120","54780"
"In post","2023","Asian","Science and Engineering","HEO","165","165","33600","33640"
"In post","2023","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","SEO","185","185","42640","42180"
"In post","2023","Asian","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Security","AA","95","95","23090","22880"
"In post","2023","Asian","Security","AO","65","60","30790","28950"
"In post","2023","Asian","Security","EO","60","55","30760","29980"
"In post","2023","Asian","Security","G6","5","5","[c]","[c]"
"In post","2023","Asian","Security","G7","20","20","[c]","[c]"
"In post","2023","Asian","Security","HEO","65","65","36410","36180"
"In post","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","SEO","45","45","44270","44450"
"In post","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","G7","15","15","[c]","[c]"
"In post","2023","Asian","Social Research","HEO","25","20","[c]","[c]"
"In post","2023","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","EO","25","25","[c]","[c]"
"In post","2023","Asian","Statistics","G6","5","5","[c]","[c]"
"In post","2023","Asian","Statistics","G7","55","50","58350","57840"
"In post","2023","Asian","Statistics","HEO","70","70","35150","35000"
"In post","2023","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","SEO","75","70","42980","43250"
"In post","2023","Asian","Tax","AO","230","210","22850","22520"
"In post","2023","Asian","Tax","EO","535","505","29180","28130"
"In post","2023","Asian","Tax","G6","25","25","[c]","[c]"
"In post","2023","Asian","Tax","G7","160","155","60090","57970"
"In post","2023","Asian","Tax","HEO","700","675","36540","35000"
"In post","2023","Asian","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","SEO","185","180","43790","42510"
"In post","2023","Asian","Unknown","AA","35","30","23460","23340"
"In post","2023","Asian","Unknown","AO","150","145","23930","22520"
"In post","2023","Asian","Unknown","EO","315","300","29280","28820"
"In post","2023","Asian","Unknown","G6","70","70","71100","70920"
"In post","2023","Asian","Unknown","G7","200","195","57310","56430"
"In post","2023","Asian","Unknown","HEO","485","480","34520","34700"
"In post","2023","Asian","Unknown","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","SEO","225","220","43620","42510"
"In post","2023","Asian","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","AO","20","20","[c]","[c]"
"In post","2023","Black","Commercial","EO","35","35","29140","29080"
"In post","2023","Black","Commercial","G6","15","15","[c]","[c]"
"In post","2023","Black","Commercial","G7","35","35","61190","61290"
"In post","2023","Black","Commercial","HEO","55","55","35120","35010"
"In post","2023","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","SEO","75","70","43860","43320"
"In post","2023","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","EO","15","15","[c]","[c]"
"In post","2023","Black","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","G7","15","15","[c]","[c]"
"In post","2023","Black","Communications","HEO","45","45","36160","35580"
"In post","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","SEO","15","15","[c]","[c]"
"In post","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","AO","115","100","24820","25610"
"In post","2023","Black","Counter Fraud","EO","250","235","31370","32520"
"In post","2023","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","HEO","85","85","37720","39150"
"In post","2023","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","EO","125","125","28820","28130"
"In post","2023","Black","Digital, Data and Technology","G6","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","G7","165","165","57640","56430"
"In post","2023","Black","Digital, Data and Technology","HEO","215","215","35280","34700"
"In post","2023","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","SEO","250","250","42310","41920"
"In post","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","EO","5","5","[c]","[c]"
"In post","2023","Black","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","G7","20","20","[c]","[c]"
"In post","2023","Black","Economics","HEO","20","20","[c]","[c]"
"In post","2023","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","SEO","10","10","[c]","[c]"
"In post","2023","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","AO","35","30","24990","25230"
"In post","2023","Black","Finance","EO","65","65","29890","29910"
"In post","2023","Black","Finance","G6","10","10","[c]","[c]"
"In post","2023","Black","Finance","G7","65","65","57790","56040"
"In post","2023","Black","Finance","HEO","115","115","36190","35920"
"In post","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","SEO","115","115","44350","43760"
"In post","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","AO","25","25","[c]","[c]"
"In post","2023","Black","Human Resources","EO","75","75","29610","29660"
"In post","2023","Black","Human Resources","G6","10","10","[c]","[c]"
"In post","2023","Black","Human Resources","G7","55","55","56700","56410"
"In post","2023","Black","Human Resources","HEO","120","120","35490","35410"
"In post","2023","Black","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","SEO","80","80","43570","43310"
"In post","2023","Black","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","G7","10","10","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","SEO","30","30","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","AO","5","5","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","EO","30","30","31190","31310"
"In post","2023","Black","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","HEO","15","15","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO","10","10","[c]","[c]"
"In post","2023","Black","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","EO","10","10","[c]","[c]"
"In post","2023","Black","International Trade","G6","5","5","[c]","[c]"
"In post","2023","Black","International Trade","G7","15","15","[c]","[c]"
"In post","2023","Black","International Trade","HEO","20","20","[c]","[c]"
"In post","2023","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","SEO","20","20","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","AO","15","15","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","EO","30","25","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","HEO","20","20","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","EO","85","85","30590","30230"
"In post","2023","Black","Legal","G6","35","35","71810","69790"
"In post","2023","Black","Legal","G7","240","230","57610","55290"
"In post","2023","Black","Legal","HEO","60","60","37290","37540"
"In post","2023","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Legal","SEO","65","60","43870","43800"
"In post","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","G6","5","5","[c]","[c]"
"In post","2023","Black","Medicine","G7","10","10","[c]","[c]"
"In post","2023","Black","Medicine","HEO","10","10","[c]","[c]"
"In post","2023","Black","Medicine","SCS level","15","15","[c]","[c]"
"In post","2023","Black","Medicine","SEO","5","5","[c]","[c]"
"In post","2023","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","AA","440","410","24200","23500"
"In post","2023","Black","Operational Delivery","AO","3180","2945","26450","25480"
"In post","2023","Black","Operational Delivery","EO","3570","3370","30530","30540"
"In post","2023","Black","Operational Delivery","G6","25","25","[c]","[c]"
"In post","2023","Black","Operational Delivery","G7","135","135","57200","55740"
"In post","2023","Black","Operational Delivery","HEO","895","870","36360","36000"
"In post","2023","Black","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Operational Delivery","SEO","330","330","45500","43650"
"In post","2023","Black","Operational Delivery","Unknown","1300","1250","31990","29300"
"In post","2023","Black","Operational Research","AA","[c]","[c]","[c]","[c]"
