"Status","Year","Age","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","16-19","Finance","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Finance","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","16-19","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Wales","Female","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Midlands (England)","Female","35","30","25060","23230"
"In post","2023","16-19","Operational Delivery","East Midlands (England)","Male","40","40","24840","23230"
"In post","2023","16-19","Operational Delivery","East of England","Female","35","35","24070","23230"
"In post","2023","16-19","Operational Delivery","East of England","Male","35","30","24640","23230"
"In post","2023","16-19","Operational Delivery","London","Female","30","30","[c]","[c]"
"In post","2023","16-19","Operational Delivery","London","Male","30","30","26860","26400"
"In post","2023","16-19","Operational Delivery","North East (England)","Female","30","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North East (England)","Male","30","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","North West (England)","Female","80","75","23360","22520"
"In post","2023","16-19","Operational Delivery","North West (England)","Male","35","35","23720","22520"
"In post","2023","16-19","Operational Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Scotland","Female","25","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Scotland","Male","25","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South East (England)","Female","70","70","23920","22520"
"In post","2023","16-19","Operational Delivery","South East (England)","Male","60","60","23260","22400"
"In post","2023","16-19","Operational Delivery","South West (England)","Female","25","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","South West (England)","Male","25","25","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Wales","Female","70","70","21390","22500"
"In post","2023","16-19","Operational Delivery","Wales","Male","50","45","21500","21780"
"In post","2023","16-19","Operational Delivery","West Midlands (England)","Female","35","35","23240","22510"
"In post","2023","16-19","Operational Delivery","West Midlands (England)","Male","30","30","24400","23230"
"In post","2023","16-19","Operational Delivery","Yorkshire and The Humber","Female","55","55","23480","22520"
"In post","2023","16-19","Operational Delivery","Yorkshire and The Humber","Male","40","40","25090","23230"
"In post","2023","16-19","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Scotland","Male","5","5","[c]","[c]"
"In post","2023","16-19","Other","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","16-19","Other","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","16-19","Other","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","Other","Unknown","Male","20","20","[c]","[c]"
"In post","2023","16-19","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","London","Female","5","5","[c]","[c]"
"In post","2023","16-19","Policy","London","Male","10","10","[c]","[c]"
"In post","2023","16-19","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","16-19","Property","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South West (England)","Male","75","75","19700","18780"
"In post","2023","16-19","Science and Engineering","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Wales","Male","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","London","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Female","30","30","22950","22180"
"In post","2023","16-19","Unknown","Scotland","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","16-19","Veterinarian","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","East of England","Female","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","East of England","Male","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","London","Female","170","165","41470","35940"
"In post","2023","20-29","Commercial","London","Male","140","140","41650","36610"
"In post","2023","20-29","Commercial","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","North West (England)","Female","70","70","35960","33020"
"In post","2023","20-29","Commercial","North West (England)","Male","45","45","36310","34170"
"In post","2023","20-29","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","Female","35","35","31750","29730"
"In post","2023","20-29","Commercial","Scotland","Male","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","South East (England)","Female","40","40","31480","29110"
"In post","2023","20-29","Commercial","South East (England)","Male","35","35","30660","28810"
"In post","2023","20-29","Commercial","South West (England)","Female","180","180","32160","31920"
"In post","2023","20-29","Commercial","South West (England)","Male","150","150","31300","31920"
"In post","2023","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Wales","Female","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","Wales","Male","20","20","[c]","[c]"
"In post","2023","20-29","Commercial","West Midlands (England)","Female","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","Female","50","50","34660","31830"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","Male","40","40","35980","33410"
"In post","2023","20-29","Communications","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","20-29","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","East of England","Female","5","5","[c]","[c]"
"In post","2023","20-29","Communications","East of England","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","London","Female","340","335","38990","37870"
"In post","2023","20-29","Communications","London","Male","185","185","38230","37260"
"In post","2023","20-29","Communications","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","20-29","Communications","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Female","25","25","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","Female","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","South East (England)","Female","25","25","[c]","[c]"
"In post","2023","20-29","Communications","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","South West (England)","Female","35","35","31420","30730"
"In post","2023","20-29","Communications","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Wales","Female","40","40","32130","31060"
"In post","2023","20-29","Communications","Wales","Male","20","20","[c]","[c]"
"In post","2023","20-29","Communications","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","20-29","Communications","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","20-29","Communications","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","London","Male","5","5","[c]","[c]"
"In post","2023","20-29","Corporate Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","East Midlands (England)","Female","40","40","29960","28120"
"In post","2023","20-29","Counter Fraud","East Midlands (England)","Male","30","30","[c]","[c]"
"In post","2023","20-29","Counter Fraud","East of England","Female","25","25","[c]","[c]"
"In post","2023","20-29","Counter Fraud","East of England","Male","30","30","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Female","170","170","32830","32520"
"In post","2023","20-29","Counter Fraud","London","Male","130","130","32400","32520"
"In post","2023","20-29","Counter Fraud","North East (England)","Female","65","65","29030","28120"
"In post","2023","20-29","Counter Fraud","North East (England)","Male","50","50","29280","28120"
"In post","2023","20-29","Counter Fraud","North West (England)","Female","70","70","28220","28120"
"In post","2023","20-29","Counter Fraud","North West (England)","Male","50","50","28270","28120"
"In post","2023","20-29","Counter Fraud","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Scotland","Female","50","50","26920","28120"
"In post","2023","20-29","Counter Fraud","Scotland","Male","35","35","25070","24790"
"In post","2023","20-29","Counter Fraud","South East (England)","Female","65","60","28410","28120"
"In post","2023","20-29","Counter Fraud","South East (England)","Male","40","40","28600","28000"
"In post","2023","20-29","Counter Fraud","South West (England)","Female","35","30","29580","28120"
"In post","2023","20-29","Counter Fraud","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Wales","Female","55","55","27040","28000"
"In post","2023","20-29","Counter Fraud","Wales","Male","50","50","26030","25610"
"In post","2023","20-29","Counter Fraud","West Midlands (England)","Female","60","60","29930","28120"
"In post","2023","20-29","Counter Fraud","West Midlands (England)","Male","35","35","32050","28130"
