"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","Female","35","35","37820","37070"
"In post","2023","Declared disabled","Asian","Department for Education","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Female","35","35","35710","33830"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Female","760","645","29140","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Male","450","425","29330","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Female","230","210","35750","34370"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Male","250","235","35740","34700"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Female","215","190","34500","30200"
"In post","2023","Declared disabled","Asian","Home Office","Male","165","155","34270","30410"
"In post","2023","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Female","55","50","38990","36520"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Male","60","55","39240","34340"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Female","375","340","30500","27190"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Male","270","260","31610","29050"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Female","60","55","41090","35550"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cabinet Office","Female","35","35","39400","33270"
"In post","2023","Declared disabled","Black","Cabinet Office","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Female","50","50","43640","41210"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Female","510","455","30580","31280"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Male","150","140","31250","31280"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Female","130","125","36650","34700"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Male","70","70","34890","32540"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Female","135","125","33750","30200"
"In post","2023","Declared disabled","Black","Home Office","Male","45","40","35230","30410"
"In post","2023","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","Female","40","40","37420","36070"
"In post","2023","Declared disabled","Black","Ministry of Defence","Male","35","35","31290","31920"
"In post","2023","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","Female","500","470","32490","29660"
"In post","2023","Declared disabled","Black","Ministry of Justice","Male","165","160","34660","32920"
"In post","2023","Declared disabled","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","Female","50","50","42380","32880"
"In post","2023","Declared disabled","Mixed","Cabinet Office","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Female","35","30","39480","41060"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Female","35","30","37960","34660"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","Female","280","245","29190","28120"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","Male","125","120","30220","28120"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","Female","85","75","33710","32750"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","Male","55","50","33190","28130"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Home Office","Female","55","50","33750","29750"
"In post","2023","Declared disabled","Mixed","Home Office","Male","35","30","31480","28150"
"In post","2023","Declared disabled","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
