"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","London","50","50","47950","42890"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","London","390","355","32780","32520"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Outside London","270","240","27770","28120"
"In post","2023","Declared disabled","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","London","110","110","38990","39110"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","Outside London","85","80","32240","33960"
"In post","2023","Declared disabled","Black","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","London","150","140","34830","30410"
"In post","2023","Declared disabled","Black","Home Office","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","London","35","35","36640","31580"
"In post","2023","Declared disabled","Black","Ministry of Defence","Outside London","45","40","32880","33000"
"In post","2023","Declared disabled","Black","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","London","405","390","34710","32790"
"In post","2023","Declared disabled","Black","Ministry of Justice","Outside London","260","240","30430","29050"
"In post","2023","Declared disabled","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","London","50","50","46190","35650"
"In post","2023","Declared disabled","Mixed","Cabinet Office","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","London","40","40","43170","41360"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Education","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Outside London","35","35","35670","30320"
"In post","2023","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","London","90","85","34660","32520"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","Outside London","310","280","27950","28120"
"In post","2023","Declared disabled","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","London","30","30","43700","39450"
"In post","2023","Declared disabled","Mixed","HM Revenue and Customs","Outside London","110","100","30590","28130"
"In post","2023","Declared disabled","Mixed","HM Treasury","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Home Office","London","40","40","38150","31740"
"In post","2023","Declared disabled","Mixed","Home Office","Outside London","45","40","27920","25880"
"In post","2023","Declared disabled","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Ministry of Defence","Outside London","80","80","39910","38960"
"In post","2023","Declared disabled","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Ministry of Justice","London","120","115","37200","35410"
"In post","2023","Declared disabled","Mixed","Ministry of Justice","Outside London","320","300","31430","29050"
"In post","2023","Declared disabled","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Government","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Attorney General's Departments","London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cabinet Office","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
