"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Finance","AA/AO","120","105","23460","22520"
"In post","2023","Asian","Finance","EO","225","215","28980","28130"
"In post","2023","Asian","Finance","G6/G7","235","235","60410","59290"
"In post","2023","Asian","Finance","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Finance","SEO/HEO","590","570","39580","39150"
"In post","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","AA/AO","40","40","22150","22150"
"In post","2023","Asian","Grants Management","EO","10","10","[c]","[c]"
"In post","2023","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","AA/AO","65","60","23650","22520"
"In post","2023","Asian","Human Resources","EO","225","215","29000","28130"
"In post","2023","Asian","Human Resources","G6/G7","120","120","59560","57970"
"In post","2023","Asian","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","SEO/HEO","365","350","38290","38020"
"In post","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","SEO/HEO","70","70","41410","42440"
"In post","2023","Asian","Legal","AA/AO","255","235","23270","22870"
"In post","2023","Asian","Legal","EO","260","245","28690","28200"
"In post","2023","Asian","Legal","G6/G7","675","635","58740","55170"
"In post","2023","Asian","Legal","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Legal","SEO/HEO","200","195","37880","38760"
"In post","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","AA/AO","6790","5995","23740","22520"
"In post","2023","Asian","No function","EO","7855","7255","29340","28120"
"In post","2023","Asian","No function","G6/G7","1675","1635","60490","58870"
"In post","2023","Asian","No function","SCS level","190","180","94490","89180"
"In post","2023","Asian","No function","SEO/HEO","5425","5250","38300","36920"
"In post","2023","Asian","No function","Unknown","970","905","29490","27230"
"In post","2023","Asian","Project Delivery","AA/AO","30","30","23590","23200"
"In post","2023","Asian","Project Delivery","EO","185","180","29210","28500"
"In post","2023","Asian","Project Delivery","G6/G7","395","385","61580","59950"
"In post","2023","Asian","Project Delivery","SCS level","35","35","90890","85340"
"In post","2023","Asian","Project Delivery","SEO/HEO","760","740","38670","39150"
"In post","2023","Asian","Project Delivery","Unknown","45","40","40300","38790"
"In post","2023","Asian","Property","AA/AO","85","75","23630","22520"
"In post","2023","Asian","Property","EO","100","95","29380","29660"
"In post","2023","Asian","Property","G6/G7","60","60","59100","57970"
"In post","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","SEO/HEO","175","170","39090","38470"
"In post","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","AA/AO","165","160","26090","23500"
"In post","2023","Asian","Security","EO","70","65","30010","29890"
"In post","2023","Asian","Security","G6/G7","40","40","60990","58980"
"In post","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","SEO/HEO","115","110","39440","38540"
"In post","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA/AO","90","85","24180","23930"
"In post","2023","Asian","Unknown","EO","120","115","29580","29100"
"In post","2023","Asian","Unknown","G6/G7","115","110","60360","56450"
"In post","2023","Asian","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","SEO/HEO","390","385","37290","38130"
"In post","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Analysis","EO","50","50","29330","28960"
"In post","2023","Black","Analysis","G6/G7","45","45","57680","55850"
"In post","2023","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","SEO/HEO","150","150","38300","38660"
"In post","2023","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Commercial","EO","25","25","[c]","[c]"
"In post","2023","Black","Commercial","G6/G7","55","55","65190","65500"
"In post","2023","Black","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Commercial","SEO/HEO","115","115","39890","40260"
"In post","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Communications","EO","20","20","[c]","[c]"
"In post","2023","Black","Communications","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","SEO/HEO","65","60","38390","38410"
"In post","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","AA/AO","140","125","24800","25610"
"In post","2023","Black","Counter Fraud","EO","355","335","31400","32520"
"In post","2023","Black","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","SEO/HEO","190","185","38930","39450"
"In post","2023","Black","Debt","AA/AO","220","205","23650","22520"
"In post","2023","Black","Debt","EO","45","40","31570","32390"
"In post","2023","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","EO","150","145","28890","28370"
"In post","2023","Black","Digital, Data & Technology","G6/G7","195","195","58610","57000"
"In post","2023","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","SEO/HEO","515","510","38920","39110"
"In post","2023","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","AA/AO","40","35","24910","25480"
"In post","2023","Black","Finance","EO","85","80","29850","29730"
"In post","2023","Black","Finance","G6/G7","95","90","59580","57970"
"In post","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","SEO/HEO","255","250","40230","39450"
"In post","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","AA/AO","20","15","[c]","[c]"
"In post","2023","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Human Resources","EO","110","105","29760","29660"
"In post","2023","Black","Human Resources","G6/G7","65","65","58830","57250"
"In post","2023","Black","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","SEO/HEO","215","210","38730","38460"
"In post","2023","Black","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","140","130","24170","24480"
"In post","2023","Black","Legal","EO","165","160","29320","28540"
"In post","2023","Black","Legal","G6/G7","270","265","59340","57990"
"In post","2023","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","105","105","37880","37280"
"In post","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","AA/AO","3510","3255","26230","25480"
"In post","2023","Black","No function","EO","3930","3720","30450","30250"
"In post","2023","Black","No function","G6/G7","625","615","59400","57360"
"In post","2023","Black","No function","SCS level","65","65","97200","86710"
"In post","2023","Black","No function","SEO/HEO","2455","2410","39000","38350"
"In post","2023","Black","No function","Unknown","1305","1250","31990","29300"
"In post","2023","Black","Project Delivery","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","90","85","30410","30560"
"In post","2023","Black","Project Delivery","G6/G7","190","190","61250","61530"
"In post","2023","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","415","410","39250","39450"
"In post","2023","Black","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Property","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Property","EO","40","35","30050","30490"
"In post","2023","Black","Property","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","95","95","40200","38920"
"In post","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","AA/AO","70","70","26280","24380"
"In post","2023","Black","Security","EO","35","35","31340","31070"
"In post","2023","Black","Security","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","55","55","40730","41780"
"In post","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","25","20","[c]","[c]"
"In post","2023","Black","Unknown","EO","50","50","29780","29100"
"In post","2023","Black","Unknown","G6/G7","35","35","58290","55150"
"In post","2023","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","125","120","37990","39150"
"In post","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","EO","25","25","[c]","[c]"
"In post","2023","Mixed","Analysis","G6/G7","85","80","59470","56760"
"In post","2023","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","SEO/HEO","145","140","37500","37300"
"In post","2023","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","10","5","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","45","45","67440","66740"
"In post","2023","Mixed","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","70","70","37490","37150"
"In post","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","30","30","61090","60020"
"In post","2023","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","65","60","39520","39430"
"In post","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","50","45","24340","25610"
"In post","2023","Mixed","Counter Fraud","EO","145","140","29820","28130"
"In post","2023","Mixed","Counter Fraud","G6/G7","30","25","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","90","90","38670","39150"
"In post","2023","Mixed","Debt","AA/AO","85","75","22630","22520"
"In post","2023","Mixed","Debt","EO","20","15","[c]","[c]"
"In post","2023","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","EO","55","50","28680","28120"
"In post","2023","Mixed","Digital, Data & Technology","G6/G7","145","140","58000","56430"
"In post","2023","Mixed","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SEO/HEO","210","210","37970","37300"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","AA/AO","25","20","[c]","[c]"
"In post","2023","Mixed","Finance","EO","40","40","28110","27190"
"In post","2023","Mixed","Finance","G6/G7","65","65","60840","58910"
"In post","2023","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","SEO/HEO","95","95","38700","38470"
"In post","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","AA/AO","25","20","[c]","[c]"
"In post","2023","Mixed","Grants Management","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","Human Resources","EO","75","70","28790","28120"
"In post","2023","Mixed","Human Resources","G6/G7","65","65","58710","58760"
"In post","2023","Mixed","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","SEO/HEO","130","125","37670","37700"
"In post","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Legal","AA/AO","50","45","23180","22870"
"In post","2023","Mixed","Legal","EO","65","65","28740","28200"
"In post","2023","Mixed","Legal","G6/G7","190","175","60660","59240"
"In post","2023","Mixed","Legal","SCS level","20","20","[c]","[c]"
"In post","2023","Mixed","Legal","SEO/HEO","55","55","38290","38760"
"In post","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","AA/AO","1660","1525","25240","22610"
"In post","2023","Mixed","No function","EO","1645","1535","29460","28120"
"In post","2023","Mixed","No function","G6/G7","735","710","59990","57970"
"In post","2023","Mixed","No function","SCS level","90","85","86810","78620"
"In post","2023","Mixed","No function","SEO/HEO","1500","1465","38470","37560"
"In post","2023","Mixed","No function","Unknown","665","630","30940","29050"
"In post","2023","Mixed","Project Delivery","AA/AO","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","EO","40","35","28640","28130"
"In post","2023","Mixed","Project Delivery","G6/G7","135","130","61300","59770"
"In post","2023","Mixed","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","SEO/HEO","225","220","38000","38390"
"In post","2023","Mixed","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Property","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","Property","EO","25","25","[c]","[c]"
"In post","2023","Mixed","Property","G6/G7","20","20","[c]","[c]"
"In post","2023","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","SEO/HEO","60","55","38000","37080"
"In post","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","AA/AO","50","50","29220","27500"
"In post","2023","Mixed","Security","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Security","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","SEO/HEO","45","40","39820","38020"
"In post","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AA/AO","40","40","24610","25480"
"In post","2023","Mixed","Unknown","EO","65","60","29820","29450"
"In post","2023","Mixed","Unknown","G6/G7","75","70","60580","61080"
"In post","2023","Mixed","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","SEO/HEO","200","195","36940","36590"
"In post","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","G6/G7","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","SEO/HEO","45","45","38690","37690"
"In post","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","AA/AO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","EO","35","35","30580","30980"
"In post","2023","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Debt","AA/AO","35","35","23300","22520"
"In post","2023","Other ethnicity","Debt","EO","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","G6/G7","45","45","59110","58070"
"In post","2023","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","SEO/HEO","80","80","39320","39650"
"In post","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","G6/G7","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SEO/HEO","30","30","40430","39150"
"In post","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","AA/AO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Legal","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Legal","G6/G7","80","75","60600","57950"
"In post","2023","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","AA/AO","440","405","25690","24490"
"In post","2023","Other ethnicity","No function","EO","510","480","29840","29400"
"In post","2023","Other ethnicity","No function","G6/G7","265","265","59510","56660"
"In post","2023","Other ethnicity","No function","SCS level","25","25","[c]","[c]"
"In post","2023","Other ethnicity","No function","SEO/HEO","460","450","39130","38110"
"In post","2023","Other ethnicity","No function","Unknown","120","110","31180","29050"
"In post","2023","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","G6/G7","50","50","62020","58080"
"In post","2023","Other ethnicity","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","SEO/HEO","60","55","39600","39670"
"In post","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","SEO/HEO","50","50","38770","39150"
"In post","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Analysis","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Analysis","G6/G7","155","150","57980","56390"
"In post","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","SEO/HEO","145","140","38010","39150"
"In post","2023","Undeclared","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Commercial","G6/G7","110","110","62720","61290"
"In post","2023","Undeclared","Commercial","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","SEO/HEO","115","115","39220","40450"
"In post","2023","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","G6/G7","25","25","[c]","[c]"
